Date,Close,High,Low,Open,Volume,"('Close', 'WU')","('High', 'WU')","('Low', 'WU')","('Open', 'WU')","('Volume', 'WU')"
2024-06-03,11.194153785705566,11.220247152247584,11.04628999281219,11.220247152247584,3965800.0,,,,,
2024-06-04,11.27243423461914,11.34201709542907,11.107175147568844,11.141966577973808,3874200.0,,,,,
2024-06-05,11.281133651733398,11.368111823424316,11.185456584532188,11.30722702029135,3016800.0,,,,,
2024-06-06,11.23764419555664,11.307227064981683,11.159363260080156,11.228946129505202,3102900.0,,,,,
2024-06-07,11.211551666259766,11.255040340786316,11.14196879162533,11.176760228942548,1726400.0,,,,,
2024-06-10,11.107175827026367,11.168060626586268,11.054988263479894,11.124571128546403,2436900.0,,,,,
2024-06-11,10.950613975524902,11.089779705780494,10.950613975524902,11.072383574751951,2987500.0,,,,,
2024-06-12,11.020197868347168,11.115874109446931,10.941916930404972,11.08108267363854,3679500.0,,,,,
2024-06-13,10.83754062652588,11.01149777352206,10.820144497079706,11.01149777352206,2687900.0,,,,,
2024-06-14,10.69126796722412,10.779918103370948,10.558291494846255,10.779918103370948,4173000.0,,,,,
2024-06-17,10.806513786315918,10.82424432200056,10.522831978869451,10.673538150435006,3767500.0,,,,,
2024-06-18,10.96608543395996,11.001545660564128,10.735593538313635,10.815379259532632,4103100.0,,,,,
2024-06-20,10.81537914276123,10.948355625170002,10.779918916539922,10.92175982142516,3904600.0,,,,,
2024-06-21,10.93949031829834,10.966085276509991,10.788784146034834,10.841974062458142,11118600.0,,,,,
2024-06-24,10.992679595947266,11.187711250856072,10.921759147878324,10.974949906649243,2909500.0,,,,,
2024-06-25,10.868569374084473,11.063600186058798,10.824243882112691,10.97495004755368,2821300.0,,,,,
2024-06-26,10.717863082885742,10.83310902248476,10.68240285881208,10.815378487728712,3317600.0,,,,,
2024-06-27,10.638076782226562,10.726727760253803,10.522830848966503,10.717862493363404,3810000.0,,,,,
