Date,Close,High,Low,Open,Volume,"('Close', 'DAL')","('High', 'DAL')","('Low', 'DAL')","('Open', 'DAL')","('Volume', 'DAL')"
2024-06-03,49.86583709716797,50.70036918378594,49.54183990771115,50.51382773079575,5403300.0,,,,,
2024-06-04,48.952762603759766,50.45492197219372,48.40295085187617,49.67929568255958,7232200.0,,,,,
2024-06-05,49.89529037475586,50.75927914074117,48.89384961662682,49.0902112105261,10234100.0,,,,,
2024-06-06,49.512393951416016,50.72001285934246,49.3847583365107,50.072022134472505,5228700.0,,,,,
2024-06-07,49.52220916748047,49.78729678660677,49.08040021422294,49.09021660961889,4743500.0,,,,,
2024-06-10,49.58111953735352,49.94438609716484,49.1000337592631,49.38475791884138,3734400.0,,,,,
2024-06-11,48.39313125610352,49.27675281338544,48.1574965936568,49.21784695673819,7120800.0,,,,,
2024-06-12,49.69893264770508,50.25856079942433,48.89385342083576,49.04112556404027,6810000.0,,,,,
2024-06-13,49.25712203979492,49.58111927038837,48.45204277898776,49.492756729798,5250400.0,,,,,
2024-06-14,47.8335075378418,48.72694931678257,46.55715892910961,48.61895024263266,12323500.0,,,,,
2024-06-17,48.80549240112305,48.874218404678565,47.61751005933616,47.7255091350052,5288500.0,,,,,
2024-06-18,48.6778564453125,49.01166629437558,48.28513324774208,48.6778564453125,5026600.0,,,,,
2024-06-20,48.707313537597656,48.84476554491039,48.3833163101151,48.4618624544574,5303100.0,,,,,
2024-06-21,48.48149871826172,48.69749312341739,47.83350801222214,48.65822379675309,9374800.0,,,,,
2024-06-24,48.50113677978516,49.4534844601811,48.44222717000634,48.5207695710917,6695400.0,,,,,
2024-06-25,47.921871185302734,48.9429448525192,47.7942355724183,48.64840429956664,7726200.0,,,,,
2024-06-26,47.30332946777344,47.58805360156868,46.29207228014634,47.02842547392204,10964200.0,,,,,
2024-06-27,47.7156867980957,47.75495986840159,46.99897011880096,47.27387786565599,6504900.0,,,,,
