Date,Close,High,Low,Open,Volume,"('Close', 'BX')","('High', 'BX')","('Low', 'BX')","('Open', 'BX')","('Volume', 'BX')"
2024-06-03,115.39569091796876,117.4672177196553,112.96600017943724,117.42849669524392,4056900.0,,,,,
2024-06-04,115.26986694335938,115.97650541404089,114.11794033121686,114.35994122383292,2022600.0,,,,,
2024-06-05,117.81571197509766,117.89315403208492,115.28922210181624,115.9958679475832,2800100.0,,,,,
2024-06-06,115.35697174072266,118.5707429655245,115.20209502587748,117.57370057312735,3380300.0,,,,,
2024-06-07,113.85658264160156,115.26986696855464,112.28841419840538,113.70169852535848,3200900.0,,,,,
2024-06-10,115.87002563476562,116.13139073726494,113.33386098036934,113.59521869758744,2385100.0,,,,,
2024-06-11,115.20209503173828,115.76353143152107,113.59520572661542,115.76353143152107,2613400.0,,,,,
2024-06-12,119.4806671142578,121.96843570586302,118.8708275944294,119.4806671142578,3755000.0,,,,,
2024-06-13,118.2997055053711,119.63554766150044,117.59306709415272,119.2096311483279,2015900.0,,,,,
2024-06-14,117.37042999267578,117.68019083209056,116.31530967210948,117.22522798366988,1685500.0,,,,,
2024-06-17,118.25131225585938,118.7062677016517,116.72186493850612,117.12842463999576,1756800.0,,,,,
2024-06-18,118.96763610839844,119.15155175833549,117.82539163996049,118.4158743880256,2244700.0,,,,,
2024-06-20,120.69068145751952,121.07788434991772,118.50299139295844,118.58043344849428,2629900.0,,,,,
2024-06-21,120.14859771728516,120.78747619033486,119.20963313564972,120.7584372668254,5206800.0,,,,,
2024-06-24,121.25212097167967,122.40404011938008,120.05179130938927,120.19699331203674,2289400.0,,,,,
2024-06-25,120.43899536132812,120.8068414229893,119.48067395096804,120.21635868900968,1853400.0,,,,,
2024-06-26,120.18730926513672,121.135948489607,119.25801947443922,119.6645865273494,2121000.0,,,,,
2024-06-27,120.14859771728516,120.4099554141508,118.93859333585404,119.54843288539428,2084100.0,,,,,
2024-06-28,119.83882904052734,122.5008385052902,119.4613082890743,120.41962962851048,4058700.0,,,,,
2024-07-01,118.3190689086914,121.56187909782376,117.52530634849828,120.40995259042526,3568600.0,,,,,
2024-07-02,119.26771545410156,119.56779418865683,117.63178710578477,117.8931521977298,2292900.0,,,,,
2024-07-03,119.45162963867188,120.0324302434389,118.31906735158414,119.26770661613818,2102500.0,,,,,
2024-07-05,118.79338836669922,119.52907308011751,117.85442380851016,119.52907308011751,1957400.0,,,,,
2024-07-08,116.9057846069336,118.97731898285116,116.64442689991796,118.37715412765252,2270500.0,,,,,
2024-07-09,117.39945220947266,118.33841669742831,115.91840817600853,116.68313175501078,2495400.0,,,,,
2024-07-10,120.28411865234376,120.39059962964852,117.4285038564226,117.89314879241437,1976400.0,,,,,
2024-07-11,122.55892181396484,123.83668611862112,121.50379417507838,122.45244083980344,3406000.0,,,,,
2024-07-12,125.18222045898438,125.70493585306548,122.82028215627967,122.97516626214122,3390900.0,,,,,
2024-07-15,128.13462829589844,128.90903410880054,125.39517641046264,125.59846365994235,4505300.0,,,,,
2024-07-16,132.6261444091797,132.96495151734757,128.8509369466011,129.1800545673264,6351500.0,,,,,
2024-07-17,130.5352783203125,132.48096004442544,129.3446233765216,131.1354357657425,5851800.0,,,,,
2024-07-18,132.0453643798828,135.93672791527487,127.60223174541424,128.01846617126222,7386200.0,,,,,
2024-07-19,134.15560913085938,137.49521844120682,132.3067187960351,133.8652051102722,7353600.0,,,,,
2024-07-22,136.66273498535156,137.291946159269,134.29112922658473,135.5204978788142,4004200.0,,,,,
2024-07-23,139.024658203125,140.51539186742403,137.49521089780058,137.50490038597786,4640000.0,,,,,
2024-07-24,133.22633361816406,138.52131423043437,133.08112422299436,137.94050619087955,4497500.0,,,,,
2024-07-25,135.5398406982422,138.48256454593175,131.7936574825945,133.3037551993739,4412700.0,,,,,
2024-07-26,137.45651245117188,138.32770979087667,135.72379249044772,137.84370798647114,3262800.0,,,,,
2024-07-29,137.2617645263672,137.83621505343194,135.78186397025914,137.28124120262814,2325800.0,,,,,
2024-07-30,137.61228942871094,139.09220504562325,136.22974235020394,137.99200295832657,2831400.0,,,,,
2024-07-31,138.40090942382812,140.5526291013873,137.21308469154954,138.9948217899674,3617800.0,,,,,
2024-08-01,133.41595458984375,138.47880624929238,132.062615196271,138.1769846002466,4044800.0,,,,,
2024-08-02,129.54092407226562,131.63421373564108,127.6228799332204,130.77743307832944,4695700.0,,,,,
2024-08-05,126.09427642822266,128.7036013889592,121.1677320846062,123.50443557212242,6374300.0,,,,,
2024-08-06,126.8731918334961,129.3170024118433,125.42249871418348,126.46427072800412,3288900.0,,,,,
2024-08-07,124.22492218017578,130.31008391628853,123.98151571073129,130.0958850346692,2970500.0,,,,,
2024-08-08,127.20421600341795,127.72023653424664,124.5851674224718,125.78273053008492,1975300.0,,,,,
2024-08-09,127.47683715820312,128.39204791856866,125.69511476208208,127.1166003145348,1416000.0,,,,,
2024-08-12,125.87035369873048,128.75229286598815,124.79935927865282,127.57419900390272,3100400.0,,,,,
2024-08-13,129.83302307128906,130.17378323130623,126.67846972527326,127.23342877734812,3219300.0,,,,,
2024-08-14,132.56890869140625,132.89993793832878,129.85248405794454,130.15430571580637,2970100.0,,,,,
2024-08-15,132.67599487304688,134.60376984009233,131.9749830929665,134.2240563639114,3508900.0,,,,,
2024-08-16,130.7384796142578,133.38674314848774,129.7259152541589,132.63704707466303,3727400.0,,,,,
2024-08-19,131.0987091064453,131.43948408179028,129.98877627956423,130.46585827377703,2146200.0,,,,,
2024-08-20,129.47276306152344,131.73158219402674,129.20989477516875,131.29345352708393,1811400.0,,,,,
2024-08-21,131.1960906982422,131.43949717449124,128.25573630537494,129.7551285186264,1945200.0,,,,,
2024-08-22,131.23501586914062,131.92629672827502,129.99852179195005,131.18634646391564,1795500.0,,,,,
2024-08-23,135.60659790039062,136.97941382027534,132.14049248909194,132.33521467446874,4886900.0,,,,,
2024-08-26,138.2159423828125,138.4982873633134,136.13238350460622,136.64840405460455,3795200.0,,,,,
2024-08-27,137.52467346191406,138.57619133203136,136.86261490833311,136.9599685952018,3870800.0,,,,,
2024-08-28,136.38551330566406,138.31328836358506,135.5968787299851,137.07677935204984,2548600.0,,,,,
2024-08-29,136.87234497070312,137.80701761188212,136.03502601578865,136.82366069939397,2744900.0,,,,,
2024-08-30,138.60537719726562,138.92667551191172,134.96401115429472,137.61227466620966,3421600.0,,,,,
2024-09-03,134.49667358398438,138.2061856750374,133.36726403868042,137.69989607604748,2339700.0,,,,,
2024-09-04,134.21434020996094,135.3047964960406,132.98756203176865,134.01960313914444,1703600.0,,,,,
2024-09-05,134.6232452392578,137.17414011369328,134.0974789810095,135.01268962167438,2234600.0,,,,,
2024-09-06,133.50355529785156,136.40497066882975,132.0528624687121,134.95426298334067,2577900.0,,,,,
2024-09-09,136.0836944580078,137.06705125611307,134.80824692237707,135.07111521543314,2133700.0,,,,,
2024-09-10,138.4593505859375,138.7416955699513,134.5258934937301,136.58997571940458,2684700.0,,,,,
