Date,Close,High,Low,Open,Volume,"('Close', 'MASK')","('High', 'MASK')","('Low', 'MASK')","('Open', 'MASK')","('Volume', 'MASK')"
2025-01-08,3.25,3.990000009536743,3.25,3.849999904632568,544300.0,,,,,
2025-01-10,2.8299999237060547,3.380000114440918,2.819999933242798,3.289999961853028,128300.0,,,,,
2025-01-13,2.759999990463257,3.0999999046325684,2.700000047683716,2.880000114440918,40800.0,,,,,
2025-01-14,2.739000082015991,2.9100000858306885,2.720000028610229,2.799999952316284,32600.0,,,,,
2025-01-15,2.5,2.7709999084472656,2.5,2.7669999599456787,74300.0,,,,,
2025-01-16,2.609999895095825,2.799999952316284,2.539999961853028,2.549999952316284,33800.0,,,,,
2025-01-17,2.759999990463257,2.8499999046325684,2.609999895095825,2.690000057220459,31800.0,,,,,
2025-01-21,2.819000005722046,3.049999952316284,2.674999952316284,2.819999933242798,393700.0,,,,,
2025-01-22,2.8299999237060547,3.0999999046325684,2.700000047683716,2.881999969482422,363000.0,,,,,
2025-01-23,2.930000066757202,3.0299999713897705,2.7699999809265137,2.789999961853028,268700.0,,,,,
2025-01-24,2.890000104904175,3.0,2.809999942779541,2.8499999046325684,105800.0,,,,,
2025-01-27,2.890000104904175,2.9800000190734863,2.7300000190734863,2.799999952316284,31000.0,,,,,
2025-01-28,2.6600000858306885,2.900000095367432,2.650000095367432,2.900000095367432,15100.0,,,,,
2025-01-29,2.819999933242798,2.8299999237060547,2.700000047683716,2.7300000190734863,43700.0,,,,,
2025-01-30,2.9100000858306885,2.921999931335449,2.742000102996826,2.742000102996826,45200.0,,,,,
2025-01-31,2.859999895095825,3.072999954223633,2.759999990463257,2.875999927520752,189600.0,,,,,
2025-02-03,2.869999885559082,2.989000082015991,2.7799999713897705,2.8499999046325684,28700.0,,,,,
2025-02-04,2.809999942779541,2.9019999504089355,2.650000095367432,2.7100000381469727,76700.0,,,,,
2025-02-05,2.805000066757202,2.8499999046325684,2.5999999046325684,2.8499999046325684,33100.0,,,,,
2025-02-06,2.7100000381469727,2.799999952316284,2.549999952316284,2.549999952316284,11700.0,,,,,
2025-02-07,2.650000095367432,2.759999990463257,2.609999895095825,2.650000095367432,28800.0,,,,,
2025-02-10,2.640000104904175,2.720000028610229,2.5899999141693115,2.6600000858306885,22900.0,,,,,
2025-02-11,2.630000114440918,2.805000066757202,2.630000114440918,2.650000095367432,4700.0,,,,,
2025-02-12,2.799999952316284,3.069999933242798,2.650000095367432,2.7300000190734863,87600.0,,,,,
2025-02-13,2.970000028610229,2.970000028610229,2.700000047683716,2.809999942779541,30900.0,,,,,
2025-02-14,2.7699999809265137,2.990000009536743,2.739000082015991,2.900000095367432,28400.0,,,,,
2025-02-18,2.680000066757202,2.809999942779541,2.559999942779541,2.559999942779541,67500.0,,,,,
2025-02-19,2.759999990463257,2.799999952316284,2.684999942779541,2.75,9500.0,,,,,
2025-02-20,2.765000104904175,2.799999952316284,2.7100000381469727,2.799999952316284,13600.0,,,,,
2025-02-21,2.7699999809265137,2.990000009536743,2.700000047683716,2.8399999141693115,9100.0,,,,,
2025-02-24,2.700000047683716,2.75,2.650000095367432,2.720000028610229,16600.0,,,,,
2025-02-25,2.720000028610229,2.950000047683716,2.700000047683716,2.819999933242798,80900.0,,,,,
2025-02-26,2.75,2.799999952316284,2.700000047683716,2.75,16800.0,,,,,
2025-02-27,2.700000047683716,2.9200000762939453,2.650000095367432,2.75,23900.0,,,,,
2025-02-28,2.680000066757202,2.753000020980835,2.6600000858306885,2.7300000190734863,12400.0,,,,,
2025-03-03,2.619999885559082,2.7799999713897705,2.509999990463257,2.7300000190734863,12600.0,,,,,
2025-03-04,2.680000066757202,2.700000047683716,2.5,2.5,17000.0,,,,,
2025-03-05,2.799999952316284,2.865999937057495,2.690000057220459,2.789999961853028,55400.0,,,,,
