Date,Close,High,Low,Open,Volume,"('Close', 'MPC')","('High', 'MPC')","('Low', 'MPC')","('Open', 'MPC')","('Volume', 'MPC')"
2024-06-03,170.00892639160156,171.75035607299563,168.17020383300405,171.58497005759688,2513900.0,,,,,
2024-06-04,170.5050811767578,171.16664007050883,166.7692663426146,168.48151109706143,2319000.0,,,,,
2024-06-05,169.20143127441406,172.11031590118526,168.79282793916593,171.38066390721193,2148500.0,,,,,
2024-06-06,170.9623260498047,172.04221161787035,168.46205954939103,168.76364667154132,2229100.0,,,,,
2024-06-07,170.34942626953125,173.33612740470306,169.5224813979595,170.67046008622265,1908800.0,,,,,
2024-06-10,169.61001586914062,171.33199854119889,168.20908182033432,170.25211311564453,2526000.0,,,,,
2024-06-11,169.72679138183594,170.41752029930396,166.6233358158385,168.5496129501511,2097800.0,,,,,
2024-06-12,164.1814422607422,171.53634773756912,163.57826795493634,171.12772950707068,3080300.0,,,,,
2024-06-13,165.88394165039062,167.4308151441698,163.39339857775047,164.67759319978487,3284100.0,,,,,
2024-06-14,165.4558868408203,166.5260341501225,164.1425073648503,164.8624359816882,2934000.0,,,,,
2024-06-17,167.07086181640625,167.55729652779317,164.4538406939751,164.8819056151651,3006500.0,,,,,
2024-06-18,167.7713165283203,170.73857101636986,166.4579518120024,168.54961497769844,2557800.0,,,,,
2024-06-20,168.94850158691406,172.40219088540346,167.81996953338475,168.19938800114613,3176700.0,,,,,
2024-06-21,167.98536682128906,170.72886580675907,167.68377966575366,170.18404644294213,7308200.0,,,,,
2024-06-24,169.26954650878906,169.87272076599157,167.868612245137,168.0826446934621,2327800.0,,,,,
2024-06-25,170.43698120117188,170.7288449706803,166.90546076421657,169.05550852662714,2146300.0,,,,,
2024-06-26,169.5711212158203,171.50712161365908,168.1118172722157,171.11797983328745,1704100.0,,,,,
2024-06-27,168.21885681152344,172.47029147300051,167.46974319339822,170.9428941862256,1648700.0,,,,,
2024-06-28,168.77337646484375,170.21323384044553,167.35299547826386,170.21323384044553,3656300.0,,,,,
2024-07-01,170.0478057861328,170.81638078914426,167.041643435149,170.25211485567442,1705200.0,,,,,
2024-07-02,169.41546630859375,173.11237277031444,168.80255387392933,172.59675320759322,2531500.0,,,,,
2024-07-03,170.24241638183594,170.25213973140382,167.0416678417928,168.97768323201237,1344600.0,,,,,
2024-07-05,166.1077117919922,169.78515660635742,165.08619604471127,169.40573816820253,1587400.0,,,,,
2024-07-08,162.92645263671875,167.1195177109178,162.21626207446303,164.7457138098875,1897400.0,,,,,
2024-07-09,158.4998779296875,162.08004497464918,158.4025998983754,159.55057864359554,3709900.0,,,,,
2024-07-10,157.7799530029297,159.35601153375495,156.86546823172128,157.61456698543,2457500.0,,,,,
2024-07-11,159.83270263671875,161.44766935742277,156.76817005202625,157.25460473815576,2212400.0,,,,,
2024-07-12,160.97096252441406,161.17525676637118,157.7118443987989,160.89313119825644,2256500.0,,,,,
2024-07-15,162.18707275390625,164.0841652149321,161.56443689888212,162.29408898733897,2198800.0,,,,,
2024-07-16,163.12100219726562,163.43232751489597,159.33654101806982,161.0390623812393,2271600.0,,,,,
2024-07-17,161.06825256347656,167.80050690782693,159.71596471582944,163.4420562315325,3218600.0,,,,,
2024-07-18,160.0564727783203,163.68527136891237,159.5797614432783,162.46918465740484,3014600.0,,,,,
2024-07-19,160.67910766601562,162.35244415910773,159.5602989909134,161.14608080402948,3037100.0,,,,,
2024-07-22,161.39901733398438,163.1404617631511,159.66731109888067,160.62073373895964,2620900.0,,,,,
2024-07-23,159.52139282226562,161.7979036000931,159.11278946558957,161.3990235930491,2018200.0,,,,,
2024-07-24,163.00425720214844,163.1793665538832,159.27816593277925,159.59921458910068,2534900.0,,,,,
2024-07-25,166.8470916748047,167.88806899326906,161.33092430285137,163.20855500202208,2366500.0,,,,,
2024-07-26,167.96588134765625,168.40368441538487,165.39750694907133,167.4210769062606,1789300.0,,,,,
2024-07-29,167.2946319580078,169.24037079757855,165.13486065849955,167.86862135292694,1744400.0,,,,,
2024-07-30,173.45286560058594,174.60085912456444,167.2946158304453,167.5475565110741,2357800.0,,,,,
2024-07-31,172.2173309326172,178.3366724148069,172.1394996057534,176.0309768800969,1852900.0,,,,,
2024-08-01,168.48150634765625,174.5911395025785,167.3140661004971,172.52864639296226,1363300.0,,,,,
2024-08-02,160.1732177734375,166.93465714930227,159.62841328341227,166.52605378178336,2599700.0,,,,,
2024-08-05,157.65347290039062,158.2955702006004,153.2269146201795,154.83214302589653,2702300.0,,,,,
2024-08-06,166.25364685058594,168.9193142814254,159.5700389966595,160.8542188519777,2467900.0,,,,,
2024-08-07,164.7554473876953,168.5788172028279,163.9966104038551,168.1993987109078,1753400.0,,,,,
2024-08-08,169.4252166748047,170.1354220946633,165.1154119359761,165.3878142070853,2373100.0,,,,,
2024-08-09,171.0596466064453,171.62391269993392,168.63719619824926,168.98742981335218,2321900.0,,,,,
2024-08-12,171.59469604492188,173.5209731490814,170.38833273954103,172.2951631454904,2970500.0,,,,,
2024-08-13,170.98179626464844,171.11799738623048,168.43288319869495,169.74624797577704,2087300.0,,,,,
2024-08-14,174.19227600097656,174.74680386183894,171.07909676551265,171.82819554518971,2968900.0,,,,,
2024-08-15,175.84613037109375,177.0622170264955,174.1436090535313,175.622374583046,2391300.0,,,,,
2024-08-16,175.14569091796875,177.41247858284282,174.39657726344225,174.7857339614866,2452400.0,,,,,
2024-08-19,174.04632568359375,175.54455283792268,173.17074918183377,175.54455283792268,2076600.0,,,,,
2024-08-20,166.95411682128906,173.58907835011811,166.89574703298518,173.5209852120332,2701000.0,,,,,
2024-08-21,168.11253356933594,170.5760115006134,167.16429049426338,167.71172671976538,2088100.0,,,,,
2024-08-22,167.9268035888672,169.28562391808396,167.20339715046745,168.151640284869,2178700.0,,,,,
2024-08-23,171.3776092529297,171.59267561401515,168.7772722809097,169.21719023909617,1996000.0,,,,,
2024-08-26,169.31494140625,173.586927917741,168.94347534354714,172.73643277670865,1903200.0,,,,,
2024-08-27,166.07919311523438,169.02167036976698,165.9814302508036,168.87504098963967,1657100.0,,,,,
2024-08-28,166.1182861328125,168.09297960768603,164.30979250759523,165.20915416037957,2143100.0,,,,,
2024-08-29,167.1349639892578,167.6824002126969,163.52773218975292,165.60017358320616,2338700.0,,,,,
2024-08-30,173.14700317382812,173.49892858338947,166.147621009358,166.51908705752086,3460900.0,,,,,
2024-09-03,169.92105102539062,171.70998917185912,168.92392646709013,170.6151166633059,3523700.0,,,,,
2024-09-04,167.8974609375,172.81463138036852,167.39890616143114,170.23385004471484,2471300.0,,,,,
2024-09-05,164.6812744140625,168.98257189363514,164.3195637537647,168.78706108393067,2879200.0,,,,,
2024-09-06,162.27645874023438,166.28449772392028,161.10337888927154,165.16028439116957,2242400.0,,,,,
2024-09-09,159.588134765625,163.94809894637984,159.03091329135356,163.4690847798931,3642700.0,,,,,
2024-09-10,159.87161254882812,161.20110685951877,156.5772101042603,160.29197493558857,2800400.0,,,,,
2024-09-11,155.0522003173828,159.92048915260588,153.69338017378877,159.51968233271046,3379400.0,,,,,
2024-09-12,157.8675994873047,158.24885074342603,155.02287054427472,155.05219641655196,2370200.0,,,,,
2024-09-13,159.91070556640625,162.0906798065896,158.33681920693817,159.07976612254123,2563100.0,,,,,
2024-09-16,157.39837646484375,162.36442868474177,155.48234961285124,161.1326971370323,2151900.0,,,,,
2024-09-17,160.1942138671875,160.29197672562384,157.38859584497584,157.9164764975855,1520200.0,,,,,
2024-09-18,160.9762725830078,163.27356551613306,158.63011313700085,160.89806527927186,2688300.0,,,,,
2024-09-19,162.61859130859375,164.28045544330274,161.1131268602032,162.81410210387995,2132100.0,,,,,
2024-09-20,160.70254516601562,161.2793072165642,157.25172826491368,161.1815592799469,7789900.0,,,,,
2024-09-23,160.536376953125,162.69679601693196,158.7669795095083,158.85495713657332,6479400.0,,,,,
2024-09-24,158.80606079101562,162.88252121056823,158.50301682635003,162.4621737541656,4663300.0,,,,,
2024-09-25,158.03378295898438,161.97338420842843,157.66230202484272,158.41503421162358,2320600.0,,,,,
2024-09-26,159.77386474609375,164.78879801854723,156.80204691185548,157.10510580327855,7205700.0,,,,,
2024-09-27,159.97914123535156,161.24021344372213,158.50301759659047,160.32129630993705,1557500.0,,,,,
2024-09-30,159.25576782226562,160.51682525674184,157.63299971807163,159.58813769907096,2312900.0,,,,,
2024-10-01,162.10047912597656,163.13669975395212,157.00733868897169,157.0953163083619,2556600.0,,,,,
2024-10-02,161.67034912109375,163.12691723251157,158.79629417439193,162.65768833810645,2847000.0,,,,,
2024-10-03,170.91815185546875,171.69043968020154,160.7807666043584,162.07114986341037,3325800.0,,,,,
2024-10-04,168.12229919433594,173.65534287826372,166.46043500860455,172.74621093983794,2241600.0,,,,,
2024-10-07,169.38336181640625,170.54667115515463,167.08606901160763,167.37934265510577,2201300.0,,,,,
2024-10-08,156.40126037597656,167.18384461122258,153.62495324457848,166.93945237576094,5060600.0,,,,,
2024-10-09,158.9624786376953,159.76407737513267,154.84690702582813,155.4334543295277,2243300.0,,,,,
2024-10-10,161.1522216796875,163.47882526649684,158.3172632267877,158.9331363403776,1990200.0,,,,,
2024-10-11,160.57546997070312,163.10738488166524,159.73476007906515,160.33107773379115,1839400.0,,,,,
2024-10-14,158.85494995117188,160.19421460208986,158.41504691922609,159.6663339470585,2086100.0,,,,,
2024-10-15,153.4978790283203,156.21551948630258,153.29258298779553,154.3972406625106,2557800.0,,,,,
2024-10-16,154.35813903808594,155.2379600874542,153.4881032252839,153.8986804150481,1504900.0,,,,,
2024-10-17,154.75894165039062,156.19596923329232,153.72272092617987,154.86647483402675,2409000.0,,,,,
2024-10-18,154.74916076660156,155.6485223699273,153.42943677720575,154.6513979094175,2214800.0,,,,,
2024-10-21,153.39035034179688,155.47256210030852,152.65717361583057,155.22816985831977,2203800.0,,,,,
2024-10-22,154.69052124023438,155.0131207946074,153.2339380856141,153.96711482286585,1867200.0,,,,,
2024-10-23,150.31100463867188,155.07177582991466,148.96196955680156,153.4783335806006,3439000.0,,,,,
2024-10-24,149.45074462890625,151.24946790225388,148.45362013142338,151.0344015416886,1550700.0,,,,,
2024-10-25,148.94241333007812,151.14194357850417,148.52205090378897,150.8193440187527,1046300.0,,,,,
2024-10-28,147.6813507080078,148.14079439837786,144.96369526200894,146.6353447554897,3899000.0,,,,,
2024-10-29,142.02122497558594,147.2903213575211,141.64974397746366,147.2023437263403,2827800.0,,,,,
2024-10-30,141.5128631591797,143.1551866046946,141.03386396314718,141.97232171785535,2541100.0,,,,,
2024-10-31,142.2069549560547,143.34093850690496,141.44445237584944,142.6957394262641,2315800.0,,,,,
2024-11-01,139.91943359375,144.1718491206723,139.63593027537843,143.11607297782157,2149600.0,,,,,
2024-11-04,141.6888427734375,143.09654441602757,140.1833782714661,140.49620748827192,2377900.0,,,,,
2024-11-05,146.20521545410156,148.9815077999709,143.20408641762452,148.94241160372044,4008600.0,,,,,
2024-11-06,151.767578125,153.44899789722646,148.87396749570942,151.52318588969405,3094200.0,,,,,
2024-11-07,150.54562377929688,152.20748807147882,148.97173711585256,151.71870357868892,1771900.0,,,,,
2024-11-08,150.30120849609375,150.5456007050305,147.88661227847746,149.87107582172243,1718400.0,,,,,
2024-11-11,152.55941772460938,152.6376250356022,149.22590381157173,150.02751756185876,1992400.0,,,,,
2024-11-12,151.72848510742188,152.92110551748854,150.9171010792356,152.2661361031374,1785600.0,,,,,
2024-11-13,155.54100036621094,155.6289779940854,150.6433851664547,150.93664392603625,2448100.0,,,,,
2024-11-14,154.59275817871094,156.27417802065798,153.01887152141816,155.58988271673044,1863200.0,,,,,
2024-11-15,153.9866485595703,156.420785435762,152.5105100578304,152.5105100578304,2258800.0,,,,,
2024-11-18,156.3328399658203,156.59678778472994,153.73250272483483,154.90559751264652,2099400.0,,,,,
2024-11-19,155.2379608154297,157.486372507889,154.41680643205055,154.6709690031386,1637000.0,,,,,
2024-11-20,156.70291137695312,156.77172779112115,153.97943465011787,155.67054514452568,1606800.0,,,,,
2024-11-21,156.6144256591797,158.89546420473937,155.79838023386088,157.5976288248541,1505500.0,,,,,
2024-11-22,155.8180389404297,157.96142971779514,155.414937030309,156.66359429255712,1421200.0,,,,,
2024-11-25,153.8712921142578,157.312503120008,153.56650153986112,155.95567797980132,3721200.0,,,,,
2024-11-26,154.5005340576172,155.29692616576395,153.21254040098592,154.21541176059117,2072300.0,,,,,
2024-11-27,152.7504425048828,156.31947475234762,152.43581029461518,154.5202111814145,1286000.0,,,,,
2024-11-29,153.5271759033203,153.92046619051249,151.63942753226925,153.10440572239048,965500.0,,,,,
2024-12-02,154.76602172851562,154.93316447482593,150.970856717173,153.52717607558333,2267100.0,,,,,
2024-12-03,152.8782501220703,156.42761379017062,152.68159750689412,155.34608441665432,2035800.0,,,,,
2024-12-04,147.87374877929688,152.29816298482424,146.57592841363677,152.02286730112394,2240800.0,,,,,
2024-12-05,147.57879638671875,148.9552747730649,145.64188501290286,148.42435168189974,2199100.0,,,,,
2024-12-06,148.40469360351562,148.67016266856191,146.5169452573325,147.74594925894837,2684200.0,,,,,
2024-12-09,150.41041564941406,153.1338926111571,148.97494743307288,149.3387278025242,2528000.0,,,,,
2024-12-10,148.52267456054688,151.20681512420398,147.2543490202444,150.25312181242052,3431500.0,,,,,
2024-12-11,149.4174041748047,150.59724511435724,147.0970438259384,148.52268558633486,2796100.0,,,,,
2024-12-12,143.82296752929688,149.3387382590962,143.72464120513305,149.10276408259742,2723200.0,,,,,
2024-12-13,143.11505126953125,143.98027486140754,141.92538383319118,143.52799480133862,2014600.0,,,,,
2024-12-16,135.8688507080078,142.57428863692428,135.57388675163543,141.89589104050478,3518500.0,,,,,
2024-12-17,135.67221069335938,137.75659661087573,134.13840114760364,134.86597689357149,4076500.0,,,,,
2024-12-18,132.7914276123047,135.9671698868111,131.90655069451358,135.2101141914197,3959500.0,,,,,
2024-12-19,129.43870544433594,134.51203795536242,128.51450696584678,133.54850294438947,3895700.0,,,,,
2024-12-20,131.13963317871094,131.17895470128605,128.34732499624323,129.7828081112965,11493700.0,,,,,
2024-12-23,131.72955322265625,132.28014458369307,129.6648356187682,131.3559462290895,3509000.0,,,,,
2024-12-24,133.07655334472656,133.07655334472656,130.4907242401692,131.57225371422084,1419500.0,,,,,
