Date,Close,High,Low,Open,Volume,"('Close', 'RBC')","('High', 'RBC')","('Low', 'RBC')","('Open', 'RBC')","('Volume', 'RBC')"
2024-07-09,278.1199951171875,279.0400085449219,275.7300109863281,278.9700012207031,246100.0,,,,,
2024-07-10,282.2699890136719,283.6400146484375,278.2300109863281,278.2300109863281,196400.0,,,,,
2024-07-11,287.5199890136719,289.510009765625,285.0,285.010009765625,146600.0,,,,,
2024-07-12,292.6600036621094,295.9700012207031,289.07000732421875,290.17999267578125,132900.0,,,,,
2024-07-15,294.7799987792969,296.1000061035156,292.5299987792969,294.3500061035156,91300.0,,,,,
2024-07-16,306.57000732421875,308.04998779296875,293.79998779296875,295.7900085449219,303900.0,,,,,
2024-07-17,297.5899963378906,309.010009765625,297.3999938964844,302.1000061035156,293600.0,,,,,
2024-07-18,292.2099914550781,301.1700134277344,291.6600036621094,296.1700134277344,124500.0,,,,,
2024-07-19,287.0899963378906,292.2799987792969,286.70001220703125,292.2799987792969,213400.0,,,,,
2024-07-22,292.42999267578125,292.6099853515625,285.0199890136719,288.6099853515625,164900.0,,,,,
2024-07-23,291.6099853515625,296.0899963378906,289.20001220703125,291.4700012207031,94000.0,,,,,
2024-07-24,284.1199951171875,292.7200012207031,284.1099853515625,289.239990234375,127500.0,,,,,
2024-07-25,287.6600036621094,292.3099975585937,283.82000732421875,285.260009765625,156100.0,,,,,
2024-07-26,292.0199890136719,295.3999938964844,289.5599975585937,291.4599914550781,110100.0,,,,,
2024-07-29,290.07000732421875,293.3299865722656,289.42999267578125,292.1700134277344,103800.0,,,,,
2024-07-30,291.6700134277344,293.0899963378906,289.6099853515625,292.6199951171875,120300.0,,,,,
2024-07-31,290.8399963378906,297.25,290.8299865722656,293.9100036621094,116400.0,,,,,
2024-08-01,288.0299987792969,294.4599914550781,285.1600036621094,293.1499938964844,309800.0,,,,,
2024-08-02,276.54998779296875,282.2699890136719,273.1600036621094,279.510009765625,285700.0,,,,,
2024-08-05,274.2699890136719,279.3699951171875,260.5299987792969,265.8800048828125,308400.0,,,,,
2024-08-06,274.8599853515625,280.510009765625,274.5799865722656,275.29998779296875,358800.0,,,,,
2024-08-07,272.4700012207031,279.3500061035156,271.489990234375,277.8099975585937,88000.0,,,,,
2024-08-08,278.3099975585937,279.79998779296875,274.54998779296875,276.0799865722656,80400.0,,,,,
2024-08-09,277.4200134277344,280.1400146484375,276.3500061035156,279.5899963378906,86900.0,,,,,
2024-08-12,275.4700012207031,278.9800109863281,273.760009765625,278.260009765625,67200.0,,,,,
2024-08-13,277.5,277.8999938964844,273.17999267578125,276.4100036621094,114000.0,,,,,
2024-08-14,284.0,284.2900085449219,276.8399963378906,278.4800109863281,197000.0,,,,,
2024-08-15,289.3900146484375,293.0,285.8699951171875,288.3999938964844,170900.0,,,,,
2024-08-16,285.9800109863281,289.8599853515625,284.2200012207031,288.3599853515625,78200.0,,,,,
2024-08-19,287.67999267578125,288.6300048828125,286.260009765625,286.6499938964844,99200.0,,,,,
2024-08-20,286.29998779296875,289.5400085449219,284.239990234375,288.0799865722656,72800.0,,,,,
2024-08-21,292.95001220703125,293.1300048828125,287.25,288.739990234375,112700.0,,,,,
2024-08-22,290.19000244140625,293.3800048828125,290.0799865722656,293.3800048828125,71000.0,,,,,
2024-08-23,294.8999938964844,296.29998779296875,289.6300048828125,292.8699951171875,70000.0,,,,,
2024-08-26,294.989990234375,298.6400146484375,293.9599914550781,296.2200012207031,81600.0,,,,,
2024-08-27,292.7799987792969,294.45001220703125,291.45001220703125,294.45001220703125,60100.0,,,,,
2024-08-28,293.70001220703125,294.6400146484375,291.489990234375,293.07000732421875,149200.0,,,,,
2024-08-29,297.260009765625,301.6499938964844,292.9800109863281,295.1700134277344,137300.0,,,,,
2024-08-30,297.8500061035156,298.70001220703125,292.239990234375,298.04998779296875,111200.0,,,,,
2024-09-03,288.8299865722656,296.0899963378906,287.0199890136719,296.07000732421875,142200.0,,,,,
2024-09-04,285.70001220703125,290.760009765625,284.32000732421875,288.989990234375,84300.0,,,,,
2024-09-05,284.3699951171875,286.6199951171875,282.19000244140625,286.6199951171875,51500.0,,,,,
2024-09-06,282.5899963378906,286.8099975585937,280.6700134277344,286.1499938964844,115000.0,,,,,
2024-09-09,284.2900085449219,286.44000244140625,282.5400085449219,284.0599975585937,93100.0,,,,,
2024-09-10,282.9800109863281,285.67999267578125,281.20001220703125,285.489990234375,50400.0,,,,,
2024-09-11,283.92999267578125,285.0,274.8500061035156,281.2200012207031,121300.0,,,,,
2024-09-12,286.5199890136719,286.69000244140625,281.9599914550781,282.6600036621094,132300.0,,,,,
2024-09-13,287.489990234375,291.92999267578125,286.989990234375,288.1400146484375,133000.0,,,,,
2024-09-16,286.82000732421875,290.75,286.79998779296875,287.8800048828125,145900.0,,,,,
2024-09-17,290.5,292.7300109863281,287.8500061035156,287.8500061035156,118700.0,,,,,
2024-09-18,292.1600036621094,297.69000244140625,289.0,291.3299865722656,136300.0,,,,,
2024-09-19,299.69000244140625,299.8099975585937,293.17999267578125,296.3800048828125,115400.0,,,,,
2024-09-20,295.45001220703125,299.8299865722656,294.45001220703125,298.4800109863281,249400.0,,,,,
2024-09-23,297.9100036621094,299.3099975585937,293.989990234375,295.79998779296875,94900.0,,,,,
2024-09-24,302.7900085449219,303.0899963378906,299.1700134277344,301.1400146484375,124100.0,,,,,
2024-09-25,296.79998779296875,303.4100036621094,296.6600036621094,303.4100036621094,96900.0,,,,,
2024-09-26,301.54998779296875,306.3999938964844,300.3999938964844,300.7200012207031,102500.0,,,,,
2024-09-27,299.8699951171875,305.1300048828125,297.54998779296875,303.6700134277344,553900.0,,,,,
2024-09-30,299.3800048828125,299.8800048828125,294.3999938964844,298.010009765625,206300.0,,,,,
2024-10-01,302.2099914550781,303.1700134277344,292.8299865722656,298.2200012207031,325500.0,,,,,
2024-10-02,297.6600036621094,302.9200134277344,296.67999267578125,299.989990234375,158000.0,,,,,
2024-10-03,291.5400085449219,296.8800048828125,291.0400085449219,295.20001220703125,89600.0,,,,,
2024-10-04,292.4800109863281,295.2300109863281,292.0199890136719,295.0199890136719,127700.0,,,,,
2024-10-07,286.760009765625,290.44000244140625,285.1400146484375,290.17999267578125,93900.0,,,,,
2024-10-08,283.04998779296875,287.6300048828125,281.7300109863281,287.2099914550781,132500.0,,,,,
2024-10-09,281.2300109863281,284.8299865722656,279.3999938964844,283.82000732421875,131600.0,,,,,
2024-10-10,278.6600036621094,280.19000244140625,275.3800048828125,279.0599975585937,114900.0,,,,,
2024-10-11,280.8800048828125,283.17999267578125,278.70001220703125,278.70001220703125,156800.0,,,,,
2024-10-14,280.6499938964844,281.989990234375,278.9800109863281,280.989990234375,258600.0,,,,,
2024-10-15,284.70001220703125,286.8299865722656,279.989990234375,280.010009765625,146800.0,,,,,
2024-10-16,290.6099853515625,292.70001220703125,285.67999267578125,286.9700012207031,150700.0,,,,,
2024-10-17,290.20001220703125,291.9700012207031,288.8399963378906,291.8999938964844,84400.0,,,,,
2024-10-18,288.1000061035156,289.8999938964844,286.0199890136719,288.8599853515625,110900.0,,,,,
2024-10-21,286.29998779296875,288.2799987792969,282.8099975585937,286.8299865722656,103200.0,,,,,
2024-10-22,284.42999267578125,285.510009765625,282.0400085449219,284.7099914550781,98800.0,,,,,
2024-10-23,286.9599914550781,286.9700012207031,281.3699951171875,283.7900085449219,108400.0,,,,,
2024-10-24,288.1600036621094,289.42999267578125,285.3599853515625,286.3999938964844,113000.0,,,,,
2024-10-25,288.8399963378906,292.2099914550781,286.7900085449219,290.67999267578125,93500.0,,,,,
2024-10-28,288.57000732421875,293.19000244140625,288.57000732421875,290.69000244140625,101800.0,,,,,
2024-10-29,285.8299865722656,287.510009765625,283.79998779296875,286.6000061035156,144400.0,,,,,
2024-10-30,286.3699951171875,289.3800048828125,285.1499938964844,285.8800048828125,94900.0,,,,,
2024-10-31,280.3500061035156,285.92999267578125,280.0599975585937,284.5199890136719,126700.0,,,,,
2024-11-01,285.29998779296875,286.9200134277344,272.5,279.82000732421875,215300.0,,,,,
2024-11-04,285.0199890136719,289.489990234375,283.79998779296875,283.79998779296875,143300.0,,,,,
2024-11-05,287.8500061035156,289.6300048828125,283.4700012207031,283.4700012207031,125000.0,,,,,
2024-11-06,316.5199890136719,317.2699890136719,300.6400146484375,300.6400146484375,222500.0,,,,,
2024-11-07,317.7099914550781,319.3999938964844,313.489990234375,315.8500061035156,153900.0,,,,,
2024-11-08,319.8500061035156,322.1199951171875,317.010009765625,317.42999267578125,160400.0,,,,,
2024-11-11,320.0799865722656,328.3900146484375,319.510009765625,322.9700012207031,168900.0,,,,,
2024-11-12,315.3699951171875,318.3599853515625,312.6400146484375,317.760009765625,139500.0,,,,,
2024-11-13,315.69000244140625,318.70001220703125,313.2699890136719,315.3500061035156,177800.0,,,,,
2024-11-14,313.4700012207031,317.9100036621094,311.3099975585937,315.3999938964844,74600.0,,,,,
2024-11-15,313.4800109863281,313.6400146484375,309.8699951171875,311.8299865722656,71900.0,,,,,
2024-11-18,320.1300048828125,320.29998779296875,312.510009765625,314.8699951171875,160800.0,,,,,
2024-11-19,322.510009765625,323.19000244140625,316.6000061035156,316.8099975585937,146000.0,,,,,
2024-11-20,324.4599914550781,324.6199951171875,316.7099914550781,322.8999938964844,117600.0,,,,,
2024-11-21,324.45001220703125,326.260009765625,320.5400085449219,320.5400085449219,180900.0,,,,,
2024-11-22,336.82000732421875,337.19000244140625,328.989990234375,329.0299987792969,186900.0,,,,,
2024-11-25,338.7799987792969,343.6600036621094,337.57000732421875,338.8399963378906,235500.0,,,,,
2024-11-26,339.9700012207031,342.0,334.6300048828125,337.760009765625,282900.0,,,,,
2024-11-27,339.6600036621094,343.3599853515625,337.8699951171875,341.4599914550781,150300.0,,,,,
2024-11-29,335.1099853515625,343.9200134277344,335.1000061035156,341.510009765625,99600.0,,,,,
2024-12-02,335.2300109863281,337.42999267578125,333.7699890136719,335.5899963378906,140000.0,,,,,
2024-12-03,341.0299987792969,341.9700012207031,335.0400085449219,336.3800048828125,143000.0,,,,,
2024-12-04,339.7099914550781,342.6400146484375,338.0299987792969,340.4700012207031,149000.0,,,,,
2024-12-05,334.260009765625,346.7799987792969,333.57000732421875,339.260009765625,101600.0,,,,,
2024-12-06,334.3900146484375,335.010009765625,332.489990234375,335.0,108700.0,,,,,
2024-12-09,333.5599975585937,339.6000061035156,333.45001220703125,336.17999267578125,155300.0,,,,,
2024-12-10,332.5400085449219,337.6300048828125,331.32000732421875,334.7200012207031,174000.0,,,,,
2024-12-11,335.4200134277344,337.32000732421875,332.2799987792969,336.04998779296875,115600.0,,,,,
2024-12-12,330.6700134277344,334.5799865722656,330.1700134277344,334.5799865722656,109200.0,,,,,
2024-12-13,327.5799865722656,330.260009765625,323.760009765625,329.7900085449219,150700.0,,,,,
2024-12-16,326.3699951171875,331.44000244140625,325.260009765625,327.94000244140625,211200.0,,,,,
2024-12-17,320.489990234375,326.5799865722656,320.2799987792969,324.3699951171875,199900.0,,,,,
2024-12-18,312.1199951171875,326.17999267578125,311.8900146484375,320.4800109863281,233500.0,,,,,
2024-12-19,310.20001220703125,323.17999267578125,309.17999267578125,314.5400085449219,330400.0,,,,,
2024-12-20,306.2799987792969,313.8299865722656,305.4800109863281,307.0400085449219,975000.0,,,,,
2024-12-23,304.6199951171875,307.44000244140625,301.3500061035156,307.3299865722656,260300.0,,,,,
2024-12-24,304.6300048828125,305.989990234375,303.1300048828125,303.1300048828125,86000.0,,,,,
2024-12-26,303.92999267578125,304.9200134277344,302.25,302.6000061035156,118500.0,,,,,
2024-12-27,300.19000244140625,303.8599853515625,299.1000061035156,301.1300048828125,144200.0,,,,,
2024-12-30,297.0899963378906,299.1300048828125,295.0299987792969,297.8900146484375,165800.0,,,,,
2024-12-31,299.1400146484375,299.70001220703125,296.8299865722656,298.29998779296875,107000.0,,,,,
2025-01-02,297.8099975585937,301.75,296.1499938964844,300.4100036621094,109600.0,,,,,
2025-01-03,301.6499938964844,303.20001220703125,296.9700012207031,297.6000061035156,103500.0,,,,,
2025-01-06,300.32000732421875,306.3999938964844,299.9700012207031,302.5299987792969,104800.0,,,,,
2025-01-07,297.42999267578125,301.57000732421875,295.989990234375,301.57000732421875,99100.0,,,,,
2025-01-08,297.8500061035156,298.57000732421875,293.1400146484375,294.7099914550781,83800.0,,,,,
2025-01-10,294.3599853515625,295.6400146484375,291.8399963378906,293.6400146484375,96100.0,,,,,
2025-01-13,297.9599914550781,298.5599975585937,290.5599975585937,291.6400146484375,92800.0,,,,,
2025-01-14,304.57000732421875,305.0599975585937,300.4800109863281,300.8299865722656,87500.0,,,,,
2025-01-15,305.8800048828125,309.8800048828125,305.8599853515625,309.8800048828125,100400.0,,,,,
2025-01-16,309.54998779296875,310.1700134277344,306.1199951171875,306.6000061035156,85600.0,,,,,
2025-01-17,312.0899963378906,312.7799987792969,310.42999267578125,310.760009765625,151400.0,,,,,
2025-01-21,323.69000244140625,325.82000732421875,315.0,316.0400085449219,134500.0,,,,,
2025-01-22,323.1600036621094,326.5400085449219,321.1099853515625,323.3399963378906,209300.0,,,,,
2025-01-23,315.3299865722656,323.8399963378906,315.04998779296875,323.69000244140625,156100.0,,,,,
2025-01-24,314.2300109863281,318.70001220703125,313.8800048828125,315.29998779296875,203400.0,,,,,
2025-01-27,313.260009765625,314.44000244140625,310.0,314.010009765625,109900.0,,,,,
2025-01-28,315.2200012207031,315.7799987792969,311.25,311.95001220703125,82000.0,,,,,
2025-01-29,311.5799865722656,317.0,309.4200134277344,313.239990234375,81400.0,,,,,
2025-01-30,322.0199890136719,322.4100036621094,315.9100036621094,315.9100036621094,144200.0,,,,,
2025-01-31,348.75,364.9599914550781,339.2900085449219,347.1199951171875,349500.0,,,,,
2025-02-03,367.2900085449219,371.0,345.3699951171875,349.6099853515625,715200.0,,,,,
2025-02-04,368.8200073242188,368.8699951171875,358.2200012207031,367.0799865722656,304500.0,,,,,
2025-02-05,369.5,372.510009765625,358.8900146484375,369.0,163700.0,,,,,
2025-02-06,365.3399963378906,371.260009765625,361.2000122070313,370.9800109863281,141300.0,,,,,
2025-02-07,362.1000061035156,367.0,360.010009765625,365.989990234375,133600.0,,,,,
2025-02-10,363.6400146484375,364.2000122070313,359.4800109863281,364.1700134277344,122400.0,,,,,
2025-02-11,364.5899963378906,365.7999877929688,360.5400085449219,360.5400085449219,70800.0,,,,,
2025-02-12,363.30999755859375,363.7300109863281,359.760009765625,359.760009765625,109700.0,,,,,
2025-02-13,362.7699890136719,364.3800048828125,361.3699951171875,364.3800048828125,139200.0,,,,,
2025-02-14,364.55999755859375,366.4500122070313,361.3500061035156,364.1000061035156,188200.0,,,,,
2025-02-18,369.6099853515625,372.2000122070313,362.30999755859375,365.2000122070313,113200.0,,,,,
2025-02-19,370.8399963378906,372.8299865722656,366.2799987792969,366.739990234375,96300.0,,,,,
2025-02-20,368.8800048828125,370.8399963378906,364.8900146484375,370.8399963378906,117300.0,,,,,
2025-02-21,357.1099853515625,370.3599853515625,355.75,370.3599853515625,89300.0,,,,,
2025-02-24,357.5599975585937,362.1499938964844,354.4599914550781,357.19000244140625,99400.0,,,,,
2025-02-25,357.5,362.1799926757813,354.5799865722656,357.45001220703125,123800.0,,,,,
2025-02-26,358.1600036621094,363.2300109863281,356.239990234375,358.92999267578125,144400.0,,,,,
2025-02-27,357.6199951171875,360.5,356.6300048828125,358.6700134277344,137900.0,,,,,
2025-02-28,359.20001220703125,359.5299987792969,353.260009765625,358.6099853515625,160600.0,,,,,
2025-03-03,355.95001220703125,363.6900024414063,354.1600036621094,361.7300109863281,86400.0,,,,,
2025-03-04,350.4700012207031,356.0,347.3900146484375,352.239990234375,111000.0,,,,,
2025-03-05,356.0299987792969,356.54998779296875,349.7200012207031,350.8699951171875,115700.0,,,,,
2025-03-06,348.7300109863281,354.5400085449219,348.1300048828125,351.92999267578125,92000.0,,,,,
2025-03-07,353.010009765625,353.8800048828125,341.010009765625,346.739990234375,102200.0,,,,,
2025-03-10,345.7200012207031,351.9100036621094,342.04998779296875,348.9599914550781,144200.0,,,,,
2025-03-11,341.4100036621094,347.0899963378906,339.1300048828125,345.739990234375,160200.0,,,,,
2025-03-12,337.0400085449219,343.2699890136719,333.1099853515625,342.7799987792969,161300.0,,,,,
2025-03-13,331.510009765625,338.67999267578125,329.4800109863281,337.0799865722656,134700.0,,,,,
2025-03-14,336.4800109863281,338.7900085449219,333.67999267578125,333.67999267578125,146300.0,,,,,
2025-03-17,346.5,349.010009765625,335.2099914550781,336.2900085449219,209200.0,,,,,
2025-03-18,335.4100036621094,344.8500061035156,333.4800109863281,344.8500061035156,125900.0,,,,,
2025-03-19,338.3399963378906,338.67999267578125,330.1499938964844,334.6199951171875,135300.0,,,,,
2025-03-20,333.57000732421875,337.739990234375,330.8500061035156,333.3399963378906,214700.0,,,,,
2025-03-21,330.0199890136719,332.8900146484375,326.6600036621094,330.20001220703125,276100.0,,,,,
2025-03-24,335.1099853515625,338.2099914550781,331.3399963378906,335.489990234375,149200.0,,,,,
2025-03-25,333.4100036621094,339.8099975585937,329.8500061035156,336.7099914550781,220700.0,,,,,
2025-03-26,332.3599853515625,339.9100036621094,332.260009765625,336.3500061035156,125300.0,,,,,
2025-03-27,332.760009765625,335.7200012207031,328.510009765625,333.44000244140625,164000.0,,,,,
2025-03-28,325.6000061035156,333.3699951171875,323.010009765625,333.3699951171875,86200.0,,,,,
2025-03-31,321.7699890136719,323.20001220703125,316.70001220703125,321.239990234375,272300.0,,,,,
2025-04-01,332.92999267578125,335.260009765625,319.8699951171875,321.3099975585937,261200.0,,,,,
2025-04-02,336.989990234375,337.6300048828125,325.0599975585937,325.0599975585937,142400.0,,,,,
2025-04-03,317.19000244140625,325.3399963378906,316.739990234375,322.2200012207031,163300.0,,,,,
2025-04-04,308.82000732421875,312.5799865722656,298.6499938964844,306.9100036621094,396900.0,,,,,
2025-04-07,307.7300109863281,317.25,297.2799987792969,297.2799987792969,352700.0,,,,,
2025-04-08,304.7900085449219,321.0,301.04998779296875,318.0,194900.0,,,,,
2025-04-09,333.3900146484375,339.45001220703125,303.7300109863281,303.7300109863281,399100.0,,,,,
2025-04-10,325.25,328.6000061035156,314.1499938964844,326.760009765625,142600.0,,,,,
2025-04-11,332.8299865722656,334.2099914550781,322.0299987792969,325.92999267578125,167700.0,,,,,
2025-04-14,335.0299987792969,338.6300048828125,326.0799865722656,336.1499938964844,189200.0,,,,,
2025-04-15,332.6099853515625,339.0199890136719,331.0899963378906,335.4700012207031,134800.0,,,,,
2025-04-16,319.9700012207031,329.69000244140625,315.6700134277344,328.9200134277344,214700.0,,,,,
2025-04-17,321.67999267578125,323.8099975585937,318.6000061035156,320.3299865722656,277900.0,,,,,
2025-04-21,313.5599975585937,318.54998779296875,310.95001220703125,317.5899963378906,90700.0,,,,,
2025-04-22,318.510009765625,319.9200134277344,312.6499938964844,318.1000061035156,126800.0,,,,,
2025-04-23,325.4800109863281,335.0,323.94000244140625,328.6600036621094,86200.0,,,,,
2025-04-24,330.1300048828125,337.2900085449219,326.7699890136719,326.7699890136719,229600.0,,,,,
2025-04-25,327.1300048828125,331.45001220703125,326.5599975585937,328.19000244140625,153300.0,,,,,
2025-04-28,324.75,333.6400146484375,323.3399963378906,329.1300048828125,218800.0,,,,,
2025-04-29,329.3099975585937,330.1499938964844,322.8699951171875,323.3500061035156,130300.0,,,,,
2025-04-30,328.57000732421875,329.42999267578125,319.8800048828125,322.2900085449219,184400.0,,,,,
2025-05-01,333.75,336.92999267578125,331.04998779296875,331.04998779296875,108100.0,,,,,
2025-05-02,344.69000244140625,346.0199890136719,337.92999267578125,339.1700134277344,102400.0,,,,,
2025-05-05,342.79998779296875,344.8500061035156,341.239990234375,342.989990234375,79600.0,,,,,
2025-05-06,341.6499938964844,344.1700134277344,337.42999267578125,339.6000061035156,102900.0,,,,,
2025-05-07,342.20001220703125,344.8699951171875,339.5299987792969,343.0199890136719,120900.0,,,,,
2025-05-08,349.19000244140625,354.1400146484375,344.45001220703125,344.94000244140625,90400.0,,,,,
2025-05-09,349.25,354.1499938964844,346.25,350.8800048828125,115800.0,,,,,
2025-05-12,364.25,366.3200073242188,358.1099853515625,360.510009765625,226700.0,,,,,
2025-05-13,370.0,372.9500122070313,365.0,365.3399963378906,202300.0,,,,,
2025-05-14,364.4599914550781,371.0799865722656,362.2300109863281,368.75,147000.0,,,,,
2025-05-15,367.2699890136719,370.25,363.2000122070313,365.9200134277344,219800.0,,,,,
2025-05-16,368.1700134277344,369.2200012207031,350.5899963378906,365.0499877929688,248900.0,,,,,
2025-05-19,377.1400146484375,378.0700073242188,363.2300109863281,363.2300109863281,215000.0,,,,,
2025-05-20,373.2999877929688,380.489990234375,371.4400024414063,378.6499938964844,182600.0,,,,,
2025-05-21,366.7999877929688,374.5899963378906,366.5,369.4200134277344,112300.0,,,,,
2025-05-22,359.7699890136719,365.9200134277344,359.239990234375,365.9200134277344,232500.0,,,,,
2025-05-23,360.5,360.8599853515625,351.19000244140625,355.32000732421875,176200.0,,,,,
2025-05-27,368.25,369.3200073242188,362.0899963378906,364.8200073242188,171200.0,,,,,
2025-05-28,364.9599914550781,376.1199951171875,364.05999755859375,370.8200073242188,189800.0,,,,,
2025-05-29,365.3299865722656,374.3500061035156,361.7200012207031,366.4200134277344,115700.0,,,,,
2025-05-30,365.8699951171875,368.3200073242188,359.989990234375,364.5799865722656,152500.0,,,,,
2025-06-02,370.2099914550781,370.8999938964844,355.4700012207031,364.7000122070313,258300.0,,,,,
2025-06-03,374.4200134277344,375.5899963378906,368.1000061035156,371.6900024414063,149900.0,,,,,
2025-06-04,377.5,380.1099853515625,373.9200134277344,375.6000061035156,182000.0,,,,,
2025-06-05,378.0899963378906,382.5299987792969,376.5199890136719,379.010009765625,126800.0,,,,,
2025-06-06,381.2999877929688,386.4100036621094,375.2699890136719,381.7999877929688,125800.0,,,,,
2025-06-09,381.2200012207031,383.6900024414063,377.05999755859375,382.8500061035156,187100.0,,,,,
2025-06-10,376.8399963378906,383.2999877929688,376.8200073242188,381.7799987792969,192600.0,,,,,
2025-06-11,375.5899963378906,380.4400024414063,373.1099853515625,377.5799865722656,158100.0,,,,,
2025-06-12,371.75,375.4299926757813,368.7699890136719,372.0899963378906,80700.0,,,,,
2025-06-13,370.5499877929688,375.489990234375,367.8800048828125,367.8800048828125,212200.0,,,,,
2025-06-16,369.0799865722656,377.0,367.1099853515625,374.4700012207031,179200.0,,,,,
2025-06-17,367.0499877929688,369.1400146484375,365.8200073242188,366.5299987792969,121100.0,,,,,
2025-06-18,371.9299926757813,375.30999755859375,363.0499877929688,367.2099914550781,131700.0,,,,,
2025-06-20,372.5,374.4700012207031,369.260009765625,373.7799987792969,207300.0,,,,,
2025-06-23,381.25,381.8900146484375,370.739990234375,372.8900146484375,151200.0,,,,,
2025-06-24,388.1900024414063,390.6700134277344,379.7200012207031,382.7799987792969,222200.0,,,,,
2025-06-25,380.5700073242188,388.05999755859375,380.3200073242188,388.05999755859375,175000.0,,,,,
2025-06-26,387.6900024414063,387.7300109863281,380.4100036621094,383.4200134277344,146500.0,,,,,
2025-06-27,381.3599853515625,393.510009765625,377.5700073242188,387.6000061035156,517500.0,,,,,
2025-06-30,384.7999877929688,385.3200073242188,378.9700012207031,381.9200134277344,197800.0,,,,,
2025-07-01,381.4299926757813,388.3599853515625,380.0,383.9700012207031,246100.0,,,,,
2025-07-02,383.1300048828125,383.6900024414063,379.1600036621094,381.3800048828125,143700.0,,,,,
2025-07-03,388.5899963378906,390.1400146484375,383.2999877929688,383.2999877929688,98600.0,,,,,
2025-07-07,386.9800109863281,392.3299865722656,384.239990234375,388.5899963378906,134300.0,,,,,
2025-07-08,381.6000061035156,389.2200012207031,381.1700134277344,387.1000061035156,171900.0,,,,,
2025-07-09,379.8200073242188,384.1900024414063,376.1300048828125,383.760009765625,177100.0,,,,,
2025-07-10,378.9100036621094,382.6499938964844,378.05999755859375,379.8500061035156,186600.0,,,,,
2025-07-11,378.239990234375,379.5199890136719,375.1000061035156,379.0299987792969,145800.0,,,,,
2025-07-14,376.7099914550781,380.239990234375,374.8599853515625,378.6600036621094,162700.0,,,,,
2025-07-15,375.510009765625,380.4100036621094,375.0700073242188,379.3900146484375,152900.0,,,,,
2025-07-16,389.5700073242188,393.80999755859375,377.0,385.4500122070313,234600.0,,,,,
2025-07-17,397.0299987792969,400.7999877929688,388.8599853515625,389.989990234375,195900.0,,,,,
2025-07-18,397.3299865722656,402.2200012207031,394.9700012207031,399.4200134277344,182100.0,,,,,
2025-07-21,391.9800109863281,399.05999755859375,391.9800109863281,398.1099853515625,102200.0,,,,,
2025-07-22,392.3800048828125,396.6300048828125,388.0799865722656,390.8699951171875,144900.0,,,,,
2025-07-23,389.2999877929688,396.8299865722656,387.9700012207031,394.05999755859375,93700.0,,,,,
2025-07-24,385.0199890136719,390.1900024414063,384.9100036621094,388.1099853515625,156200.0,,,,,
2025-07-25,388.3699951171875,389.1000061035156,384.739990234375,386.55999755859375,77200.0,,,,,
2025-07-28,385.6199951171875,391.1900024414063,385.6099853515625,389.9200134277344,184400.0,,,,,
2025-07-29,385.0799865722656,389.75,383.6900024414063,388.80999755859375,163000.0,,,,,
2025-07-30,384.8699951171875,387.1099853515625,381.010009765625,384.80999755859375,202700.0,,,,,
