Date,Close,High,Low,Open,Volume,"('Close', 'ESPR')","('High', 'ESPR')","('Low', 'ESPR')","('Open', 'ESPR')","('Volume', 'ESPR')"
2024-06-03,2.240000009536743,2.2799999713897705,2.1600000858306885,2.2100000381469727,6865500.0,,,,,
2024-06-04,2.25,2.2799999713897705,2.130000114440918,2.220000028610229,6518300.0,,,,,
2024-06-05,2.3299999237060547,2.3299999237060547,2.220000028610229,2.25,4149900.0,,,,,
2024-06-06,2.470000028610229,2.5799999237060547,2.359999895095825,2.380000114440918,10540100.0,,,,,
2024-06-07,2.799999952316284,2.8499999046325684,2.4100000858306885,2.4200000762939453,14283300.0,,,,,
2024-06-10,2.9100000858306885,3.119999885559082,2.7699999809265137,2.789999961853028,14868300.0,,,,,
2024-06-11,2.900000095367432,2.990000009536743,2.859999895095825,2.9100000858306885,6080400.0,,,,,
2024-06-12,2.890000104904175,3.109999895095825,2.8499999046325684,2.990000009536743,7283000.0,,,,,
2024-06-13,2.9100000858306885,2.9200000762939453,2.680000066757202,2.900000095367432,9122500.0,,,,,
2024-06-14,2.990000009536743,3.0,2.7699999809265137,2.880000114440918,7959400.0,,,,,
2024-06-17,2.869999885559082,3.009999990463257,2.8299999237060547,3.009999990463257,4624300.0,,,,,
2024-06-18,2.720000028610229,2.930000066757202,2.7100000381469727,2.900000095367432,4484800.0,,,,,
2024-06-20,2.289999961853028,2.640000104904175,2.240000009536743,2.5799999237060547,18318700.0,,,,,
2024-06-21,2.2100000381469727,2.3399999141693115,2.180000066757202,2.319999933242798,8653600.0,,,,,
2024-06-24,2.180000066757202,2.289999961853028,2.1600000858306885,2.200000047683716,4450900.0,,,,,
2024-06-25,2.0899999141693115,2.259999990463257,2.0899999141693115,2.180000066757202,4137500.0,,,,,
2024-06-26,2.180000066757202,2.190000057220459,2.059999942779541,2.0899999141693115,5536500.0,,,,,
2024-06-27,2.309999942779541,2.3499999046325684,2.1600000858306885,2.1600000858306885,5773200.0,,,,,
2024-06-28,2.220000028610229,2.650000095367432,2.049999952316284,2.490000009536743,61408800.0,,,,,
2024-07-01,2.3399999141693115,2.5,2.220000028610229,2.2300000190734863,10041500.0,,,,,
2024-07-02,2.3399999141693115,2.4800000190734863,2.240000009536743,2.299999952316284,9869500.0,,,,,
2024-07-03,2.359999895095825,2.400000095367432,2.319999933242798,2.3399999141693115,3880800.0,,,,,
2024-07-05,2.450000047683716,2.470000028610229,2.2699999809265137,2.380000114440918,8760000.0,,,,,
2024-07-08,2.400000095367432,2.509999990463257,2.3499999046325684,2.4600000381469727,10064500.0,,,,,
2024-07-09,2.470000028610229,2.640000104904175,2.380000114440918,2.400000095367432,9346000.0,,,,,
2024-07-10,2.359999895095825,2.509999990463257,2.299999952316284,2.5,5679400.0,,,,,
2024-07-11,2.490000009536743,2.509999990463257,2.3299999237060547,2.359999895095825,4431600.0,,,,,
2024-07-12,2.509999990463257,2.559999942779541,2.440000057220459,2.490000009536743,6087000.0,,,,,
2024-07-15,2.5,2.509999990463257,2.400000095367432,2.4800000190734863,4929800.0,,,,,
2024-07-16,2.7300000190734863,2.7699999809265137,2.4800000190734863,2.509999990463257,9030900.0,,,,,
2024-07-17,2.619999885559082,2.740000009536743,2.569999933242798,2.640000104904175,7187400.0,,,,,
2024-07-18,2.450000047683716,2.700000047683716,2.450000047683716,2.619999885559082,4100000.0,,,,,
2024-07-19,2.390000104904175,2.4600000381469727,2.369999885559082,2.450000047683716,2724900.0,,,,,
2024-07-22,2.4100000858306885,2.450000047683716,2.299999952316284,2.4200000762939453,4846000.0,,,,,
2024-07-23,2.3399999141693115,2.450000047683716,2.3299999237060547,2.390000104904175,3748100.0,,,,,
2024-07-24,2.3399999141693115,2.4600000381469727,2.309999942779541,2.319999933242798,4023400.0,,,,,
2024-07-25,2.430000066757202,2.509999990463257,2.2799999713897705,2.3299999237060547,7002900.0,,,,,
2024-07-26,2.430000066757202,2.5,2.369999885559082,2.450000047683716,2910100.0,,,,,
2024-07-29,2.3499999046325684,2.539999961853028,2.319999933242798,2.4600000381469727,3521300.0,,,,,
2024-07-30,2.319999933242798,2.380000114440918,2.25,2.359999895095825,3484300.0,,,,,
2024-07-31,2.309999942779541,2.4100000858306885,2.299999952316284,2.309999942779541,2579500.0,,,,,
2024-08-01,2.180000066757202,2.3399999141693115,2.130000114440918,2.309999942779541,3483000.0,,,,,
2024-08-02,2.059999942779541,2.1700000762939453,2.049999952316284,2.109999895095825,5408300.0,,,,,
2024-08-05,2.109999895095825,2.119999885559082,1.850000023841858,1.940000057220459,7330500.0,,,,,
2024-08-06,2.009999990463257,2.119999885559082,1.950000047683716,2.059999942779541,6387300.0,,,,,
2024-08-07,1.9600000381469729,2.049999952316284,1.909999966621399,2.0299999713897705,4338400.0,,,,,
2024-08-08,2.0299999713897705,2.0299999713897705,1.9299999475479128,1.940000057220459,3555000.0,,,,,
2024-08-09,2.0199999809265137,2.0799999237060547,1.9700000286102293,2.069999933242798,4236900.0,,,,,
2024-08-12,1.840000033378601,2.0,1.7899999618530271,1.8600000143051147,9258900.0,,,,,
2024-08-13,1.7999999523162842,1.919999957084656,1.7899999618530271,1.8600000143051147,4933100.0,,,,,
2024-08-14,1.8600000143051147,1.8899999856948853,1.7799999713897705,1.7899999618530271,5503100.0,,,,,
2024-08-15,1.9700000286102293,1.9900000095367432,1.850000023841858,1.870000004768372,6196300.0,,,,,
2024-08-16,1.9600000381469729,2.0299999713897705,1.950000047683716,1.9900000095367432,3598700.0,,,,,
2024-08-19,1.899999976158142,1.9800000190734863,1.870000004768372,1.9800000190734863,5886900.0,,,,,
2024-08-20,1.7799999713897705,1.909999966621399,1.7699999809265137,1.8899999856948853,3861400.0,,,,,
2024-08-21,1.7599999904632568,1.809999942779541,1.7200000286102295,1.7999999523162842,3797000.0,,,,,
2024-08-22,1.7100000381469729,1.7699999809265137,1.7100000381469729,1.7599999904632568,3060400.0,,,,,
2024-08-23,1.7699999809265137,1.809999942779541,1.7200000286102295,1.7200000286102295,3156000.0,,,,,
2024-08-26,1.7599999904632568,1.809999942779541,1.7300000190734863,1.7799999713897705,3679100.0,,,,,
2024-08-27,1.7100000381469729,1.7799999713897705,1.7000000476837158,1.7799999713897705,2546200.0,,,,,
2024-08-28,1.7000000476837158,1.7799999713897705,1.659999966621399,1.6799999475479126,3243900.0,,,,,
2024-08-29,1.75,1.7699999809265137,1.690000057220459,1.690000057220459,2206100.0,,,,,
2024-08-30,1.830000042915344,1.830000042915344,1.75,1.7699999809265137,3141800.0,,,,,
2024-09-03,1.830000042915344,1.8799999952316284,1.7300000190734863,1.7999999523162842,4863400.0,,,,,
2024-09-04,1.8200000524520876,1.850000023841858,1.7799999713897705,1.830000042915344,3471200.0,,,,,
2024-09-05,1.7200000286102295,1.850000023841858,1.7000000476837158,1.809999942779541,2616700.0,,,,,
2024-09-06,1.649999976158142,1.7300000190734863,1.6299999952316284,1.7100000381469729,2756200.0,,,,,
2024-09-09,1.7000000476837158,1.75,1.6399999856948853,1.659999966621399,2027200.0,,,,,
2024-09-10,1.7300000190734863,1.7300000190734863,1.6399999856948853,1.7000000476837158,1929200.0,,,,,
2024-09-11,1.7400000095367432,1.75,1.6399999856948853,1.7300000190734863,3109900.0,,,,,
2024-09-12,1.75,1.7899999618530271,1.7300000190734863,1.75,1783300.0,,,,,
2024-09-13,1.909999966621399,1.909999966621399,1.7799999713897705,1.7799999713897705,3472000.0,,,,,
2024-09-16,1.7599999904632568,1.899999976158142,1.7200000286102295,1.8899999856948853,3683300.0,,,,,
2024-09-17,1.7799999713897705,1.8899999856948853,1.75,1.830000042915344,4492300.0,,,,,
2024-09-18,1.7400000095367432,1.8200000524520876,1.7000000476837158,1.7999999523162842,3206900.0,,,,,
2024-09-19,1.75,1.850000023841858,1.7300000190734863,1.7699999809265137,3309000.0,,,,,
2024-09-20,1.6799999475479126,1.7400000095367432,1.6799999475479126,1.7300000190734863,3369400.0,,,,,
2024-09-23,1.6299999952316284,1.7100000381469729,1.6299999952316284,1.7000000476837158,2810400.0,,,,,
2024-09-24,1.649999976158142,1.6699999570846558,1.6100000143051147,1.659999966621399,1873400.0,,,,,
2024-09-25,1.6100000143051147,1.690000057220459,1.600000023841858,1.649999976158142,2381900.0,,,,,
2024-09-26,1.6399999856948853,1.7200000286102295,1.6200000047683716,1.6200000047683716,2151100.0,,,,,
2024-09-27,1.6799999475479126,1.7100000381469729,1.6399999856948853,1.649999976158142,2728900.0,,,,,
2024-09-30,1.649999976158142,1.7400000095367432,1.6299999952316284,1.6799999475479126,2793500.0,,,,,
2024-10-01,1.6100000143051147,1.690000057220459,1.600000023841858,1.690000057220459,3256800.0,,,,,
2024-10-02,1.8200000524520876,1.830000042915344,1.5800000429153442,1.6100000143051147,6948100.0,,,,,
2024-10-03,1.9600000381469729,2.039999961853028,1.7799999713897705,1.809999942779541,6267100.0,,,,,
2024-10-04,2.1600000858306885,2.1700000762939453,1.940000057220459,1.9800000190734863,4513200.0,,,,,
2024-10-07,2.039999961853028,2.190000057220459,2.0199999809265137,2.180000066757202,3147700.0,,,,,
2024-10-08,2.069999933242798,2.130000114440918,2.0199999809265137,2.039999961853028,1676200.0,,,,,
2024-10-09,1.9299999475479128,2.059999942779541,1.8899999856948853,2.049999952316284,4022100.0,,,,,
2024-10-10,1.8899999856948853,1.9299999475479128,1.8200000524520876,1.919999957084656,3330600.0,,,,,
2024-10-11,1.9700000286102293,1.9800000190734863,1.8799999952316284,1.899999976158142,3462900.0,,,,,
2024-10-14,2.0899999141693115,2.0999999046325684,1.940000057220459,1.9700000286102293,1941800.0,,,,,
2024-10-15,2.130000114440918,2.1600000858306885,2.039999961853028,2.0899999141693115,1766600.0,,,,,
2024-10-16,2.119999885559082,2.2100000381469727,2.049999952316284,2.1700000762939453,4644200.0,,,,,
