Date,Close,High,Low,Open,Volume,"('Close', 'SMR')","('High', 'SMR')","('Low', 'SMR')","('Open', 'SMR')","('Volume', 'SMR')"
2024-06-03,7.630000114440918,9.4399995803833,7.559999942779541,8.770000457763672,9213300.0,,,,,
2024-06-04,6.980000019073486,7.840000152587891,6.610000133514404,7.829999923706055,8553900.0,,,,,
2024-06-05,7.789999961853027,7.809999942779541,7.059999942779541,7.179999828338623,4475300.0,,,,,
2024-06-06,7.670000076293945,7.980000019073486,7.460000038146973,7.670000076293945,2745100.0,,,,,
2024-06-07,8.079999923706055,8.09000015258789,7.420000076293945,7.5,2793200.0,,,,,
2024-06-10,8.680000305175781,8.899999618530273,7.840000152587891,7.96999979019165,5591500.0,,,,,
2024-06-11,8.960000038146973,8.979999542236328,8.149999618530273,8.550000190734863,3577600.0,,,,,
2024-06-12,8.449999809265137,9.210000038146973,8.369999885559082,9.170000076293944,4023100.0,,,,,
2024-06-13,8.420000076293945,8.609999656677246,7.920000076293945,8.5,3113800.0,,,,,
2024-06-14,8.1899995803833,8.420000076293945,8.100000381469727,8.170000076293945,1775100.0,,,,,
2024-06-17,8.5,8.850000381469727,8.0600004196167,8.220000267028809,3915000.0,,,,,
2024-06-18,9.539999961853027,9.630000114440918,8.289999961853027,8.460000038146973,7552300.0,,,,,
2024-06-20,9.510000228881836,10.597999572753906,9.119999885559082,9.56999969482422,8253800.0,,,,,
2024-06-21,10.020000457763672,10.020000457763672,8.710000038146973,9.300000190734863,7220200.0,,,,,
2024-06-24,10.020000457763672,10.31999969482422,9.31999969482422,10.0,4861200.0,,,,,
2024-06-25,10.970000267028809,11.1899995803833,9.779999732971191,9.979999542236328,8650400.0,,,,,
2024-06-26,11.520000457763672,12.149999618530272,10.920000076293944,10.9399995803833,8591500.0,,,,,
2024-06-27,11.979999542236328,12.199999809265137,10.880000114440918,12.010000228881836,7422300.0,,,,,
2024-06-28,11.6899995803833,12.399999618530272,11.029999732971191,12.220000267028809,9594900.0,,,,,
2024-07-01,10.93000030517578,11.835000038146973,10.43000030517578,11.760000228881836,4521700.0,,,,,
2024-07-02,10.93000030517578,12.0,10.75,11.05500030517578,4999100.0,,,,,
2024-07-03,11.59000015258789,11.949999809265137,11.119999885559082,11.18000030517578,3760800.0,,,,,
2024-07-05,12.220000267028809,13.279999732971191,11.529999732971191,11.989999771118164,8993700.0,,,,,
2024-07-08,13.6899995803833,13.739999771118164,12.279999732971191,12.859999656677246,7945600.0,,,,,
2024-07-09,12.770000457763672,13.31999969482422,12.31999969482422,13.100000381469728,7457400.0,,,,,
2024-07-10,13.529999732971191,13.699999809265137,12.770000457763672,13.260000228881836,5454700.0,,,,,
2024-07-11,13.0600004196167,14.06999969482422,12.800000190734863,13.8100004196167,6718600.0,,,,,
2024-07-12,15.34000015258789,15.699999809265137,12.949999809265137,13.34000015258789,12852600.0,,,,,
2024-07-15,15.8100004196167,16.90999984741211,14.970000267028809,16.75,10243400.0,,,,,
