Date,Close,High,Low,Open,Volume,"('Close', 'RZLV')","('High', 'RZLV')","('Low', 'RZLV')","('Open', 'RZLV')","('Volume', 'RZLV')"
2024-06-03,11.380000114440918,11.484999656677246,11.37399959564209,11.460000038146973,7300.0,,,,,
2024-06-04,11.399999618530272,11.520000457763672,11.380000114440918,11.46500015258789,1600.0,,,,,
2024-06-05,11.5,11.59000015258789,11.420000076293944,11.5,13400.0,,,,,
2024-06-06,11.460000038146973,11.510000228881836,11.25,11.371999740600586,77700.0,,,,,
2024-06-07,11.479999542236328,11.479999542236328,11.399999618530272,11.399999618530272,5900.0,,,,,
2024-06-10,11.550000190734863,11.550000190734863,11.442999839782717,11.550000190734863,2800.0,,,,,
2024-06-11,11.399999618530272,11.449999809265137,11.369999885559082,11.369999885559082,2700.0,,,,,
2024-06-12,11.404999732971191,11.475000381469728,11.399999618530272,11.399999618530272,3900.0,,,,,
2024-06-13,11.46500015258789,11.529999732971191,11.399999618530272,11.529999732971191,15800.0,,,,,
2024-06-14,11.489999771118164,11.529999732971191,11.470000267028809,11.529999732971191,47200.0,,,,,
2024-06-17,11.40999984741211,11.5,11.40999984741211,11.5,5000.0,,,,,
2024-06-18,11.479999542236328,11.479999542236328,11.359999656677246,11.359999656677246,6700.0,,,,,
2024-06-20,11.449999809265137,11.494999885559082,11.36400032043457,11.369999885559082,8900.0,,,,,
2024-06-21,11.420000076293944,11.44200038909912,11.380000114440918,11.4350004196167,11400.0,,,,,
2024-06-24,11.4399995803833,11.5,11.43000030517578,11.43000030517578,23000.0,,,,,
2024-06-25,11.43000030517578,11.470000267028809,11.369999885559082,11.449999809265137,42300.0,,,,,
2024-06-26,11.43000030517578,11.529999732971191,11.43000030517578,11.529999732971191,2400.0,,,,,
2024-06-27,11.449999809265137,11.449999809265137,11.449999809265137,11.449999809265137,400.0,,,,,
2024-06-28,11.4399995803833,11.4399995803833,11.369999885559082,11.369999885559082,4200.0,,,,,
2024-07-01,11.4399995803833,11.4399995803833,11.4399995803833,11.4399995803833,0.0,,,,,
2024-07-02,11.4399995803833,11.4399995803833,11.4399995803833,11.4399995803833,0.0,,,,,
2024-07-03,11.5,11.5,11.369999885559082,11.369999885559082,400.0,,,,,
2024-07-05,11.449999809265137,11.449999809265137,11.399999618530272,11.399999618530272,200.0,,,,,
2024-07-08,11.425000190734863,11.449999809265137,11.401000022888184,11.401000022888184,500.0,,,,,
2024-07-09,11.399999618530272,11.401000022888184,11.399999618530272,11.401000022888184,600.0,,,,,
2024-07-10,11.5,11.5,11.399999618530272,11.425000190734863,127400.0,,,,,
2024-07-11,11.479999542236328,11.5,11.4399995803833,11.486000061035156,100200.0,,,,,
2024-07-12,11.600000381469728,11.649999618530272,11.489999771118164,11.609999656677246,102700.0,,,,,
2024-07-15,11.970000267028809,12.350000381469728,11.5600004196167,11.640000343322754,187000.0,,,,,
2024-07-16,11.75,11.996000289916992,11.75,11.960000038146973,18200.0,,,,,
2024-07-17,11.380000114440918,11.800000190734863,11.31999969482422,11.630000114440918,94600.0,,,,,
2024-07-18,11.425000190734863,11.449999809265137,11.350000381469728,11.380000114440918,48200.0,,,,,
2024-07-19,11.390000343322754,11.4399995803833,11.3100004196167,11.43000030517578,69000.0,,,,,
2024-07-22,11.350000381469728,11.390000343322754,11.350000381469728,11.359999656677246,15700.0,,,,,
2024-07-23,11.300000190734863,11.350000381469728,11.289999961853027,11.350000381469728,66500.0,,,,,
2024-07-24,11.350000381469728,11.449999809265137,11.1899995803833,11.1899995803833,55300.0,,,,,
2024-07-25,11.359999656677246,11.380000114440918,11.359999656677246,11.359999656677246,21300.0,,,,,
2024-07-26,9.550000190734863,11.109999656677246,9.510000228881836,11.109999656677246,19100.0,,,,,
2024-07-29,8.760000228881836,10.449999809265137,8.640000343322754,9.380000114440918,22900.0,,,,,
2024-07-30,9.109999656677246,10.56999969482422,8.630000114440918,8.630000114440918,19200.0,,,,,
2024-07-31,8.289999961853027,9.010000228881836,8.100000381469727,9.010000228881836,4400.0,,,,,
2024-08-01,10.449999809265137,11.630000114440918,8.3100004196167,8.3100004196167,106000.0,,,,,
2024-08-02,10.539999961853027,11.010000228881836,9.93000030517578,10.5600004196167,9000.0,,,,,
2024-08-05,11.0,11.0,9.489999771118164,9.789999961853027,29900.0,,,,,
2024-08-06,13.859999656677246,14.5,10.880000114440918,10.890000343322754,101800.0,,,,,
2024-08-07,10.600000381469728,13.630000114440918,10.600000381469728,13.630000114440918,29600.0,,,,,
2024-08-08,10.300000190734863,12.5,9.520000457763672,10.770000457763672,88700.0,,,,,
2024-08-09,11.390000343322754,12.199999809265137,8.699999809265137,10.420000076293944,63000.0,,,,,
2024-08-12,9.399999618530272,11.399999618530272,9.0,11.100000381469728,19900.0,,,,,
2024-08-13,10.149999618530272,11.970000267028809,8.699999809265137,9.109999656677246,63900.0,,,,,
2024-08-14,11.199999809265137,11.699999809265137,9.5,10.760000228881836,46100.0,,,,,
2024-08-15,9.75,11.125,9.524999618530272,11.0,37500.0,,,,,
2024-08-16,10.1899995803833,11.420000076293944,7.710000038146973,10.899999618530272,194200.0,,,,,
2024-08-19,8.199999809265137,12.0,8.199999809265137,10.119999885559082,48400.0,,,,,
2024-08-20,8.050000190734863,9.31999969482422,7.840000152587891,9.010000228881836,40800.0,,,,,
2024-08-21,8.84000015258789,12.289999961853027,8.0,8.630000114440918,217200.0,,,,,
2024-08-22,10.3100004196167,11.95699977874756,10.0,11.010000228881836,238600.0,,,,,
2024-08-23,10.050000190734863,11.06999969482422,9.5,11.0,65400.0,,,,,
2024-08-26,10.050000190734863,10.359999656677246,9.68000030517578,10.050000190734863,73500.0,,,,,
2024-08-27,8.899999618530273,10.079999923706056,8.25,10.079999923706056,67100.0,,,,,
2024-08-28,7.889999866485596,8.699999809265137,7.010000228881836,8.630000114440918,54000.0,,,,,
2024-08-29,7.289999961853027,8.300000190734863,7.079999923706055,8.0,40600.0,,,,,
2024-08-30,8.779999732971191,8.890000343322754,7.269999980926514,7.489999771118164,51700.0,,,,,
2024-09-03,8.699999809265137,9.5,8.119999885559082,9.5,33600.0,,,,,
2024-09-04,8.5,9.029999732971191,8.010000228881836,8.800000190734863,18600.0,,,,,
2024-09-05,8.699999809265137,8.779999732971191,8.329999923706055,8.779999732971191,59100.0,,,,,
2024-09-06,9.300000190734863,9.5600004196167,8.710000038146973,8.989999771118164,42300.0,,,,,
2024-09-09,7.579999923706055,10.0,7.570000171661377,9.800000190734863,128200.0,,,,,
2024-09-10,7.0,8.15999984741211,6.800000190734863,7.699999809265137,51300.0,,,,,
2024-09-11,6.619999885559082,7.135000228881836,6.409999847412109,6.909999847412109,14600.0,,,,,
2024-09-12,6.510000228881836,6.989999771118164,6.150000095367432,6.980000019073486,34200.0,,,,,
2024-09-13,6.329999923706055,6.900000095367432,6.329999923706055,6.900000095367432,24700.0,,,,,
2024-09-16,5.685999870300293,6.400000095367432,4.889999866485596,6.400000095367432,37600.0,,,,,
2024-09-17,5.150000095367432,7.599999904632568,5.005000114440918,5.909999847412109,364300.0,,,,,
2024-09-18,4.75,5.150000095367432,4.75,5.150000095367432,59100.0,,,,,
2024-09-19,7.0,10.760000228881836,5.619999885559082,8.130000114440918,7604600.0,,,,,
2024-09-20,6.360000133514404,6.99399995803833,6.050000190734863,6.050000190734863,421700.0,,,,,
2024-09-23,5.53000020980835,6.210000038146973,5.480000019073486,6.210000038146973,162000.0,,,,,
