Date,Close,High,Low,Open,Volume,"('Close', 'PROP')","('High', 'PROP')","('Low', 'PROP')","('Open', 'PROP')","('Volume', 'PROP')"
2024-06-03,12.850000381469728,13.029999732971191,12.399999618530272,12.609999656677246,32700.0,,,,,
2024-06-04,12.899999618530272,13.029999732971191,12.670000076293944,12.960000038146973,31500.0,,,,,
2024-06-05,13.135000228881836,13.229999542236328,12.75,13.020000457763672,55500.0,,,,,
2024-06-06,13.329999923706056,13.380000114440918,12.899999618530272,13.199999809265137,38800.0,,,,,
2024-06-07,13.31999969482422,13.414999961853027,13.119999885559082,13.329999923706056,35000.0,,,,,
2024-06-10,12.779999732971191,13.59000015258789,12.550000190734863,13.350000381469728,113200.0,,,,,
2024-06-11,13.43000030517578,13.520000457763672,12.5,12.5,31100.0,,,,,
2024-06-12,12.800000190734863,13.5,12.600000381469728,13.5,76000.0,,,,,
2024-06-13,10.670000076293944,12.789999961853027,10.289999961853027,12.609999656677246,169100.0,,,,,
2024-06-14,10.600000381469728,11.010000228881836,10.510000228881836,10.960000038146973,143900.0,,,,,
2024-06-17,11.210000038146973,11.31999969482422,10.600000381469728,10.68000030517578,115600.0,,,,,
2024-06-18,10.0,11.25,10.0,11.25,136000.0,,,,,
2024-06-20,10.710000038146973,10.920000076293944,10.130000114440918,10.130000114440918,97700.0,,,,,
2024-06-21,10.170000076293944,10.989999771118164,10.170000076293944,10.880000114440918,167400.0,,,,,
2024-06-24,10.630000114440918,11.010000228881836,10.5,10.899999618530272,106400.0,,,,,
2024-06-25,10.75,11.109999656677246,10.670000076293944,11.109999656677246,105000.0,,,,,
2024-06-26,10.619999885559082,11.199999809265137,10.329999923706056,10.979999542236328,81300.0,,,,,
2024-06-27,11.170000076293944,11.670000076293944,10.90999984741211,11.15999984741211,97200.0,,,,,
2024-06-28,10.850000381469728,11.199999809265137,10.229999542236328,11.199999809265137,576200.0,,,,,
2024-07-01,11.270000457763672,11.760000228881836,10.770000457763672,10.770000457763672,154000.0,,,,,
2024-07-02,10.609999656677246,11.449999809265137,10.329999923706056,11.300000190734863,118200.0,,,,,
2024-07-03,9.729999542236328,10.640999794006348,9.630000114440918,10.609999656677246,153200.0,,,,,
2024-07-05,9.8100004196167,10.18000030517578,9.720000267028809,9.899999618530272,107600.0,,,,,
2024-07-08,9.289999961853027,9.8100004196167,8.75,9.8100004196167,167300.0,,,,,
2024-07-09,8.630000114440918,9.390000343322754,8.510000228881836,9.119999885559082,110000.0,,,,,
2024-07-10,8.350000381469727,8.640000343322754,7.78000020980835,8.640000343322754,181900.0,,,,,
2024-07-11,9.40999984741211,9.479999542236328,8.149999618530273,8.399999618530273,142100.0,,,,,
2024-07-12,10.369999885559082,10.390000343322754,9.369000434875488,9.739999771118164,96600.0,,,,,
2024-07-15,10.3100004196167,11.489999771118164,9.84000015258789,10.739999771118164,150400.0,,,,,
2024-07-16,10.149999618530272,10.579999923706056,9.75,10.239999771118164,48600.0,,,,,
2024-07-17,10.109999656677246,10.149999618530272,9.609999656677246,9.9399995803833,36100.0,,,,,
2024-07-18,9.850000381469728,10.59000015258789,9.800000190734863,10.100000381469728,32200.0,,,,,
2024-07-19,10.260000228881836,10.276000022888184,9.800000190734863,9.800000190734863,17300.0,,,,,
2024-07-22,10.579999923706056,10.760000228881836,10.260000228881836,10.300000190734863,79300.0,,,,,
2024-07-23,10.81999969482422,10.85200023651123,10.270000457763672,10.529999732971191,49800.0,,,,,
2024-07-24,9.210000038146973,10.649999618530272,9.109999656677246,10.649999618530272,73700.0,,,,,
2024-07-25,9.579999923706056,9.720000267028809,9.100000381469728,9.109999656677246,34800.0,,,,,
2024-07-26,9.979999542236328,10.161999702453612,9.579999923706056,9.579999923706056,34500.0,,,,,
2024-07-29,9.869999885559082,10.199999809265137,9.75,9.75,27500.0,,,,,
2024-07-30,9.5600004196167,10.133000373840332,9.350000381469728,9.729999542236328,34000.0,,,,,
2024-07-31,9.649999618530272,9.760000228881836,9.550000190734863,9.670000076293944,22900.0,,,,,
2024-08-01,9.640000343322754,9.979999542236328,9.149999618530272,9.979999542236328,35100.0,,,,,
2024-08-02,8.880000114440918,9.59000015258789,8.553999900817871,9.270000457763672,55700.0,,,,,
2024-08-05,8.470000267028809,8.880000114440918,8.109999656677246,8.5600004196167,45300.0,,,,,
2024-08-06,8.5,9.0600004196167,8.449999809265137,8.470000267028809,32100.0,,,,,
2024-08-07,8.130000114440918,9.029999732971191,8.119999885559082,8.600000381469727,31300.0,,,,,
2024-08-08,8.09000015258789,8.789999961853027,7.71999979019165,8.130000114440918,52900.0,,,,,
2024-08-09,9.289999961853027,9.550000190734863,8.5,8.5,76900.0,,,,,
2024-08-12,9.350000381469728,9.6899995803833,9.31999969482422,9.6899995803833,39000.0,,,,,
2024-08-13,9.149999618530272,9.68000030517578,9.149999618530272,9.390000343322754,30900.0,,,,,
2024-08-14,8.720000267028809,9.380000114440918,8.720000267028809,9.06999969482422,36500.0,,,,,
2024-08-15,9.329999923706056,9.468999862670898,8.800000190734863,8.869999885559082,41700.0,,,,,
2024-08-16,9.119999885559082,9.4399995803833,9.010000228881836,9.199999809265137,30600.0,,,,,
2024-08-19,9.1899995803833,9.34000015258789,9.0,9.100000381469728,33100.0,,,,,
2024-08-20,9.140000343322754,9.5,9.0649995803833,9.130000114440918,11800.0,,,,,
2024-08-21,9.029999732971191,9.416000366210938,8.859999656677246,9.149999618530272,23200.0,,,,,
2024-08-22,8.890000343322754,9.300000190734863,8.848999977111816,8.9399995803833,19700.0,,,,,
