Date,Close,High,Low,Open,Volume,"('Close', 'CHD')","('High', 'CHD')","('Low', 'CHD')","('Open', 'CHD')","('Volume', 'CHD')"
2024-06-03,105.73747253417967,106.62445068509112,105.05745469864856,105.05745469864856,1502800.0,,,,,
2024-06-04,106.5456085205078,106.77227612396187,105.75718181172434,106.16125256769932,1106300.0,,,,,
2024-06-05,106.1513900756836,106.35835038504086,105.15600309535142,106.27950621414458,952500.0,,,,,
2024-06-06,106.34849548339844,106.69342931604676,105.84587331640029,106.20066454969384,796200.0,,,,,
2024-06-07,105.82616424560548,107.00880426028866,105.70790550743298,106.34850124217878,830800.0,,,,,
2024-06-10,106.16124725341795,106.21051922087898,104.39714840804383,105.56993101092796,1169400.0,,,,,
2024-06-11,106.3682098388672,106.4076319250761,105.09687575485752,105.97399649577213,1438800.0,,,,,
2024-06-12,104.85049438476562,106.11197107986024,104.18033395062233,106.07254899326428,1517800.0,,,,,
2024-06-13,104.93919372558594,105.25456289264656,104.35772735941524,105.0574524638624,1304600.0,,,,,
2024-06-14,106.14154052734376,106.20067741938814,104.49570781283695,104.6139740779312,1313000.0,,,,,
2024-06-17,107.7183837890625,107.87606460860049,105.34325394313548,105.67833790301866,1080400.0,,,,,
2024-06-18,108.3195571899414,108.71376299744064,107.205903978674,107.46214376874354,1084300.0,,,,,
2024-06-20,107.33402252197266,108.66448585641064,107.1172048267766,108.07316965432636,1011200.0,,,,,
2024-06-21,107.3537368774414,108.53636935953462,107.03836771428362,107.86620894795008,1736700.0,,,,,
2024-06-24,105.92472076416016,107.15663271819582,105.4023837796942,107.15663271819582,1578200.0,,,,,
2024-06-25,103.33277130126952,105.45166132706062,103.07653151422198,105.45166132706062,1794300.0,,,,,
2024-06-26,102.9681396484375,104.19019429141252,102.17971293226331,102.64291306409108,1530000.0,,,,,
2024-06-27,102.50493621826172,103.15538184703048,102.28811850234077,103.11595976059084,1486200.0,,,,,
2024-06-28,102.17970275878906,102.76116157685418,101.3617114380253,102.50492931075446,6988900.0,,,,,
2024-07-01,103.3524932861328,103.8156858885744,102.20927532522782,102.60348867447073,1786300.0,,,,,
2024-07-02,103.91423797607422,104.0620613931203,102.48521561968086,103.23422018168723,1362000.0,,,,,
2024-07-03,104.0029296875,104.13105333805038,103.5200223250236,103.91423563926688,831600.0,,,,,
2024-07-05,105.04759216308594,105.22498778459808,103.75655084591052,104.19018625827212,998700.0,,,,,
2024-07-08,104.05220794677734,105.11658162700915,103.30320341042976,105.11658162700915,1378700.0,,,,,
2024-07-09,103.09624481201172,103.99307277510653,102.66260941240908,103.7959698765564,1221700.0,,,,,
2024-07-10,103.33277130126952,103.93394492530778,102.87942861279691,103.54958900423333,1666700.0,,,,,
2024-07-11,102.23883056640624,104.57453824174198,102.07129235212729,103.2342174895232,1894500.0,,,,,
2024-07-12,102.6626205444336,103.40176777263504,102.5147895949944,102.56406908447228,1115600.0,,,,,
2024-07-15,99.71587371826172,102.95826663026202,99.63702955480434,102.5837606133361,1924200.0,,,,,
