Date,Close,High,Low,Open,Volume,"('Close', 'LFMD')","('High', 'LFMD')","('Low', 'LFMD')","('Open', 'LFMD')","('Volume', 'LFMD')"
2024-06-03,7.53000020980835,8.350000381469727,7.489999771118164,8.279999732971191,851100.0,,,,,
2024-06-04,7.53000020980835,7.570000171661377,6.949999809265137,7.420000076293945,1152900.0,,,,,
2024-06-05,8.220000267028809,8.239999771118164,7.639999866485596,7.960000038146973,630900.0,,,,,
2024-06-06,7.949999809265137,8.470000267028809,7.789999961853027,8.210000038146973,452900.0,,,,,
2024-06-07,7.539999961853027,8.279999732971191,7.5,7.869999885559082,833900.0,,,,,
2024-06-10,7.559999942779541,8.0600004196167,7.360000133514404,7.5,853300.0,,,,,
2024-06-11,7.849999904632568,7.929999828338623,7.289999961853027,7.489999771118164,567400.0,,,,,
2024-06-12,7.949999809265137,8.199999809265137,7.730000019073486,7.960000038146973,682100.0,,,,,
2024-06-13,8.119999885559082,8.420000076293945,7.880000114440918,8.020000457763672,843800.0,,,,,
2024-06-14,7.920000076293945,8.15999984741211,7.889999866485596,8.0,485400.0,,,,,
2024-06-17,8.399999618530273,8.8100004196167,8.0,8.039999961853027,1093300.0,,,,,
2024-06-18,7.869999885559082,8.680000305175781,7.860000133514404,8.359999656677246,692100.0,,,,,
2024-06-20,7.210000038146973,7.940000057220459,7.159999847412109,7.909999847412109,1081500.0,,,,,
2024-06-21,6.960000038146973,7.230000019073486,6.769999980926514,7.199999809265137,1684800.0,,,,,
2024-06-24,6.929999828338623,7.019999980926514,6.760000228881836,6.949999809265137,712400.0,,,,,
2024-06-25,6.789999961853027,7.110000133514404,6.690000057220459,6.920000076293945,930700.0,,,,,
2024-06-26,6.940000057220459,6.96999979019165,6.420000076293945,6.789999961853027,1255700.0,,,,,
2024-06-27,6.71999979019165,7.050000190734863,6.639999866485596,6.710000038146973,836000.0,,,,,
2024-06-28,6.860000133514404,6.96999979019165,6.650000095367432,6.739999771118164,6436700.0,,,,,
2024-07-01,6.800000190734863,6.989999771118164,6.519999980926514,6.880000114440918,731200.0,,,,,
2024-07-02,6.619999885559082,6.929999828338623,6.590000152587891,6.78000020980835,460800.0,,,,,
2024-07-03,6.809999942779541,6.829999923706055,6.590000152587891,6.650000095367432,306600.0,,,,,
2024-07-05,6.570000171661377,6.760000228881836,6.46999979019165,6.760000228881836,480600.0,,,,,
2024-07-08,6.610000133514404,6.889999866485596,6.519999980926514,6.519999980926514,462300.0,,,,,
2024-07-09,6.019999980926514,6.630000114440918,5.829999923706055,6.619999885559082,1542900.0,,,,,
2024-07-10,5.820000171661377,6.190000057220459,5.670000076293945,6.150000095367432,841000.0,,,,,
2024-07-11,6.260000228881836,6.300000190734863,5.829999923706055,5.860000133514404,873200.0,,,,,
2024-07-12,6.170000076293945,6.429999828338623,6.079999923706055,6.380000114440918,877600.0,,,,,
2024-07-15,6.690000057220459,6.789999961853027,6.119999885559082,6.239999771118164,690100.0,,,,,
2024-07-16,6.980000019073486,7.059999942779541,6.739999771118164,6.820000171661377,730400.0,,,,,
2024-07-17,6.75,7.019999980926514,6.599999904632568,6.75,728900.0,,,,,
2024-07-18,6.550000190734863,6.849999904632568,6.53000020980835,6.71999979019165,343500.0,,,,,
2024-07-19,6.550000190734863,6.869999885559082,6.539999961853027,6.579999923706055,421000.0,,,,,
2024-07-22,6.949999809265137,6.989999771118164,6.480000019073486,6.570000171661377,509200.0,,,,,
2024-07-23,7.0,7.150000095367432,6.769999980926514,6.769999980926514,663400.0,,,,,
2024-07-24,6.769999980926514,7.070000171661377,6.730000019073486,6.920000076293945,464700.0,,,,,
2024-07-25,6.960000038146973,7.139999866485596,6.71999979019165,6.71999979019165,358000.0,,,,,
2024-07-26,7.03000020980835,7.139999866485596,6.900000095367432,6.980000019073486,506600.0,,,,,
2024-07-29,6.739999771118164,7.199999809265137,6.71999979019165,7.199999809265137,340300.0,,,,,
2024-07-30,6.860000133514404,6.880000114440918,6.630000114440918,6.789999961853027,305100.0,,,,,
2024-07-31,7.130000114440918,7.429999828338623,6.880000114440918,6.940000057220459,716600.0,,,,,
2024-08-01,6.690000057220459,7.289999961853027,6.400000095367432,7.119999885559082,698200.0,,,,,
2024-08-02,6.590000152587891,6.630000114440918,6.260000228881836,6.300000190734863,515600.0,,,,,
2024-08-05,5.980000019073486,6.139999866485596,5.659999847412109,5.659999847412109,628800.0,,,,,
2024-08-06,5.789999961853027,6.119999885559082,5.78000020980835,6.119999885559082,476100.0,,,,,
2024-08-07,5.369999885559082,5.900000095367432,5.309999942779541,5.840000152587891,1026800.0,,,,,
2024-08-08,5.21999979019165,5.5,4.710000038146973,5.230000019073486,1304200.0,,,,,
2024-08-09,5.429999828338623,5.599999904632568,5.239999771118164,5.239999771118164,536700.0,,,,,
2024-08-12,5.460000038146973,5.510000228881836,5.210000038146973,5.440000057220459,472200.0,,,,,
2024-08-13,5.510000228881836,5.690000057220459,5.329999923706055,5.550000190734863,554900.0,,,,,
2024-08-14,5.199999809265137,5.670000076293945,5.199999809265137,5.550000190734863,458600.0,,,,,
2024-08-15,5.070000171661377,5.420000076293945,5.050000190734863,5.349999904632568,424500.0,,,,,
2024-08-16,5.210000038146973,5.230000019073486,5.0,5.130000114440918,371500.0,,,,,
2024-08-19,5.320000171661377,5.420000076293945,5.050000190734863,5.210000038146973,577700.0,,,,,
2024-08-20,5.199999809265137,5.320000171661377,5.099999904632568,5.300000190734863,415500.0,,,,,
2024-08-21,5.300000190734863,5.329999923706055,5.130000114440918,5.21999979019165,375700.0,,,,,
2024-08-22,5.059999942779541,5.340000152587891,5.039999961853027,5.309999942779541,305300.0,,,,,
2024-08-23,5.449999809265137,5.559999942779541,5.190000057220459,5.260000228881836,536200.0,,,,,
2024-08-26,5.440000057220459,5.46999979019165,5.300000190734863,5.440000057220459,322900.0,,,,,
2024-08-27,4.909999847412109,5.289999961853027,4.889999866485596,5.199999809265137,738800.0,,,,,
2024-08-28,5.139999866485596,5.150000095367432,4.829999923706055,5.090000152587891,459900.0,,,,,
2024-08-29,5.130000114440918,5.289999961853027,5.039999961853027,5.159999847412109,388000.0,,,,,
2024-08-30,5.210000038146973,5.28000020980835,5.090000152587891,5.150000095367432,309300.0,,,,,
2024-09-03,5.039999961853027,5.389999866485596,4.960000038146973,5.360000133514404,483000.0,,,,,
2024-09-04,4.989999771118164,5.239999771118164,4.900000095367432,5.0,331900.0,,,,,
2024-09-05,4.940000057220459,5.050000190734863,4.889999866485596,4.989999771118164,362600.0,,,,,
2024-09-06,4.789999961853027,5.010000228881836,4.730000019073486,4.940000057220459,327200.0,,,,,
2024-09-09,4.800000190734863,4.909999847412109,4.75,4.800000190734863,411700.0,,,,,
2024-09-10,4.960000038146973,4.989999771118164,4.650000095367432,4.789999961853027,343200.0,,,,,
2024-09-11,5.28000020980835,5.309999942779541,4.900000095367432,4.96999979019165,385400.0,,,,,
2024-09-12,5.230000019073486,5.449999809265137,5.130000114440918,5.409999847412109,455600.0,,,,,
2024-09-13,5.269999980926514,5.599999904632568,5.179999828338623,5.28000020980835,418500.0,,,,,
2024-09-16,5.130000114440918,5.400000095367432,5.079999923706055,5.28000020980835,244600.0,,,,,
2024-09-17,5.199999809265137,5.309999942779541,5.139999866485596,5.190000057220459,184800.0,,,,,
2024-09-18,5.239999771118164,5.449999809265137,5.179999828338623,5.199999809265137,276900.0,,,,,
2024-09-19,5.28000020980835,5.489999771118164,5.260000228881836,5.409999847412109,306800.0,,,,,
2024-09-20,4.909999847412109,5.420000076293945,4.909999847412109,5.269999980926514,1309800.0,,,,,
2024-09-23,5.119999885559082,5.139999866485596,4.880000114440918,4.929999828338623,486100.0,,,,,
2024-09-24,5.679999828338623,5.820000171661377,5.050000190734863,5.190000057220459,940200.0,,,,,
