Date,Close,High,Low,Open,Volume,"('Close', 'BA')","('High', 'BA')","('Low', 'BA')","('Open', 'BA')","('Volume', 'BA')"
2024-07-23,186.47999572753903,187.0399932861328,179.0,179.10000610351562,7614300.0,,,,,
2024-07-24,180.07000732421875,187.0,179.97000122070312,185.6199951171875,5109100.0,,,,,
2024-07-25,184.3500061035156,188.3500061035156,179.4499969482422,179.4499969482422,6128000.0,,,,,
2024-07-26,186.88999938964844,189.58999633789065,184.6300048828125,185.8600006103516,6272000.0,,,,,
2024-07-29,185.42999267578125,187.0800018310547,183.8300018310547,186.6999969482422,3608600.0,,,,,
2024-07-30,186.8600006103516,188.1300048828125,185.1499938964844,186.1000061035156,4789000.0,,,,,
2024-07-31,190.6000061035156,196.9499969482422,183.8600006103516,189.8800048828125,15417000.0,,,,,
2024-08-01,178.30999755859375,191.1699981689453,176.69000244140625,190.0,13887000.0,,,,,
2024-08-02,169.9499969482422,175.4600067138672,167.25,175.22000122070312,11742800.0,,,,,
2024-08-05,167.02999877929688,167.67999267578125,162.5,162.52000427246094,9255100.0,,,,,
2024-08-06,165.0399932861328,169.19000244140625,163.38999938964844,168.88999938964844,5817300.0,,,,,
2024-08-07,163.24000549316406,167.97999572753906,162.99000549316406,167.0,5186400.0,,,,,
2024-08-08,168.8699951171875,169.35000610351562,164.0,164.22999572753906,6063800.0,,,,,
2024-08-09,167.91000366210938,169.85000610351562,166.89999389648438,168.38999938964844,3635600.0,,,,,
2024-08-12,164.1300048828125,168.0500030517578,163.52000427246094,167.72999572753906,4715600.0,,,,,
2024-08-13,168.75999450683594,168.8800048828125,162.6199951171875,164.5,6475500.0,,,,,
2024-08-14,168.5,169.75,167.3300018310547,167.88999938964844,3852700.0,,,,,
2024-08-15,176.41000366210938,176.55999755859375,169.97999572753906,170.0,5942200.0,,,,,
2024-08-16,179.99000549316406,180.50999450683597,176.3000030517578,176.3000030517578,6731500.0,,,,,
2024-08-19,179.63999938964844,180.6999969482422,177.6300048828125,180.0399932861328,3894200.0,,,,,
2024-08-20,172.10000610351562,177.5,170.0399932861328,176.49000549316406,9549100.0,,,,,
2024-08-21,173.42999267578125,174.1999969482422,171.0399932861328,173.0,4493600.0,,,,,
2024-08-22,172.75999450683594,175.2100067138672,172.3000030517578,173.0,2788000.0,,,,,
2024-08-23,174.9600067138672,176.9199981689453,173.1699981689453,173.8800048828125,4405900.0,,,,,
2024-08-26,173.47999572753906,174.9199981689453,172.3000030517578,173.0,4034300.0,,,,,
2024-08-27,173.0500030517578,173.92999267578125,171.25,173.6199951171875,3295800.0,,,,,
2024-08-28,170.7100067138672,174.25,170.14999389648438,172.3000030517578,4550300.0,,,,,
2024-08-29,172.25999450683594,175.27999877929688,170.6199951171875,171.7100067138672,4119500.0,,,,,
2024-08-30,173.74000549316406,174.36000061035156,171.49000549316406,173.13999938964844,4146200.0,,,,,
2024-09-03,161.02000427246094,169.60000610351562,158.3000030517578,167.02999877929688,17925400.0,,,,,
2024-09-04,163.22000122070312,166.6999969482422,160.27999877929688,160.27999877929688,7316300.0,,,,,
2024-09-05,162.14999389648438,164.6199951171875,160.10000610351562,164.14999389648438,4717500.0,,,,,
2024-09-06,157.6199951171875,162.85000610351562,156.6999969482422,162.5,7328600.0,,,,,
2024-09-09,162.91000366210938,164.5500030517578,161.11000061035156,162.3000030517578,9091500.0,,,,,
2024-09-10,160.07000732421875,163.89999389648438,157.92999267578125,162.61000061035156,6367100.0,,,,,
2024-09-11,161.3300018310547,161.8699951171875,156.10000610351562,159.7899932861328,6664800.0,,,,,
2024-09-12,162.77000427246094,163.5,159.05999755859375,159.4199981689453,4742700.0,,,,,
2024-09-13,156.77000427246094,162.88999938964844,155.60000610351562,159.77999877929688,19003400.0,,,,,
2024-09-16,155.5500030517578,157.75999450683594,154.02000427246094,156.25,9955200.0,,,,,
2024-09-17,156.38999938964844,158.8800048828125,155.13999938964844,156.1699981689453,8123200.0,,,,,
2024-09-18,155.11000061035156,158.4499969482422,154.8000030517578,157.0,7714400.0,,,,,
2024-09-19,154.58999633789062,157.17999267578125,154.27000427246094,157.0,9570000.0,,,,,
2024-09-20,153.2899932861328,154.63999938964844,152.60000610351562,154.00999450683594,13919400.0,,,,,
2024-09-23,156.3000030517578,158.42999267578125,151.64999389648438,153.0,12476800.0,,,,,
2024-09-24,155.80999755859375,155.89999389648438,153.69000244140625,155.8000030517578,7414900.0,,,,,
2024-09-25,152.22000122070312,157.22000122070312,152.0399932861328,156.4199981689453,9587700.0,,,,,
2024-09-26,154.5800018310547,157.3300018310547,152.66000366210938,153.94000244140625,11414400.0,,,,,
2024-09-27,156.32000732421875,157.3300018310547,154.38999938964844,155.3699951171875,7637000.0,,,,,
2024-09-30,152.0399932861328,155.3000030517578,151.24000549316406,154.7899932861328,10902200.0,,,,,
2024-10-01,154.22000122070312,156.39999389648438,149.49000549316406,151.4600067138672,12588800.0,,,,,
2024-10-02,152.88999938964844,154.85000610351562,152.83999633789062,153.75999450683594,4357000.0,,,,,
2024-10-03,150.52000427246094,152.74000549316406,150.50999450683594,152.1199951171875,5704800.0,,,,,
2024-10-04,155.0,155.0,150.85000610351562,152.25999450683594,6657500.0,,,,,
2024-10-07,155.91000366210938,158.75999450683594,154.67999267578125,155.0,6267900.0,,,,,
2024-10-08,154.64999389648438,156.6999969482422,154.13999938964844,155.99000549316406,5336300.0,,,,,
2024-10-09,149.3699951171875,152.19000244140625,148.8000030517578,152.0500030517578,12488500.0,,,,,
2024-10-10,146.6199951171875,149.11000061035156,146.25999450683594,149.07000732421875,11275800.0,,,,,
2024-10-11,151.02000427246094,151.1199951171875,146.3000030517578,146.3000030517578,10688600.0,,,,,
2024-10-14,148.99000549316406,150.08999633789062,146.02000427246094,148.0,9737000.0,,,,,
2024-10-15,152.35000610351562,153.9499969482422,148.5500030517578,150.5,11241700.0,,,,,
2024-10-16,154.89999389648438,154.99000549316406,151.33999633789062,151.91000366210938,8356200.0,,,,,
2024-10-17,155.30999755859375,157.13999938964844,154.25,155.0,6291800.0,,,,,
2024-10-18,155.0,156.3699951171875,153.89999389648438,155.83999633789062,6030200.0,,,,,
2024-10-21,159.82000732421875,163.44000244140625,158.36000061035156,160.25,13277600.0,,,,,
2024-10-22,159.8800048828125,160.66000366210938,158.3699951171875,160.5,7380800.0,,,,,
2024-10-23,157.05999755859375,161.47000122070312,153.52999877929688,160.0,15931500.0,,,,,
2024-10-24,155.1999969482422,155.88999938964844,151.97999572753906,152.61000061035156,9774400.0,,,,,
2024-10-25,155.00999450683594,157.47999572753906,154.52000427246094,156.1999969482422,8153000.0,,,,,
2024-10-28,150.69000244140625,155.1999969482422,150.61000061035156,153.5,20992500.0,,,,,
2024-10-29,152.97999572753906,155.99000549316406,147.5800018310547,147.86000061035156,66387700.0,,,,,
2024-10-30,154.2899932861328,156.91000366210938,152.50999450683594,152.50999450683594,50738400.0,,,,,
2024-10-31,149.30999755859375,154.47999572753906,147.8800048828125,154.30999755859375,29388200.0,,,,,
2024-11-01,154.58999633789062,156.0,151.22999572753906,152.77999877929688,18894500.0,,,,,
2024-11-04,155.07000732421875,156.72000122070312,152.4600067138672,154.6199951171875,10290400.0,,,,,
2024-11-05,151.0,157.66000366210938,150.64999389648438,157.47000122070312,23126600.0,,,,,
2024-11-06,147.16000366210938,153.1999969482422,144.1300048828125,152.3000030517578,28069300.0,,,,,
2024-11-07,150.97999572753906,152.8000030517578,148.02999877929688,148.8000030517578,14709200.0,,,,,
2024-11-08,151.67999267578125,152.60000610351562,149.42999267578125,151.1199951171875,12996800.0,,,,,
2024-11-11,148.9600067138672,152.5,148.07000732421875,152.0,12799100.0,,,,,
2024-11-12,145.1699981689453,148.5,143.85000610351562,148.39999389648438,16746700.0,,,,,
2024-11-13,139.97000122070312,145.5800018310547,139.10000610351562,145.5800018310547,21249600.0,,,,,
2024-11-14,138.13999938964844,141.5500030517578,137.22000122070312,140.8000030517578,15646700.0,,,,,
2024-11-15,140.19000244140625,140.32000732421875,137.02999877929688,138.13999938964844,12120100.0,,,,,
2024-11-18,143.8699951171875,144.69000244140625,138.1999969482422,140.25999450683594,12251600.0,,,,,
2024-11-19,145.60000610351562,145.99000549316406,142.69000244140625,143.0,8247300.0,,,,,
2024-11-20,146.0800018310547,147.3000030517578,145.02000427246094,146.0399932861328,9232100.0,,,,,
2024-11-21,143.41000366210938,146.4199981689453,141.33999633789062,146.38999938964844,7845100.0,,,,,
2024-11-22,149.2899932861328,150.33999633789062,143.49000549316406,143.61000061035156,13353100.0,,,,,
2024-11-25,153.10000610351562,153.27999877929688,150.25999450683594,150.6999969482422,11479400.0,,,,,
2024-11-26,150.75999450683594,153.13999938964844,149.8000030517578,152.5,8235000.0,,,,,
2024-11-27,152.39999389648438,152.91000366210938,150.25,151.11000061035156,5210100.0,,,,,
2024-11-29,155.44000244140625,157.5,152.85000610351562,153.0,7100100.0,,,,,
2024-12-02,156.5399932861328,160.35000610351562,155.6999969482422,155.91000366210938,10097900.0,,,,,
2024-12-03,155.0,156.64999389648438,154.4199981689453,156.0,6130300.0,,,,,
2024-12-04,158.27999877929688,160.1999969482422,154.2100067138672,155.8800048828125,9269300.0,,,,,
2024-12-05,156.6699981689453,160.02000427246094,156.0500030517578,158.5,7119800.0,,,,,
2024-12-06,153.92999267578125,158.9499969482422,153.3699951171875,157.02999877929688,8182700.0,,,,,
2024-12-09,157.0399932861328,161.9499969482422,154.27000427246094,154.27000427246094,13540000.0,,,,,
2024-12-10,164.10000610351562,166.67999267578125,159.4199981689453,160.0,17149200.0,,,,,
2024-12-11,165.9600067138672,169.3000030517578,164.3800048828125,165.52000427246094,13116600.0,,,,,
2024-12-12,167.75,168.82000732421875,165.64999389648438,168.22999572753906,10617700.0,,,,,
2024-12-13,169.64999389648438,170.42999267578125,166.3300018310547,168.0,9754900.0,,,,,
2024-12-16,173.1699981689453,175.1999969482422,166.10000610351562,168.08999633789062,13050700.0,,,,,
2024-12-17,173.02999877929688,175.7899932861328,171.7100067138672,173.0399932861328,13557100.0,,,,,
2024-12-18,172.6199951171875,177.94000244140625,171.0,173.27999877929688,15437200.0,,,,,
2024-12-19,177.0399932861328,179.5800018310547,173.72000122070312,175.0,14777100.0,,,,,
2024-12-20,177.35000610351562,182.0,175.30999755859375,176.86000061035156,23233700.0,,,,,
2024-12-23,177.69000244140625,179.64999389648438,174.2899932861328,178.1199951171875,8486400.0,,,,,
2024-12-24,179.33999633789062,180.9499969482422,177.5,177.69000244140625,4317000.0,,,,,
2024-12-26,180.3800048828125,182.57000732421875,178.3300018310547,178.97999572753906,5905700.0,,,,,
2024-12-27,180.72000122070312,181.42999267578125,179.39999389648438,180.00999450683594,6806900.0,,,,,
2024-12-30,176.5500030517578,178.1699981689453,170.14999389648438,173.72000122070312,18082300.0,,,,,
2024-12-31,177.0,179.35000610351562,175.82000732421875,177.5399932861328,9748600.0,,,,,
2025-01-02,171.8699951171875,179.19000244140625,169.82000732421875,178.30999755859375,12450000.0,,,,,
2025-01-03,169.89999389648438,173.97999572753906,169.8000030517578,171.39999389648438,10513800.0,,,,,
2025-01-06,170.77999877929688,173.94000244140625,170.19000244140625,173.5,11133400.0,,,,,
2025-01-07,172.50999450683594,175.02000427246094,170.8000030517578,171.1699981689453,7045000.0,,,,,
2025-01-08,171.75999450683594,173.77999877929688,169.61000061035156,171.14999389648438,5108700.0,,,,,
2025-01-10,172.0,173.5399932861328,167.41000366210938,171.49000549316406,7556800.0,,,,,
2025-01-13,170.57000732421875,172.5,167.91000366210938,171.17999267578125,6049600.0,,,,,
2025-01-14,167.02000427246094,171.8800048828125,164.6199951171875,171.3699951171875,7966900.0,,,,,
2025-01-15,166.1999969482422,169.99000549316406,165.97000122070312,169.00999450683594,6451000.0,,,,,
2025-01-16,168.92999267578125,170.63999938964844,166.57000732421875,166.7899932861328,5812300.0,,,,,
2025-01-17,171.08999633789062,171.77000427246094,169.4499969482422,169.8000030517578,9557100.0,,,,,
2025-01-21,175.55999755859375,177.08999633789062,171.92999267578125,172.3800048828125,8755300.0,,,,,
2025-01-22,174.8000030517578,176.22999572753906,173.8800048828125,175.2899932861328,5134400.0,,,,,
2025-01-23,178.5,178.6699981689453,173.75,174.00999450683594,7097300.0,,,,,
2025-01-24,176.05999755859375,180.42999267578125,174.3699951171875,176.0,9304200.0,,,,,
2025-01-27,175.16000366210938,178.17999267578125,174.39999389648438,175.5500030517578,7148600.0,,,,,
2025-01-28,177.77999877929688,188.47999572753903,174.02000427246094,181.30999755859372,22768900.0,,,,,
2025-01-29,173.66000366210938,182.5500030517578,170.64999389648438,179.1300048828125,12263500.0,,,,,
2025-01-30,179.52999877929688,179.94000244140625,173.72000122070312,174.58999633789062,6996300.0,,,,,
2025-01-31,176.52000427246094,181.77999877929688,175.74000549316406,180.50999450683597,6104000.0,,,,,
2025-02-03,175.8699951171875,178.1999969482422,173.1300048828125,174.11000061035156,6501700.0,,,,,
2025-02-04,176.22999572753906,177.4499969482422,174.25,176.89999389648438,4503600.0,,,,,
2025-02-05,181.83999633789065,181.8600006103516,175.50999450683594,176.0,7430400.0,,,,,
2025-02-06,184.8000030517578,185.8500061035156,182.0,182.0,6919400.0,,,,,
2025-02-07,181.4900054931641,186.1100006103516,180.92999267578125,185.25999450683597,5392300.0,,,,,
2025-02-10,180.5500030517578,183.5500030517578,179.89999389648438,183.1199951171875,3989100.0,,,,,
2025-02-11,180.44000244140625,182.13999938964844,177.60000610351562,179.77999877929688,4366700.0,,,,,
2025-02-12,186.25,186.2700042724609,178.25,178.33999633789062,7686800.0,,,,,
2025-02-13,185.44000244140625,188.2400054931641,185.08999633789065,187.0,6846300.0,,,,,
2025-02-14,184.4199981689453,186.82000732421875,183.5800018310547,186.75,5044700.0,,,,,
2025-02-18,184.97000122070312,188.66000366210935,184.22000122070312,185.67999267578125,6929600.0,,,,,
2025-02-19,186.1499938964844,187.22999572753903,181.8300018310547,185.30999755859372,7264800.0,,,,,
2025-02-20,180.8800048828125,185.8000030517578,180.11000061035156,185.5800018310547,7863000.0,,,,,
2025-02-21,177.14999389648438,182.1999969482422,174.7100067138672,181.27999877929688,8980300.0,,,,,
2025-02-24,179.91000366210938,183.0399932861328,176.5500030517578,177.47999572753906,8392900.0,,,,,
2025-02-25,178.27000427246094,181.8800048828125,176.33999633789062,180.4499969482422,5613900.0,,,,,
2025-02-26,173.0399932861328,179.49000549316406,171.8300018310547,179.49000549316406,7111700.0,,,,,
2025-02-27,173.8300018310547,177.14999389648438,173.58999633789062,174.52000427246094,4695200.0,,,,,
2025-02-28,174.6300048828125,176.3000030517578,173.47999572753906,174.36000061035156,5803300.0,,,,,
2025-03-03,170.05999755859375,178.39999389648438,169.4600067138672,177.02000427246094,6045600.0,,,,,
2025-03-04,158.89999389648438,168.3800048828125,156.69000244140625,167.3699951171875,15870200.0,,,,,
2025-03-05,163.16000366210938,164.3300018310547,158.80999755859375,159.9600067138672,7355800.0,,,,,
2025-03-06,158.42999267578125,162.69000244140625,157.94000244140625,161.4199981689453,6892600.0,,,,,
2025-03-07,154.17999267578125,158.36000061035156,149.0500030517578,157.19000244140625,12526700.0,,,,,
2025-03-10,148.14999389648438,150.38999938964844,146.3000030517578,150.02999877929688,10204000.0,,,,,
2025-03-11,154.05999755859375,155.00999450683594,145.4499969482422,148.0,10030500.0,,,,,
2025-03-12,158.8000030517578,159.5399932861328,153.61000061035156,157.0,8706900.0,,,,,
2025-03-13,159.32000732421875,161.74000549316406,157.25,159.22000122070312,5701600.0,,,,,
2025-03-14,161.80999755859375,162.32000732421875,159.1999969482422,160.9199981689453,5215100.0,,,,,
2025-03-17,161.85000610351562,162.77000427246094,159.6199951171875,160.5,5602700.0,,,,,
2025-03-18,161.57000732421875,162.22999572753906,158.7899932861328,161.44000244140625,4195200.0,,,,,
2025-03-19,172.6199951171875,174.1999969482422,165.0,165.32000732421875,14114800.0,,,,,
2025-03-20,172.8300018310547,173.10000610351562,170.30999755859375,171.13999938964844,4934400.0,,,,,
2025-03-21,178.11000061035156,183.4600067138672,170.77000427246094,172.05999755859375,26802400.0,,,,,
2025-03-24,180.8999938964844,184.3999938964844,180.44000244140625,182.02999877929688,9986100.0,,,,,
2025-03-25,182.58999633789065,183.8500061035156,180.3600006103516,182.16000366210935,7174400.0,,,,,
2025-03-26,178.5500030517578,183.22999572753903,177.27999877929688,182.52999877929688,6615900.0,,,,,
2025-03-27,179.11000061035156,182.22000122070312,178.02999877929688,178.52999877929688,4788600.0,,,,,
2025-03-28,173.30999755859375,178.5,172.4499969482422,177.75,8211100.0,,,,,
2025-03-31,170.5500030517578,172.2100067138672,166.7899932861328,170.64999389648438,7477500.0,,,,,
2025-04-01,168.1699981689453,170.97999572753906,164.22000122070312,170.0,8252800.0,,,,,
2025-04-02,168.55999755859375,170.3800048828125,165.5500030517578,166.39999389648438,5826600.0,,,,,
2025-04-03,150.91000366210938,160.2100067138672,150.41000366210938,160.0,15877400.0,,,,,
2025-04-04,136.58999633789062,146.0,132.7899932861328,143.3000030517578,22282000.0,,,,,
2025-04-07,138.86000061035156,143.97000122070312,128.8800048828125,132.0500030517578,18825000.0,,,,,
2025-04-08,139.38999938964844,147.77000427246094,137.39999389648438,146.85000610351562,14527900.0,,,,,
2025-04-09,160.82000732421875,162.42999267578125,137.94000244140625,138.85000610351562,16775200.0,,,,,
2025-04-10,155.52000427246094,157.35000610351562,149.41000366210938,154.97999572753906,10375000.0,,,,,
2025-04-11,156.83999633789062,157.58999633789062,152.0,154.6199951171875,8810700.0,,,,,
2025-04-14,159.27999877929688,162.5500030517578,157.60000610351562,159.82000732421875,7288700.0,,,,,
2025-04-15,155.52000427246094,159.1199951171875,155.27999877929688,155.27999877929688,11541100.0,,,,,
2025-04-16,156.47000122070312,157.66000366210938,153.5399932861328,154.3699951171875,6809600.0,,,,,
2025-04-17,161.89999389648438,163.89999389648438,157.0,157.1300048828125,9227300.0,,,,,
2025-04-21,159.33999633789062,160.0,156.47000122070312,160.0,5703800.0,,,,,
2025-04-22,162.52000427246094,163.08999633789062,158.5,162.5,9147300.0,,,,,
2025-04-23,172.3699951171875,176.5800018310547,169.91000366210938,174.0,16264700.0,,,,,
2025-04-24,176.25999450683594,177.39999389648438,169.0,171.1999969482422,10984200.0,,,,,
2025-04-25,177.9499969482422,180.3300018310547,175.86000061035156,176.5,7644200.0,,,,,
2025-04-28,182.3000030517578,184.52999877929688,180.75,182.75,9302600.0,,,,,
2025-04-29,182.0,184.25,181.1999969482422,182.5200042724609,6795000.0,,,,,
2025-04-30,183.2400054931641,183.7899932861328,177.6300048828125,178.47000122070312,6266800.0,,,,,
2025-05-01,182.88999938964844,184.75,182.02999877929688,182.8500061035156,7322900.0,,,,,
2025-05-02,185.4600067138672,187.5800018310547,184.0800018310547,185.0,8695900.0,,,,,
2025-05-05,186.4600067138672,187.5800018310547,184.38999938964844,184.38999938964844,5413700.0,,,,,
2025-05-06,185.9600067138672,186.1999969482422,183.6300048828125,184.7100067138672,4948000.0,,,,,
2025-05-07,185.55999755859372,186.72000122070312,183.5,185.0,6094800.0,,,,,
2025-05-08,191.6999969482422,194.75,186.22000122070312,186.75999450683597,15344100.0,,,,,
2025-05-09,194.8500061035156,195.3000030517578,192.17999267578125,193.5500030517578,7669900.0,,,,,
2025-05-12,198.52999877929688,198.77999877929688,193.05999755859372,198.16000366210935,9340700.0,,,,,
2025-05-13,203.4199981689453,205.72999572753903,199.6699981689453,200.3000030517578,13509500.0,,,,,
2025-05-14,204.72000122070312,209.66000366210935,204.0500030517578,205.8000030517578,16872300.0,,,,,
2025-05-15,206.2400054931641,208.6000061035156,205.4199981689453,207.3500061035156,9583900.0,,,,,
2025-05-16,205.82000732421875,206.2400054931641,203.0200042724609,205.69000244140625,8496800.0,,,,,
2025-05-19,205.25,205.6000061035156,202.3000030517578,203.0,5740200.0,,,,,
2025-05-20,207.6699981689453,208.6199951171875,205.0,205.0,5876000.0,,,,,
2025-05-21,203.2100067138672,207.1199951171875,202.42999267578125,206.6000061035156,6616300.0,,,,,
2025-05-22,203.41000366210935,204.72999572753903,201.8500061035156,202.52999877929688,3634500.0,,,,,
2025-05-23,202.3600006103516,203.1999969482422,198.75,199.9499969482422,5255200.0,,,,,
2025-05-27,201.02999877929688,205.0,200.8800048828125,204.27999877929688,5857900.0,,,,,
2025-05-28,201.5,202.4499969482422,200.22000122070312,201.9499969482422,5481500.0,,,,,
2025-05-29,208.17999267578125,212.27999877929688,201.5,201.77999877929688,16334000.0,,,,,
2025-05-30,207.32000732421875,207.6999969482422,204.3500061035156,206.7700042724609,7485100.0,,,,,
2025-06-02,211.47000122070312,212.33999633789065,207.8999938964844,210.97999572753903,7561800.0,,,,,
2025-06-03,213.42999267578125,215.8000030517578,211.7700042724609,212.0,8106100.0,,,,,
2025-06-04,211.97999572753903,214.9900054931641,211.02999877929688,214.7700042724609,5705300.0,,,,,
2025-06-05,209.0200042724609,212.9900054931641,208.22000122070312,212.5,4733800.0,,,,,
2025-06-06,210.8000030517578,211.1100006103516,208.0399932861328,210.2400054931641,6079700.0,,,,,
2025-06-09,217.50999450683597,218.8000030517578,211.08999633789065,211.22999572753903,9419200.0,,,,,
2025-06-10,215.72999572753903,217.8999938964844,213.25,217.5800018310547,8190100.0,,,,,
2025-06-11,214.0,216.2100067138672,212.2100067138672,215.5,5398800.0,,,,,
2025-06-12,203.75,206.33999633789065,201.27999877929688,202.1699981689453,30586600.0,,,,,
2025-06-13,200.32000732421875,202.22999572753903,195.27999877929688,200.67999267578125,16093500.0,,,,,
2025-06-16,201.6999969482422,204.0,199.0800018310547,200.57000732421875,6902700.0,,,,,
2025-06-17,200.25999450683597,205.30999755859372,198.8699951171875,201.30999755859372,10844600.0,,,,,
2025-06-18,197.67999267578125,201.05999755859372,196.8000030517578,199.0,7928300.0,,,,,
2025-06-20,198.75,200.67999267578125,197.4499969482422,198.66000366210935,8934700.0,,,,,
2025-06-23,201.30999755859372,202.1999969482422,197.47000122070312,197.8300018310547,5875200.0,,,,,
2025-06-24,200.94000244140625,203.50999450683597,200.17999267578125,203.0,5900900.0,,,,,
2025-06-25,198.8999938964844,201.1300048828125,198.3000030517578,201.0,4690900.0,,,,,
2025-06-26,202.5800018310547,204.38999938964844,199.75999450683597,200.41000366210935,6931700.0,,,,,
2025-06-27,214.5500030517578,214.80999755859372,204.3800048828125,205.1100006103516,14805400.0,,,,,
2025-06-30,209.52999877929688,214.7100067138672,208.0200042724609,213.8800048828125,9087100.0,,,,,
2025-07-01,209.7899932861328,211.8600006103516,206.7700042724609,209.5,5978900.0,,,,,
2025-07-02,212.02999877929688,214.3999938964844,208.25,210.3999938964844,5870900.0,,,,,
2025-07-03,215.9199981689453,217.67999267578125,211.6699981689453,211.7899932861328,4476100.0,,,,,
2025-07-07,218.6300048828125,218.6300048828125,214.5,215.6000061035156,5807400.0,,,,,
2025-07-08,218.5200042724609,220.0,214.72000122070312,219.0,6769600.0,,,,,
2025-07-09,226.6000061035156,230.1999969482422,220.00999450683597,220.1199951171875,16462300.0,,,,,
2025-07-10,226.08999633789065,228.5,223.92999267578125,226.6499938964844,6116600.0,,,,,
2025-07-11,226.83999633789065,228.7400054931641,225.42999267578125,225.42999267578125,6632000.0,,,,,
2025-07-14,230.50999450683597,233.0399932861328,227.2700042724609,231.3999938964844,8750200.0,,,,,
2025-07-15,230.0,233.6100006103516,228.4199981689453,230.1199951171875,9156800.0,,,,,
2025-07-16,229.8999938964844,233.57000732421875,227.3000030517578,232.1300048828125,7474300.0,,,,,
2025-07-17,231.0,232.58999633789065,227.75,230.1100006103516,7892600.0,,,,,
2025-07-18,229.33999633789065,232.25,227.5200042724609,231.42999267578125,5974500.0,,,,,
2025-07-21,229.32000732421875,232.5,228.0200042724609,229.3999938964844,4183300.0,,,,,
2025-07-22,228.47999572753903,230.30999755859372,225.5500030517578,228.3000030517578,4737700.0,,,,,
2025-07-23,233.8800048828125,235.2700042724609,229.30999755859372,230.32000732421875,7302900.0,,,,,
2025-07-24,231.2700042724609,235.22999572753903,231.0500030517578,233.91000366210935,6160200.0,,,,,
2025-07-25,233.05999755859372,233.30999755859372,228.83999633789065,232.0200042724609,4628500.0,,,,,
2025-07-28,236.41000366210935,236.6300048828125,232.91000366210935,233.2400054931641,7923800.0,,,,,
