Date,Close,High,Low,Open,Volume,"('Close', 'ISPC')","('High', 'ISPC')","('Low', 'ISPC')","('Open', 'ISPC')","('Volume', 'ISPC')"
2024-06-03,6.699999809265137,7.059999942779541,6.0,6.5,233525.0,,,,,
2024-06-04,6.679999828338623,7.0,5.880000114440918,6.0,149110.0,,,,,
2024-06-05,6.420000076293945,6.699999809265137,6.079999923706055,6.380000114440918,934705.0,,,,,
2024-06-06,8.0600004196167,9.600000381469728,6.619999885559082,8.399999618530273,2003835.0,,,,,
2024-06-07,7.980000019073486,10.0,7.099999904632568,7.139999866485596,539630.0,,,,,
2024-06-10,7.400000095367432,8.0,5.940000057220459,6.059999942779541,231295.0,,,,,
2024-06-11,7.599999904632568,7.800000190734863,6.420000076293945,6.820000171661377,127330.0,,,,,
2024-06-12,6.820000171661377,7.559999942779541,6.760000228881836,7.559999942779541,53660.0,,,,,
2024-06-13,8.180000305175781,8.760000228881836,6.699999809265137,7.159999847412109,320185.0,,,,,
2024-06-14,10.0,10.84000015258789,7.639999866485596,7.800000190734863,574970.0,,,,,
2024-06-17,8.619999885559082,9.800000190734863,8.300000190734863,9.380000114440918,85795.0,,,,,
2024-06-18,7.820000171661377,8.960000038146973,7.5,8.600000381469727,85265.0,,,,,
2024-06-20,7.980000019073486,8.279999732971191,7.260000228881836,7.599999904632568,62270.0,,,,,
2024-06-21,7.519999980926514,8.9399995803833,7.239999771118164,7.599999904632568,81805.0,,,,,
2024-06-24,7.159999847412109,7.5,6.820000171661377,7.260000228881836,40360.0,,,,,
2024-06-25,6.900000095367432,7.599999904632568,6.440000057220459,7.0,45770.0,,,,,
2024-06-26,6.980000019073486,7.0,6.679999828338623,6.800000190734863,7625.0,,,,,
2024-06-27,6.300000190734863,6.800000190734863,6.059999942779541,6.800000190734863,24300.0,,,,,
2024-06-28,6.179999828338623,6.320000171661377,5.920000076293945,6.300000190734863,22645.0,,,,,
2024-07-01,6.059999942779541,6.380000114440918,5.920000076293945,6.179999828338623,16180.0,,,,,
2024-07-02,5.900000095367432,6.0,5.800000190734863,5.900000095367432,10040.0,,,,,
2024-07-03,5.420000076293945,5.980000019073486,5.400000095367432,5.900000095367432,27060.0,,,,,
2024-07-05,5.940000057220459,6.119999885559082,5.420000076293945,5.880000114440918,32015.0,,,,,
2024-07-08,5.579999923706055,6.159999847412109,5.440000057220459,6.159999847412109,13315.0,,,,,
2024-07-09,5.420000076293945,5.579999923706055,4.800000190734863,5.400000095367432,33475.0,,,,,
2024-07-10,5.71999979019165,5.940000057220459,5.28000020980835,5.320000171661377,49070.0,,,,,
2024-07-11,6.380000114440918,11.800000190734863,6.139999866485596,7.079999923706055,2142680.0,,,,,
2024-07-12,6.159999847412109,6.880000114440918,5.920000076293945,6.78000020980835,196505.0,,,,,
2024-07-15,5.699999809265137,6.0,5.380000114440918,6.0,82605.0,,,,,
2024-07-16,6.119999885559082,8.119999885559082,5.440000057220459,5.639999866485596,382515.0,,,,,
2024-07-17,6.179999828338623,6.71999979019165,5.599999904632568,6.199999809265137,68940.0,,,,,
2024-07-18,6.159999847412109,6.199999809265137,5.71999979019165,6.099999904632568,36830.0,,,,,
2024-07-19,5.860000133514404,6.380000114440918,5.800000190734863,6.300000190734863,17735.0,,,,,
2024-07-22,5.659999847412109,6.0,5.420000076293945,5.800000190734863,24385.0,,,,,
2024-07-23,5.559999942779541,6.0,5.5,5.880000114440918,53525.0,,,,,
2024-07-24,5.5,5.760000228881836,5.440000057220459,5.71999979019165,15145.0,,,,,
2024-07-25,5.699999809265137,6.699999809265137,5.300000190734863,5.539999961853027,123955.0,,,,,
2024-07-26,5.679999828338623,6.28000020980835,5.519999980926514,5.619999885559082,42385.0,,,,,
2024-07-29,5.619999885559082,6.0,5.599999904632568,5.800000190734863,27435.0,,,,,
2024-07-30,5.420000076293945,5.599999904632568,5.179999828338623,5.579999923706055,30875.0,,,,,
2024-07-31,5.300000190734863,5.559999942779541,5.239999771118164,5.420000076293945,17675.0,,,,,
2024-08-01,5.260000228881836,5.599999904632568,5.099999904632568,5.400000095367432,34355.0,,,,,
2024-08-02,4.940000057220459,5.260000228881836,4.800000190734863,5.159999847412109,22210.0,,,,,
2024-08-05,4.78000020980835,4.78000020980835,4.119999885559082,4.619999885559082,22000.0,,,,,
2024-08-06,5.0,6.199999809265137,4.28000020980835,4.619999885559082,119960.0,,,,,
2024-08-07,5.0,5.579999923706055,4.900000095367432,5.119999885559082,18120.0,,,,,
2024-08-08,5.300000190734863,5.460000038146973,4.800000190734863,4.820000171661377,13375.0,,,,,
2024-08-09,5.119999885559082,5.599999904632568,5.019999980926514,5.5,5900.0,,,,,
2024-08-12,5.320000171661377,5.380000114440918,4.900000095367432,5.079999923706055,7150.0,,,,,
2024-08-13,5.480000019073486,5.599999904632568,5.199999809265137,5.300000190734863,16050.0,,,,,
2024-08-14,5.579999923706055,5.78000020980835,5.199999809265137,5.5,52565.0,,,,,
2024-08-15,5.21999979019165,5.599999904632568,5.039999961853027,5.5,30080.0,,,,,
2024-08-16,5.840000152587891,6.400000095367432,5.21999979019165,5.420000076293945,119020.0,,,,,
2024-08-19,6.199999809265137,7.340000152587891,5.800000190734863,5.880000114440918,229800.0,,,,,
2024-08-20,5.760000228881836,6.599999904632568,5.639999866485596,6.440000057220459,29630.0,,,,,
2024-08-21,6.880000114440918,7.099999904632568,5.659999847412109,6.079999923706055,119935.0,,,,,
2024-08-22,6.119999885559082,6.800000190734863,6.019999980926514,6.639999866485596,52505.0,,,,,
2024-08-23,6.360000133514404,6.800000190734863,6.199999809265137,6.380000114440918,33120.0,,,,,
2024-08-26,5.800000190734863,6.559999942779541,5.659999847412109,6.28000020980835,41930.0,,,,,
2024-08-27,5.800000190734863,6.179999828338623,5.760000228881836,5.960000038146973,19060.0,,,,,
2024-08-28,5.760000228881836,6.079999923706055,5.360000133514404,5.78000020980835,35910.0,,,,,
2024-08-29,5.480000019073486,5.980000019073486,5.440000057220459,5.760000228881836,28290.0,,,,,
2024-08-30,5.400000095367432,5.699999809265137,4.880000114440918,5.579999923706055,35165.0,,,,,
2024-09-03,5.28000020980835,5.5,5.059999942779541,5.239999771118164,14445.0,,,,,
2024-09-04,5.199999809265137,5.199999809265137,4.840000152587891,5.059999942779541,25985.0,,,,,
2024-09-05,5.139999866485596,5.21999979019165,4.860000133514404,5.039999961853027,8745.0,,,,,
2024-09-06,5.059999942779541,5.28000020980835,5.019999980926514,5.019999980926514,6215.0,,,,,
2024-09-09,5.059999942779541,5.179999828338623,4.920000076293945,5.059999942779541,8820.0,,,,,
