Date,Close,High,Low,Open,Volume,"('Close', 'SEZL')","('High', 'SEZL')","('Low', 'SEZL')","('Open', 'SEZL')","('Volume', 'SEZL')"
2024-06-03,12.946666717529297,13.553667068481444,12.265000343322754,13.333333015441896,196200.0,,,,,
2024-06-04,13.345000267028809,13.96399974822998,12.797499656677246,13.109999656677246,298800.0,,,,,
2024-06-05,14.976667404174805,15.136667251586914,13.135000228881836,13.135000228881836,462600.0,,,,,
2024-06-06,15.583333015441896,15.833333015441896,14.62083339691162,14.850000381469728,726000.0,,,,,
2024-06-07,14.274999618530272,15.021666526794434,13.70366668701172,14.725000381469728,610800.0,,,,,
2024-06-10,13.170000076293944,14.166666984558104,13.166666984558104,13.963333129882812,354000.0,,,,,
2024-06-11,12.008333206176758,13.268333435058594,11.71500015258789,13.036666870117188,772200.0,,,,,
2024-06-12,11.80833339691162,12.771666526794434,11.501667022705078,12.241666793823242,366600.0,,,,,
2024-06-13,12.666666984558104,12.666666984558104,11.666666984558104,11.80500030517578,612600.0,,,,,
2024-06-14,13.543333053588867,13.998332977294922,12.914999961853027,12.991666793823242,408000.0,,,,,
2024-06-17,13.416666984558104,13.97583293914795,13.06833267211914,13.329999923706056,471000.0,,,,,
2024-06-18,13.80833339691162,14.21500015258789,13.292499542236328,13.416666984558104,500400.0,,,,,
2024-06-20,14.226667404174805,14.69499969482422,13.595666885375977,14.0,701400.0,,,,,
2024-06-21,13.510000228881836,14.083333015441896,12.508333206176758,14.083333015441896,917400.0,,,,,
2024-06-24,13.236666679382324,13.428333282470703,12.001667022705078,12.835000038146973,623400.0,,,,,
2024-06-25,13.58666706085205,13.861666679382324,12.706666946411133,12.851667404174805,739800.0,,,,,
2024-06-26,13.666666984558104,14.666666984558104,13.383333206176758,14.266667366027832,735600.0,,,,,
2024-06-27,14.654999732971191,14.921667098999023,13.55500030517578,13.583333015441896,742200.0,,,,,
2024-06-28,14.703332901000977,14.894166946411133,14.05833339691162,14.289999961853027,2612400.0,,,,,
2024-07-01,14.824999809265137,15.177166938781738,13.833333015441896,14.460000038146973,689400.0,,,,,
2024-07-02,14.8149995803833,14.824999809265137,13.44833278656006,14.5,931200.0,,,,,
2024-07-03,15.033332824707031,15.173333168029783,14.563332557678224,14.666666984558104,600600.0,,,,,
2024-07-05,14.988332748413086,15.394832611083984,14.5,15.25,725400.0,,,,,
2024-07-08,14.868332862854004,15.175000190734863,14.168333053588867,15.046667098999023,653400.0,,,,,
2024-07-09,15.873332977294922,16.386667251586914,14.850000381469728,14.885000228881836,1032000.0,,,,,
2024-07-10,13.66333293914795,16.166667938232422,13.5,16.108333587646484,937200.0,,,,,
2024-07-11,13.696666717529297,14.033332824707031,12.425000190734863,12.960000038146973,759000.0,,,,,
2024-07-12,14.596667289733888,14.717499732971191,13.476667404174805,13.848333358764648,496800.0,,,,,
2024-07-15,14.274999618530272,14.833333015441896,13.779999732971191,14.596667289733888,550200.0,,,,,
2024-07-16,15.225000381469728,15.25,14.204999923706056,14.666666984558104,380400.0,,,,,
2024-07-17,15.0,15.358332633972168,14.458333015441896,15.135000228881836,357600.0,,,,,
2024-07-18,14.05500030517578,15.166666984558104,14.008999824523926,14.970000267028809,264600.0,,,,,
2024-07-19,13.914999961853027,14.598333358764648,13.8149995803833,14.598333358764648,189600.0,,,,,
2024-07-22,14.243332862854004,14.404999732971191,13.704999923706056,13.833333015441896,108000.0,,,,,
2024-07-23,14.598333358764648,14.649999618530272,14.213333129882812,14.233332633972168,199800.0,,,,,
2024-07-24,13.975000381469728,14.53166675567627,13.833333015441896,14.53166675567627,253200.0,,,,,
2024-07-25,13.774999618530272,14.145000457763672,13.216667175292969,13.885000228881836,209400.0,,,,,
2024-07-26,14.204999923706056,14.40666675567627,13.8100004196167,14.125,105600.0,,,,,
2024-07-29,13.62833309173584,14.916666984558104,13.618332862854004,14.12833309173584,229200.0,,,,,
2024-07-30,13.331666946411133,14.043333053588867,13.04183292388916,13.761667251586914,211800.0,,,,,
2024-07-31,14.576666831970217,14.614999771118164,13.56833267211914,13.598333358764648,200400.0,,,,,
2024-08-01,12.83666706085205,14.623332977294922,12.835000038146973,14.322500228881836,294600.0,,,,,
2024-08-02,12.850000381469728,12.916666984558104,11.666666984558104,12.824999809265137,342600.0,,,,,
2024-08-05,12.291666984558104,12.763333320617676,11.824999809265137,11.826666831970217,228000.0,,,,,
2024-08-06,13.050000190734863,13.32333278656006,11.826666831970217,12.5,298800.0,,,,,
2024-08-07,13.136667251586914,13.796667098999023,12.81666660308838,12.81666660308838,438600.0,,,,,
2024-08-08,17.75,17.915000915527344,14.166666984558104,15.5,1929600.0,,,,,
2024-08-09,19.40166664123535,19.5,16.27666664123535,17.333332061767578,1148400.0,,,,,
2024-08-12,19.726667404174805,21.00666618347168,17.983333587646484,18.13500022888184,1998600.0,,,,,
2024-08-13,21.078332901000977,21.166667938232425,19.424999237060547,19.75,843000.0,,,,,
2024-08-14,20.190000534057617,21.333332061767575,19.833332061767575,20.833332061767575,604200.0,,,,,
2024-08-15,20.665000915527344,20.81333351135254,19.666667938232425,20.18166732788086,468600.0,,,,,
2024-08-16,20.636667251586918,21.20083236694336,20.00166702270508,20.729999542236328,678000.0,,,,,
2024-08-19,21.665000915527344,22.031667709350582,20.433332443237305,20.59000015258789,738600.0,,,,,
2024-08-20,21.268333435058597,22.46666717529297,21.01000022888184,21.82999992370605,448800.0,,,,,
2024-08-21,21.74833297729492,22.75,21.32999992370605,21.32999992370605,661200.0,,,,,
2024-08-22,21.183332443237305,22.375,21.049999237060547,21.933332443237305,418800.0,,,,,
2024-08-23,21.321666717529297,22.145000457763672,21.01499938964844,21.21833229064941,505200.0,,,,,
2024-08-26,20.163333892822266,21.399999618530277,19.89166641235352,21.37666702270508,600000.0,,,,,
2024-08-27,22.0,22.24833297729492,20.019166946411133,20.161666870117188,469800.0,,,,,
2024-08-28,21.661666870117188,21.99333381652832,20.69833374023437,21.666667938232425,748200.0,,,,,
2024-08-29,22.24166679382324,23.393333435058597,21.44499969482422,21.90166664123535,726000.0,,,,,
2024-08-30,22.70499992370605,22.70499992370605,21.89816665649414,22.57333374023437,469200.0,,,,,
2024-09-03,21.81166648864746,22.74566650390625,20.74166679382324,22.33666610717773,1010400.0,,,,,
2024-09-04,22.39166641235352,23.18666648864746,21.333332061767575,21.666667938232425,806400.0,,,,,
2024-09-05,23.038333892822266,23.143333435058597,22.14166641235352,22.47333335876465,427200.0,,,,,
2024-09-06,21.11166763305664,23.0,21.040000915527344,23.0,550200.0,,,,,
2024-09-09,22.125,22.898332595825195,21.261667251586918,21.358333587646484,587400.0,,,,,
2024-09-10,22.21833229064941,22.70166778564453,21.49333381652832,22.70166778564453,426000.0,,,,,
2024-09-11,23.33833312988281,23.74666786193848,21.583332061767575,22.22166633605957,670200.0,,,,,
2024-09-12,24.87666702270508,25.274999618530277,23.46949958801269,23.63333320617676,693000.0,,,,,
2024-09-13,25.051666259765625,25.795000076293945,24.37166786193848,25.0,431400.0,,,,,
2024-09-16,25.37166786193848,25.540000915527344,24.168333053588867,25.333332061767575,313200.0,,,,,
2024-09-17,24.796667098999023,25.666667938232425,24.166667938232425,25.666667938232425,359400.0,,,,,
2024-09-18,24.59333229064941,24.96166610717773,23.412500381469727,24.934999465942383,415800.0,,,,,
2024-09-19,26.69166755676269,27.696666717529297,25.0,25.56333351135254,642600.0,,,,,
2024-09-20,27.233333587646484,27.553333282470703,26.21666717529297,26.69166755676269,676200.0,,,,,
2024-09-23,27.334999084472656,27.989999771118164,26.916667938232425,27.803333282470703,424800.0,,,,,
2024-09-24,29.4950008392334,29.99833297729492,27.50833320617676,27.981666564941406,681600.0,,,,,
2024-09-25,28.98833274841309,30.863000869750977,28.41083335876465,29.583332061767575,718800.0,,,,,
2024-09-26,29.46500015258789,30.181833267211918,29.225000381469727,29.606666564941406,255000.0,,,,,
2024-09-27,28.821666717529297,29.416667938232425,28.34749984741211,28.75166702270508,357000.0,,,,,
2024-09-30,28.43166732788086,29.21933364868164,27.98833274841309,28.703332901000977,585600.0,,,,,
2024-10-01,27.28499984741211,28.47833251953125,26.88333320617676,28.47833251953125,414600.0,,,,,
2024-10-02,27.06166648864746,27.96666717529297,26.34499931335449,27.333332061767575,474000.0,,,,,
2024-10-03,24.76666641235352,27.27916717529297,24.584999084472656,27.05500030517578,528000.0,,,,,
2024-10-04,25.89166641235352,26.21833229064941,23.81833267211914,25.011667251586918,583800.0,,,,,
2024-10-07,27.333332061767575,27.761667251586918,26.331666946411133,26.331666946411133,459600.0,,,,,
2024-10-08,27.09166717529297,27.793333053588867,26.890832901000977,27.333332061767575,298200.0,,,,,
2024-10-09,26.040000915527344,27.166667938232425,25.84000015258789,27.166667938232425,515400.0,,,,,
2024-10-10,26.55666732788086,26.59666633605957,25.656667709350582,25.76499938964844,363600.0,,,,,
2024-10-11,29.958332061767575,30.5,26.795833587646484,26.833332061767575,513000.0,,,,,
2024-10-14,31.30500030517578,32.10499954223633,29.458332061767575,29.958332061767575,540600.0,,,,,
2024-10-15,33.45166778564453,33.69166564941406,30.50833320617676,31.898332595825195,654600.0,,,,,
2024-10-16,33.86333465576172,33.96833419799805,32.45333480834961,33.31666564941406,400200.0,,,,,
2024-10-17,36.46500015258789,36.66666793823242,34.043331146240234,34.189998626708984,734400.0,,,,,
2024-10-18,37.56999969482422,38.66999816894531,35.33333206176758,36.518333435058594,798600.0,,,,,
2024-10-21,32.246665954589844,37.91666793823242,30.97283363342285,37.66666793823242,1170600.0,,,,,
2024-10-22,32.0283317565918,32.98416519165039,30.358333587646484,32.258331298828125,706800.0,,,,,
2024-10-23,31.69499969482422,32.755001068115234,31.02166748046875,31.666667938232425,203400.0,,,,,
2024-10-24,34.78166580200195,34.78166580200195,32.06666564941406,32.06666564941406,444000.0,,,,,
2024-10-25,35.49333190917969,37.458831787109375,34.83333206176758,35.16666793823242,472800.0,,,,,
2024-10-28,36.81999969482422,37.99833297729492,36.07633209228516,36.52999877929688,338400.0,,,,,
2024-10-29,36.06999969482422,36.66666793823242,34.25166702270508,36.66666793823242,412800.0,,,,,
2024-10-30,38.27333450317383,39.32666778564453,36.1158332824707,36.44499969482422,601800.0,,,,,
2024-10-31,35.776668548583984,38.589168548583984,34.58333206176758,38.33333206176758,594600.0,,,,,
2024-11-01,35.5,37.33333206176758,34.66666793823242,36.45166778564453,316200.0,,,,,
2024-11-04,33.3033332824707,37.82500076293945,33.073333740234375,35.75,624600.0,,,,,
2024-11-05,34.119998931884766,35.66666793823242,32.0,33.380001068115234,331800.0,,,,,
2024-11-06,40.33833312988281,40.50883483886719,34.46333312988281,35.75166702270508,798600.0,,,,,
2024-11-07,41.744998931884766,44.86000061035156,41.15283203125,41.60333251953125,855600.0,,,,,
2024-11-08,71.913330078125,75.6933364868164,51.28333282470703,58.33333206176758,3793200.0,,,,,
2024-11-11,71.20166778564453,74.01100158691406,65.45999908447266,69.05332946777344,1291800.0,,,,,
2024-11-12,61.32500076293945,71.11000061035156,57.53499984741211,70.39833068847656,1369200.0,,,,,
2024-11-13,63.68166732788086,67.5,60.71166610717773,60.71166610717773,702000.0,,,,,
2024-11-14,62.03333282470703,69.15499877929688,61.33333206176758,65.73332977294922,649200.0,,,,,
2024-11-15,64.16666412353516,64.16666412353516,60.14666748046875,60.19499969482422,421800.0,,,,,
2024-11-18,66.62333679199219,66.66666412353516,62.96833419799805,65.00333404541016,513600.0,,,,,
2024-11-19,70.9800033569336,71.11000061035156,65.0,66.55000305175781,657000.0,,,,,
2024-11-20,65.0199966430664,71.67500305175781,63.94333267211914,70.83333587646484,634800.0,,,,,
2024-11-21,74.34166717529297,76.85832977294922,67.04499816894531,67.04666900634766,995400.0,,,,,
2024-11-22,77.33000183105469,79.5875015258789,72.875,73.73500061035156,680400.0,,,,,
2024-11-25,77.33333587646484,79.16666412353516,74.50666809082031,78.50333404541016,918600.0,,,,,
2024-11-26,71.40916442871094,78.10832977294922,68.5616683959961,75.04833221435547,775200.0,,,,,
2024-11-27,69.15833282470703,74.44999694824219,66.3933334350586,74.44999694824219,513600.0,,,,,
2024-11-29,70.67166900634766,71.75333404541016,68.66666412353516,68.66666412353516,318600.0,,,,,
2024-12-02,63.83666610717773,75.0,61.34400177001953,71.49166870117188,1149000.0,,,,,
2024-12-03,64.00666809082031,66.28166961669922,62.83666610717773,64.13999938964844,524400.0,,,,,
2024-12-04,61.42499923706055,65.13316345214844,59.20166778564453,63.45333480834961,903600.0,,,,,
2024-12-05,62.186668395996094,64.6683349609375,59.92333221435547,59.92333221435547,439200.0,,,,,
2024-12-06,60.37166595458984,63.53166580200195,59.89500045776367,62.41666793823242,493200.0,,,,,
2024-12-09,55.30666732788086,62.375,55.30666732788086,62.375,613800.0,,,,,
2024-12-10,54.20833206176758,58.33333206176758,54.16666793823242,55.0,399600.0,,,,,
2024-12-11,53.34333419799805,55.5,51.55666732788086,54.83333206176758,665400.0,,,,,
2024-12-12,52.64500045776367,54.66583251953125,52.0,53.28499984741211,505200.0,,,,,
2024-12-13,51.50166702270508,54.72833251953125,51.33666610717773,52.49833297729492,354000.0,,,,,
2024-12-16,54.525001525878906,55.95633316040039,50.00033187866211,51.706668853759766,721200.0,,,,,
2024-12-17,52.52999877929688,55.91666793823242,51.99833297729492,55.4900016784668,400800.0,,,,,
2024-12-18,40.36166763305664,54.165000915527344,37.5,54.04999923706055,3235800.0,,,,,
2024-12-19,40.5533332824707,44.435001373291016,40.376834869384766,40.561668395996094,1473600.0,,,,,
2024-12-20,45.19333267211914,45.400001525878906,37.80583190917969,39.27999877929688,1066800.0,,,,,
2024-12-23,44.32833480834961,47.45299911499024,42.98033142089844,46.61333465576172,752400.0,,,,,
2024-12-24,42.62333297729492,44.831668853759766,42.01666641235352,44.831668853759766,271200.0,,,,,
2024-12-26,45.3849983215332,46.526832580566406,42.16666793823242,42.16666793823242,624000.0,,,,,
2024-12-27,44.176666259765625,44.91999816894531,42.5,44.551666259765625,575400.0,,,,,
2024-12-30,42.5,43.83333206176758,40.35699844360352,42.76333236694336,599400.0,,,,,
2024-12-31,42.633331298828125,44.76166534423828,41.35499954223633,43.16833114624024,1117200.0,,,,,
2025-01-02,45.46500015258789,45.46666717529297,40.33333206176758,43.41833114624024,1119600.0,,,,,
2025-01-03,46.448333740234375,46.75,43.83316802978516,45.619998931884766,819000.0,,,,,
2025-01-06,46.008331298828125,47.23333358764648,44.198333740234375,46.90833282470703,652800.0,,,,,
2025-01-07,42.3650016784668,46.91666793823242,41.68433380126953,46.91666793823242,888600.0,,,,,
2025-01-08,41.35333251953125,42.29166793823242,39.595001220703125,41.58000183105469,523800.0,,,,,
2025-01-10,38.10499954223633,40.33333206176758,37.13999938964844,40.33333206176758,766800.0,,,,,
2025-01-13,36.9900016784668,37.6533317565918,35.038333892822266,36.18000030517578,693600.0,,,,,
2025-01-14,38.9033317565918,40.93583297729492,37.45166778564453,38.095001220703125,606600.0,,,,,
2025-01-15,43.26166534423828,44.95000076293945,40.311668395996094,40.311668395996094,889800.0,,,,,
2025-01-16,43.75166702270508,54.12833404541016,43.7408332824707,53.880001068115234,1657800.0,,,,,
