Date,Close,High,Low,Open,Volume,"('Close', 'ATON')","('High', 'ATON')","('Low', 'ATON')","('Open', 'ATON')","('Volume', 'ATON')"
2024-06-03,5.860000133514404,7.599999904632568,5.860000133514404,7.579999923706055,67215.0,,,,,
2024-06-04,5.679999828338623,6.199999809265137,5.21999979019165,5.800000190734863,15830.0,,,,,
2024-06-05,5.5,5.599999904632568,5.21999979019165,5.579999923706055,8990.0,,,,,
2024-06-06,5.800000190734863,5.960000038146973,5.300000190734863,5.320000171661377,8195.0,,,,,
2024-06-07,5.320000171661377,5.900000095367432,5.199999809265137,5.679999828338623,7615.0,,,,,
2024-06-10,5.659999847412109,5.679999828338623,5.199999809265137,5.21999979019165,3650.0,,,,,
2024-06-11,5.480000019073486,5.579999923706055,5.28000020980835,5.539999961853027,2740.0,,,,,
2024-06-12,5.139999866485596,5.559999942779541,4.840000152587891,5.559999942779541,10345.0,,,,,
2024-06-13,5.079999923706055,5.400000095367432,4.860000133514404,5.380000114440918,4225.0,,,,,
2024-06-14,5.0,5.28000020980835,4.699999809265137,4.960000038146973,4725.0,,,,,
2024-06-17,4.800000190734863,4.880000114440918,4.21999979019165,4.880000114440918,15615.0,,,,,
2024-06-18,5.599999904632568,6.5,4.539999961853027,4.900000095367432,94030.0,,,,,
2024-06-20,5.460000038146973,5.639999866485596,5.019999980926514,5.300000190734863,19525.0,,,,,
2024-06-21,4.860000133514404,5.28000020980835,4.519999980926514,5.099999904632568,14605.0,,,,,
2024-06-24,4.860000133514404,4.860000133514404,4.400000095367432,4.739999771118164,12005.0,,,,,
2024-06-25,4.420000076293945,4.800000190734863,4.360000133514404,4.78000020980835,3640.0,,,,,
2024-06-26,4.420000076293945,4.78000020980835,4.260000228881836,4.400000095367432,9155.0,,,,,
2024-06-27,4.519999980926514,4.679999828338623,4.360000133514404,4.440000057220459,6125.0,,,,,
2024-06-28,4.239999771118164,6.5,4.21999979019165,4.579999923706055,435905.0,,,,,
2024-07-01,3.920000076293945,3.9600000381469727,3.259999990463257,3.740000009536743,59690.0,,,,,
2024-07-02,3.5,3.799999952316284,3.4200000762939453,3.740000009536743,15400.0,,,,,
2024-07-03,3.619999885559082,3.819999933242798,3.5,3.5,6180.0,,,,,
2024-07-05,3.0199999809265137,3.5999999046325684,2.619999885559082,3.5199999809265137,369490.0,,,,,
2024-07-08,2.9600000381469727,3.0999999046325684,2.8399999141693115,2.940000057220459,193315.0,,,,,
2024-07-09,3.0199999809265137,3.259999990463257,2.900000095367432,3.0799999237060547,86295.0,,,,,
2024-07-10,3.400000095367432,3.5,3.0199999809265137,3.0199999809265137,118950.0,,,,,
2024-07-11,3.5999999046325684,3.5999999046325684,3.1600000858306885,3.299999952316284,40495.0,,,,,
2024-07-12,3.5799999237060547,3.740000009536743,3.4600000381469727,3.5799999237060547,30115.0,,,,,
2024-07-15,3.5999999046325684,3.880000114440918,3.4200000762939453,3.539999961853028,24025.0,,,,,
2024-07-16,3.799999952316284,4.119999885559082,3.4600000381469727,3.5999999046325684,29165.0,,,,,
2024-07-17,3.839999914169312,4.019999980926514,3.640000104904175,3.880000114440918,22700.0,,,,,
2024-07-18,3.680000066757202,4.0,3.619999885559082,3.839999914169312,14575.0,,,,,
2024-07-19,4.579999923706055,4.980000019073486,3.4200000762939453,3.5999999046325684,410500.0,,,,,
2024-07-22,3.880000114440918,4.340000152587891,3.619999885559082,4.0,74070.0,,,,,
2024-07-23,3.799999952316284,4.099999904632568,3.7200000286102295,3.799999952316284,15805.0,,,,,
2024-07-24,3.680000066757202,3.880000114440918,3.4200000762939453,3.880000114440918,18700.0,,,,,
2024-07-25,3.920000076293945,4.179999828338623,3.440000057220459,3.759999990463257,40180.0,,,,,
2024-07-26,3.920000076293945,4.0,3.839999914169312,3.839999914169312,8450.0,,,,,
2024-07-29,3.940000057220459,4.059999942779541,3.799999952316284,3.9600000381469727,4630.0,,,,,
2024-07-30,3.839999914169312,4.019999980926514,3.799999952316284,4.0,9890.0,,,,,
2024-07-31,3.5199999809265137,4.0,3.5199999809265137,3.920000076293945,16065.0,,,,,
2024-08-01,3.559999942779541,3.7799999713897705,3.4800000190734863,3.5999999046325684,4175.0,,,,,
2024-08-02,3.200000047683716,3.640000104904175,3.119999885559082,3.640000104904175,12135.0,,,,,
2024-08-05,2.819999933242798,3.200000047683716,2.640000104904175,2.680000066757202,19155.0,,,,,
2024-08-06,3.1600000858306885,3.200000047683716,2.859999895095825,2.859999895095825,7460.0,,,,,
2024-08-07,3.220000028610229,3.4600000381469727,3.039999961853028,3.200000047683716,6655.0,,,,,
2024-08-08,3.240000009536743,3.380000114440918,3.200000047683716,3.200000047683716,4215.0,,,,,
2024-08-09,2.9800000190734863,3.380000114440918,2.940000057220459,3.200000047683716,8975.0,,,,,
2024-08-12,3.0,3.299999952316284,2.940000057220459,3.0999999046325684,3895.0,,,,,
2024-08-13,2.4600000381469727,2.7799999713897705,2.200000047683716,2.740000009536743,52275.0,,,,,
2024-08-14,2.1600000858306885,2.6600000858306885,2.0999999046325684,2.359999895095825,65475.0,,,,,
2024-08-15,3.5,4.539999961853027,2.2100000381469727,2.25,2516200.0,,,,,
2024-08-16,2.75,3.572999954223633,2.75,3.2699999809265137,234800.0,,,,,
2024-08-19,2.559999942779541,3.069999933242798,2.299999952316284,2.3399999141693115,466900.0,,,,,
