Date,Close,High,Low,Open,Volume,"('Close', 'ARM')","('High', 'ARM')","('Low', 'ARM')","('Open', 'ARM')","('Volume', 'ARM')"
2024-06-03,127.12000274658205,129.85000610351562,122.54000091552734,125.0,11447900.0,,,,,
2024-06-04,125.86000061035156,127.66999816894533,122.88999938964844,126.875,6879800.0,,,,,
2024-06-05,136.6699981689453,136.85000610351562,126.72000122070312,126.83000183105467,12612300.0,,,,,
2024-06-06,137.125,138.41000366210938,132.41000366210938,134.7899932861328,8874500.0,,,,,
2024-06-07,136.57000732421875,140.97000122070312,135.30999755859375,136.92999267578125,6610100.0,,,,,
2024-06-10,139.91000366210938,142.08999633789062,132.5,134.78500366210938,8872700.0,,,,,
2024-06-11,143.9199981689453,147.5,139.0,139.0800018310547,11434800.0,,,,,
2024-06-12,155.58999633789062,158.7100067138672,145.1999969482422,146.0,17284300.0,,,,,
2024-06-13,158.0500030517578,161.49000549316406,150.6699981689453,157.3350067138672,15371900.0,,,,,
2024-06-14,157.88999938964844,167.69000244140625,153.5,159.89999389648438,22260000.0,,,,,
2024-06-17,160.2899932861328,162.6999969482422,153.6199951171875,160.1699981689453,12826900.0,,,,,
2024-06-18,174.1300048828125,177.30999755859375,159.32000732421875,160.02999877929688,22339100.0,,,,,
2024-06-20,160.77000427246094,173.85000610351562,156.0,173.1300048828125,22162300.0,,,,,
2024-06-21,160.3000030517578,162.1999969482422,151.3730010986328,156.56199645996094,21727700.0,,,,,
2024-06-24,151.07000732421875,157.77000427246094,150.60000610351562,156.8699951171875,9260900.0,,,,,
2024-06-25,160.61000061035156,161.9499969482422,149.5,151.57000732421875,9813900.0,,,,,
2024-06-26,164.72000122070312,166.8000030517578,159.50999450683594,161.6300048828125,11598300.0,,,,,
2024-06-27,166.93499755859375,168.82000732421875,160.7899932861328,162.55599975585938,8980300.0,,,,,
2024-06-28,163.6199951171875,170.8800048828125,162.3300018310547,167.25,7095900.0,,,,,
2024-07-01,158.8300018310547,163.85000610351562,152.5500030517578,163.42999267578125,8387500.0,,,,,
2024-07-02,163.4600067138672,163.6199951171875,155.27000427246094,156.85000610351562,5753500.0,,,,,
2024-07-03,168.24000549316406,170.66000366210938,159.30999755859375,162.4199981689453,6649300.0,,,,,
2024-07-05,181.19000244140625,182.6499938964844,169.60000610351562,172.0,14231300.0,,,,,
2024-07-08,184.6999969482422,186.3800048828125,179.51499938964844,181.0399932861328,9516800.0,,,,,
2024-07-09,182.27999877929688,188.75,179.11000061035156,186.1000061035156,9236900.0,,,,,
2024-07-10,186.4600067138672,187.47000122070312,178.5,183.38999938964844,6986400.0,,,,,
2024-07-11,173.19000244140625,187.27999877929688,173.02999877929688,186.83999633789065,10662200.0,,,,,
2024-07-12,181.17999267578125,183.0500030517578,173.5,174.07000732421875,8999700.0,,,,,
2024-07-15,177.52999877929688,183.7400054931641,176.86000061035156,182.1100006103516,5469500.0,,,,,
2024-07-16,178.77000427246094,180.9499969482422,172.5399932861328,180.0,5767500.0,,,,,
2024-07-17,161.6999969482422,172.36000061035156,161.52999877929688,169.97999572753906,12350600.0,,,,,
2024-07-18,158.3300018310547,166.66000366210938,152.22000122070312,165.85000610351562,10996300.0,,,,,
2024-07-19,163.39999389648438,165.0500030517578,160.6300048828125,162.85000610351562,7106800.0,,,,,
2024-07-22,163.5500030517578,168.7899932861328,162.67999267578125,165.47000122070312,6179100.0,,,,,
2024-07-23,171.6999969482422,173.22999572753906,161.8699951171875,163.24000549316406,8036800.0,,,,,
2024-07-24,157.67999267578125,167.14999389648438,157.17999267578125,167.14999389648438,9321100.0,,,,,
2024-07-25,149.13999938964844,155.6300048828125,140.0,151.67999267578125,15996000.0,,,,,
2024-07-26,149.0,155.50999450683594,145.61000061035156,155.36000061035156,8156200.0,,,,,
2024-07-29,141.44000244140625,149.9499969482422,138.7100067138672,146.3800048828125,9603100.0,,,,,
2024-07-30,132.9600067138672,142.07000732421875,129.10000610351562,140.72999572753906,11738900.0,,,,,
2024-07-31,144.1699981689453,145.47999572753906,138.94000244140625,143.41000366210938,16513000.0,,,,,
2024-08-01,121.51000213623048,134.8699951171875,118.18000030517578,128.7100067138672,31205200.0,,,,,
2024-08-02,113.4499969482422,115.62999725341795,108.7300033569336,114.73999786376952,14670000.0,,,,,
2024-08-05,110.4499969482422,113.5,96.66000366210938,98.5,15552600.0,,,,,
2024-08-06,113.38999938964844,117.97000122070312,109.5,115.52999877929688,11425000.0,,,,,
