Date,Close,High,Low,Open,Volume,"('Close', 'GMED')","('High', 'GMED')","('Low', 'GMED')","('Open', 'GMED')","('Volume', 'GMED')"
2024-06-03,66.69999694824219,67.18000030517578,66.05999755859375,67.04000091552734,1063700.0,,,,,
2024-06-04,66.19999694824219,66.88999938964844,65.7300033569336,66.5,921000.0,,,,,
2024-06-05,66.30999755859375,66.4800033569336,65.41999816894531,66.43000030517578,667300.0,,,,,
2024-06-06,66.18000030517578,66.66000366210938,65.12000274658203,65.91999816894531,592700.0,,,,,
2024-06-07,65.12000274658203,66.02999877929688,64.91000366210938,65.12000274658203,594600.0,,,,,
2024-06-10,66.19000244140625,66.37999725341797,64.19000244140625,64.54000091552734,967800.0,,,,,
2024-06-11,66.13999938964844,67.19000244140625,65.58999633789062,65.94999694824219,1327700.0,,,,,
2024-06-12,66.19999694824219,67.5,66.05999755859375,66.80999755859375,806500.0,,,,,
2024-06-13,65.91000366210938,66.31999969482422,64.86000061035156,66.2300033569336,1057000.0,,,,,
2024-06-14,65.61000061035156,65.98999786376953,65.27999877929688,65.5199966430664,590500.0,,,,,
2024-06-17,66.68000030517578,67.06999969482422,65.12999725341797,65.12999725341797,1109600.0,,,,,
2024-06-18,67.0199966430664,67.3499984741211,66.0999984741211,66.2300033569336,1189400.0,,,,,
2024-06-20,67.0,67.44000244140625,66.58000183105469,66.72000122070312,945300.0,,,,,
2024-06-21,66.5199966430664,67.88999938964844,66.33000183105469,67.0,2110000.0,,,,,
2024-06-24,67.2300033569336,67.4800033569336,66.01000213623047,66.6500015258789,781100.0,,,,,
2024-06-25,67.41000366210938,67.47000122070312,66.33000183105469,67.08999633789062,643200.0,,,,,
2024-06-26,68.05999755859375,68.16000366210938,66.94000244140625,67.01000213623047,768300.0,,,,,
2024-06-27,68.8499984741211,68.94000244140625,67.51000213623047,68.08999633789062,1265700.0,,,,,
2024-06-28,68.48999786376953,69.12000274658203,68.0199966430664,68.93000030517578,2187400.0,,,,,
2024-07-01,67.91999816894531,69.7699966430664,67.8499984741211,68.75,848800.0,,,,,
2024-07-02,68.05000305175781,68.68000030517578,67.45999908447266,67.91000366210938,693200.0,,,,,
2024-07-03,68.62000274658203,68.63999938964844,67.36000061035156,68.08999633789062,389900.0,,,,,
2024-07-05,68.76000213623047,68.9800033569336,68.08000183105469,68.5,505900.0,,,,,
