Date,Close,High,Low,Open,Volume,"('Close', 'TXG')","('High', 'TXG')","('Low', 'TXG')","('Open', 'TXG')","('Volume', 'TXG')"
2024-06-03,22.190000534057617,22.989999771118164,21.979999542236328,22.989999771118164,1361800.0,,,,,
2024-06-04,21.51000022888184,22.059999465942383,21.13999938964844,22.059999465942383,1426100.0,,,,,
2024-06-05,22.190000534057617,22.34000015258789,21.18000030517578,21.6200008392334,1163200.0,,,,,
2024-06-06,22.530000686645508,22.71999931335449,21.934999465942383,22.0,858800.0,,,,,
2024-06-07,21.8700008392334,22.350000381469727,21.545000076293945,22.0,1143600.0,,,,,
2024-06-10,22.18000030517578,22.274999618530277,21.40999984741211,21.6299991607666,998900.0,,,,,
2024-06-11,21.57999992370605,21.96999931335449,21.26000022888184,21.90999984741211,900400.0,,,,,
2024-06-12,21.350000381469727,22.74099922180176,21.31999969482422,22.34000015258789,1103600.0,,,,,
2024-06-13,19.71999931335449,21.3700008392334,19.68000030517578,21.34000015258789,1521000.0,,,,,
2024-06-14,20.25,20.295000076293945,19.34000015258789,19.61000061035156,1245600.0,,,,,
2024-06-17,19.979999542236328,20.600000381469727,19.364999771118164,20.1200008392334,977300.0,,,,,
2024-06-18,19.770000457763672,20.36000061035156,19.399999618530277,19.90999984741211,722300.0,,,,,
2024-06-20,19.959999084472656,20.01000022888184,19.200000762939453,19.68000030517578,1167000.0,,,,,
2024-06-21,19.63999938964844,20.18000030517578,19.56999969482422,20.020000457763672,1465800.0,,,,,
2024-06-24,19.8799991607666,20.13500022888184,19.5,19.649999618530277,1346800.0,,,,,
2024-06-25,19.59000015258789,19.86000061035156,19.270000457763672,19.399999618530277,1690800.0,,,,,
2024-06-26,19.5,19.864999771118164,19.36000061035156,19.549999237060547,1439000.0,,,,,
2024-06-27,19.850000381469727,19.920000076293945,18.38999938964844,19.170000076293945,1888500.0,,,,,
2024-06-28,19.450000762939453,20.36000061035156,19.26000022888184,20.0,3293600.0,,,,,
2024-07-01,18.59000015258789,19.718000411987305,18.40999984741211,19.530000686645508,1737600.0,,,,,
2024-07-02,18.8700008392334,19.31800079345703,18.530000686645508,18.93000030517578,1730200.0,,,,,
2024-07-03,18.75,19.100000381469727,18.545000076293945,19.09000015258789,1357100.0,,,,,
2024-07-05,18.71999931335449,19.030000686645508,18.450000762939453,18.90999984741211,1430700.0,,,,,
