Date,Close,High,Low,Open,Volume,"('Close', 'QMCO')","('High', 'QMCO')","('Low', 'QMCO')","('Open', 'QMCO')","('Volume', 'QMCO')"
2024-06-03,9.600000381469728,9.800000190734863,9.399999618530272,9.600000381469728,5690.0,,,,,
2024-06-04,9.399999618530272,9.800000190734863,9.199999809265137,9.800000190734863,2290.0,,,,,
2024-06-05,9.399999618530272,10.399999618530272,9.399999618530272,9.800000190734863,8655.0,,,,,
2024-06-06,9.600000381469728,10.0,9.199999809265137,9.199999809265137,4020.0,,,,,
2024-06-07,9.399999618530272,10.0,8.800000190734863,9.399999618530272,7660.0,,,,,
2024-06-10,8.600000381469727,9.399999618530272,8.600000381469727,9.0,8290.0,,,,,
2024-06-11,9.800000190734863,10.0,8.800000190734863,9.0,12500.0,,,,,
2024-06-12,10.0,10.0,9.399999618530272,10.0,9575.0,,,,,
2024-06-13,10.600000381469728,11.199999809265137,10.0,10.399999618530272,12750.0,,,,,
2024-06-14,11.800000190734863,12.399999618530272,10.800000190734863,11.0,46135.0,,,,,
2024-06-17,15.600000381469728,17.0,12.0,13.199999809265137,262495.0,,,,,
2024-06-18,7.800000190734863,9.800000190734863,7.599999904632568,9.0,157240.0,,,,,
2024-06-20,6.800000190734863,7.400000095367432,6.400000095367432,7.199999809265137,75735.0,,,,,
2024-06-21,8.800000190734863,9.0,6.800000190734863,6.800000190734863,115570.0,,,,,
2024-06-24,8.600000381469727,8.600000381469727,8.199999809265137,8.199999809265137,20840.0,,,,,
2024-06-25,8.0,8.399999618530273,7.800000190734863,8.399999618530273,13575.0,,,,,
2024-06-26,8.800000190734863,9.199999809265137,7.800000190734863,8.0,17055.0,,,,,
2024-06-27,8.800000190734863,9.800000190734863,8.399999618530273,8.800000190734863,12580.0,,,,,
2024-06-28,8.199999809265137,9.0,8.199999809265137,8.800000190734863,13490.0,,,,,
2024-07-01,7.800000190734863,8.399999618530273,7.800000190734863,8.0,14870.0,,,,,
2024-07-02,7.800000190734863,8.199999809265137,7.800000190734863,7.800000190734863,10415.0,,,,,
2024-07-03,8.0,8.199999809265137,7.800000190734863,7.800000190734863,3300.0,,,,,
2024-07-05,7.800000190734863,8.0,7.800000190734863,8.0,4930.0,,,,,
2024-07-08,7.800000190734863,8.0,7.800000190734863,7.800000190734863,7985.0,,,,,
2024-07-09,7.800000190734863,8.199999809265137,7.800000190734863,7.800000190734863,6835.0,,,,,
2024-07-10,9.199999809265137,9.399999618530272,7.800000190734863,8.0,38945.0,,,,,
2024-07-11,8.600000381469727,10.0,8.399999618530273,8.800000190734863,15130.0,,,,,
2024-07-12,9.0,9.199999809265137,8.600000381469727,9.0,9390.0,,,,,
2024-07-15,9.199999809265137,9.600000381469728,8.199999809265137,9.399999618530272,27520.0,,,,,
2024-07-16,8.600000381469727,9.600000381469728,8.0,9.600000381469728,24710.0,,,,,
2024-07-17,8.199999809265137,9.0,8.199999809265137,8.600000381469727,5300.0,,,,,
2024-07-18,7.800000190734863,8.800000190734863,7.599999904632568,8.800000190734863,18365.0,,,,,
2024-07-19,7.599999904632568,8.199999809265137,7.599999904632568,8.0,16835.0,,,,,
2024-07-22,8.0,8.600000381469727,7.599999904632568,8.0,10480.0,,,,,
2024-07-23,8.800000190734863,9.0,7.800000190734863,7.800000190734863,13460.0,,,,,
2024-07-24,8.399999618530273,8.800000190734863,8.0,8.800000190734863,10365.0,,,,,
2024-07-25,7.800000190734863,8.199999809265137,7.599999904632568,8.199999809265137,11135.0,,,,,
2024-07-26,8.0,8.399999618530273,7.800000190734863,8.199999809265137,9195.0,,,,,
2024-07-29,8.199999809265137,8.199999809265137,7.800000190734863,8.199999809265137,5090.0,,,,,
2024-07-30,8.0,8.399999618530273,7.599999904632568,8.399999618530273,16045.0,,,,,
2024-07-31,7.599999904632568,8.0,7.599999904632568,7.800000190734863,12430.0,,,,,
2024-08-01,7.400000095367432,7.599999904632568,7.400000095367432,7.599999904632568,15015.0,,,,,
2024-08-02,7.0,7.400000095367432,7.0,7.400000095367432,17485.0,,,,,
2024-08-05,6.400000095367432,6.800000190734863,6.199999809265137,6.800000190734863,12345.0,,,,,
2024-08-06,6.400000095367432,7.199999809265137,6.400000095367432,6.800000190734863,6420.0,,,,,
2024-08-07,6.0,7.0,6.0,6.800000190734863,20580.0,,,,,
2024-08-08,6.199999809265137,6.800000190734863,6.0,6.400000095367432,9435.0,,,,,
2024-08-09,6.400000095367432,6.599999904632568,6.199999809265137,6.199999809265137,3440.0,,,,,
2024-08-12,6.199999809265137,6.599999904632568,6.0,6.400000095367432,6860.0,,,,,
2024-08-13,6.199999809265137,6.599999904632568,6.0,6.199999809265137,9790.0,,,,,
2024-08-14,5.800000190734863,6.400000095367432,5.599999904632568,6.199999809265137,18725.0,,,,,
2024-08-15,6.0,6.199999809265137,5.800000190734863,6.199999809265137,9490.0,,,,,
2024-08-16,6.400000095367432,6.599999904632568,6.0,6.199999809265137,15975.0,,,,,
2024-08-19,5.599999904632568,6.800000190734863,5.599999904632568,6.800000190734863,18260.0,,,,,
2024-08-20,4.599999904632568,5.599999904632568,4.599999904632568,5.599999904632568,72205.0,,,,,
2024-08-21,4.400000095367432,4.800000190734863,4.400000095367432,4.800000190734863,249490.0,,,,,
2024-08-22,4.0,5.199999809265137,4.0,4.599999904632568,400795.0,,,,,
2024-08-23,4.199999809265137,4.400000095367432,3.5999999046325684,4.0,130655.0,,,,,
2024-08-26,4.199999809265137,4.599999904632568,3.799999952316284,4.0,125590.0,,,,,
2024-08-27,3.849999904632568,4.119999885559082,3.4800000190734863,4.119999885559082,111400.0,,,,,
2024-08-28,3.559999942779541,3.849999904632568,3.559999942779541,3.819999933242798,74700.0,,,,,
2024-08-29,3.309999942779541,3.7100000381469727,3.259999990463257,3.650000095367432,97200.0,,,,,
2024-08-30,3.0799999237060547,3.369999885559082,2.950000047683716,3.309999942779541,78800.0,,,,,
2024-09-03,2.880000114440918,3.069999933242798,2.799999952316284,3.009999990463257,35000.0,,,,,
2024-09-04,2.650000095367432,2.890000104904175,2.640000104904175,2.8399999141693115,30900.0,,,,,
2024-09-05,2.5199999809265137,2.7100000381469727,2.5199999809265137,2.650000095367432,53300.0,,,,,
2024-09-06,2.509999990463257,2.809999942779541,2.220000028610229,2.539999961853028,53800.0,,,,,
2024-09-09,2.9200000762939453,2.930000066757202,2.470000028610229,2.539999961853028,119600.0,,,,,
2024-09-10,3.2100000381469727,3.2799999713897705,2.940000057220459,2.940000057220459,82200.0,,,,,
2024-09-11,3.220000028610229,3.25,3.130000114440918,3.200000047683716,35600.0,,,,,
2024-09-12,3.2100000381469727,3.309999942779541,3.190000057220459,3.2699999809265137,26200.0,,,,,
2024-09-13,3.319999933242798,3.400000095367432,3.220000028610229,3.220000028610229,58800.0,,,,,
2024-09-16,3.549999952316284,3.7300000190734863,3.319999933242798,3.4200000762939453,74700.0,,,,,
