Date,Close,High,Low,Open,Volume,"('Close', 'RCAT')","('High', 'RCAT')","('Low', 'RCAT')","('Open', 'RCAT')","('Volume', 'RCAT')"
2024-06-03,0.9760000109672546,1.0299999713897705,0.959999978542328,1.0099999904632568,248400.0,,,,,
2024-06-04,0.9549999833106996,1.0,0.8600000143051147,0.9649999737739564,567700.0,,,,,
2024-06-05,0.9350000023841858,0.9729999899864196,0.9259999990463256,0.9300000071525574,177100.0,,,,,
2024-06-06,0.8849999904632568,0.9549999833106996,0.871999979019165,0.9259999990463256,373600.0,,,,,
2024-06-07,0.8109999895095825,0.8700000047683716,0.800000011920929,0.8600000143051147,562800.0,,,,,
2024-06-10,0.8849999904632568,0.9700000286102296,0.8109999895095825,0.8199999928474426,474000.0,,,,,
2024-06-11,0.9100000262260436,0.959999978542328,0.8799999952316284,0.9200000166893004,465600.0,,,,,
2024-06-12,1.0,1.0499999523162842,0.8899999856948853,0.9100000262260436,781500.0,,,,,
2024-06-13,0.9700000286102296,1.0299999713897705,0.9399999976158142,1.0299999713897705,189600.0,,,,,
2024-06-14,1.0399999618530271,1.1200000047683716,1.0199999809265137,1.0499999523162842,894300.0,,,,,
2024-06-17,1.1200000047683716,1.159999966621399,1.0,1.100000023841858,1059000.0,,,,,
2024-06-18,1.0199999809265137,1.1799999475479126,1.0,1.1699999570846558,552400.0,,,,,
2024-06-20,1.0099999904632568,1.0299999713897705,1.0,1.0099999904632568,317300.0,,,,,
2024-06-21,1.0199999809265137,1.100000023841858,1.0,1.0099999904632568,533500.0,,,,,
2024-06-24,1.1299999952316284,1.1480000019073486,1.0099999904632568,1.0399999618530271,634100.0,,,,,
2024-06-25,1.059999942779541,1.1799999475479126,1.0399999618530271,1.1299999952316284,360500.0,,,,,
2024-06-26,1.0700000524520874,1.1399999856948853,1.0499999523162842,1.0800000429153442,291600.0,,,,,
2024-06-27,1.1200000047683716,1.149999976158142,1.059999942779541,1.059999942779541,401400.0,,,,,
2024-06-28,1.149999976158142,1.190000057220459,1.090000033378601,1.1200000047683716,568700.0,,,,,
2024-07-01,1.2000000476837158,1.309999942779541,1.1200000047683716,1.190000057220459,1621500.0,,,,,
2024-07-02,1.1699999570846558,1.2300000190734863,1.159999966621399,1.2000000476837158,259000.0,,,,,
2024-07-03,1.1699999570846558,1.2100000381469729,1.1399999856948853,1.1399999856948853,272700.0,,,,,
2024-07-05,1.149999976158142,1.1990000009536743,1.100000023841858,1.190000057220459,255300.0,,,,,
2024-07-08,1.1699999570846558,1.190000057220459,1.1299999952316284,1.159999966621399,402300.0,,,,,
2024-07-09,1.2899999618530271,1.2999999523162842,1.1679999828338623,1.1699999570846558,692500.0,,,,,
2024-07-10,1.3799999952316284,1.440000057220459,1.2300000190734863,1.2999999523162842,1349400.0,,,,,
2024-07-11,1.6100000143051147,1.6399999856948853,1.4299999475479126,1.4299999475479126,2555700.0,,,,,
2024-07-12,1.75,1.830000042915344,1.559999942779541,1.590000033378601,2511600.0,,,,,
2024-07-15,1.7599999904632568,2.200000047683716,1.6699999570846558,1.830000042915344,5045300.0,,,,,
2024-07-16,1.909999966621399,1.9600000381469729,1.7000000476837158,1.7999999523162842,1275800.0,,,,,
2024-07-17,1.919999957084656,1.950000047683716,1.7699999809265137,1.909999966621399,1176100.0,,,,,
