Date,Close,High,Low,Open,Volume,"('Close', 'SNDL')","('High', 'SNDL')","('Low', 'SNDL')","('Open', 'SNDL')","('Volume', 'SNDL')"
2024-06-03,2.1700000762939453,2.246000051498413,2.119999885559082,2.220000028610229,3419400.0,,,,,
2024-06-04,2.109999895095825,2.1700000762939453,2.0799999237060547,2.150000095367432,2124000.0,,,,,
2024-06-05,2.1600000858306885,2.1700000762939453,2.0899999141693115,2.119999885559082,1616300.0,,,,,
2024-06-06,2.0799999237060547,2.1679999828338623,2.059999942779541,2.1600000858306885,2108900.0,,,,,
2024-06-07,2.039999961853028,2.0999999046325684,2.039999961853028,2.059999942779541,1866400.0,,,,,
2024-06-10,2.0999999046325684,2.119999885559082,2.015000104904175,2.049999952316284,1997100.0,,,,,
2024-06-11,2.039999961853028,2.0799999237060547,2.0299999713897705,2.069999933242798,1530800.0,,,,,
2024-06-12,2.049999952316284,2.0999999046325684,2.0299999713897705,2.049999952316284,2018700.0,,,,,
2024-06-13,1.9900000095367432,2.0799999237060547,1.9900000095367432,2.049999952316284,1977500.0,,,,,
2024-06-14,1.950000047683716,2.0,1.9299999475479128,2.0,2749600.0,,,,,
2024-06-17,1.909999966621399,1.9600000381469729,1.8899999856948853,1.950000047683716,2346700.0,,,,,
2024-06-18,1.8600000143051147,1.919999957084656,1.850000023841858,1.899999976158142,2164000.0,,,,,
2024-06-20,1.8899999856948853,1.899999976158142,1.850000023841858,1.850000023841858,1867600.0,,,,,
2024-06-21,1.8200000524520876,1.8899999856948853,1.8200000524520876,1.8799999952316284,2470000.0,,,,,
2024-06-24,1.8799999952316284,1.8980000019073489,1.809999942779541,1.809999942779541,1466600.0,,,,,
2024-06-25,1.840000033378601,1.8799999952316284,1.840000033378601,1.8799999952316284,1230900.0,,,,,
2024-06-26,1.909999966621399,1.9600000381469729,1.840000033378601,1.840000033378601,1877200.0,,,,,
2024-06-27,1.919999957084656,1.9600000381469729,1.8899999856948853,1.8899999856948853,3074000.0,,,,,
2024-06-28,1.899999976158142,1.950000047683716,1.8550000190734863,1.9299999475479128,2119700.0,,,,,
2024-07-01,1.919999957084656,1.9299999475479128,1.870000004768372,1.870000004768372,1255600.0,,,,,
2024-07-02,1.8799999952316284,1.924999952316284,1.8799999952316284,1.919999957084656,1218900.0,,,,,
2024-07-03,1.9600000381469729,2.0199999809265137,1.8799999952316284,1.8899999856948853,1956200.0,,,,,
2024-07-05,1.940000057220459,1.9600000381469729,1.899999976158142,1.940000057220459,1487100.0,,,,,
2024-07-08,1.9700000286102293,2.009999990463257,1.9299999475479128,1.940000057220459,2153900.0,,,,,
2024-07-09,1.9700000286102293,2.039999961853028,1.950000047683716,1.9600000381469729,2546900.0,,,,,
2024-07-10,2.039999961853028,2.049999952316284,1.9700000286102293,1.9700000286102293,1606700.0,,,,,
2024-07-11,2.180000066757202,2.180000066757202,2.049999952316284,2.049999952316284,5348600.0,,,,,
2024-07-12,2.150000095367432,2.2100000381469727,2.130000114440918,2.180000066757202,2874800.0,,,,,
2024-07-15,2.200000047683716,2.244999885559082,2.0899999141693115,2.130000114440918,3711600.0,,,,,
2024-07-16,2.200000047683716,2.247999906539917,2.1600000858306885,2.200000047683716,2111300.0,,,,,
2024-07-17,2.180000066757202,2.255000114440918,2.130000114440918,2.1600000858306885,4957800.0,,,,,
2024-07-18,2.095000028610229,2.200000047683716,2.0899999141693115,2.190000057220459,2822900.0,,,,,
2024-07-19,2.069999933242798,2.119999885559082,2.049999952316284,2.0899999141693115,1530500.0,,,,,
2024-07-22,2.2699999809265137,2.2699999809265137,2.0799999237060547,2.0799999237060547,5426700.0,,,,,
2024-07-23,2.289999961853028,2.369999885559082,2.25,2.259999990463257,4368300.0,,,,,
2024-07-24,2.2249999046325684,2.3499999046325684,2.190000057220459,2.299999952316284,4788200.0,,,,,
2024-07-25,2.130000114440918,2.220000028610229,2.130000114440918,2.2100000381469727,2074200.0,,,,,
2024-07-26,2.240000009536743,2.25,2.180000066757202,2.180000066757202,2236300.0,,,,,
2024-07-29,2.244999885559082,2.289999961853028,2.220000028610229,2.25,1534500.0,,,,,
2024-07-30,2.275000095367432,2.3399999141693115,2.25,2.2699999809265137,2058900.0,,,,,
2024-07-31,2.2699999809265137,2.3399999141693115,2.2300000190734863,2.2799999713897705,2440000.0,,,,,
2024-08-01,2.2100000381469727,2.299999952316284,2.180000066757202,2.2699999809265137,2776400.0,,,,,
2024-08-02,2.109999895095825,2.140000104904175,1.9900000095367432,2.109999895095825,4278000.0,,,,,
2024-08-05,2.0799999237060547,2.109999895095825,1.840000033378601,1.850000023841858,3624500.0,,,,,
2024-08-06,2.109999895095825,2.140000104904175,2.059999942779541,2.069999933242798,1428700.0,,,,,
2024-08-07,2.0199999809265137,2.1600000858306885,2.0199999809265137,2.150000095367432,2155500.0,,,,,
2024-08-08,2.109999895095825,2.109999895095825,2.0199999809265137,2.0299999713897705,4002200.0,,,,,
2024-08-09,2.059999942779541,2.134999990463257,2.049999952316284,2.109999895095825,1598800.0,,,,,
2024-08-12,2.009999990463257,2.0850000381469727,2.0,2.069999933242798,1375700.0,,,,,
2024-08-13,2.130000114440918,2.140000104904175,2.0,2.0299999713897705,2346100.0,,,,,
2024-08-14,2.1600000858306885,2.190000057220459,2.109999895095825,2.130000114440918,1866600.0,,,,,
2024-08-15,2.200000047683716,2.244999885559082,2.1600000858306885,2.1700000762939453,2175800.0,,,,,
2024-08-16,2.220000028610229,2.220000028610229,2.1600000858306885,2.190000057220459,2177700.0,,,,,
2024-08-19,2.200000047683716,2.2300000190734863,2.140000104904175,2.200000047683716,1281400.0,,,,,
2024-08-20,2.130000114440918,2.200000047683716,2.109999895095825,2.180000066757202,1387900.0,,,,,
2024-08-21,2.109999895095825,2.140000104904175,2.0999999046325684,2.130000114440918,979200.0,,,,,
2024-08-22,2.059999942779541,2.119999885559082,2.059999942779541,2.119999885559082,1340700.0,,,,,
