Date,Close,High,Low,Open,Volume,"('Close', 'COMP')","('High', 'COMP')","('Low', 'COMP')","('Open', 'COMP')","('Volume', 'COMP')"
2024-06-03,3.7100000381469727,3.859999895095825,3.650000095367432,3.809999942779541,2351700.0,,,,,
2024-06-04,3.630000114440918,3.680000066757202,3.5810000896453857,3.650000095367432,3176700.0,,,,,
2024-06-05,3.7100000381469727,3.7799999713897705,3.595000028610229,3.690000057220459,3632700.0,,,,,
2024-06-06,3.7300000190734863,3.7699999809265137,3.5999999046325684,3.660000085830689,2173600.0,,,,,
2024-06-07,3.5999999046325684,3.690000057220459,3.569999933242798,3.650000095367432,2190700.0,,,,,
2024-06-10,3.5299999713897705,3.5799999237060547,3.484999895095825,3.5199999809265137,2824400.0,,,,,
2024-06-11,3.640000104904175,3.670000076293945,3.490000009536743,3.5,2267900.0,,,,,
2024-06-12,3.940000057220459,4.119999885559082,3.829999923706055,3.859999895095825,5216400.0,,,,,
2024-06-13,3.660000085830689,3.9800000190734863,3.640000104904175,3.910000085830689,4201700.0,,,,,
2024-06-14,3.640000104904175,3.670000076293945,3.559999942779541,3.5899999141693115,2421400.0,,,,,
2024-06-17,3.569999933242798,3.660000085830689,3.5199999809265137,3.609999895095825,2151300.0,,,,,
2024-06-18,3.5899999141693115,3.660000085830689,3.559999942779541,3.569999933242798,2802800.0,,,,,
2024-06-20,3.490000009536743,3.650000095367432,3.4600000381469727,3.5999999046325684,3395500.0,,,,,
2024-06-21,3.549999952316284,3.558000087738037,3.450000047683716,3.4800000190734863,5565700.0,,,,,
2024-06-24,3.4800000190734863,3.619999885559082,3.369999885559082,3.5199999809265137,4409200.0,,,,,
2024-06-25,3.539999961853028,3.630000114440918,3.5,3.5799999237060547,4650000.0,,,,,
2024-06-26,3.5899999141693115,3.5899999141693115,3.4649999141693115,3.5,2996400.0,,,,,
2024-06-27,3.690000057220459,3.7699999809265137,3.559999942779541,3.619999885559082,3469600.0,,,,,
2024-06-28,3.5999999046325684,3.755000114440918,3.559999942779541,3.740000009536743,17007000.0,,,,,
2024-07-01,3.359999895095825,3.634999990463257,3.3399999141693115,3.5999999046325684,3215300.0,,,,,
2024-07-02,3.5299999713897705,3.5299999713897705,3.369999885559082,3.390000104904175,3200300.0,,,,,
2024-07-03,3.509999990463257,3.630000114440918,3.509999990463257,3.549999952316284,2119000.0,,,,,
2024-07-05,3.5999999046325684,3.5999999046325684,3.470000028610229,3.5,1900000.0,,,,,
2024-07-08,3.630000114440918,3.680000066757202,3.549999952316284,3.640000104904175,2384100.0,,,,,
2024-07-09,3.640000104904175,3.640000104904175,3.470000028610229,3.5999999046325684,2599000.0,,,,,
2024-07-10,3.650000095367432,3.690000057220459,3.4800000190734863,3.680000066757202,3020900.0,,,,,
2024-07-11,3.9700000286102295,3.990000009536743,3.7699999809265137,3.829999923706055,5643500.0,,,,,
2024-07-12,4.110000133514404,4.179999828338623,3.990000009536743,4.059999942779541,5522500.0,,,,,
2024-07-15,4.349999904632568,4.449999809265137,4.119999885559082,4.139999866485596,7713500.0,,,,,
2024-07-16,4.75,4.78000020980835,4.40500020980835,4.429999828338623,7247400.0,,,,,
2024-07-17,4.630000114440918,4.885000228881836,4.539999961853027,4.599999904632568,6058400.0,,,,,
2024-07-18,4.460000038146973,4.755000114440918,4.420000076293945,4.570000171661377,4503400.0,,,,,
2024-07-19,4.460000038146973,4.5,4.300000190734863,4.440000057220459,2900500.0,,,,,
2024-07-22,4.46999979019165,4.559999942779541,4.400000095367432,4.550000190734863,2447900.0,,,,,
2024-07-23,4.550000190734863,4.684999942779541,4.409999847412109,4.440000057220459,3178200.0,,,,,
2024-07-24,4.329999923706055,4.53000020980835,4.289999961853027,4.460000038146973,2525000.0,,,,,
2024-07-25,4.320000171661377,4.485000133514404,4.25,4.320000171661377,3961300.0,,,,,
2024-07-26,4.440000057220459,4.480000019073486,4.284999847412109,4.429999828338623,3543100.0,,,,,
2024-07-29,4.46999979019165,4.550000190734863,4.410999774932861,4.440000057220459,4055600.0,,,,,
2024-07-30,4.460000038146973,4.519999980926514,4.375,4.480000019073486,3507000.0,,,,,
2024-07-31,4.389999866485596,4.664000034332275,4.329999923706055,4.460000038146973,8377300.0,,,,,
2024-08-01,4.260000228881836,4.75,4.070000171661377,4.710000038146973,9252600.0,,,,,
2024-08-02,4.28000020980835,4.335000038146973,3.839999914169312,4.039999961853027,6670700.0,,,,,
2024-08-05,4.260000228881836,4.295000076293945,3.849999904632568,3.890000104904175,5397200.0,,,,,
2024-08-06,4.300000190734863,4.429999828338623,4.199999809265137,4.21999979019165,3634000.0,,,,,
