Date,Close,High,Low,Open,Volume,"('Close', 'LAES')","('High', 'LAES')","('Low', 'LAES')","('Open', 'LAES')","('Volume', 'LAES')"
2024-06-03,1.1299999952316284,1.2200000286102295,1.1100000143051147,1.2000000476837158,173700.0,,,,,
2024-06-04,1.090000033378601,1.1100000143051147,1.059999942779541,1.1100000143051147,210000.0,,,,,
2024-06-05,1.149999976158142,1.149999976158142,1.090000033378601,1.1200000047683716,141100.0,,,,,
2024-06-06,1.1299999952316284,1.190000057220459,1.0700000524520874,1.190000057220459,140400.0,,,,,
2024-06-07,1.090000033378601,1.1100000143051147,1.059999942779541,1.1100000143051147,166500.0,,,,,
2024-06-10,1.100000023841858,1.1100000143051147,1.059999942779541,1.1100000143051147,121100.0,,,,,
2024-06-11,1.0700000524520874,1.1200000047683716,1.0499999523162842,1.1200000047683716,292500.0,,,,,
2024-06-12,1.0800000429153442,1.090000033378601,1.0299999713897705,1.0700000524520874,274700.0,,,,,
2024-06-13,1.090000033378601,1.0989999771118164,1.0499999523162842,1.090000033378601,82800.0,,,,,
2024-06-14,1.0399999618530271,1.0800000429153442,1.0,1.0800000429153442,255800.0,,,,,
2024-06-17,1.0099999904632568,1.0700000524520874,0.9800000190734864,1.0700000524520874,340100.0,,,,,
2024-06-18,0.9570000171661376,1.0199999809265137,0.9200000166893004,1.0099999904632568,292600.0,,,,,
2024-06-20,0.8550000190734863,0.959999978542328,0.8500000238418579,0.959999978542328,584900.0,,,,,
2024-06-21,0.8500000238418579,0.8700000047683716,0.800000011920929,0.8700000047683716,338400.0,,,,,
2024-06-24,0.8679999709129333,0.9200000166893004,0.843999981880188,0.8799999952316284,185500.0,,,,,
2024-06-25,0.8330000042915344,0.8600000143051147,0.8080000281333923,0.8560000061988831,205900.0,,,,,
2024-06-26,0.8700000047683716,0.8700000047683716,0.8199999928474426,0.8479999899864197,121700.0,,,,,
2024-06-27,0.8840000033378601,0.8999999761581421,0.8519999980926514,0.8960000276565552,130900.0,,,,,
2024-06-28,0.8169999718666077,0.8450000286102295,0.800000011920929,0.8450000286102295,390800.0,,,,,
2024-07-01,0.7720000147819519,0.8399999737739563,0.7509999871253967,0.8299999833106995,215700.0,,,,,
2024-07-02,0.7120000123977661,0.7490000128746033,0.656000018119812,0.7319999933242798,2806700.0,,,,,
2024-07-03,0.7200000286102295,0.7300000190734863,0.6800000071525574,0.699999988079071,365200.0,,,,,
2024-07-05,0.7400000095367432,0.75,0.6790000200271606,0.7419999837875366,296300.0,,,,,
2024-07-08,0.8149999976158142,0.8389999866485596,0.7350000143051147,0.7400000095367432,460700.0,,,,,
2024-07-09,0.7929999828338623,0.8199999928474426,0.7670000195503235,0.8199999928474426,92300.0,,,,,
2024-07-10,0.7879999876022339,0.8090000152587891,0.7300000190734863,0.7570000290870667,236800.0,,,,,
2024-07-11,0.7950000166893005,0.8199999928474426,0.7630000114440918,0.7820000052452087,163400.0,,,,,
