Date,Close,High,Low,Open,Volume,"('Close', 'XP')","('High', 'XP')","('Low', 'XP')","('Open', 'XP')","('Volume', 'XP')"
2024-06-03,18.242189407348636,18.38397810180707,17.661712274936292,17.804452047569004,6786000.0,,,,,
2024-06-04,18.07090187072754,18.42299502177869,17.98525763979712,18.108966780045403,5380100.0,,,,,
2024-06-05,17.956710815429688,18.25646380936228,17.90912967866951,18.07090191358455,4377900.0,,,,,
2024-06-06,18.22315788269043,18.42299502659188,18.089934330112648,18.0994505574446,4508900.0,,,,,
2024-06-07,17.91864585876465,18.285012443195264,17.823485400530046,18.01380631699925,8595000.0,,,,,
2024-06-10,17.73784065246582,17.856790768032326,17.557037783629738,17.642682012040396,3737300.0,,,,,
2024-06-11,17.73784065246582,17.852033562024943,17.580827443736094,17.76638933361428,3542000.0,,,,,
2024-06-12,17.14784812927246,17.985256097051483,17.11929944973292,17.937676779520203,5803600.0,,,,,
2024-06-13,16.529308319091797,17.25252340093799,16.49124341213428,17.204944082275755,7071900.0,,,,,
2024-06-14,16.34850311279297,16.51027533206524,16.2057633463844,16.462694199905982,4057900.0,,,,,
2024-06-17,16.24382781982422,16.43890594069659,15.944073014325536,16.043992492848272,5002200.0,,,,,
2024-06-18,16.5578556060791,16.562614627087356,16.12012005512452,16.30092292267461,4356000.0,,,,,
2024-06-20,17.109783172607422,17.157364305032573,16.434147427481815,16.47221051838732,10174500.0,,,,,
2024-06-21,16.776723861694336,17.09075210094219,16.4151163012105,17.062205234214506,5798000.0,,,,,
2024-06-24,17.052688598632812,17.27155637513314,16.919465050334303,17.03365614458025,4118700.0,,,,,
2024-06-25,17.024139404296875,17.128816083395385,16.881399633275514,16.948011405416505,4242000.0,,,,,
2024-06-26,17.033655166625977,17.062203846065756,16.71011072644694,16.795754949731663,2288500.0,,,,,
2024-06-27,17.109783172607422,17.14308905778772,16.909947861525634,17.062203855216886,5293800.0,,,,,
2024-06-28,16.73866081237793,17.08123773430236,16.51503400889562,17.062205279743278,9276200.0,,,,,
2024-07-01,16.015443801879883,16.89091674224852,15.953589232360509,16.81478873939189,2995000.0,,,,,
2024-07-02,15.891736030578612,15.996410897163525,15.777543121990425,15.996410897163525,4560300.0,,,,,
2024-07-03,16.015443801879883,16.167699807593145,15.872704023403044,15.939315799023252,2264100.0,,,,,
2024-07-05,16.24382781982422,16.28664993489546,15.75851112069508,16.167699816923655,7601500.0,,,,,
2024-07-08,16.24382781982422,16.510276737493577,16.17721604416557,16.272376501549967,3669700.0,,,,,
2024-07-09,16.605436325073242,16.614950736782028,16.167698970047923,16.28189187593464,6488800.0,,,,,
2024-07-10,17.366716384887695,17.46663404354859,16.857610049766365,16.86236725564012,5160800.0,,,,,
2024-07-11,17.44284439086914,17.461876844440877,17.024139487464286,17.28107216557872,5237000.0,,,,,
2024-07-12,17.547521591186523,17.62364959269783,17.271556451311326,17.319137586652598,3118400.0,,,,,
2024-07-15,17.699777603149414,17.875823266414226,17.366716915731185,17.633165828672713,5766200.0,,,,,
2024-07-16,17.794937133789062,18.07090044442318,17.62650373492469,17.852032678224635,3561500.0,,,,,
2024-07-17,17.671228408813477,17.75211542906843,17.49042372974477,17.576067955880752,2780700.0,,,,,
2024-07-18,16.814788818359375,17.518973301848973,16.77196670311174,17.518973301848973,4045000.0,,,,,
2024-07-19,17.024139404296875,17.1668809903529,16.881399633275514,16.98607631237402,3420600.0,,,,,
2024-07-22,17.471393585205078,17.53800535963109,17.147849125106116,17.34768444838415,2256800.0,,,,,
2024-07-23,17.28107261657715,17.41905518602128,17.21446084237232,17.319137524714034,1680000.0,,,,,
2024-07-24,16.65301513671875,17.2430084716063,16.62446645735763,17.11929934274272,3559000.0,,,,,
2024-07-25,16.73866081237793,17.052689052463737,16.548339896856632,16.65301658189682,4392300.0,,,,,
2024-07-26,16.871883392333984,17.200186861944893,16.729143621432776,16.928980752722197,8219900.0,,,,,
2024-07-29,16.767208099365234,17.038414201649058,16.700594513949977,16.948010957531373,3880200.0,,,,,
2024-07-30,16.481727600097656,16.900432511992214,16.39608337232298,16.767208964358144,1999500.0,,,,,
2024-07-31,16.281892776489258,16.681565246646745,16.272376549219466,16.529309240399584,4586200.0,,,,,
2024-08-01,15.825121879577637,16.519791903326322,15.677624904391635,16.319954774155303,5087400.0,,,,,
2024-08-02,15.577707290649414,15.615770382242598,15.249403823605627,15.568191063992456,6523600.0,,,,,
2024-08-05,15.178034782409668,15.30174301327468,14.502398080003749,14.559494535601976,4757000.0,,,,,
2024-08-06,15.5872220993042,15.672866326363676,15.1923086656719,15.368354325723182,5680500.0,,,,,
2024-08-07,15.882219314575195,16.234310626397566,15.858429655403626,15.929798632918333,5063600.0,,,,,
2024-08-08,16.605436325073242,16.876642434640207,15.939314973309145,15.939314973309145,5072300.0,,,,,
2024-08-09,17.185911178588867,17.471392528187685,16.786238741178213,16.85285051157422,6607700.0,,,,,
2024-08-12,17.157365798950195,17.395266036686436,17.119300889695705,17.357201127431946,4714200.0,,,,,
2024-08-13,17.547521591186523,17.709293821277395,17.290588905447834,17.423812454333945,11590800.0,,,,,
2024-08-14,18.63234519958496,19.117661867277526,18.46105675039528,18.88927787336949,13591300.0,,,,,
2024-08-15,18.841697692871094,19.193790835677664,18.537185685597706,18.603797460309416,9433400.0,,,,,
