Date,Close,High,Low,Open,Volume,"('Close', 'LYG')","('High', 'LYG')","('Low', 'LYG')","('Open', 'LYG')","('Volume', 'LYG')"
2024-06-03,2.644589900970459,2.65396787062116,2.5977000527169536,2.625833961669057,10329900.0,,,,,
2024-06-04,2.65396785736084,2.663345826964685,2.63521191815315,2.644589887756995,18323000.0,,,,,
2024-06-05,2.6164560317993164,2.6258340015926014,2.588322122419461,2.6258340015926014,10076900.0,,,,,
2024-06-06,2.65396785736084,2.663345826964685,2.6258339485493054,2.63521191815315,14186900.0,,,,,
2024-06-07,2.578944206237793,2.6164560861907376,2.569566236249557,2.6070781162025014,9134800.0,,,,,
2024-06-10,2.569566249847412,2.578944219885276,2.5414323397338223,2.560188279809549,9667300.0,,,,,
2024-06-11,2.5226762294769287,2.5414321682873693,2.5132982600717084,2.5414321682873693,7118300.0,,,,,
2024-06-12,2.588322162628174,2.625834042384048,2.578944192689205,2.5977001325671423,12981400.0,,,,,
2024-06-13,2.5414321422576904,2.5789440194943696,2.532054172948521,2.5695660501852,9386700.0,,,,,
2024-06-14,2.5414321422576904,2.56018808087603,2.522676203639351,2.532054172948521,10933700.0,,,,,
2024-06-17,2.578944206237793,2.588322176226029,2.5414323262848484,2.5414323262848484,5793600.0,,,,,
2024-06-18,2.588322162628174,2.6070781025061107,2.578944192689205,2.578944192689205,7497200.0,,,,,
2024-06-20,2.635211944580078,2.6445899142779687,2.597700065788515,2.597700065788515,8282100.0,,,,,
2024-06-21,2.5977001190185547,2.616456058798668,2.5789441792384413,2.5977001190185547,6516200.0,,,,,
2024-06-24,2.6164560317993164,2.644589941179172,2.6070780620060314,2.6258340015926014,6010100.0,,,,,
2024-06-25,2.5977001190185547,2.625834028688725,2.588322149128498,2.616456058798668,6310500.0,,,,,
2024-06-26,2.6070778369903564,2.6164558059742333,2.59769986800648,2.59769986800648,7233100.0,,,,,
2024-06-27,2.644589900970459,2.65396787062116,2.625833961669057,2.625833961669057,17179500.0,,,,,
2024-06-28,2.5601882934570312,2.588322203720593,2.541432353281323,2.569566263544885,9590300.0,,,,,
2024-07-01,2.6164560317993164,2.644589941179172,2.5977000922127464,2.6352119713858864,14410500.0,,,,,
2024-07-02,2.6070778369903564,2.6070778369903564,2.569565961054849,2.5883218990226027,7631900.0,,,,,
2024-07-03,2.65396785736084,2.65396785736084,2.6258339485493054,2.63521191815315,8160300.0,,,,,
2024-07-05,2.7665035724639893,2.7852595106972293,2.7477476342307487,2.7758815415806093,7491700.0,,,,,
2024-07-08,2.804015636444092,2.832149545675358,2.785259696956581,2.804015636444092,7833100.0,,,,,
2024-07-09,2.7571258544921875,2.7571258544921875,2.728991944579628,2.7477478845213343,9283500.0,,,,,
2024-07-10,2.77588152885437,2.77588152885437,2.7571255907071177,2.7571255907071177,7486800.0,,,,,
2024-07-11,2.8415274620056152,2.8415274620056152,2.8040155837357217,2.8133935533031957,4990000.0,,,,,
2024-07-12,2.8321495056152344,2.8509054448374465,2.822771536004128,2.8415274752263406,5554000.0,,,,,
2024-07-15,2.822771549224853,2.8602834278449687,2.8133935795698246,2.822771549224853,20515400.0,,,,,
2024-07-16,2.850905418395996,2.850905418395996,2.794637601251229,2.8040155707753573,6609400.0,,,,,
2024-07-17,2.8415274620056152,2.860283401140562,2.832149492438142,2.8415274620056152,12391000.0,,,,,
2024-07-18,2.8321495056152344,2.869661384059659,2.813393566393022,2.8602834144485527,10778200.0,,,,,
2024-07-19,2.8415274620056152,2.860283401140562,2.8133935533031957,2.832149492438142,8694100.0,,,,,
2024-07-22,2.822771549224853,2.85090545818994,2.8133935795698246,2.8321495188798824,4878800.0,,,,,
2024-07-23,2.8415274620056152,2.850905431573089,2.8133935533031957,2.8133935533031957,8454000.0,,,,,
2024-07-24,2.822771549224853,2.869661397499997,2.804015609914796,2.8602834278449687,14467400.0,,,,,
2024-07-25,2.869661331176758,2.9071732089299034,2.850905392300185,2.8602833617384715,13288500.0,,,,,
2024-07-26,2.8977952003479004,2.916551138971116,2.841527384478254,2.850905353789862,11208400.0,,,,,
2024-07-29,2.9071733951568604,2.9353075288623565,2.8790394850398067,2.925929335234896,13831600.0,,,,,
2024-07-30,2.822771549224853,2.869661397499997,2.822771549224853,2.8602834278449687,15131400.0,,,,,
2024-07-31,2.8415274620056152,2.869661370708036,2.8133935533031957,2.8227715228706685,11477800.0,,,,,
2024-08-01,2.7008581161499023,2.804015788941478,2.672723981800116,2.794637818687699,11535200.0,,,,,
2024-08-02,2.6727237701416016,2.700857902263388,2.653967831119364,2.6914797091638394,14258900.0,,,,,
2024-08-05,2.610567569732666,2.648817607269111,2.5531925134279985,2.591442550964444,19915400.0,,,,,
2024-08-06,2.667942523956299,2.6775050329745285,2.6201299788651498,2.6296924878833794,14550400.0,,,,,
2024-08-07,2.6870675086975098,2.7444425620959585,2.6775049997977685,2.725317544296476,11567500.0,,,,,
2024-08-08,2.763567924499512,2.763567924499512,2.706192640691769,2.7253176592982813,7372400.0,,,,,
2024-08-09,2.7444427013397217,2.75400543871284,2.7157551731849887,2.7253176825699,7080200.0,,,,,
2024-08-12,2.734880208969116,2.754005455846128,2.7157551900803134,2.734880208969116,7791300.0,,,,,
2024-08-13,2.792255401611328,2.801817910740619,2.734880118847382,2.734880118847382,9445200.0,,,,,
2024-08-14,2.7826929092407227,2.792255418427603,2.7731304000538417,2.7826929092407227,5216900.0,,,,,
2024-08-15,2.8400681018829346,2.8400681018829346,2.80181806328328,2.830505592233021,3834700.0,,,,,
2024-08-16,2.887880563735962,2.887880563735962,2.8496305262806314,2.8496305262806314,3544700.0,,,,,
2024-08-19,2.9165680408477783,2.9261305500444648,2.878318004061033,2.887880513257719,4480600.0,,,,,
2024-08-20,2.84963059425354,2.887880632621258,2.84963059425354,2.868755613437399,8171700.0,,,,,
2024-08-21,2.8974430561065674,2.907005565414317,2.859193018875569,2.8783180374910686,7505600.0,,,,,
2024-08-22,2.907005548477173,2.916568057729208,2.878318020721067,2.878318020721067,16810100.0,,,,,
2024-08-23,2.9930684566497803,2.9930684566497803,2.9261306617298715,2.9261306617298715,11337000.0,,,,,
2024-08-26,2.9739432334899902,3.0026309903942625,2.964380723851304,2.964380723851304,3106800.0,,,,,
2024-08-27,3.0026309490203857,3.0026309490203857,2.9643806830044857,2.973943192511408,6782600.0,,,,,
2024-08-28,2.8974430561065674,2.9356930933375653,2.887880546798818,2.907005565414317,6592900.0,,,,,
