Date,Close,High,Low,Open,Volume,"('Close', 'CADE')","('High', 'CADE')","('Low', 'CADE')","('Open', 'CADE')","('Volume', 'CADE')"
2024-06-03,26.821718215942383,27.592402040666784,26.498220943387448,27.49725546377945,1758300.0,,,,,
2024-06-04,26.66948509216309,26.83123373252427,26.469677094178067,26.469677094178067,2566700.0,,,,,
2024-06-05,26.75511741638184,26.9263790851193,26.555309414032987,26.9263790851193,960900.0,,,,,
2024-06-06,27.04055595397949,27.10715801800393,26.698028979259387,26.79317556276721,1004900.0,,,,,
2024-06-07,26.98346710205078,27.18327328207112,26.67899950500835,26.70754220799981,1935800.0,,,,,
2024-06-10,26.27938461303711,26.65996909895405,26.222295579072085,26.53627800679981,1784700.0,,,,,
2024-06-11,26.35550117492676,26.431618071141788,25.87977011989032,26.07006145304292,1116000.0,,,,,
2024-06-12,26.659971237182617,27.639976140172525,26.39356116828869,27.15473201594128,1572900.0,,,,,
2024-06-13,26.098604202270508,26.545790710404205,25.993942796523758,26.50773317225892,1321500.0,,,,,
2024-06-14,25.85855484008789,26.117812974689134,25.58009199222828,25.685716083687065,1399200.0,,,,,
2024-06-17,26.242637634277344,26.242637634277344,25.637703871670336,25.72412324225164,1183500.0,,,,,
2024-06-18,26.242637634277344,26.48269103445605,26.00258423409864,26.06019653733214,827900.0,,,,,
2024-06-20,26.18502616882324,26.34826255942593,26.012187422130733,26.156219100553773,787600.0,,,,,
2024-06-21,26.434682846069336,26.434682846069336,25.829747211745516,26.031393033674195,3191100.0,,,,,
2024-06-24,27.078027725219727,27.39489818059845,26.50189912504141,26.578716149634367,679000.0,,,,,
2024-06-25,26.61712074279785,27.10682990611888,26.59791786241316,26.914788282037108,1129200.0,,,,,
2024-06-26,26.54030418395996,26.722745286722525,26.233036114967536,26.338660200481996,1177200.0,,,,,
2024-06-27,26.95319557189941,26.99160499516216,26.386669399008717,26.54030342913547,805300.0,,,,,
2024-06-28,27.15484046936035,27.634947255252044,26.9435923114323,27.24125983733782,3067800.0,,,,,
2024-07-01,27.097227096557617,27.394894630813585,26.92439018721614,27.15484123113354,1175000.0,,,,,
2024-07-02,27.47171401977539,27.548531041053657,26.87638073127214,26.87638073127214,675500.0,,,,,
2024-07-03,27.078027725219727,27.567735112335846,27.078027725219727,27.462112848184493,477800.0,,,,,
2024-07-05,26.761154174804688,27.25086150528416,26.761154174804688,26.982002866034588,732200.0,,,,,
2024-07-08,26.54030418395996,27.212454458477517,26.54030418395996,27.09722801687428,795600.0,,,,,
2024-07-09,26.98200416564941,27.28927224328429,26.367466178917443,26.434682673429503,1084800.0,,,,,
2024-07-10,27.46211051940918,27.51972282510281,26.95319662997259,27.001208410935764,751200.0,,,,,
2024-07-11,28.393518447875977,28.57595956132027,27.83659458235436,28.076648004242337,2070800.0,,,,,
2024-07-12,28.566354751586918,28.806408152860755,28.34550606196589,28.7103864260588,1807600.0,,,,,
2024-07-15,29.622589111328125,29.83383543819005,28.6911807728169,28.6911807728169,2670400.0,,,,,
2024-07-16,30.842060089111328,31.09171767863749,29.78582658459848,29.891448836172497,1999300.0,,,,,
2024-07-17,30.976490020751957,31.389382173734703,30.40996566530225,30.40996566530225,1930700.0,,,,,
2024-07-18,30.246728897094727,31.370177069354604,30.045084916882583,30.69802863718533,2267500.0,,,,,
2024-07-19,30.48678207397461,30.93808364216605,30.112299352677127,30.256331027679074,1281500.0,,,,,
2024-07-22,31.02450180053711,31.274155717333645,29.93945943958784,30.50598559304729,2102900.0,,,,,
2024-07-23,32.24397659301758,32.77209337559492,31.226148790597577,31.46620220658041,3244100.0,,,,,
2024-07-24,31.802270889282227,32.53203521876009,31.744660422113487,31.763865132144367,1785300.0,,,,,
2024-07-25,32.04232406616211,32.58004495482961,31.51420736391082,31.81187487310738,1662800.0,,,,,
