Date,Close,High,Low,Open,Volume,"('Close', 'NMFC')","('High', 'NMFC')","('Low', 'NMFC')","('Open', 'NMFC')","('Volume', 'NMFC')"
2024-06-03,10.55251121520996,10.602800733048724,10.510602750786008,10.602800733048724,432100.0,,,,,
2024-06-04,10.535747528076172,10.577655992573195,10.518984621879849,10.544129380843072,201200.0,,,,,
2024-06-05,10.55251121520996,10.569274121377056,10.410022915771007,10.560893067962246,431300.0,,,,,
2024-06-06,10.55251121520996,10.569274121377056,10.52736645629058,10.560893067962246,336400.0,,,,,
2024-06-07,10.560893058776855,10.577655964929372,10.53574750054187,10.544129353286865,802400.0,,,,,
2024-06-10,10.544129371643066,10.569274130584352,10.51898461270178,10.569274130584352,654400.0,,,,,
2024-06-11,10.485458374023438,10.552511599810618,10.426786201956528,10.518984986917028,528100.0,,,,,
2024-06-12,10.510601997375488,10.60279997302936,10.502220145224022,10.544128606643934,420000.0,,,,,
2024-06-13,10.544129371643066,10.544129371643066,10.460312442722143,10.51898461270178,797100.0,,,,,
2024-06-14,10.518285751342772,10.621659468172869,10.457984621910535,10.621659468172869,486600.0,,,,,
2024-06-17,10.604430198669434,10.613044058325071,10.47521244534026,10.526899710980173,585100.0,,,,,
2024-06-18,10.544129371643066,10.638889231789747,10.51828614684911,10.595816642772284,316100.0,,,,,
2024-06-20,10.544129371643066,10.613045185454489,10.535514689531311,10.55274405375482,293400.0,,,,,
2024-06-21,10.535513877868652,10.578586463567778,10.518285336513747,10.544128559316723,534800.0,,,,,
2024-06-24,10.535513877868652,10.621659049266905,10.509670655065674,10.561357922212872,470500.0,,,,,
2024-06-25,10.518285751342772,10.595816244350663,10.509671069554948,10.552743656952805,401700.0,,,,,
2024-06-26,10.457984924316406,10.535514598024893,10.440755560242543,10.509671373455395,303700.0,,,,,
2024-06-27,10.518285751342772,10.535514293377153,10.466598482157089,10.48382784573274,725900.0,,,,,
2024-06-28,10.544129371643066,10.68196099926591,10.501056782625604,10.630274549677996,793700.0,,,,,
2024-07-01,10.561358451843262,10.587201675942223,10.48382795800509,10.544129088083098,486200.0,,,,,
2024-07-02,10.630274772644045,10.64750331568761,10.544129592802252,10.587202182723148,743200.0,,,,,
2024-07-03,10.673347473144531,10.716419241970344,10.621660200395697,10.621660200395697,246700.0,,,,,
