Date,Close,High,Low,Open,Volume,"('Close', 'TEM')","('High', 'TEM')","('Low', 'TEM')","('Open', 'TEM')","('Volume', 'TEM')"
2024-06-14,40.25,43.880001068115234,37.0,40.0,6338900.0,,,,,
2024-06-17,36.47999954223633,43.0,33.84000015258789,42.790000915527344,3747400.0,,,,,
2024-06-18,30.32999992370605,37.75,30.190000534057617,36.9900016784668,4184900.0,,,,,
2024-06-20,27.26000022888184,31.200000762939453,24.0,30.8700008392334,4586300.0,,,,,
2024-06-21,28.63999938964844,29.0,26.200000762939453,27.26000022888184,930200.0,,,,,
2024-06-24,25.309999465942383,29.5,25.290000915527344,29.5,1558300.0,,,,,
2024-06-25,24.959999084472656,26.100000381469727,22.88999938964844,25.309999465942383,2234400.0,,,,,
2024-06-26,27.559999465942383,27.739999771118164,23.049999237060547,24.959999084472656,1513800.0,,,,,
2024-06-27,30.82999992370605,31.25,27.68000030517578,28.399999618530277,1481500.0,,,,,
2024-06-28,35.0,35.16999816894531,31.25,32.77000045776367,1191500.0,,,,,
2024-07-01,33.34000015258789,37.0,32.0,37.0,897000.0,,,,,
2024-07-02,35.97999954223633,36.34000015258789,33.7400016784668,34.45000076293945,720900.0,,,,,
2024-07-03,34.38999938964844,37.650001525878906,32.79999923706055,37.0,1092600.0,,,,,
2024-07-05,30.8799991607666,36.630001068115234,30.770000457763672,36.220001220703125,622000.0,,,,,
2024-07-08,33.20000076293945,33.79999923706055,31.0,31.06999969482422,511300.0,,,,,
2024-07-09,34.5,35.75,30.809999465942383,34.709999084472656,2062000.0,,,,,
2024-07-10,35.0,36.4900016784668,34.45000076293945,35.5,1079300.0,,,,,
2024-07-11,37.5,37.584999084472656,34.81999969482422,35.779998779296875,982900.0,,,,,
2024-07-12,39.7599983215332,41.77999877929688,37.68000030517578,38.880001068115234,1633500.0,,,,,
2024-07-15,36.59999847412109,40.79999923706055,36.400001525878906,39.7599983215332,1039700.0,,,,,
2024-07-16,40.7400016784668,41.880001068115234,37.30699920654297,38.5,1161700.0,,,,,
2024-07-17,39.84999847412109,45.11000061035156,38.709999084472656,40.0,1146200.0,,,,,
2024-07-18,40.13999938964844,42.25,39.5,41.560001373291016,959100.0,,,,,
2024-07-19,41.400001525878906,42.845001220703125,39.900001525878906,41.0,442600.0,,,,,
2024-07-22,42.97999954223633,43.84999847412109,41.09999847412109,42.45000076293945,927000.0,,,,,
2024-07-23,40.70000076293945,43.400001525878906,40.20000076293945,43.0,448200.0,,,,,
2024-07-24,38.04999923706055,40.92499923706055,37.68000030517578,40.81999969482422,623700.0,,,,,
2024-07-25,40.02000045776367,40.09999847412109,37.2599983215332,38.5,651100.0,,,,,
2024-07-26,41.91999816894531,42.06999969482422,39.709999084472656,40.09999847412109,711800.0,,,,,
2024-07-29,43.869998931884766,44.16999816894531,41.417999267578125,41.709999084472656,519500.0,,,,,
2024-07-30,45.970001220703125,46.54999923706055,42.7599983215332,44.709999084472656,865500.0,,,,,
2024-07-31,43.27999877929688,47.09000015258789,43.119998931884766,46.58000183105469,573700.0,,,,,
2024-08-01,39.27999877929688,45.58000183105469,39.0099983215332,44.91999816894531,605300.0,,,,,
2024-08-02,39.04499816894531,39.47999954223633,36.11000061035156,38.0,680800.0,,,,,
2024-08-05,38.220001220703125,38.83000183105469,32.79999923706055,32.81999969482422,1005700.0,,,,,
2024-08-06,40.650001525878906,41.9900016784668,38.0,41.5099983215332,1000000.0,,,,,
2024-08-07,38.81999969482422,40.93000030517578,38.54999923706055,39.90999984741211,1210500.0,,,,,
2024-08-08,38.93000030517578,40.709999084472656,36.79999923706055,40.709999084472656,686600.0,,,,,
2024-08-09,38.75,39.77999877929688,38.56999969482422,39.0,336600.0,,,,,
2024-08-12,38.68000030517578,39.75,38.165000915527344,38.86000061035156,372900.0,,,,,
2024-08-13,42.650001525878906,43.7599983215332,38.94100189208984,39.43000030517578,718600.0,,,,,
2024-08-14,42.900001525878906,43.84400177001953,41.18999862670898,42.70000076293945,605900.0,,,,,
2024-08-15,47.20000076293945,47.810001373291016,43.75,43.7599983215332,717700.0,,,,,
2024-08-16,50.880001068115234,52.81999969482422,46.59999847412109,47.0,1307000.0,,,,,
2024-08-19,57.61000061035156,59.08000183105469,50.0099983215332,52.09999847412109,1424900.0,,,,,
2024-08-20,58.709999084472656,74.83000183105469,56.93999862670898,58.0,3133800.0,,,,,
2024-08-21,71.47000122070312,72.7699966430664,60.0,60.0,1764100.0,,,,,
2024-08-22,64.52999877929688,77.0,61.02000045776367,72.3499984741211,2162400.0,,,,,
