Date,Close,High,Low,Open,Volume,"('Close', 'DEI')","('High', 'DEI')","('Low', 'DEI')","('Open', 'DEI')","('Volume', 'DEI')"
2024-06-03,12.8646879196167,13.106540545939591,12.780969634573438,13.106540545939591,1010500.0,,,,,
2024-06-04,12.74376106262207,12.93910342368376,12.63213698303101,12.76236551944191,860700.0,,,,,
2024-06-05,12.650741577148438,12.780969227863364,12.604231321703391,12.780969227863364,795000.0,,,,,
2024-06-06,12.706551551818848,12.73445734667956,12.529813668222037,12.567021690406062,876500.0,,,,,
2024-06-07,12.436795234680176,12.511211291407063,12.30656669185344,12.390284977448529,1029000.0,,,,,
2024-06-10,12.33447265625,12.380982910758378,12.148432525325804,12.260056603880322,1203700.0,,,,,
2024-06-11,12.083316802978516,12.28796137342412,12.083316802978516,12.20424309973686,1609000.0,,,,,
2024-06-12,12.39958667755127,13.227466382220667,12.334472852469288,12.669345093460056,1883800.0,,,,,
2024-06-13,12.390283584594728,12.613532616788218,12.28796173987511,12.418190268062208,1382500.0,,,,,
2024-06-14,12.371681213378906,12.464700839278382,12.185641074470595,12.185641074470595,1430300.0,,,,,
2024-06-17,12.297264099121094,12.42749174159069,12.19494136619866,12.343774351621356,1870700.0,,,,,
2024-06-18,12.501909255981444,12.548419513932748,12.241453053407293,12.325171340297755,1271800.0,,,,,
2024-06-20,12.446096420288086,12.576324952198773,12.399586166955034,12.483304445532667,1732800.0,,,,,
2024-06-21,12.455398559570312,12.52051238150675,12.390283850524586,12.427491875503875,2428400.0,,,,,
2024-06-24,12.632137298583984,12.697251124861326,12.427492704000318,12.557721243664352,892000.0,,,,,
2024-06-25,12.46470069885254,12.604231466793852,12.353076616765096,12.576325668049328,2707500.0,,,,,
2024-06-26,12.39958667755127,12.4274924758565,12.306566167054724,12.306566167054724,985600.0,,,,,
2024-06-27,12.362377166748049,12.483303461033376,12.222847304862253,12.399585189058207,1322700.0,,,,,
2024-06-28,12.560554504394531,12.607738435459742,12.352941787799567,12.45674769610915,1871600.0,,,,,
2024-07-01,12.485057830810549,12.70210768658659,12.343504242243045,12.560554098019086,919000.0,,,,,
2024-07-02,12.65492343902588,12.692671124378142,12.456747865932542,12.52280699028086,703500.0,,,,,
2024-07-03,12.730419158935549,12.881409904486391,12.636050392954186,12.730419158935549,355300.0,,,,,
