Date,Close,High,Low,Open,Volume,"('Close', 'KYTX')","('High', 'KYTX')","('Low', 'KYTX')","('Open', 'KYTX')","('Volume', 'KYTX')"
2024-06-03,13.06999969482422,15.239999771118164,12.949999809265137,15.06999969482422,788000.0,,,,,
2024-06-04,12.970000267028809,15.0600004196167,12.699999809265137,14.0,1072000.0,,,,,
2024-06-05,14.449999809265137,14.5600004196167,12.65999984741211,13.329999923706056,362100.0,,,,,
2024-06-06,13.539999961853027,15.020000457763672,13.140000343322754,15.0,380700.0,,,,,
2024-06-07,13.130000114440918,13.5600004196167,12.949999809265137,13.140000343322754,181000.0,,,,,
2024-06-10,13.520000457763672,14.270000457763672,12.979999542236328,13.130000114440918,418300.0,,,,,
2024-06-11,13.06999969482422,13.625,12.770000457763672,13.479999542236328,477500.0,,,,,
2024-06-12,13.739999771118164,14.079999923706056,13.043999671936035,13.420000076293944,478600.0,,,,,
2024-06-13,14.4399995803833,16.639999389648438,13.800000190734863,13.800000190734863,1570200.0,,,,,
2024-06-14,9.529999732971191,14.489999771118164,8.800000190734863,14.220000267028809,4309600.0,,,,,
2024-06-17,7.889999866485596,9.979999542236328,7.820000171661377,9.619999885559082,2567200.0,,,,,
2024-06-18,7.440000057220459,8.175999641418457,6.75,7.820000171661377,1583100.0,,,,,
2024-06-20,8.029999732971191,8.470000267028809,7.449999809265137,7.550000190734863,976600.0,,,,,
2024-06-21,7.730000019073486,8.229999542236328,7.230000019073486,8.229999542236328,702600.0,,,,,
2024-06-24,7.889999866485596,8.140000343322754,7.510000228881836,7.699999809265137,401700.0,,,,,
2024-06-25,7.739999771118164,7.8979997634887695,7.534999847412109,7.840000152587891,582700.0,,,,,
2024-06-26,7.269999980926514,7.909999847412109,7.045000076293945,7.650000095367432,387200.0,,,,,
2024-06-27,7.360000133514404,7.599999904632568,6.900000095367432,7.079999923706055,386000.0,,,,,
2024-06-28,7.5,7.820000171661377,7.070000171661377,7.369999885559082,2611400.0,,,,,
2024-07-01,7.809999942779541,8.020000457763672,7.38700008392334,7.449999809265137,479000.0,,,,,
2024-07-02,8.050000190734863,8.3100004196167,7.683000087738037,7.75,624300.0,,,,,
2024-07-03,7.679999828338623,8.1899995803833,7.21999979019165,7.940000057220459,544400.0,,,,,
2024-07-05,7.005000114440918,8.210000038146973,6.894999980926514,7.670000076293945,584000.0,,,,,
2024-07-08,7.650000095367432,7.840000152587891,6.949999809265137,7.059999942779541,411900.0,,,,,
2024-07-09,8.229999542236328,8.279999732971191,7.389999866485596,7.650000095367432,585600.0,,,,,
2024-07-10,8.460000038146973,8.970000267028809,7.889999866485596,7.889999866485596,467700.0,,,,,
2024-07-11,9.609999656677246,10.0,8.585000038146973,8.640000343322754,704800.0,,,,,
2024-07-12,9.789999961853027,10.21500015258789,9.609999656677246,9.739999771118164,453800.0,,,,,
2024-07-15,9.90999984741211,10.4399995803833,9.369999885559082,9.800000190734863,338800.0,,,,,
2024-07-16,11.06999969482422,11.399999618530272,10.149999618530272,10.949999809265137,926800.0,,,,,
2024-07-17,10.5,11.3100004196167,10.10200023651123,10.859999656677246,475400.0,,,,,
2024-07-18,10.479999542236328,11.239999771118164,10.350000381469728,10.800000190734863,596200.0,,,,,
2024-07-19,10.010000228881836,10.770000457763672,9.821000099182127,10.600000381469728,377800.0,,,,,
2024-07-22,9.710000038146973,10.350000381469728,9.550000190734863,10.350000381469728,249500.0,,,,,
2024-07-23,9.40999984741211,10.0,9.130000114440918,9.630000114440918,259600.0,,,,,
2024-07-24,8.920000076293945,9.600000381469728,8.8100004196167,9.289999961853027,426600.0,,,,,
2024-07-25,8.899999618530273,9.279999732971191,8.8100004196167,9.0,259100.0,,,,,
2024-07-26,9.84000015258789,10.06999969482422,8.805000305175781,9.020000457763672,298600.0,,,,,
2024-07-29,9.460000038146973,10.079999923706056,9.199999809265137,9.84000015258789,183800.0,,,,,
2024-07-30,8.75,9.6850004196167,8.670000076293945,9.460000038146973,254600.0,,,,,
2024-07-31,8.65999984741211,9.039999961853027,8.25,8.859999656677246,310900.0,,,,,
2024-08-01,7.849999904632568,8.84000015258789,7.679999828338623,8.84000015258789,445800.0,,,,,
2024-08-02,7.25,7.900000095367432,7.179999828338623,7.650000095367432,444500.0,,,,,
2024-08-05,7.039999961853027,7.449999809265137,6.460000038146973,6.679999828338623,780700.0,,,,,
