Date,Close,High,Low,Open,Volume,"('Close', 'ARBE')","('High', 'ARBE')","('Low', 'ARBE')","('Open', 'ARBE')","('Volume', 'ARBE')"
2024-06-03,1.8799999952316284,2.055000066757202,1.809999942779541,2.0,151100.0,,,,,
2024-06-04,1.809999942779541,1.8899999856948853,1.7300000190734863,1.8600000143051147,64000.0,,,,,
2024-06-05,1.7699999809265137,1.7799999713897705,1.590000033378601,1.590000033378601,132900.0,,,,,
2024-06-06,1.7899999618530271,1.850000023841858,1.7760000228881836,1.7999999523162842,44400.0,,,,,
2024-06-07,1.8200000524520876,1.837000012397766,1.7899999618530271,1.809999942779541,89000.0,,,,,
2024-06-10,1.8799999952316284,1.899999976158142,1.809999942779541,1.830000042915344,125200.0,,,,,
2024-06-11,1.9299999475479128,1.950000047683716,1.850000023841858,1.899999976158142,59100.0,,,,,
2024-06-12,1.8799999952316284,1.9900000095367432,1.8799999952316284,1.9800000190734863,80200.0,,,,,
2024-06-13,1.8730000257492063,1.937000036239624,1.850000023841858,1.8799999952316284,28400.0,,,,,
2024-06-14,1.8200000524520876,1.8600000143051147,1.7699999809265137,1.7899999618530271,97800.0,,,,,
2024-06-17,1.7999999523162842,1.8589999675750728,1.774999976158142,1.8200000524520876,83800.0,,,,,
2024-06-18,1.9800000190734863,1.9800000190734863,1.850000023841858,1.850000023841858,76600.0,,,,,
2024-06-20,1.8799999952316284,1.9800000190734863,1.8799999952316284,1.9800000190734863,114300.0,,,,,
2024-06-21,1.909999966621399,1.932999968528748,1.840000033378601,1.8799999952316284,24400.0,,,,,
2024-06-24,1.9700000286102293,1.9900000095367432,1.9299999475479128,1.9299999475479128,78200.0,,,,,
2024-06-25,1.850000023841858,1.9600000381469729,1.850000023841858,1.9600000381469729,30100.0,,,,,
2024-06-26,1.909999966621399,1.9299999475479128,1.830000042915344,1.830000042915344,40700.0,,,,,
2024-06-27,1.8899999856948853,1.950000047683716,1.8600000143051147,1.950000047683716,20200.0,,,,,
2024-06-28,1.909999966621399,1.9299999475479128,1.8899999856948853,1.899999976158142,24400.0,,,,,
2024-07-01,1.9800000190734863,2.2100000381469727,1.950000047683716,2.0999999046325684,472800.0,,,,,
2024-07-02,2.0199999809265137,2.049999952316284,1.996000051498413,2.049999952316284,282300.0,,,,,
2024-07-03,2.049999952316284,2.119999885559082,2.009999990463257,2.009999990463257,111300.0,,,,,
2024-07-05,2.140000104904175,2.150000095367432,2.049999952316284,2.069999933242798,147000.0,,,,,
2024-07-08,2.430000066757202,2.5299999713897705,2.130000114440918,2.130000114440918,555800.0,,,,,
2024-07-09,2.184999942779541,2.549999952316284,2.180000066757202,2.5,324900.0,,,,,
2024-07-10,2.130000114440918,2.259999990463257,2.0799999237060547,2.190000057220459,258800.0,,,,,
2024-07-11,2.2300000190734863,2.5,2.119999885559082,2.319999933242798,504900.0,,,,,
2024-07-12,2.359999895095825,2.430000066757202,2.220000028610229,2.240000009536743,207400.0,,,,,
2024-07-15,2.2100000381469727,2.38700008392334,2.2100000381469727,2.359999895095825,159200.0,,,,,
2024-07-16,2.3399999141693115,2.3399999141693115,2.2100000381469727,2.2100000381469727,81400.0,,,,,
2024-07-17,2.299999952316284,2.369999885559082,2.253000020980835,2.3299999237060547,36700.0,,,,,
2024-07-18,2.2300000190734863,2.3499999046325684,2.220000028610229,2.299999952316284,58400.0,,,,,
2024-07-19,2.109999895095825,2.2920000553131104,2.0899999141693115,2.220000028610229,81000.0,,,,,
2024-07-22,2.2300000190734863,2.259999990463257,2.0999999046325684,2.0999999046325684,130400.0,,,,,
2024-07-23,2.109999895095825,2.2249999046325684,2.069999933242798,2.200000047683716,108300.0,,,,,
2024-07-24,2.119999885559082,2.150000095367432,2.119999885559082,2.119999885559082,88300.0,,,,,
2024-07-25,2.1050000190734863,2.119999885559082,2.069999933242798,2.119999885559082,56900.0,,,,,
2024-07-26,2.119999885559082,2.200000047683716,2.0299999713897705,2.140000104904175,150200.0,,,,,
2024-07-29,2.25,2.2799999713897705,2.134999990463257,2.140000104904175,169900.0,,,,,
2024-07-30,2.1700000762939453,2.2799999713897705,2.140000104904175,2.2799999713897705,59700.0,,,,,
2024-07-31,2.119999885559082,2.1689999103546143,2.119999885559082,2.130000114440918,60200.0,,,,,
2024-08-01,2.0899999141693115,2.13700008392334,2.059999942779541,2.119999885559082,67300.0,,,,,
2024-08-02,2.0799999237060547,2.140000104904175,2.0199999809265137,2.119999885559082,245400.0,,,,,
2024-08-05,2.150000095367432,2.190000057220459,1.875,2.0,195900.0,,,,,
2024-08-06,2.059999942779541,2.190000057220459,2.0,2.190000057220459,272400.0,,,,,
2024-08-07,2.0,2.0899999141693115,2.0,2.0899999141693115,268300.0,,,,,
2024-08-08,2.039999961853028,2.049999952316284,2.0,2.0,72000.0,,,,,
2024-08-09,2.0199999809265137,2.049999952316284,2.0,2.039999961853028,64200.0,,,,,
2024-08-12,1.9900000095367432,2.069999933242798,1.9800000190734863,2.009999990463257,145300.0,,,,,
2024-08-13,2.0199999809265137,2.0999999046325684,1.9600000381469729,2.0299999713897705,190000.0,,,,,
2024-08-14,2.049999952316284,2.0899999141693115,2.009999990463257,2.059999942779541,65600.0,,,,,
2024-08-15,2.039999961853028,2.065000057220459,2.0299999713897705,2.049999952316284,58300.0,,,,,
2024-08-16,2.0299999713897705,2.049999952316284,2.0,2.049999952316284,54700.0,,,,,
2024-08-19,2.0199999809265137,2.059999942779541,2.0,2.049999952316284,67100.0,,,,,
2024-08-20,2.009999990463257,2.049999952316284,2.0,2.0199999809265137,52700.0,,,,,
2024-08-21,1.9900000095367432,2.009999990463257,1.9600000381469729,2.0,45800.0,,,,,
2024-08-22,2.0,2.0299999713897705,1.9900000095367432,1.9900000095367432,55800.0,,,,,
2024-08-23,2.0,2.059999942779541,2.0,2.0,21400.0,,,,,
2024-08-26,2.0,2.013000011444092,1.9800000190734863,1.9900000095367432,20200.0,,,,,
2024-08-27,1.9700000286102293,2.0,1.9600000381469729,2.0,50000.0,,,,,
2024-08-28,1.9800000190734863,1.9900000095367432,1.9600000381469729,1.9600000381469729,72700.0,,,,,
2024-08-29,2.0,2.0299999713897705,1.9700000286102293,2.0,48000.0,,,,,
2024-08-30,2.0,2.0380001068115234,1.9900000095367432,2.0,36700.0,,,,,
2024-09-03,1.9600000381469729,2.009999990463257,1.950000047683716,2.009999990463257,75300.0,,,,,
2024-09-04,1.9800000190734863,2.015000104904175,1.950000047683716,1.950000047683716,50100.0,,,,,
2024-09-05,2.0,2.0,1.9800000190734863,1.9900000095367432,14300.0,,,,,
2024-09-06,1.9900000095367432,2.0,1.9700000286102293,1.9800000190734863,64700.0,,,,,
2024-09-09,1.940000057220459,1.9800000190734863,1.870000004768372,1.870000004768372,84700.0,,,,,
2024-09-10,1.8899999856948853,1.899999976158142,1.7699999809265137,1.7699999809265137,109600.0,,,,,
2024-09-11,1.8799999952316284,1.9299999475479128,1.837000012397766,1.8600000143051147,92800.0,,,,,
2024-09-12,1.9299999475479128,1.9600000381469729,1.7999999523162842,1.809999942779541,50400.0,,,,,
2024-09-13,1.955000042915344,1.9700000286102293,1.899999976158142,1.899999976158142,33000.0,,,,,
2024-09-16,1.9600000381469729,1.9900000095367432,1.8899999856948853,1.8899999856948853,32000.0,,,,,
2024-09-17,1.8899999856948853,1.950000047683716,1.8899999856948853,1.899999976158142,96800.0,,,,,
2024-09-18,1.8899999856948853,1.940000057220459,1.870000004768372,1.899999976158142,64300.0,,,,,
2024-09-19,1.8980000019073489,1.9299999475479128,1.8799999952316284,1.919999957084656,30500.0,,,,,
2024-09-20,1.8899999856948853,1.909999966621399,1.8799999952316284,1.899999976158142,30400.0,,,,,
2024-09-23,1.9299999475479128,2.005000114440918,1.899999976158142,1.9700000286102293,102200.0,,,,,
2024-09-24,1.940000057220459,1.9490000009536743,1.919999957084656,1.940000057220459,20600.0,,,,,
2024-09-25,1.899999976158142,1.9900000095367432,1.8899999856948853,1.9600000381469729,28600.0,,,,,
2024-09-26,1.9700000286102293,2.0,1.8799999952316284,1.9299999475479128,37100.0,,,,,
2024-09-27,1.9800000190734863,2.0,1.9600000381469729,1.9800000190734863,26800.0,,,,,
2024-09-30,1.909999966621399,1.9800000190734863,1.899999976158142,1.9600000381469729,47300.0,,,,,
2024-10-01,1.8899999856948853,1.909999966621399,1.8600000143051147,1.909999966621399,49300.0,,,,,
