Date,Close,High,Low,Open,Volume,"('Close', 'HCHL')","('High', 'HCHL')","('Low', 'HCHL')","('Open', 'HCHL')","('Volume', 'HCHL')"
2025-07-31,4.019999980926514,4.389999866485596,4.019999980926514,4.199999809265137,163200.0,,,,,
2025-08-01,2.799999952316284,4.369999885559082,2.390000104904175,4.159999847412109,711900.0,,,,,
2025-08-04,3.440000057220459,3.5199999809265137,2.869999885559082,2.900000095367432,148100.0,,,,,
2025-08-05,3.509999990463257,3.799999952316284,3.3469998836517334,3.400000095367432,38900.0,,,,,
2025-08-06,3.259999990463257,3.509999990463257,3.049000024795532,3.4200000762939453,47900.0,,,,,
2025-08-07,3.309999942779541,3.490000009536743,3.2100000381469727,3.470000028610229,15100.0,,,,,
2025-08-08,3.369999885559082,3.5,3.1050000190734863,3.450000047683716,186700.0,,,,,
2025-08-11,3.2799999713897705,3.490000009536743,3.119999885559082,3.4600000381469727,124900.0,,,,,
2025-08-12,3.3499999046325684,3.499000072479248,2.259999990463257,3.200000047683716,164400.0,,,,,
2025-08-13,3.390000104904175,3.630000114440918,3.309999942779541,3.440000057220459,252000.0,,,,,
2025-08-14,3.049999952316284,3.38700008392334,3.0,3.200000047683716,57800.0,,,,,
2025-08-15,3.009999990463257,3.2699999809265137,2.880000114440918,3.259999990463257,26100.0,,,,,
2025-08-18,2.9100000858306885,3.1600000858306885,2.7249999046325684,3.1600000858306885,50600.0,,,,,
2025-08-19,2.930000066757202,2.941999912261963,2.5999999046325684,2.819999933242798,75200.0,,,,,
2025-08-20,3.259999990463257,3.490000009536743,2.930000066757202,3.0199999809265137,276900.0,,,,,
2025-08-21,3.569999933242798,3.569999933242798,3.049999952316284,3.450000047683716,160600.0,,,,,
2025-08-22,3.390000104904175,3.539999961853028,3.009999990463257,3.400000095367432,42900.0,,,,,
2025-08-25,3.430000066757202,3.559999942779541,3.130000114440918,3.130000114440918,57500.0,,,,,
2025-08-26,3.4800000190734863,3.5,3.263000011444092,3.359999895095825,15500.0,,,,,
2025-08-27,3.299999952316284,3.4800000190734863,3.299999952316284,3.470000028610229,6700.0,,,,,
2025-08-28,3.240000009536743,3.299999952316284,3.140000104904175,3.1600000858306885,7900.0,,,,,
2025-08-29,3.25,3.400000095367432,2.950000047683716,3.200000047683716,414100.0,,,,,
2025-09-02,3.1530001163482666,3.4100000858306885,3.0,3.140000104904175,278700.0,,,,,
2025-09-03,3.190000057220459,3.3299999237060547,2.821000099182129,3.240000009536743,273100.0,,,,,
2025-09-04,3.2100000381469727,3.220000028610229,2.996000051498413,3.0820000171661377,64600.0,,,,,
2025-09-05,3.150000095367432,3.2300000190734863,3.049999952316284,3.059999942779541,32200.0,,,,,
2025-09-08,3.0820000171661377,3.150000095367432,2.9200000762939453,3.150000095367432,19100.0,,,,,
2025-09-09,3.200000047683716,3.3480000495910645,2.9100000858306885,2.950000047683716,235300.0,,,,,
2025-09-10,3.190000057220459,3.3499999046325684,2.900000095367432,3.3499999046325684,347500.0,,,,,
2025-09-11,3.220000028610229,3.2799999713897705,3.0899999141693115,3.200000047683716,207700.0,,,,,
2025-09-12,3.2300000190734863,3.359999895095825,3.0299999713897705,3.059999942779541,521100.0,,,,,
2025-09-15,3.109999895095825,3.2699999809265137,3.0999999046325684,3.180000066757202,86200.0,,,,,
2025-09-16,3.130000114440918,3.305000066757202,3.059999942779541,3.200000047683716,239100.0,,,,,
2025-09-17,3.180000066757202,3.359999895095825,3.069999933242798,3.190000057220459,380000.0,,,,,
2025-09-18,3.0799999237060547,3.3499999046325684,3.049999952316284,3.1600000858306885,291800.0,,,,,
2025-09-19,3.150000095367432,3.150000095367432,2.950000047683716,3.069999933242798,186400.0,,,,,
2025-09-22,3.309999942779541,3.319999933242798,3.0299999713897705,3.0299999713897705,160300.0,,,,,
2025-09-23,3.150000095367432,3.289999961853028,3.150000095367432,3.2300000190734863,32500.0,,,,,
2025-09-24,3.140000104904175,3.2799999713897705,3.140000104904175,3.2799999713897705,5200.0,,,,,
2025-09-25,3.259999990463257,3.299999952316284,3.0799999237060547,3.151000022888184,67500.0,,,,,
2025-09-26,3.259999990463257,3.289999961853028,3.130000114440918,3.180000066757202,85500.0,,,,,
2025-09-29,3.220000028610229,3.25,3.0999999046325684,3.150000095367432,69400.0,,,,,
2025-09-30,3.3499999046325684,3.400000095367432,3.180000066757202,3.220000028610229,80500.0,,,,,
2025-10-01,3.2799999713897705,3.5,3.180000066757202,3.3499999046325684,126000.0,,,,,
2025-10-02,3.0899999141693115,3.2300000190734863,3.0,3.2300000190734863,35400.0,,,,,
2025-10-03,3.390000104904175,3.490000009536743,3.009999990463257,3.039999961853028,547800.0,,,,,
2025-10-06,3.220000028610229,3.549999952316284,3.119999885559082,3.369999885559082,320100.0,,,,,
2025-10-07,3.3499999046325684,3.470000028610229,3.220000028610229,3.25,179500.0,,,,,
2025-10-08,3.380000114440918,3.619999885559082,3.200000047683716,3.259999990463257,352800.0,,,,,
2025-10-09,3.345000028610229,3.440000057220459,3.1600000858306885,3.319999933242798,78100.0,,,,,
2025-10-10,3.430000066757202,3.484999895095825,3.150000095367432,3.319999933242798,112600.0,,,,,
2025-10-13,3.509999990463257,3.559999942779541,3.259999990463257,3.3299999237060547,303000.0,,,,,
2025-10-14,3.630000114440918,3.759999990463257,3.380000114440918,3.380000114440918,61500.0,,,,,
2025-10-15,3.539999961853028,3.740000009536743,3.3499999046325684,3.740000009536743,159900.0,,,,,
2025-10-16,3.4100000858306885,3.670000076293945,3.3499999046325684,3.463000059127808,438400.0,,,,,
2025-10-17,3.470000028610229,3.5369999408721924,3.4100000858306885,3.4100000858306885,127900.0,,,,,
2025-10-20,,,,,,3.7739999294281006,3.809999942779541,3.430000066757202,3.6500000953674316,270700.0
2025-10-21,,,,,,3.7200000286102295,3.8499999046325684,3.630000114440918,3.630000114440918,194500.0
2025-10-22,,,,,,3.7300000190734863,3.8499999046325684,3.5799999237060547,3.7100000381469727,678900.0
2025-10-23,,,,,,3.7699999809265137,3.8399999141693115,3.6600000858306885,3.799999952316284,187200.0
2025-10-24,,,,,,3.880000114440918,3.9800000190734863,3.6700000762939453,3.6700000762939453,91400.0
2025-10-27,,,,,,3.869999885559082,3.9700000286102295,3.869999885559082,3.9600000381469727,206900.0
2025-10-28,,,,,,3.8399999141693115,3.8550000190734863,3.4000000953674316,3.7300000190734863,191800.0
2025-10-29,,,,,,3.430000066757202,3.809999942779541,3.430000066757202,3.7100000381469727,93400.0
2025-10-30,,,,,,3.190000057220459,3.440000057220459,2.859999895095825,3.430000066757202,66400.0
2025-10-31,,,,,,3.0,3.2990000247955322,3.0,3.190000057220459,26400.0
2025-11-03,,,,,,2.940000057220459,3.069999933242798,2.9100000858306885,2.9100000858306885,24000.0
2025-11-04,,,,,,3.0299999713897705,3.075000047683716,2.450000047683716,2.940000057220459,105900.0
2025-11-05,,,,,,3.059999942779541,3.253000020980835,2.930000066757202,2.930000066757202,25800.0
2025-11-06,,,,,,3.0999999046325684,3.4000000953674316,2.940000057220459,3.0199999809265137,60400.0
2025-11-07,,,,,,3.1700000762939453,3.180000066757202,3.049999952316284,3.0899999141693115,9700.0
2025-11-10,,,,,,3.299999952316284,3.390000104904175,3.190000057220459,3.2100000381469727,35600.0
2025-11-11,,,,,,3.3399999141693115,3.4000000953674316,3.1600000858306885,3.380000114440918,29700.0
2025-11-12,,,,,,3.2100000381469727,3.549999952316284,3.200000047683716,3.549999952316284,42400.0
2025-11-13,,,,,,3.319999933242798,3.430000066757202,3.299999952316284,3.3399999141693115,37000.0
2025-11-14,,,,,,3.319999933242798,3.430000066757202,3.2100000381469727,3.430000066757202,16900.0
2025-11-17,,,,,,3.0199999809265137,3.4000000953674316,3.0,3.3399999141693115,326700.0
2025-11-18,,,,,,3.119999885559082,3.2699999809265137,2.940000057220459,2.9800000190734863,195100.0
2025-11-19,,,,,,3.319999933242798,3.319999933242798,2.950000047683716,2.950000047683716,47100.0
2025-11-20,,,,,,3.359999895095825,3.359999895095825,3.1500000953674316,3.1600000858306885,37300.0
2025-11-21,,,,,,3.5799999237060547,3.5999999046325684,3.2249999046325684,3.440000057220459,24500.0
2025-11-24,,,,,,3.5199999809265137,3.6700000762939453,3.3499999046325684,3.6700000762939453,244000.0
2025-11-25,,,,,,3.4000000953674316,3.630000114440918,3.2200000286102295,3.440000057220459,177900.0
2025-11-26,,,,,,3.5299999713897705,3.5999999046325684,3.3499999046325684,3.450000047683716,148800.0
2025-11-28,,,,,,3.569999933242798,3.700000047683716,3.4700000286102295,3.490000009536743,50400.0
2025-12-01,,,,,,3.5250000953674316,3.630000114440918,2.950000047683716,3.5799999237060547,287100.0
2025-12-02,,,,,,3.5350000858306885,3.640000104904175,3.450000047683716,3.5,164500.0
2025-12-03,,,,,,3.509999990463257,3.630000114440918,3.309999942779541,3.5399999618530273,138300.0
2025-12-04,,,,,,3.630000114440918,3.630000114440918,3.4149999618530273,3.5799999237060547,261000.0
2025-12-05,,,,,,3.7799999713897705,3.7799999713897705,3.5,3.549999952316284,168700.0
2025-12-08,,,,,,3.5999999046325684,3.890000104904175,3.5139999389648438,3.7799999713897705,260900.0
2025-12-09,,,,,,3.6700000762939453,3.7890000343322754,3.5,3.640000104904175,183100.0
2025-12-10,,,,,,3.759999990463257,3.7799999713897705,3.5399999618530273,3.700000047683716,197200.0
2025-12-11,,,,,,3.6500000953674316,3.799999952316284,3.5399999618530273,3.759999990463257,235000.0
2025-12-12,,,,,,3.690000057220459,3.7899999618530273,3.559999942779541,3.6700000762939453,233200.0
2025-12-15,,,,,,3.880000114440918,4.679999828338623,3.549999952316284,3.759999990463257,597100.0
2025-12-16,,,,,,3.799999952316284,4.039999961853027,3.680000066757202,3.8499999046325684,289800.0
2025-12-17,,,,,,3.940000057220459,4.179999828338623,3.8499999046325684,3.859999895095825,190000.0
2025-12-18,,,,,,3.819999933242798,4.074999809265137,3.7300000190734863,3.859999895095825,530400.0
2025-12-19,,,,,,3.75,3.8550000190734863,3.6510000228881836,3.75,424900.0
2025-12-22,,,,,,3.7799999713897705,3.8949999809265137,3.7200000286102295,3.7699999809265137,128900.0
2025-12-23,,,,,,3.899899959564209,3.9000000953674316,3.7200000286102295,3.7799999713897705,95186.0
