Date,Close,High,Low,Open,Volume,"('Close', 'VST')","('High', 'VST')","('Low', 'VST')","('Open', 'VST')","('Volume', 'VST')"
2024-06-03,92.26114654541016,98.8109486208356,90.52970411694402,98.8109486208356,11391400.0,,,,,
2024-06-04,88.60037994384766,92.26114068347444,85.71035017208017,91.76644287820112,11177800.0,,,,,
2024-06-05,91.02440643310548,91.9544408273954,88.64985519036988,89.11487238751484,6167800.0,,,,,
2024-06-06,85.34528350830078,92.88447464559252,82.12974717010404,90.24278968092716,13449000.0,,,,,
2024-06-07,84.16788482666016,89.04560551985395,83.00435310529618,84.54385244362109,8785000.0,,,,,
2024-06-10,87.28448486328125,89.9360654893741,83.64350859384763,83.65340466385815,8739100.0,,,,,
2024-06-11,90.25267791748048,91.36079628218108,86.63148599385893,86.87883492147822,7243300.0,,,,,
2024-06-12,89.59967803955078,93.49789976815266,88.0562230620697,91.89507591181342,8781400.0,,,,,
2024-06-13,87.46257781982422,89.71839871599218,83.62075127297244,89.61946065972846,8288200.0,,,,,
2024-06-14,86.6611557006836,87.19048596213995,84.67247600897004,86.96787346512595,3728400.0,,,,,
2024-06-17,83.14881134033203,86.97777522368037,81.45694568447757,86.66116136909778,7445600.0,,,,,
2024-06-18,86.87663269042969,86.9659062531945,82.73020264285832,83.23610886955719,8668100.0,,,,,
2024-06-20,87.48173522949219,89.22759495497161,86.00369619519155,87.57100879321845,6583100.0,,,,,
2024-06-21,86.16241455078125,87.95787573986246,83.94040645528541,87.01550836361051,18311200.0,,,,,
2024-06-24,87.52140808105469,88.93000192090572,85.11092366243811,85.53747053711088,8497100.0,,,,,
2024-06-25,88.69193267822266,90.62626878125909,86.40047963910119,87.17421408031576,5918900.0,,,,,
2024-06-26,85.22004699707031,90.10548901154048,84.61494539694863,88.03723488054949,4998100.0,,,,,
2024-06-27,86.51953125,86.83696100474486,82.98812428244811,84.317359015404,6696700.0,,,,,
2024-06-28,85.28948211669922,87.56108404504731,82.67067748018523,86.30128697889211,17908900.0,,,,,
2024-07-01,86.6385498046875,91.0924950858147,85.60690893114571,88.02730761339234,6732300.0,,,,,
2024-07-02,86.99565887451172,89.71365877750222,86.11280726681926,86.27152590412724,3981300.0,,,,,
2024-07-03,90.9833755493164,91.73727392326596,86.99565691037888,87.19405520253456,3371700.0,,,,,
2024-07-05,88.642333984375,92.71932642271844,87.88843556530118,91.36032642056348,4526600.0,,,,,
2024-07-08,92.13406372070312,92.1439855282403,88.70185242064684,89.22759469829141,4437900.0,,,,,
2024-07-09,90.66595458984376,95.2290097955915,90.01125151480062,91.21153291759128,5747100.0,,,,,
2024-07-10,91.56864166259766,92.2134229254892,86.10289877554922,90.81475078942512,5020800.0,,,,,
2024-07-11,90.87425994873048,92.31261164310364,89.59858501817469,91.86622872226262,5859400.0,,,,,
2024-07-12,90.59651947021484,91.54880868519484,87.88844110252026,90.44772262484756,5239500.0,,,,,
2024-07-15,85.497802734375,89.73350664810351,84.62486525038852,89.64423307894427,6019000.0,,,,,
2024-07-16,85.18037414550781,86.64352679335944,83.8808897100093,85.58707746852843,4974900.0,,,,,
2024-07-17,75.58802795410156,82.39293528569391,75.45907472025841,82.0953491534123,14373500.0,,,,,
2024-07-18,75.93521881103516,77.52236746402163,73.15770299221752,76.85775014810257,8680300.0,,,,,
2024-07-19,75.8558578491211,77.33884641044209,74.72501398526819,76.05424858841678,5141400.0,,,,,
2024-07-22,78.53416442871094,78.77224237869041,76.45103155917705,76.65934408931834,4578200.0,,,,,
2024-07-23,79.42694854736328,80.61730818553356,78.04811239870261,78.50441717893861,4712200.0,,,,,
2024-07-24,71.99710083007812,78.89128129890847,71.55071030744459,78.3655390201789,8862500.0,,,,,
2024-07-25,69.81475830078125,73.36600826249249,68.4656801875962,72.95930500808342,11659200.0,,,,,
2024-07-26,70.548828125,71.719351683807,69.55685926391344,71.50111732346848,4229800.0,,,,,
2024-07-29,70.66786193847656,72.59228401596972,70.27107286697708,71.37215894553017,4846500.0,,,,,
2024-07-30,68.44584655761719,72.30460454795198,68.1879325529638,71.35231541706403,6362500.0,,,,,
2024-07-31,78.58377838134766,82.21438066207963,76.56016089367648,81.77791948733486,15755900.0,,,,,
2024-08-01,75.42931365966797,81.01409566411448,74.62582129808047,78.84168898868865,5827100.0,,,,,
2024-08-02,71.84830474853516,73.97111750100387,69.25926542151197,73.69336743142804,9363200.0,,,,,
2024-08-05,69.63621520996094,70.88114104911044,65.96593323040533,66.283362982323,6967600.0,,,,,
2024-08-06,73.79256439208984,75.16147872223195,69.43782161349337,69.43782161349337,6285600.0,,,,,
2024-08-07,73.35608673095703,76.43119593961798,71.94749290894703,76.06416477411352,8856500.0,,,,,
2024-08-08,78.44489288330078,79.81380707420954,72.9890645971572,74.89364283706188,10747700.0,,,,,
2024-08-09,78.0084228515625,78.29609470076619,75.310266607562,77.37356344922368,5586300.0,,,,,
2024-08-12,77.33389282226562,78.36554136358107,74.48693941782429,78.35561955572673,5417600.0,,,,,
2024-08-13,79.80390167236328,81.27201909749485,77.30414316463656,78.39530753254805,6495500.0,,,,,
2024-08-14,78.61353302001953,80.25028317065377,76.8478296406902,79.62533793837927,5144700.0,,,,,
2024-08-15,80.79584503173828,80.91488399649583,77.74058728416439,78.91111061585917,4956600.0,,,,,
2024-08-16,78.71273040771484,80.47843383222784,77.93899587950102,80.47843383222784,4821800.0,,,,,
2024-08-19,80.09156799316406,80.11141160959147,77.78028617543589,78.86152865894158,3848500.0,,,,,
2024-08-20,79.00040435791016,79.99237328010202,78.36554485315715,79.80389676308644,4433600.0,,,,,
2024-08-21,81.61920166015625,82.32349868633318,78.39530266488484,79.01032612081448,4041400.0,,,,,
2024-08-22,82.63101196289062,84.07928564110298,81.39105084440861,81.74816025198119,5187500.0,,,,,
2024-08-23,85.08116912841797,85.50275893769802,82.71532875359664,83.26587179520934,5315600.0,,,,,
2024-08-26,84.19831085205078,87.18413912411124,83.49401389689633,85.6168265696496,4774000.0,,,,,
2024-08-27,83.91064453125,85.24980858339899,82.7401285098111,83.45433975133602,2951000.0,,,,,
2024-08-28,81.83743286132812,84.22808150246063,81.56960459284655,83.89080814676021,3549000.0,,,,,
