Date,Close,High,Low,Open,Volume,"('Close', 'RFMZ')","('High', 'RFMZ')","('Low', 'RFMZ')","('Open', 'RFMZ')","('Volume', 'RFMZ')"
2024-06-03,12.381181716918944,12.399125013365044,12.336322192367302,12.399125013365044,26200.0,,,,,
2024-06-04,12.399126052856444,12.504097468895056,12.363238601331329,12.381182754906057,42100.0,,,,,
2024-06-05,12.408100128173828,12.713143943081848,12.34529729179552,12.399128049941362,96300.0,,,,,
2024-06-06,12.609965324401855,12.67725418769856,12.336322977287692,12.336322977287692,74600.0,,,,,
2024-06-07,12.65931224822998,12.71314386165551,12.479874962852325,12.524734498102855,37200.0,,,,,
2024-06-10,12.713143348693848,12.874637326829864,12.677255893066338,12.740058726508371,47400.0,,,,,
2024-06-11,12.60547924041748,12.784916493766534,12.587535087270416,12.784916493766534,40900.0,,,,,
2024-06-12,12.569591522216797,12.686225948317317,12.560619445834226,12.637777933725454,50400.0,,,,,
2024-06-13,12.56062126159668,12.614452872049696,12.551649183917108,12.578565416955826,23000.0,,,,,
2024-06-14,12.73847198486328,12.801668393191957,12.557912663155836,12.557912663155836,60300.0,,,,,
2024-06-17,12.882919311523438,12.91000299245106,12.729443684642415,12.792639227131769,51600.0,,,,,
2024-06-18,12.94611358642578,13.045420980753422,12.783609794821816,12.900973548649723,45500.0,,,,,
2024-06-20,12.84680461883545,13.316259608118257,12.530826093871616,12.864860977334583,112500.0,,,,,
2024-06-21,12.74749755859375,13.106810664437525,12.74749755859375,12.819721272502813,34100.0,,,,,
2024-06-24,12.810693740844728,12.873890139441874,12.747498203222207,12.80618051184994,27100.0,,,,,
2024-06-25,12.720415115356444,12.882918917906528,12.675275074539792,12.720415115356444,83100.0,,,,,
2024-06-26,12.639163970947266,12.747499558809848,12.6120802892253,12.747499558809848,50700.0,,,,,
2024-06-27,12.639163970947266,12.810695103152677,12.631038952528147,12.702359515290093,97800.0,,,,,
2024-06-28,12.765555381774902,12.810694562414618,12.70235897912487,12.783610881835852,47100.0,,,,,
2024-07-01,12.702359199523926,12.837779326716802,12.648191837426534,12.756527422596015,108700.0,,,,,
2024-07-02,12.83777904510498,12.864862725559563,12.747498962290129,12.747498962290129,44900.0,,,,,
2024-07-03,12.84680461883545,12.864860977334583,12.81069276281174,12.864860977334583,28800.0,,,,,
2024-07-05,12.774581909179688,12.910002025625626,12.738470050322364,12.910002025625626,36000.0,,,,,
2024-07-08,12.711385726928713,12.826040851463093,12.63916201287596,12.747497583955088,69500.0,,,,,
2024-07-09,12.693331718444824,12.720415399149188,12.666247176765776,12.716804471315188,31500.0,,,,,
2024-07-10,12.7565279006958,12.774583401746732,12.666247812516955,12.774583401746732,62100.0,,,,,
2024-07-11,12.900975227355955,12.919031589205762,12.76555595738131,12.801667820106196,69300.0,,,,,
2024-07-12,12.8558349609375,12.946115046672688,12.792639417507694,12.88291950324288,97000.0,,,,,
2024-07-15,12.825860023498535,12.88944403870956,12.789526176768344,12.88944403870956,61700.0,,,,,
2024-07-16,12.898526191711426,12.916693546061856,12.834942184019196,12.871276026452918,18200.0,,,,,
2024-07-17,12.762274742126465,12.925776603057482,12.762274742126465,12.925776603057482,41200.0,,,,,
2024-07-18,12.825860023498535,12.898527716958917,12.680524636577774,12.771359686536869,94900.0,,,,,
2024-07-19,12.716856956481934,12.77135815316725,12.69868960216445,12.77135815316725,11100.0,,,,,
2024-07-22,12.79860782623291,12.833125105095132,12.762273985262215,12.792249425719715,13500.0,,,,,
2024-07-23,12.816776275634766,12.889443968700451,12.80769346370198,12.816776275634766,22000.0,,,,,
2024-07-24,12.771358489990234,12.960293955525549,12.725940969265848,12.862192665171852,72600.0,,,,,
2024-07-25,12.871278762817385,12.871278762817385,12.762277212343074,12.853111404604672,23800.0,,,,,
2024-07-26,12.862192153930664,12.943943514731709,12.789524470166873,12.943943514731709,46100.0,,,,,
2024-07-29,12.78044319152832,13.00752996247242,12.753193021569867,12.85311088892905,66700.0,,,,,
2024-07-30,12.862192153930664,12.89852599581256,12.753190628284978,12.798608147204128,36000.0,,,,,
2024-07-31,13.089279174804688,13.107446529285236,12.83494227594699,13.016611489416771,48100.0,,,,,
2024-08-01,13.143779754638672,13.180113595626093,13.016610878049155,13.098362236837623,52100.0,,,,,
2024-08-02,12.962111473083496,13.161039331630674,12.9257767632406,13.152863502155723,55100.0,,,,,
2024-08-05,12.598773002624512,12.98845378223145,12.598773002624512,12.966653301393665,89400.0,,,,,
2024-08-06,13.125611305236816,13.171028819246244,12.651454849875394,12.716855411686028,135200.0,,,,,
2024-08-07,12.989361763000488,13.225532181627283,12.989361763000488,13.143780816235918,45000.0,,,,,
2024-08-08,13.17103099822998,13.42536790598582,13.030237461148536,13.125613476706787,86800.0,,,,,
