Date,Close,High,Low,Open,Volume,"('Close', 'JPM')","('High', 'JPM')","('Low', 'JPM')","('Open', 'JPM')","('Volume', 'JPM')"
2024-06-03,195.3500518798828,195.930808189422,192.80435981935085,195.8243339838965,6444300.0,,,,,
2024-06-04,192.77532958984372,195.50491831176527,191.9235359153836,193.743271576413,6848300.0,,,,,
2024-06-05,190.9362335205078,193.4141774459212,190.60713678535936,193.3560885194632,8351600.0,,,,,
2024-06-06,190.5974578857422,191.67187406902391,189.06810779253615,190.93622871529652,7640300.0,,,,,
2024-06-07,193.5399932861328,194.4788981753938,190.69424154091888,191.10077539457484,6964500.0,,,,,
2024-06-10,193.21090698242188,194.4014715301683,192.07841659266947,192.8527731617101,6070800.0,,,,,
2024-06-11,188.1291961669922,191.5944300867168,187.3935656091954,191.5653930100683,9235300.0,,,,,
2024-06-12,185.38992309570312,190.41354424962765,185.17697468215405,189.71662485430736,12751300.0,,,,,
2024-06-13,187.45166015625,188.3421650661353,184.76078245018127,186.154621359436,8587800.0,,,,,
2024-06-14,187.5677947998047,188.6131739055265,185.2834511472175,185.31248822490792,6874000.0,,,,,
2024-06-17,188.7293243408203,189.310095440411,186.46434363773727,187.27741136146616,8725400.0,,,,,
2024-06-18,190.6845550537109,191.6137857800172,187.9065665160093,188.3615003923772,9023000.0,,,,,
2024-06-20,192.301025390625,193.0560189298844,189.8230963623253,190.09411892669425,8731100.0,,,,,
2024-06-21,190.0070037841797,190.84910853687336,187.9936827977297,190.40386352012888,20972100.0,,,,,
2024-06-24,192.5043029785156,192.84307380493755,190.7813674601207,191.46859798518557,9785900.0,,,,,
2024-06-25,191.72027587890625,193.65615984709413,191.40085325180053,191.73962408445988,6862500.0,,,,,
2024-06-26,191.1007843017578,191.5944441803384,189.98765689602823,191.1201472774884,7758600.0,,,,,
2024-06-27,192.7849884033203,193.4528706842245,190.5877561325711,191.1104530348533,7913500.0,,,,,
2024-06-28,195.77593994140625,196.10505144016432,192.91083994598,193.59807048213816,15307600.0,,,,,
2024-07-01,198.8636779785156,200.45110224404223,196.1631263374489,196.33734880543008,10205800.0,,,,,
2024-07-02,202.13531494140625,202.1643520177261,198.205473070162,198.70879223945295,7802900.0,,,,,
2024-07-03,201.99981689453125,203.63564122593985,200.99314895076165,202.8322475993465,5560900.0,,,,,
2024-07-05,199.3232269287109,201.8343569023776,199.06044513660848,201.46451091115304,8093100.0,,,,,
2024-07-08,199.6930694580078,201.3768836611792,198.5251059347182,199.5665350020686,8707000.0,,,,,
2024-07-09,202.08741760253903,204.16054813529632,199.9656039749807,200.14080668070628,9058900.0,,,,,
2024-07-10,202.2528839111328,202.41834406235444,200.0921445339461,200.63719323243228,8328500.0,,,,,
2024-07-11,201.91221618652344,202.54487365103785,199.8974815923181,200.70532691221428,10658100.0,,,,,
2024-07-12,199.4692230224609,201.9122143765396,196.705039084932,198.55431351532297,15443400.0,,,,,
2024-07-15,204.4427947998047,205.96114879231183,201.2016861535861,201.6591408630545,10719700.0,,,,,
2024-07-16,207.91749572753903,208.03430247505668,202.5253903220117,204.3941349162131,11557000.0,,,,,
2024-07-17,211.08074951171875,211.75233265266107,207.57685878064,208.0927094842555,11572500.0,,,,,
2024-07-18,204.37466430664065,210.85688185316707,203.6544278135567,209.87384874293696,12415100.0,,,,,
2024-07-19,204.1800079345703,206.68140996958013,203.34296468703909,205.5620998360359,8095900.0,,,,,
2024-07-22,204.66665649414065,206.5062030896364,204.1118801438605,204.8418591873344,7663200.0,,,,,
2024-07-23,204.71534729003903,205.8346426727745,203.76151205987983,205.3869304602656,5557300.0,,,,,
2024-07-24,203.0217742919922,206.3699473179496,202.51566616590063,203.9561540312095,7119000.0,,,,,
2024-07-25,203.09962463378903,204.5790529171431,202.49618007213428,203.0801543684728,6403800.0,,,,,
2024-07-26,206.5743408203125,207.46977999477056,203.0509652180435,203.6544246573773,8027800.0,,,,,
2024-07-29,205.221435546875,207.9077529213041,204.92944097647904,206.9733732663292,6533600.0,,,,,
2024-07-30,209.44561767578125,210.02959207815985,207.27515051992003,207.53793231783172,8850700.0,,,,,
2024-07-31,207.11941528320312,210.61357849612327,206.9928808145662,209.04655603259204,9071600.0,,,,,
2024-08-01,202.4086151123047,208.12191355444543,200.8707906644593,207.5087263466785,10918600.0,,,,,
2024-08-02,193.82403564453125,199.2064132873845,191.6340985071564,198.4375085604605,18041700.0,,,,,
2024-08-05,189.6972503662109,190.9333526031722,185.80402807156145,188.86994953947655,13927000.0,,,,,
2024-08-06,194.9920196533203,197.191699580898,188.8212663683152,190.18388812317136,10605800.0,,,,,
2024-08-07,195.05039978027344,200.2575897059211,194.8557416670121,198.07738022359277,9204400.0,,,,,
2024-08-08,198.6127014160156,199.44001696271343,196.40329395657517,197.0651493642258,7761200.0,,,,,
2024-08-09,200.3062438964844,200.9583566984711,197.48364947207057,198.03844064998432,5540200.0,,,,,
2024-08-12,200.68585205078125,201.61048925310047,198.2233904634164,200.89998043676624,6936000.0,,,,,
2024-08-13,202.38912963867188,202.5351195098086,199.91692557670268,202.18472896761853,6387800.0,,,,,
2024-08-14,204.62774658203125,205.1338547314555,201.59102342817172,202.1944829162742,6999800.0,,,,,
2024-08-15,205.90277099609372,208.18030218560887,205.4647865137197,207.31406092883796,7001000.0,,,,,
2024-08-16,208.2581787109375,208.37497061829416,205.9417068719416,206.03904336238105,7931200.0,,,,,
2024-08-19,209.6986541748047,209.77652039221624,208.1121764058645,208.28736425644368,6090800.0,,,,,
2024-08-20,208.79347229003903,210.23396008032844,207.97588449150496,209.2606547095862,5640000.0,,,,,
2024-08-21,208.871337890625,209.26065409719808,207.1583109381964,208.7058629087971,5202300.0,,,,,
2024-08-22,210.8471527099609,211.0126128451228,208.6182750360697,208.85187367766028,5247100.0,,,,,
2024-08-23,212.4822998046875,213.33881331039245,210.72061940437672,211.79126128650796,7214000.0,,,,,
2024-08-26,213.31935119628903,213.81573162344975,212.22925385752248,213.1636187617617,5105200.0,,,,,
2024-08-27,214.30239868164065,214.53599734906163,213.33883573788864,213.65028577631995,5185200.0,,,,,
2024-08-28,215.3827667236328,216.27822084944188,213.33883409245112,213.3972300459901,6506400.0,,,,,
2024-08-29,216.27821350097656,217.02764801454808,213.09550047806985,216.21980269795893,6416100.0,,,,,
2024-08-30,218.799072265625,219.46091285543187,216.0056754723349,216.56046671802252,8574100.0,,,,,
2024-09-03,214.4192047119141,218.11776858378715,213.38750325770732,216.36581571274587,8956100.0,,,,,
2024-09-04,213.4750823974609,216.14194463034983,211.4116796320134,215.13942637103617,7389500.0,,,,,
2024-09-05,211.8204803466797,214.9058569941032,210.2631856088204,214.27319950933267,8067900.0,,,,,
2024-09-06,206.7884826660156,212.90083971053076,205.45504409907423,211.7912720903853,7777000.0,,,,,
2024-09-09,211.0223388671875,212.3265645231964,208.4625409434168,209.44558889056364,8935100.0,,,,,
2024-09-10,200.0726623535156,212.803499194385,195.25480343232988,212.7645735117236,28406900.0,,,,,
2024-09-11,201.69808959960935,202.1555443613705,196.44224597066648,199.77094891585872,13658700.0,,,,,
2024-09-12,201.0849151611328,203.20671394772975,199.42055628008484,202.1068740189828,9054400.0,,,,,
2024-09-13,198.8657684326172,202.30153534063777,197.6004684297529,201.3379576385375,10226700.0,,,,,
2024-09-16,202.311279296875,202.6519421582049,200.1018716810642,200.335470344673,8634900.0,,,,,
2024-09-17,203.66416931152344,204.32600990149197,202.11661718074757,202.1847408407912,7573300.0,,,,,
2024-09-18,201.9900665283203,205.69835769036823,201.18222127192604,203.43055434803625,8259900.0,,,,,
2024-09-19,204.8613128662109,206.25314728673416,201.80513455748857,204.1800020683674,11635200.0,,,,,
2024-09-20,205.4550323486328,205.77622491128707,203.9074803343127,204.325994525629,20885000.0,,,,,
2024-09-23,205.7957000732422,206.14609061797665,204.38441018664537,205.3674433128488,7223500.0,,,,,
2024-09-24,205.9416961669922,207.26539217026013,204.7542623323785,205.513439393661,7323200.0,,,,,
2024-09-25,204.57907104492188,206.574350150001,203.0412466808133,206.0292866330749,8976500.0,,,,,
2024-09-26,204.1800079345703,206.0487525415433,203.4305586096796,205.4939761800251,7807500.0,,,,,
2024-09-27,204.8808135986328,206.7690286987689,203.7420479133006,205.02680348721495,7032500.0,,,,,
2024-09-30,205.23117065429688,205.32850713175907,199.78065464856329,200.802628256071,8663800.0,,,,,
2024-10-01,201.51315307617188,203.50843221146712,200.685852357658,203.323501800428,8540100.0,,,,,
2024-10-02,201.7564697265625,203.3721602540741,200.19918999824844,201.5520839094873,5810900.0,,,,,
2024-10-03,199.7514495849609,200.97782381102164,198.88520843155752,200.66635897536787,7251300.0,,,,,
2024-10-04,206.8413848876953,207.28205334443103,202.6207341030634,204.96118851447628,10211700.0,,,,,
2024-10-07,206.55740356445312,208.90766041202335,205.34311838855845,206.6553365365295,6718900.0,,,,,
2024-10-08,206.3811187744141,206.9490970746953,204.0602540352679,206.2146446947152,6021800.0,,,,,
2024-10-09,208.9957733154297,209.7987817791152,205.03952962566973,205.3528882131641,7024000.0,,,,,
