Date,Close,High,Low,Open,Volume,"('Close', 'CRML')","('High', 'CRML')","('Low', 'CRML')","('Open', 'CRML')","('Volume', 'CRML')"
2024-06-03,11.279999732971191,11.279999732971191,10.529999732971191,11.0,11200.0,,,,,
2024-06-04,10.670000076293944,11.5,9.902999877929688,9.902999877929688,17100.0,,,,,
2024-06-05,10.279999732971191,11.574999809265137,10.279999732971191,10.699999809265137,28500.0,,,,,
2024-06-06,10.869999885559082,11.25,10.100000381469728,10.59000015258789,15400.0,,,,,
2024-06-07,10.279999732971191,11.520000457763672,10.25,11.520000457763672,15600.0,,,,,
2024-06-10,10.8100004196167,11.309000015258787,10.743000030517578,10.93000030517578,12400.0,,,,,
2024-06-11,9.899999618530272,11.300000190734863,9.899999618530272,10.520000457763672,39700.0,,,,,
2024-06-12,10.199999809265137,10.515999794006348,10.100000381469728,10.350000381469728,9300.0,,,,,
2024-06-13,11.390000343322754,11.5,10.010000228881836,10.220000267028809,12500.0,,,,,
2024-06-14,11.529999732971191,12.0,10.350000381469728,11.5,15000.0,,,,,
2024-06-17,11.300000190734863,11.989999771118164,11.0,11.989999771118164,21300.0,,,,,
2024-06-18,11.289999961853027,11.649999618530272,11.289999961853027,11.5,9000.0,,,,,
2024-06-20,11.600000381469728,12.0,11.5600004196167,12.0,214600.0,,,,,
2024-06-21,11.5,11.710000038146973,11.300000190734863,11.710000038146973,117600.0,,,,,
2024-06-24,11.489999771118164,11.75,11.449999809265137,11.729999542236328,137100.0,,,,,
2024-06-25,11.5,11.725000381469728,11.489999771118164,11.720000267028809,147200.0,,,,,
2024-06-26,11.5,11.600000381469728,11.399999618530272,11.5,60400.0,,,,,
2024-06-27,11.5,11.699999809265137,11.380000114440918,11.649999618530272,75000.0,,,,,
2024-06-28,11.270000457763672,11.899999618530272,10.579999923706056,11.649999618530272,981600.0,,,,,
2024-07-01,10.390000343322754,11.600000381469728,10.010000228881836,11.449999809265137,99200.0,,,,,
2024-07-02,9.8100004196167,11.0600004196167,9.779999732971191,11.010000228881836,81100.0,,,,,
2024-07-03,9.630000114440918,10.071000099182127,9.0600004196167,9.75,62200.0,,,,,
2024-07-05,9.68000030517578,10.369999885559082,9.359999656677246,9.800000190734863,25600.0,,,,,
2024-07-08,9.75,10.100000381469728,9.524999618530272,9.550000190734863,39500.0,,,,,
2024-07-09,10.369999885559082,10.68000030517578,9.649999618530272,9.649999618530272,21600.0,,,,,
2024-07-10,11.0600004196167,11.199999809265137,10.40999984741211,10.40999984741211,38800.0,,,,,
2024-07-11,10.789999961853027,11.25,10.4399995803833,10.800000190734863,33400.0,,,,,
2024-07-12,10.899999618530272,11.199999809265137,10.59000015258789,11.199999809265137,40600.0,,,,,
2024-07-15,10.399999618530272,10.899999618530272,9.890000343322754,10.81999969482422,30000.0,,,,,
2024-07-16,10.579999923706056,10.59000015258789,9.800000190734863,10.25,20600.0,,,,,
