Date,Close,High,Low,Open,Volume,"('Close', 'ABUS')","('High', 'ABUS')","('Low', 'ABUS')","('Open', 'ABUS')","('Volume', 'ABUS')"
2024-06-03,3.4200000762939453,3.430000066757202,3.3299999237060547,3.359999895095825,744000.0,,,,,
2024-06-04,3.3399999141693115,3.440000057220459,3.3299999237060547,3.4200000762939453,1002000.0,,,,,
2024-06-05,3.630000114440918,3.630000114440918,3.359999895095825,3.380000114440918,2087100.0,,,,,
2024-06-06,3.3399999141693115,3.640000104904175,3.299999952316284,3.630000114440918,1624400.0,,,,,
2024-06-07,3.200000047683716,3.309999942779541,3.119999885559082,3.309999942779541,1326800.0,,,,,
2024-06-10,3.140000104904175,3.2100000381469727,3.109999895095825,3.190000057220459,1181200.0,,,,,
2024-06-11,3.180000066757202,3.2100000381469727,3.0799999237060547,3.119999885559082,995700.0,,,,,
2024-06-12,3.25,3.309999942779541,3.2300000190734863,3.25,968200.0,,,,,
2024-06-13,3.1600000858306885,3.259999990463257,3.140000104904175,3.25,651600.0,,,,,
2024-06-14,3.140000104904175,3.1700000762939453,3.109999895095825,3.130000114440918,594100.0,,,,,
2024-06-17,3.059999942779541,3.150000095367432,3.049999952316284,3.150000095367432,649900.0,,,,,
2024-06-18,3.009999990463257,3.069999933242798,3.009999990463257,3.069999933242798,701000.0,,,,,
2024-06-20,2.950000047683716,3.009999990463257,2.9200000762939453,3.0,1289700.0,,,,,
2024-06-21,3.049999952316284,3.069999933242798,2.9600000381469727,3.0,2110500.0,,,,,
2024-06-24,3.069999933242798,3.119999885559082,3.0299999713897705,3.0899999141693115,734200.0,,,,,
2024-06-25,3.049999952316284,3.0799999237060547,2.990000009536743,3.059999942779541,598700.0,,,,,
2024-06-26,3.009999990463257,3.0299999713897705,2.950000047683716,3.0199999809265137,645300.0,,,,,
2024-06-27,3.0999999046325684,3.140000104904175,3.0299999713897705,3.0299999713897705,644000.0,,,,,
2024-06-28,3.0899999141693115,3.200000047683716,2.990000009536743,3.119999885559082,4407800.0,,,,,
2024-07-01,3.119999885559082,3.150000095367432,3.049999952316284,3.069999933242798,722400.0,,,,,
2024-07-02,3.130000114440918,3.140000104904175,3.0899999141693115,3.119999885559082,856600.0,,,,,
2024-07-03,3.1600000858306885,3.220000028610229,3.130000114440918,3.150000095367432,661800.0,,,,,
2024-07-05,3.119999885559082,3.150000095367432,3.049999952316284,3.150000095367432,663000.0,,,,,
2024-07-08,3.259999990463257,3.319999933242798,3.140000104904175,3.140000104904175,1210600.0,,,,,
2024-07-09,3.400000095367432,3.4100000858306885,3.240000009536743,3.240000009536743,1013100.0,,,,,
2024-07-10,3.4100000858306885,3.430000066757202,3.3399999141693115,3.400000095367432,1048900.0,,,,,
2024-07-11,3.509999990463257,3.5199999809265137,3.400000095367432,3.4200000762939453,1245500.0,,,,,
2024-07-12,3.5899999141693115,3.650000095367432,3.509999990463257,3.549999952316284,849100.0,,,,,
2024-07-15,3.75,3.7899999618530273,3.539999961853028,3.539999961853028,1342600.0,,,,,
2024-07-16,3.880000114440918,3.890000104904175,3.7300000190734863,3.7899999618530273,1405400.0,,,,,
2024-07-17,3.7799999713897705,3.829999923706055,3.670000076293945,3.799999952316284,1256300.0,,,,,
2024-07-18,3.690000057220459,3.849999904632568,3.650000095367432,3.759999990463257,836800.0,,,,,
2024-07-19,3.690000057220459,3.740000009536743,3.630000114440918,3.700000047683716,559200.0,,,,,
2024-07-22,3.809999942779541,3.819999933242798,3.690000057220459,3.700000047683716,915800.0,,,,,
2024-07-23,3.829999923706055,3.900000095367432,3.7799999713897705,3.799999952316284,743800.0,,,,,
2024-07-24,3.869999885559082,3.920000076293945,3.799999952316284,3.829999923706055,647100.0,,,,,
2024-07-25,3.920000076293945,3.9800000190734863,3.859999895095825,3.900000095367432,912600.0,,,,,
2024-07-26,3.900000095367432,3.9800000190734863,3.859999895095825,3.9800000190734863,729800.0,,,,,
2024-07-29,3.7799999713897705,3.910000085830689,3.7100000381469727,3.910000085830689,828400.0,,,,,
2024-07-30,3.7899999618530273,3.829999923706055,3.7100000381469727,3.75,789300.0,,,,,
2024-07-31,3.7699999809265137,3.890000104904175,3.7300000190734863,3.829999923706055,956400.0,,,,,
2024-08-01,3.809999942779541,3.839999914169312,3.3499999046325684,3.640000104904175,1281900.0,,,,,
