Date,Close,High,Low,Open,Volume,"('Close', 'AAP')","('High', 'AAP')","('Low', 'AAP')","('Open', 'AAP')","('Volume', 'AAP')"
2024-06-03,65.21470642089844,68.764659842037,64.11199613411337,68.07788465499289,1654800.0,,,,,
2024-06-04,63.076995849609375,64.80844626986249,62.39989563156129,64.80844626986249,1264900.0,,,,,
2024-06-05,63.13503646850586,64.01527420940748,61.722797164968114,63.59933907312729,1579600.0,,,,,
2024-06-06,62.44826126098633,63.71541660990796,62.03232612444067,63.531629085901415,1031300.0,,,,,
2024-06-07,62.46760559082031,62.83517322598711,61.471294132553865,61.71311669302018,1071900.0,,,,,
2024-06-10,61.1230697631836,62.21610878233124,60.87157592094971,62.080688737288426,1816500.0,,,,,
2024-06-11,61.65508270263672,61.82919155444722,60.39760241460457,61.17143757336882,1070400.0,,,,,
2024-06-12,62.80615615844727,64.22807400515377,62.41923858290607,62.66106114513945,1158700.0,,,,,
2024-06-13,61.838863372802734,63.32849118063456,60.79418817564713,62.438585959282136,1647800.0,,,,,
2024-06-14,61.345550537109375,61.53900933976778,58.811250923051496,61.20045920255538,1885700.0,,,,,
2024-06-17,62.07101440429688,63.01896210914693,60.52335145949589,61.036014118101306,1661300.0,,,,,
2024-06-18,62.17741775512695,63.028637921030366,61.99363024115432,61.99363024115432,1018600.0,,,,,
2024-06-20,63.9765739440918,64.2183964967622,61.742135918965744,61.81951721706222,1454700.0,,,,,
2024-06-21,63.6090087890625,64.83746415716814,63.01896114726341,63.95723386880751,2079600.0,,,,,
2024-06-24,63.164058685302734,63.91854392829609,62.8545260886942,63.52195136835181,1482800.0,,,,,
2024-06-25,61.606712341308594,63.05765135081529,61.3262009838604,62.92223131137423,1212200.0,,,,,
2024-06-26,59.76886367797852,61.42292907132651,59.70115365766037,61.01666894941761,977200.0,,,,,
2024-06-27,60.64910125732422,61.29718397337109,59.26587586256675,59.79788477826126,1116600.0,,,,,
2024-06-28,61.25849151611328,61.384236588201965,59.94297622411344,60.80386393110527,1351100.0,,,,,
2024-07-01,57.75690078735352,60.76517409927514,57.50540694223677,60.53302650223192,1767600.0,,,,,
2024-07-02,58.61779022216797,58.74353899331176,57.05078098222698,57.32162108322626,1650800.0,,,,,
2024-07-03,57.90199279785156,59.13045181236724,57.7085340170763,58.8015729920251,843700.0,,,,,
2024-07-05,56.799278259277344,57.96002347652132,56.11249945484116,57.76656840026003,1753200.0,,,,,
2024-07-08,57.36030578613281,58.0277383585013,56.48974685553615,57.389327000096095,1335700.0,,,,,
2024-07-09,56.01577758789063,57.19587286013945,55.93839628753564,57.10881659104045,1222400.0,,,,,
2024-07-10,56.81863021850586,56.95405026147408,56.267271387976166,56.9250290451813,916200.0,,,,,
2024-07-11,59.7108268737793,60.088069482055104,57.47638506102021,57.96003018751114,1501600.0,,,,,
2024-07-12,61.10939025878906,62.138888661210565,59.77881489612176,60.13816660912039,1594800.0,,,,,
2024-07-15,60.62377166748047,61.78924065798481,60.021614109274005,60.79859220130231,1110200.0,,,,,
2024-07-16,61.82809448242188,62.26514584520653,60.507229788194486,61.05111634020695,1028500.0,,,,,
2024-07-17,62.58564758300781,63.05183073488501,60.41981581829187,61.21621882844239,1410000.0,,,,,
2024-07-18,59.497161865234375,62.97414076324987,59.44860142151847,62.090331054816936,1301800.0,,,,,
2024-07-19,57.90435028076172,59.584566672473805,57.642119462875,59.43888535470831,1269400.0,,,,,
2024-07-22,58.030609130859375,58.31226485933735,57.078810463345775,57.96262377638869,1191400.0,,,,,
2024-07-23,57.92377853393555,58.11802400706903,56.651477909513495,56.97197979099814,1239100.0,,,,,
2024-07-24,57.243919372558594,58.48708813731087,56.76802186899744,57.78780593869547,1294800.0,,,,,
2024-07-25,58.43851852416992,59.671972862465566,57.14679314472448,57.14679314472448,1651500.0,,,,,
2024-07-26,59.01154708862305,59.9342102931176,58.59392432945943,59.03097200612994,1412400.0,,,,,
