Date,Close,High,Low,Open,Volume,"('Close', 'CSX')","('High', 'CSX')","('Low', 'CSX')","('Open', 'CSX')","('Volume', 'CSX')"
2024-06-03,32.554500579833984,33.23149155291057,32.2503432623617,33.0254513101634,9721700.0,,,,,
2024-06-04,32.15222930908203,32.58393320117877,32.12279605862515,32.58393320117877,8229400.0,,,,,
2024-06-05,32.42695236206055,32.50544602694327,31.975625017336743,32.18166527347797,8531400.0,,,,,
2024-06-06,32.36808395385742,32.51525395268718,32.220910212243936,32.35827037493187,7093200.0,,,,,
2024-06-07,32.13261032104492,32.623184524419656,32.044306814726106,32.240537244632826,8944800.0,,,,,
2024-06-10,32.30921173095703,32.30921173095703,31.848070862060084,32.05411109347993,8326500.0,,,,,
2024-06-11,32.05411148071289,32.21109879353899,31.94618831732026,32.06392505915629,6757400.0,,,,,
2024-06-12,32.142417907714844,32.4956319082585,31.897130823202176,32.1718549029494,8229700.0,,,,,
2024-06-13,31.916751861572266,32.06392559843023,31.612598294815083,31.92656544018072,7840400.0,,,,,
2024-06-14,31.57335090637207,31.808824389831184,31.141645153449566,31.808824389831184,13292000.0,,,,,
2024-06-17,31.99524688720703,32.09336022078461,31.318254031448845,31.406555657390285,14397800.0,,,,,
2024-06-18,32.40732192993164,32.43675891928177,31.98542792948333,32.09335482393985,12603700.0,,,,,
2024-06-20,32.68204498291016,32.74091147429367,32.16203393806329,32.21109433792692,10799800.0,,,,,
2024-06-21,32.78016662597656,32.8979033814416,32.48582286592197,32.80959987914683,18687800.0,,,,,
2024-06-24,32.58393478393555,33.17262602115423,32.56431136841654,32.90771552582339,9553500.0,,,,,
2024-06-25,32.09335708618164,32.46619445437165,31.691086469349887,32.46619445437165,11292000.0,,,,,
2024-06-26,32.38770294189453,32.59374692435712,31.96581262660207,32.093359207669806,15753800.0,,,,,
2024-06-27,32.40732192993164,32.593742472277675,32.319018447447505,32.534872236360535,14253300.0,,,,,
2024-06-28,32.81941223144531,32.9665822345772,32.45638839904605,32.534878318826294,15864900.0,,,,,
2024-07-01,32.95676803588867,33.1824316717151,32.68204773884491,32.848841135540525,11091100.0,,,,,
2024-07-02,33.123565673828125,33.23149258799557,32.90771558827706,32.986205507718225,11762900.0,,,,,
2024-07-03,32.91752624511719,33.10394682615606,32.82922274430506,33.06469999406536,4523200.0,,,,,
2024-07-05,32.672237396240234,32.91752446939937,32.47600698915618,32.89790105441259,9545300.0,,,,,
2024-07-08,32.76054000854492,32.78997325883925,32.181662381793736,32.22090921070858,7970900.0,,,,,
2024-07-09,31.86769294738769,32.64280092026321,31.465422336859685,32.54468385502264,14924300.0,,,,,
2024-07-10,32.299400329589844,32.33864715996745,31.759769511640844,31.8873198389762,8585600.0,,,,,
2024-07-11,33.10394287109375,33.16280936941287,32.250341217631856,32.279778209574886,9848800.0,,,,,
2024-07-12,33.15299987792969,33.41791035146467,33.00582614503797,33.18243312739463,6764400.0,,,,,
2024-07-15,33.947723388671875,34.2224474068285,33.123558819768085,33.26092270023792,13872200.0,,,,,
2024-07-16,34.663970947265625,34.95831468626108,33.82018281743729,33.94772940057231,13257100.0,,,,,
2024-07-17,34.781707763671875,34.85038784481499,34.408870364049456,34.49717386020256,11175600.0,,,,,
