Date,Close,High,Low,Open,Volume,"('Close', 'TD')","('High', 'TD')","('Low', 'TD')","('Open', 'TD')","('Volume', 'TD')"
2024-06-03,51.98689270019531,52.8232683876164,51.62978722544755,52.5695358333106,3775300.0,,,,,
2024-06-04,52.27821731567383,52.39098614756796,51.41364671153476,51.56400634901244,2314700.0,,,,,
2024-06-05,52.59773254394531,52.616527946933815,52.05267661184845,52.35339588995135,2116800.0,,,,,
2024-06-06,52.67290878295898,52.88905053270456,52.37218951506458,52.50375374666133,1678300.0,,,,,
2024-06-07,52.24062728881836,52.44737313775324,52.12785845524324,52.14665385831518,1351800.0,,,,,
2024-06-10,51.88351821899414,52.0996599621179,51.58279896031272,51.98689113632644,1347500.0,,,,,
2024-06-11,51.48883056640625,51.68617692703478,51.34786683175348,51.68617692703478,2271200.0,,,,,
2024-06-12,51.84593200683594,52.37219254856138,51.76135806864487,52.10906407012698,2010500.0,,,,,
2024-06-13,51.028350830078125,51.780149030927056,50.699440237474406,51.68617560014216,2884000.0,,,,,
2024-06-14,50.97196960449219,51.0189563211742,50.29534941272979,50.680646225293,2070400.0,,,,,
2024-06-17,50.605464935302734,50.97196993142928,50.3329405428564,50.87799291260578,1922200.0,,,,,
2024-06-18,50.95317077636719,51.30087675827335,50.49269238017541,50.539679093699526,2064400.0,,,,,
2024-06-20,50.76521301269531,51.0283414383497,50.63364879986812,50.73702170561975,2928600.0,,,,,
2024-06-21,50.76521301269531,50.99075063901166,50.51148049444747,50.5490712937855,1886700.0,,,,,
2024-06-24,51.89291763305664,51.89291763305664,50.78401402404131,50.90617875810533,3982300.0,,,,,
2024-06-25,51.40425491333008,51.75196093064243,51.34786870044558,51.60160128114059,1415000.0,,,,,
2024-06-26,51.40425491333008,51.43244622734392,50.82161171961755,51.000162683133226,1818300.0,,,,,
2024-06-27,51.56400680541992,51.74256134109397,51.31027424276987,51.4324425695695,2510700.0,,,,,
2024-06-28,51.648582458496094,51.86472420741336,51.441840203146256,51.75195537859923,1830800.0,,,,,
2024-07-01,51.25388717651367,51.97749399583163,51.22569228209186,51.8741210809496,917300.0,,,,,
2024-07-02,51.94930648803711,52.0150886096144,51.25389446426092,51.33847198983984,3627600.0,,,,,
2024-07-03,52.343997955322266,52.757486050498805,51.96809707981164,51.96809707981164,3164000.0,,,,,
