Date,Close,High,Low,Open,Volume,"('Close', 'MMM')","('High', 'MMM')","('Low', 'MMM')","('Open', 'MMM')","('Volume', 'MMM')"
2024-06-03,97.28749084472656,98.29196152100106,96.51706978226773,97.88237283674792,4508100.0,,,,,
2024-06-04,96.1659927368164,96.9364138080511,95.2590421026088,96.54632615371284,4988100.0,,,,,
2024-06-05,96.60484313964844,97.18022414223366,95.44434177699304,96.37079350755964,3115400.0,,,,,
2024-06-06,95.78565979003906,97.08269808495083,95.72714924570724,96.35128651959047,2510000.0,,,,,
2024-06-07,98.36023712158205,99.43297269656898,95.96120785523904,97.04369766862968,5636700.0,,,,,
2024-06-10,98.16519165039062,99.31593874903916,97.7946050142666,97.9408888211417,3506200.0,,,,,
2024-06-11,98.80883026123048,98.95511406851568,96.77063351804811,97.61906620775596,2831500.0,,,,,
2024-06-12,98.7015609741211,101.11034447670671,98.26271697029864,100.07661841595812,3704600.0,,,,,
2024-06-13,99.02337646484376,100.2521499999775,98.24320113834222,99.491475708502,5034700.0,,,,,
2024-06-14,98.39924621582033,98.90635500609488,96.84864968960623,98.00915852467624,2685000.0,,,,,
2024-06-17,98.03840637207033,98.92585598819748,97.44352436221224,97.50204234764804,3490000.0,,,,,
2024-06-18,98.27245330810548,98.95510855731548,97.58005126184186,97.58980549919856,3446200.0,,,,,
2024-06-20,99.1404037475586,99.80354309434048,97.70683588133755,97.77510066352411,3476600.0,,,,,
2024-06-21,99.85231018066406,99.90107392970071,98.4479975398072,99.40371196268,7865800.0,,,,,
2024-06-24,100.43743896484376,100.93480093680284,99.15990908267604,99.64751681667026,2948000.0,,,,,
2024-06-25,99.52074432373048,100.6227351554886,98.77957846362834,100.33016753062353,5115700.0,,,,,
2024-06-26,98.93560028076172,99.27693162620191,98.07741339923084,99.10139255494526,2356100.0,,,,,
2024-06-27,100.61298370361328,101.46142388697568,99.1209051441481,99.43297381383816,4338300.0,,,,,
2024-06-28,99.6572723388672,101.39315470380744,99.14040932462134,100.45694873531058,6196500.0,,,,,
2024-07-01,98.11642456054688,100.88603279778413,97.7263369022633,100.31065926805086,2705600.0,,,,,
2024-07-02,99.10139465332033,99.4037090556568,97.97014118342346,98.06766123834136,2291300.0,,,,,
2024-07-03,99.10139465332033,99.61825764065814,98.18468976842482,98.77957177581828,1230800.0,,,,,
2024-07-05,98.80883026123048,99.14040738709716,98.1456834498006,98.88684928382304,3059600.0,,,,,
2024-07-08,98.59427642822266,100.19362910483524,98.12617719815724,98.99411831752737,2338700.0,,,,,
2024-07-09,97.21922302246094,98.94535096084093,97.00467444971592,98.35046898743076,2809300.0,,,,,
2024-07-10,99.15015411376952,99.30619215884306,95.8246732614025,97.33625276145897,4519500.0,,,,,
2024-07-11,100.67149353027344,101.6857110442886,99.27693514812336,99.84255445085785,4581100.0,,,,,
2024-07-12,101.46141052246094,102.69018400264434,101.12008662249416,101.21760667386997,3381000.0,,,,,
2024-07-15,100.17413330078124,102.3976233604452,100.0278494936342,102.30010330244836,3316600.0,,,,,
2024-07-16,100.74950408935548,101.12009071600968,98.3699834901864,98.3699834901864,3609000.0,,,,,
2024-07-17,102.04653930664062,102.20257734266784,100.144872244453,100.31065707750464,3567900.0,,,,,
2024-07-18,101.44190216064452,102.90472525381476,100.87628288591566,101.63694970391568,3023800.0,,,,,
2024-07-19,101.3443832397461,102.15381381266958,100.57396217591204,102.15381381266958,2884900.0,,,,,
2024-07-22,102.36837005615234,102.4366348420936,99.86206657187576,101.48092039861254,2686600.0,,,,,
2024-07-23,102.1343231201172,102.66093294538967,101.58819737786922,102.39762803275345,2172600.0,,,,,
2024-07-24,100.69100189208984,102.49514910621178,100.5252170402649,101.9685318354409,3252000.0,,,,,
2024-07-25,100.82752227783205,102.19282536200718,99.24767060953322,100.17412972822144,4598100.0,,,,,
2024-07-26,124.00839233398438,124.85682495991853,109.89702447638126,109.89702447638126,32748900.0,,,,,
2024-07-29,122.05796813964844,125.4614605043901,121.05348998578796,124.82757642012434,10816700.0,,,,,
2024-07-30,123.60856628417967,124.52527124738172,121.03399792484592,122.73087083433776,6746500.0,,,,,
2024-07-31,124.38874053955078,125.4127197951047,122.22376092973084,123.49153662103626,6889900.0,,,,,
2024-08-01,123.3354949951172,124.76906284874956,121.34605465133176,124.3399656843145,5563700.0,,,,,
2024-08-02,122.135986328125,124.58377930020468,121.68738809393136,122.69185886183274,4021400.0,,,,,
2024-08-05,121.52159881591795,122.21400089825764,116.35295391242578,116.60651201478932,6669700.0,,,,,
2024-08-06,121.7946548461914,123.00391989996594,119.67843914201016,120.30257642397784,4334300.0,,,,,
2024-08-07,119.78571319580078,123.43301682507696,119.6491836306618,122.28226231868886,3410100.0,,,,,
2024-08-08,122.02870178222656,122.62358377856204,119.15181929395744,119.41512418137164,2932900.0,,,,,
2024-08-09,121.0925064086914,121.55085888247216,120.28307576096388,121.55085888247216,3247700.0,,,,,
2024-08-12,120.30258178710938,121.01448491844852,119.50290539391942,120.92671909690137,2585800.0,,,,,
2024-08-13,122.2432632446289,122.29202699647152,119.69795015676542,120.37085124261326,3056600.0,,,,,
2024-08-14,123.04293060302734,123.89137071657,121.5410979286375,121.87267504806807,3252800.0,,,,,
2024-08-15,124.00839233398438,124.76905914632655,123.04292374265503,124.16442292713776,3359900.0,,,,,
2024-08-16,123.901123046875,124.18392897339884,122.89664490663952,123.598801204927,3812600.0,,,,,
2024-08-19,123.93038177490234,124.6812944013239,123.3940102986702,123.93038177490234,2243600.0,,,,,
2024-08-20,124.5350112915039,124.89585113059093,123.73533491175152,123.84260920759786,2792900.0,,,,,
