Date,Close,High,Low,Open,Volume,"('Close', 'BTU')","('High', 'BTU')","('Low', 'BTU')","('Open', 'BTU')","('Volume', 'BTU')"
2024-06-03,24.913476943969727,25.261402706522045,24.43324098945896,24.45284291478817,4836900.0,,,,,
2024-06-04,23.433568954467773,24.609658490361237,23.345362145808625,24.54105361014696,3320500.0,,,,,
2024-06-05,23.129743576049805,23.590377619401117,23.02193485276528,23.335558190310216,2093800.0,,,,,
2024-06-06,23.6491813659668,23.71778810625984,23.100340529020198,23.100340529020198,1507300.0,,,,,
2024-06-07,23.178747177124023,23.570776360143327,22.99253261418638,23.45316853990884,1573000.0,,,,,
2024-06-10,23.139543533325195,23.21794936430376,22.306480410838944,23.11014064570481,1921100.0,,,,,
2024-06-11,22.404489517211918,22.845521642043817,22.404489517211918,22.82592158512473,1521500.0,,,,,
2024-06-12,22.54170036315918,22.95333148804275,22.277079953732027,22.855323721290915,1723100.0,,,,,
2024-06-13,22.6593074798584,22.69850946049469,22.15162771708282,22.443690043660176,1581200.0,,,,,
2024-06-14,22.26727867126465,22.698511717192048,22.257477707795545,22.55150100384076,1702000.0,,,,,
2024-06-17,22.120267868041992,22.374107773635355,21.86544842690849,22.149670758329847,1226500.0,,,,,
2024-06-18,22.0418643951416,22.25748000569449,21.87525173765074,22.159474099570435,1196000.0,,,,,
2024-06-20,22.188871383666992,22.44369080919316,21.836046068535968,22.05166164274618,1632900.0,,,,,
2024-06-21,21.43421936035156,22.335887521765123,21.3754135739917,22.26728077101195,6439300.0,,,,,
2024-06-24,21.78704071044922,21.97325526086589,21.483218347705943,21.649830972954025,1617500.0,,,,,
2024-06-25,21.30680656433105,21.855647430135228,21.27740367408806,21.81644544582053,1639300.0,,,,,
2024-06-26,21.542022705078125,21.58122655623645,21.21859841039197,21.25780226155029,3401500.0,,,,,
2024-06-27,21.1597957611084,21.796843425568483,21.08138992347243,21.70863662456019,1558400.0,,,,,
2024-06-28,21.67923355102539,22.169270457185306,21.576324380031547,21.6351301546973,5453200.0,,,,,
2024-07-01,23.296356201171875,23.52177274130046,22.639706637370203,22.70831150877085,4664400.0,,,,,
2024-07-02,23.012134552001957,23.492370535104847,22.791617552275472,23.2669539884256,2436200.0,,,,,
2024-07-03,22.92392921447754,23.49727345034124,22.81612235055605,23.129745717132597,1366500.0,,,,,
2024-07-05,22.8259220123291,23.017036123600697,22.610304558100548,22.78671815907205,1616900.0,,,,,
2024-07-08,22.99253463745117,23.3551628319932,22.855324878656077,22.933730722159385,1953300.0,,,,,
2024-07-09,22.59070205688477,22.92392732372377,22.55150007396741,22.80631950562916,1523400.0,,,,,
2024-07-10,21.894851684570312,22.56130225420299,21.77234244366262,22.443692560420832,3427300.0,,,,,
2024-07-11,22.29668235778809,22.394690126635915,21.885051224101367,22.29668235778809,2543000.0,,,,,
2024-07-12,22.53189849853516,22.698511134547903,22.01245866406187,22.60050337171524,1695900.0,,,,,
2024-07-15,23.012134552001957,23.428667078005883,22.571102421891588,22.80631993181897,3032900.0,,,,,
2024-07-16,23.32575798034668,23.458068180646418,22.2378772267865,22.99253270611236,2717900.0,,,,,
2024-07-17,23.237548828125,23.56097497568339,23.021933265761824,23.364959468558745,1854800.0,,,,,
2024-07-18,22.70831298828125,23.335559704059868,22.433891615456773,23.335559704059868,2265200.0,,,,,
