Date,Close,High,Low,Open,Volume,"('Close', 'AS')","('High', 'AS')","('Low', 'AS')","('Open', 'AS')","('Volume', 'AS')"
2024-06-03,15.31999969482422,15.56999969482422,15.149999618530272,15.5,687900.0,,,,,
2024-06-04,15.140000343322754,15.234999656677246,15.095000267028809,15.210000038146973,680000.0,,,,,
2024-06-05,15.460000038146973,15.479999542236328,15.083999633789062,15.25,1018800.0,,,,,
2024-06-06,15.140000343322754,15.489999771118164,15.050000190734863,15.260000228881836,873500.0,,,,,
2024-06-07,14.6899995803833,15.100000381469728,14.670000076293944,15.100000381469728,1034500.0,,,,,
2024-06-10,14.6899995803833,14.800000190734863,14.579999923706056,14.68000030517578,781200.0,,,,,
2024-06-11,14.3100004196167,14.583999633789062,14.170000076293944,14.5600004196167,714900.0,,,,,
2024-06-12,14.40999984741211,14.579999923706056,14.359999656677246,14.529999732971191,609000.0,,,,,
2024-06-13,14.329999923706056,14.43000030517578,14.25100040435791,14.300000190734863,805100.0,,,,,
2024-06-14,14.449999809265137,14.470000267028809,14.15999984741211,14.199999809265137,862600.0,,,,,
2024-06-17,14.699999809265137,14.720000267028809,14.364999771118164,14.399999618530272,637300.0,,,,,
2024-06-18,14.670000076293944,14.770000457763672,14.56999969482422,14.710000038146973,563800.0,,,,,
2024-06-20,14.170000076293944,14.720000267028809,14.079999923706056,14.699999809265137,1003700.0,,,,,
2024-06-21,14.18000030517578,14.260000228881836,13.93000030517578,14.119999885559082,1351300.0,,,,,
2024-06-24,14.170000076293944,14.350000381469728,14.06999969482422,14.210000038146973,722500.0,,,,,
2024-06-25,14.09000015258789,14.489999771118164,14.06999969482422,14.239999771118164,972800.0,,,,,
2024-06-26,14.119999885559082,14.199999809265137,13.979999542236328,14.020000457763672,939800.0,,,,,
2024-06-27,13.100000381469728,14.06999969482422,12.84000015258789,14.06999969482422,3439200.0,,,,,
2024-06-28,12.56999969482422,13.229999542236328,12.539999961853027,13.140000343322754,9482500.0,,,,,
2024-07-01,12.40999984741211,12.630000114440918,12.25,12.579999923706056,1708200.0,,,,,
2024-07-02,12.420000076293944,12.43000030517578,12.210000038146973,12.380000114440918,1046800.0,,,,,
2024-07-03,12.529999732971191,12.550000190734863,12.329999923706056,12.460000038146973,466500.0,,,,,
2024-07-05,11.989999771118164,12.449999809265137,11.90999984741211,12.4399995803833,1515400.0,,,,,
2024-07-08,11.350000381469728,12.0600004196167,11.324999809265137,11.960000038146973,2126200.0,,,,,
2024-07-09,11.43000030517578,11.630000114440918,11.15999984741211,11.380000114440918,1592600.0,,,,,
2024-07-10,11.260000228881836,11.460000038146973,10.93000030517578,11.43000030517578,1230800.0,,,,,
2024-07-11,11.90999984741211,11.979999542236328,11.369999885559082,11.369999885559082,1788300.0,,,,,
2024-07-12,11.949999809265137,12.220000267028809,11.920000076293944,12.0,1540200.0,,,,,
2024-07-15,11.380000114440918,11.920000076293944,11.34000015258789,11.920000076293944,1602300.0,,,,,
2024-07-16,11.210000038146973,11.350000381469728,11.029999732971191,11.25,2430800.0,,,,,
2024-07-17,11.649999618530272,11.75,11.199999809265137,11.270000457763672,1955500.0,,,,,
2024-07-18,11.229999542236328,11.789999961853027,11.220000267028809,11.609999656677246,901300.0,,,,,
2024-07-19,11.0,11.31999969482422,11.0,11.130000114440918,862900.0,,,,,
2024-07-22,11.199999809265137,11.260000228881836,10.81999969482422,11.109999656677246,1239500.0,,,,,
2024-07-23,10.869999885559082,11.175000190734863,10.850000381469728,11.06999969482422,2623100.0,,,,,
2024-07-24,10.84000015258789,11.199999809265137,10.744999885559082,10.81999969482422,1164800.0,,,,,
2024-07-25,10.859999656677246,11.06999969482422,10.470000267028809,10.824999809265137,1239400.0,,,,,
2024-07-26,11.039999961853027,11.239999771118164,10.880000114440918,10.920000076293944,850500.0,,,,,
2024-07-29,11.260000228881836,11.520000457763672,11.09000015258789,11.100000381469728,944500.0,,,,,
2024-07-30,11.43000030517578,11.59000015258789,11.220000267028809,11.3100004196167,1004500.0,,,,,
2024-07-31,11.609999656677246,11.779999732971191,11.460000038146973,11.600000381469728,557600.0,,,,,
2024-08-01,10.779999732971191,11.630000114440918,10.649999618530272,11.630000114440918,992000.0,,,,,
2024-08-02,10.75,10.765000343322754,10.31999969482422,10.600000381469728,1245800.0,,,,,
2024-08-05,10.470000267028809,10.529999732971191,10.109999656677246,10.109999656677246,799000.0,,,,,
2024-08-06,10.720000267028809,10.8100004196167,10.350000381469728,10.470000267028809,902100.0,,,,,
2024-08-07,11.3100004196167,11.66800022125244,10.864999771118164,10.880000114440918,1514400.0,,,,,
2024-08-08,11.65999984741211,11.779000282287598,11.420000076293944,11.420000076293944,859700.0,,,,,
2024-08-09,11.470000267028809,11.854999542236328,11.40999984741211,11.65999984741211,710700.0,,,,,
2024-08-12,11.420000076293944,11.699999809265137,11.270000457763672,11.515000343322754,933500.0,,,,,
2024-08-13,11.140000343322754,11.449999809265137,11.100000381469728,11.43000030517578,987400.0,,,,,
2024-08-14,11.270000457763672,11.279999732971191,11.029999732971191,11.149999618530272,1550600.0,,,,,
2024-08-15,11.65999984741211,11.779999732971191,11.5600004196167,11.640000343322754,901800.0,,,,,
2024-08-16,11.460000038146973,11.68000030517578,11.3100004196167,11.630000114440918,987800.0,,,,,
2024-08-19,12.350000381469728,12.510000228881836,11.579999923706056,11.579999923706056,2241100.0,,,,,
2024-08-20,13.630000114440918,14.25,13.369999885559082,13.640000343322754,6833700.0,,,,,
2024-08-21,14.149999618530272,14.380000114440918,13.770000457763672,13.793999671936035,3152800.0,,,,,
2024-08-22,13.829999923706056,14.359999656677246,13.739999771118164,14.15999984741211,1323000.0,,,,,
2024-08-23,14.119999885559082,14.399999618530272,13.600000381469728,13.899999618530272,1829700.0,,,,,
2024-08-26,14.170000076293944,14.274999618530272,13.880000114440918,14.130000114440918,939100.0,,,,,
2024-08-27,14.18000030517578,14.640000343322754,14.100000381469728,14.279999732971191,1128600.0,,,,,
2024-08-28,13.90999984741211,14.121000289916992,13.720000267028809,14.119999885559082,596300.0,,,,,
2024-08-29,13.850000381469728,14.109999656677246,13.850000381469728,14.029999732971191,489800.0,,,,,
2024-08-30,13.649999618530272,14.109999656677246,13.649999618530272,14.100000381469728,706200.0,,,,,
2024-09-03,13.390000343322754,13.770000457763672,13.15999984741211,13.510000228881836,1158200.0,,,,,
2024-09-04,13.8100004196167,13.920000076293944,13.34000015258789,13.350000381469728,753600.0,,,,,
2024-09-05,14.130000114440918,14.350000381469728,13.78499984741211,13.90999984741211,1335800.0,,,,,
2024-09-06,14.020000457763672,14.329999923706056,13.699999809265137,14.100000381469728,1317500.0,,,,,
2024-09-09,14.399999618530272,14.600000381469728,14.0,14.229999542236328,1519100.0,,,,,
2024-09-10,13.729999542236328,14.489999771118164,13.520000457763672,14.350000381469728,1875600.0,,,,,
2024-09-11,13.899999618530272,13.90999984741211,13.43000030517578,13.739999771118164,1019500.0,,,,,
