Date,Close,High,Low,Open,Volume,"('Close', 'QCLS')","('High', 'QCLS')","('Low', 'QCLS')","('Open', 'QCLS')","('Volume', 'QCLS')"
2025-10-24,,,,,,4.190000057220459,4.510000228881836,4.070000171661377,4.099999904632568,307500.0
2025-10-27,,,,,,4.130000114440918,4.400000095367432,4.119999885559082,4.25,132600.0
2025-10-28,,,,,,3.8399999141693115,4.139999866485596,3.7750000953674316,4.110000133514404,200400.0
2025-10-29,,,,,,3.799999952316284,3.859999895095825,3.609999895095825,3.799999952316284,161400.0
2025-10-30,,,,,,3.380000114440918,5.21999979019165,3.3299999237060547,5.170000076293945,10001500.0
2025-10-31,,,,,,3.950000047683716,4.0289998054504395,3.0999999046325684,3.390000104904175,1624300.0
2025-11-03,,,,,,3.369999885559082,3.9800000190734863,3.359999895095825,3.950000047683716,606900.0
2025-11-04,,,,,,2.990000009536743,3.2739999294281006,2.930000066757202,3.2300000190734863,524700.0
2025-11-05,,,,,,3.0899999141693115,3.190000057220459,2.940000057220459,3.009999990463257,259900.0
2025-11-06,,,,,,2.7899999618530273,3.1500000953674316,2.549999952316284,3.0999999046325684,310800.0
2025-11-07,,,,,,3.0,3.0,2.677999973297119,2.7899999618530273,208700.0
2025-11-10,,,,,,3.2100000381469727,3.2699999809265137,2.990000009536743,2.990000009536743,211600.0
2025-11-11,,,,,,3.2799999713897705,3.380000114440918,3.1010000705718994,3.2100000381469727,118100.0
2025-11-12,,,,,,3.5299999713897705,3.6700000762939453,3.299999952316284,3.3499999046325684,230100.0
2025-11-13,,,,,,3.0799999237060547,3.5399999618530273,2.9809999465942383,3.5199999809265137,360700.0
2025-11-14,,,,,,2.9600000381469727,3.194000005722046,2.9000000953674316,2.9100000858306885,172800.0
2025-11-17,,,,,,2.755000114440918,3.0,2.5,2.9100000858306885,310000.0
2025-11-18,,,,,,3.069999933242798,3.0999999046325684,2.6500000953674316,2.6700000762939453,302100.0
2025-11-19,,,,,,3.240000009536743,3.380000114440918,3.059999942779541,3.059999942779541,287300.0
2025-11-20,,,,,,3.2799999713897705,3.430000066757202,3.174999952316284,3.3299999237060547,173500.0
2025-11-21,,,,,,3.6700000762939453,3.9000000953674316,3.1500000953674316,3.299999952316284,259400.0
2025-11-24,,,,,,3.7300000190734863,3.869999885559082,3.6449999809265137,3.690000057220459,153700.0
2025-11-25,,,,,,3.6600000858306885,3.740000009536743,3.509999990463257,3.740000009536743,100700.0
2025-11-26,,,,,,3.609999895095825,3.759000062942505,3.5999999046325684,3.7300000190734863,45400.0
2025-11-28,,,,,,3.5799999237060547,3.674999952316284,3.5399999618530273,3.5899999141693115,42700.0
2025-12-01,,,,,,3.380000114440918,3.558000087738037,3.312000036239624,3.549999952316284,99900.0
2025-12-02,,,,,,3.380000114440918,3.4749999046325684,3.25,3.4700000286102295,88400.0
2025-12-03,,,,,,4.670000076293945,5.675000190734863,3.819999933242798,4.429999828338623,54712500.0
2025-12-04,,,,,,6.920000076293945,7.949999809265137,5.400000095367432,5.480000019073486,96020800.0
2025-12-05,,,,,,6.849999904632568,8.170000076293945,6.369999885559082,7.360000133514404,28777200.0
2025-12-08,,,,,,6.900000095367432,7.190000057220459,6.159999847412109,6.820000171661377,3900200.0
2025-12-09,,,,,,6.559999942779541,7.900000095367432,5.519999980926514,7.570000171661377,11987100.0
2025-12-10,,,,,,5.570000171661377,6.574999809265137,5.550000190734863,6.139999866485596,2615700.0
2025-12-11,,,,,,5.349999904632568,5.89900016784668,5.110000133514404,5.579999923706055,2096800.0
2025-12-12,,,,,,4.769999980926514,5.3460001945495605,4.699999809265137,5.170000076293945,1910200.0
2025-12-15,,,,,,4.429999828338623,4.940000057220459,4.320000171661377,4.820000171661377,1043300.0
2025-12-16,,,,,,5.03000020980835,5.28000020980835,4.159999847412109,4.300000190734863,2206800.0
2025-12-17,,,,,,4.449999809265137,5.349999904632568,4.360000133514404,4.849999904632568,1263400.0
2025-12-18,,,,,,4.360000133514404,4.769999980926514,4.320000171661377,4.449999809265137,910900.0
2025-12-19,,,,,,4.880000114440918,4.949999809265137,4.340000152587891,4.360000133514404,968100.0
2025-12-22,,,,,,5.440000057220459,5.75,4.5,4.690000057220459,1550900.0
2025-12-23,,,,,,4.920000076293945,5.269999980926514,4.849999904632568,5.210000038146973,262686.0
