Date,Close,High,Low,Open,Volume,"('Close', 'NVG')","('High', 'NVG')","('Low', 'NVG')","('Open', 'NVG')","('Volume', 'NVG')"
2024-06-03,10.644573211669922,10.67149939334301,10.599697954096117,10.635598673719564,478600.0,,,,,
2024-06-04,10.752278327941896,10.797154453799498,10.707403058025198,10.779204517021002,464600.0,,,,,
2024-06-05,10.806127548217772,10.85997905896353,10.752276037472017,10.761251431919764,769800.0,,,,,
2024-06-06,10.895880699157717,10.922806028829594,10.833053788668934,10.84202918387316,796600.0,,,,,
2024-06-07,10.904852867126465,10.904852867126465,10.81510150242332,10.842026826240202,506900.0,,,,,
2024-06-10,10.96768283843994,10.96768283843994,10.895881384173627,10.895881384173627,628700.0,,,,,
2024-06-11,10.96768283843994,11.003583565573098,10.940756651134436,11.003583565573098,680900.0,,,,,
2024-06-12,10.994606018066406,11.111283572399584,10.976655230042525,11.039482132185428,608000.0,,,,,
2024-06-13,11.075383186340332,11.102308513247571,11.03050707086779,11.048457859433093,677100.0,,,,,
2024-06-14,11.164810180664062,11.18287663055568,11.092546104009076,11.110612553900696,595900.0,,,,,
2024-06-17,11.164810180664062,11.200942218991557,11.101579328954887,11.12867814233657,490600.0,,,,,
2024-06-18,11.246108055114746,11.264174505926627,11.164810749372862,11.182877200184745,457900.0,,,,,
2024-06-20,11.228042602539062,11.24610819211523,11.209976151507096,11.209976151507096,588400.0,,,,,
2024-06-21,11.200942993164062,11.273207074813705,11.16481095233924,11.237075033988884,397700.0,,,,,
2024-06-24,11.237074851989746,11.282240117653211,11.209976037173982,11.219009262597837,493800.0,,,,,
2024-06-25,11.264174461364746,11.282240050649367,11.21900919596951,11.237074785254134,505100.0,,,,,
2024-06-26,11.237074851989746,11.25514130283745,11.219009262597837,11.2461080774136,526200.0,,,,,
2024-06-27,11.25514316558838,11.282241984889056,11.246109938669507,11.264176392507247,554900.0,,,,,
2024-06-28,11.25514316558838,11.327407258027476,11.25514316558838,11.291275211807928,685800.0,,,,,
