Date,Close,High,Low,Open,Volume,"('Close', 'UP')","('High', 'UP')","('Low', 'UP')","('Open', 'UP')","('Volume', 'UP')"
2024-06-03,2.2699999809265137,2.7100000381469727,2.200000047683716,2.680000066757202,1576800.0,,,,,
2024-06-04,2.130000114440918,2.325000047683716,2.049999952316284,2.319999933242798,1220400.0,,,,,
2024-06-05,2.109999895095825,2.2100000381469727,2.065000057220459,2.180000066757202,783400.0,,,,,
2024-06-06,2.009999990463257,2.119999885559082,2.0,2.0999999046325684,868700.0,,,,,
2024-06-07,2.009999990463257,2.049999952316284,1.919999957084656,2.0,728500.0,,,,,
2024-06-10,2.0299999713897705,2.069999933242798,1.950000047683716,2.009999990463257,814900.0,,,,,
2024-06-11,1.9299999475479128,2.069999933242798,1.870000004768372,2.069999933242798,637100.0,,,,,
2024-06-12,2.140000104904175,2.164999961853028,1.9299999475479128,1.9299999475479128,962300.0,,,,,
2024-06-13,2.059999942779541,2.130000114440918,2.0,2.0999999046325684,516600.0,,,,,
2024-06-14,1.9299999475479128,2.0199999809265137,1.8899999856948853,2.009999990463257,566100.0,,,,,
2024-06-17,1.8899999856948853,1.950000047683716,1.8799999952316284,1.899999976158142,550800.0,,,,,
2024-06-18,1.7899999618530271,1.9600000381469729,1.7699999809265137,1.8899999856948853,999300.0,,,,,
2024-06-20,1.649999976158142,1.840000033378601,1.6399999856948853,1.8200000524520876,1231700.0,,,,,
2024-06-21,1.690000057220459,1.7300000190734863,1.5700000524520874,1.7300000190734863,1469900.0,,,,,
2024-06-24,1.7200000286102295,1.75,1.6399999856948853,1.690000057220459,648100.0,,,,,
2024-06-25,1.7300000190734863,1.850000023841858,1.690000057220459,1.7000000476837158,1185000.0,,,,,
2024-06-26,1.850000023841858,1.850000023841858,1.6299999952316284,1.7200000286102295,734600.0,,,,,
2024-06-27,1.840000033378601,1.919999957084656,1.7599999904632568,1.8200000524520876,845800.0,,,,,
2024-06-28,1.8899999856948853,1.909999966621399,1.7899999618530271,1.850000023841858,11003300.0,,,,,
2024-07-01,2.220000028610229,2.2300000190734863,1.8899999856948853,1.909999966621399,1115100.0,,,,,
2024-07-02,3.0199999809265137,3.674999952316284,2.1760001182556152,2.180000066757202,13396200.0,,,,,
2024-07-03,3.240000009536743,3.5,2.651000022888184,3.0,2942200.0,,,,,
2024-07-05,4.0,4.010000228881836,3.059999942779541,3.150000095367432,4636000.0,,,,,
2024-07-08,3.059999942779541,4.590000152587891,2.9600000381469727,4.019999980926514,3813700.0,,,,,
2024-07-09,3.390000104904175,3.4800000190734863,2.9609999656677246,3.109999895095825,1663800.0,,,,,
2024-07-10,3.319999933242798,3.507999897003174,3.039999961853028,3.319999933242798,1215200.0,,,,,
2024-07-11,3.990000009536743,4.0,3.305000066757202,3.390000104904175,2123600.0,,,,,
2024-07-12,3.839999914169312,4.179999828338623,3.6449999809265137,3.9600000381469727,1895000.0,,,,,
2024-07-15,3.609999895095825,3.839999914169312,3.440000057220459,3.839999914169312,1034100.0,,,,,
2024-07-16,4.010000228881836,4.133999824523926,3.660000085830689,3.660000085830689,1425000.0,,,,,
2024-07-17,3.869999885559082,4.039999961853027,3.5899999141693115,4.019999980926514,1581900.0,,,,,
2024-07-18,3.7300000190734863,4.0,3.714999914169312,3.869999885559082,655200.0,,,,,
2024-07-19,3.490000009536743,3.740000009536743,3.470000028610229,3.7200000286102295,830100.0,,,,,
2024-07-22,3.2300000190734863,3.609999895095825,3.119999885559082,3.509999990463257,955400.0,,,,,
2024-07-23,3.3299999237060547,3.5350000858306885,3.200000047683716,3.2100000381469727,528000.0,,,,,
2024-07-24,3.0899999141693115,3.3499999046325684,3.059999942779541,3.25,772400.0,,,,,
2024-07-25,3.0299999713897705,3.2300000190734863,3.0199999809265137,3.0799999237060547,522700.0,,,,,
2024-07-26,2.799999952316284,3.130000114440918,2.7799999713897705,3.109999895095825,845200.0,,,,,
2024-07-29,2.5999999046325684,2.890000104904175,2.5799999237060547,2.880000114440918,1062300.0,,,,,
2024-07-30,2.630000114440918,2.759999990463257,2.595000028610229,2.5999999046325684,561900.0,,,,,
2024-07-31,2.630000114440918,2.759999990463257,2.5799999237060547,2.630000114440918,815800.0,,,,,
2024-08-01,2.309999942779541,2.6700000762939453,2.259999990463257,2.6700000762939453,1088600.0,,,,,
2024-08-02,2.0799999237060547,2.369999885559082,2.069999933242798,2.289999961853028,1167300.0,,,,,
2024-08-05,2.0199999809265137,2.140000104904175,1.7999999523162842,1.899999976158142,1242900.0,,,,,
2024-08-06,2.0199999809265137,2.0899999141693115,1.924999952316284,2.0899999141693115,984000.0,,,,,
2024-08-07,1.850000023841858,2.119999885559082,1.840000033378601,2.049999952316284,1485300.0,,,,,
2024-08-08,1.6699999570846558,1.899999976158142,1.5499999523162842,1.870000004768372,2248500.0,,,,,
2024-08-09,1.7599999904632568,1.7899999618530271,1.659999966621399,1.690000057220459,947000.0,,,,,
2024-08-12,1.6299999952316284,1.809999942779541,1.5850000381469729,1.7599999904632568,1413700.0,,,,,
2024-08-13,1.6799999475479126,1.7649999856948853,1.6299999952316284,1.6399999856948853,944400.0,,,,,
2024-08-14,1.9900000095367432,2.0,1.6399999856948853,1.7000000476837158,1963300.0,,,,,
2024-08-15,2.1600000858306885,2.3499999046325684,2.075000047683716,2.0799999237060547,2223100.0,,,,,
2024-08-16,1.8799999952316284,2.190000057220459,1.840000033378601,2.130000114440918,2045300.0,,,,,
2024-08-19,1.9800000190734863,2.0450000762939453,1.840000033378601,1.840000033378601,1259200.0,,,,,
2024-08-20,1.8899999856948853,1.9800000190734863,1.8350000381469729,1.9600000381469729,780300.0,,,,,
2024-08-21,1.8600000143051147,1.8890000581741333,1.7699999809265137,1.850000023841858,854800.0,,,,,
2024-08-22,1.7899999618530271,1.8899999856948853,1.75,1.8899999856948853,698200.0,,,,,
2024-08-23,2.0,2.009999990463257,1.809999942779541,1.840000033378601,1342300.0,,,,,
2024-08-26,1.9800000190734863,2.069999933242798,1.9049999713897705,2.0,731700.0,,,,,
2024-08-27,1.899999976158142,1.9700000286102293,1.8899999856948853,1.9299999475479128,422200.0,,,,,
2024-08-28,1.8600000143051147,1.919999957084656,1.8200000524520876,1.8899999856948853,464400.0,,,,,
2024-08-29,1.8200000524520876,1.950000047683716,1.809999942779541,1.8899999856948853,607300.0,,,,,
2024-08-30,1.7699999809265137,1.8799999952316284,1.7400000095367432,1.8200000524520876,839100.0,,,,,
2024-09-03,1.7200000286102295,1.7699999809265137,1.6699999570846558,1.7699999809265137,1047300.0,,,,,
2024-09-04,1.690000057220459,1.7599999904632568,1.649999976158142,1.690000057220459,549800.0,,,,,
2024-09-05,1.7000000476837158,1.7289999723434448,1.649999976158142,1.7000000476837158,527800.0,,,,,
2024-09-06,1.690000057220459,1.7100000381469729,1.6399999856948853,1.7000000476837158,434400.0,,,,,
2024-09-09,1.9700000286102293,1.9900000095367432,1.690000057220459,1.7000000476837158,1581200.0,,,,,
2024-09-10,2.069999933242798,2.0999999046325684,1.8200000524520876,1.9299999475479128,955200.0,,,,,
2024-09-11,2.130000114440918,2.1600000858306885,1.9900000095367432,2.039999961853028,799200.0,,,,,
2024-09-12,2.180000066757202,2.25,2.0799999237060547,2.140000104904175,820900.0,,,,,
2024-09-13,2.25,2.255000114440918,2.1449999809265137,2.2300000190734863,876400.0,,,,,
2024-09-16,2.1700000762939453,2.299999952316284,2.1600000858306885,2.259999990463257,625600.0,,,,,
2024-09-17,2.2100000381469727,2.319999933242798,2.180000066757202,2.200000047683716,896200.0,,,,,
2024-09-18,2.2799999713897705,2.375,2.180000066757202,2.200000047683716,794700.0,,,,,
2024-09-19,2.4600000381469727,2.4600000381469727,2.3399999141693115,2.400000095367432,760900.0,,,,,
2024-09-20,2.359999895095825,2.490000009536743,2.2699999809265137,2.490000009536743,5639600.0,,,,,
2024-09-23,2.039999961853028,2.5,2.0299999713897705,2.440000057220459,1344700.0,,,,,
2024-09-24,2.0799999237060547,2.1600000858306885,2.009999990463257,2.059999942779541,640400.0,,,,,
2024-09-25,1.9900000095367432,2.0899999141693115,1.919999957084656,2.069999933242798,991300.0,,,,,
2024-09-26,2.25,2.2799999713897705,2.069999933242798,2.069999933242798,1120200.0,,,,,
2024-09-27,2.400000095367432,2.450000047683716,2.220000028610229,2.2799999713897705,981400.0,,,,,
2024-09-30,2.4200000762939453,2.4800000190734863,2.319999933242798,2.4100000858306885,928200.0,,,,,
2024-10-01,2.2300000190734863,2.4100000858306885,2.1600000858306885,2.390000104904175,552500.0,,,,,
2024-10-02,2.2699999809265137,2.2799999713897705,2.1700000762939453,2.2100000381469727,326600.0,,,,,
2024-10-03,2.190000057220459,2.365000009536743,2.180000066757202,2.2799999713897705,721000.0,,,,,
2024-10-04,2.380000114440918,2.444999933242798,2.240000009536743,2.240000009536743,879200.0,,,,,
2024-10-07,2.4200000762939453,2.490000009536743,2.345000028610229,2.3499999046325684,1445700.0,,,,,
2024-10-08,2.1700000762939453,2.390000104904175,2.150000095367432,2.380000114440918,607600.0,,,,,
2024-10-09,2.180000066757202,2.25,2.1700000762939453,2.2100000381469727,283300.0,,,,,
2024-10-10,2.059999942779541,2.190000057220459,2.009999990463257,2.150000095367432,695200.0,,,,,
2024-10-11,2.140000104904175,2.140000104904175,2.039999961853028,2.039999961853028,462600.0,,,,,
2024-10-14,2.119999885559082,2.1640000343322754,2.0850000381469727,2.150000095367432,283100.0,,,,,
2024-10-15,2.069999933242798,2.140000104904175,2.039999961853028,2.0999999046325684,475900.0,,,,,
2024-10-16,2.200000047683716,2.255000114440918,2.095000028610229,2.109999895095825,674000.0,,,,,
2024-10-17,2.0799999237060547,2.1600000858306885,2.039999961853028,2.150000095367432,592300.0,,,,,
2024-10-18,2.240000009536743,2.25,2.0799999237060547,2.109999895095825,737400.0,,,,,
2024-10-21,2.0899999141693115,2.2100000381469727,2.059999942779541,2.190000057220459,404400.0,,,,,
2024-10-22,2.180000066757202,2.2100000381469727,2.055000066757202,2.119999885559082,583500.0,,,,,
