Date,Close,High,Low,Open,Volume,"('Close', 'PLYM')","('High', 'PLYM')","('Low', 'PLYM')","('Open', 'PLYM')","('Volume', 'PLYM')"
2024-06-03,19.37421989440918,19.670858390429604,19.272251516467723,19.615239114452,208100.0,,,,,
2024-06-04,19.66158676147461,19.689397281457907,19.364948287405188,19.364948287405188,202800.0,,,,,
2024-06-05,19.83771705627441,19.85625740343256,19.59669784753301,19.763557435746662,198900.0,,,,,
2024-06-06,19.680124282836918,19.80990492268946,19.605964674965968,19.69866462683078,122700.0,,,,,
2024-06-07,19.439105987548828,19.568886633225205,19.36494637635001,19.420567410827573,136200.0,,,,,
2024-06-10,19.44837760925293,19.58742666959956,19.151739142352195,19.290788202698824,117600.0,,,,,
2024-06-11,19.48545837402344,19.59669691547191,19.34640931316048,19.355677718193903,126000.0,,,,,
2024-06-12,19.66158676147461,20.15289533921757,19.59669731628502,19.995305928855093,143200.0,,,,,
2024-06-13,19.522537231445312,19.689396811149887,19.37421799795341,19.63377754061661,163900.0,,,,,
2024-06-14,19.420568466186523,19.53180700497741,19.267613265218184,19.383487774519764,244000.0,,,,,
2024-06-17,19.34640884399414,19.596696440235892,19.238876252683003,19.272249228792013,302300.0,,,,,
2024-06-18,19.55961799621582,19.57815834249707,19.30005845259259,19.37421806961284,186400.0,,,,,
2024-06-20,19.41129875183105,19.476188195676094,19.19808830591982,19.448377676269047,133200.0,,,,,
2024-06-21,19.57815742492676,19.652317038471363,19.36494698889445,19.503997811382156,328900.0,,,,,
2024-06-24,19.865528106689453,19.913731949723,19.49472999416404,19.578159790495366,143000.0,,,,,
2024-06-25,19.59669685363769,19.809907298933204,19.39275834955583,19.809907298933204,158600.0,,,,,
2024-06-26,19.36494827270508,19.647682370620608,19.35567809938435,19.42983771784541,268900.0,,,,,
2024-06-27,19.56888771057129,19.578157883494576,19.21662821190516,19.44837723067325,294900.0,,,,,
2024-06-28,20.047090530395508,20.047090530395508,19.456367859407884,19.737664028747243,875900.0,,,,,
2024-07-01,19.66265296936035,19.990833048775052,19.48449955095491,19.96270450294133,196500.0,,,,,
2024-07-02,20.187742233276367,20.22524755798355,19.775172930871804,19.775172930871804,174100.0,,,,,
2024-07-03,20.16898727416992,20.422154904979315,20.103351619168404,20.281505028904675,115300.0,,,,,
2024-07-05,20.09397315979004,20.281503331465306,20.06115533503593,20.11272671348876,122800.0,,,,,
2024-07-08,20.2815055847168,20.38464835308149,20.15023427111629,20.187741382680727,106300.0,,,,,
2024-07-09,20.01896095275879,20.281503553668028,19.906441417771017,20.253375011249084,94100.0,,,,,
2024-07-10,20.30026054382324,20.328390879441177,20.04709288857475,20.159612442608847,83400.0,,,,,
2024-07-11,21.11602020263672,21.18634335173259,20.797216919110568,20.797216919110568,194100.0,,,,,
2024-07-12,21.275421142578125,21.4535745451608,21.162901603924027,21.28479791983575,191400.0,,,,,
2024-07-15,21.74424934387207,21.76300111000946,21.34105686270108,21.47232816784981,216200.0,,,,,
2024-07-16,22.231830596923828,22.26933770835633,21.98804152636262,22.00679329364136,386400.0,,,,,
2024-07-17,22.29746627807617,22.6725284205441,22.12868786685626,22.16619318688437,439400.0,,,,,
2024-07-18,22.325597763061523,22.635024294928552,22.128690782981412,22.128690782981412,425100.0,,,,,
2024-07-19,22.46624565124512,22.53188309909524,22.25058511647891,22.40998677009689,255500.0,,,,,
2024-07-22,22.850685119628903,23.16011163117702,22.400608730473703,22.644399586305173,372900.0,,,,,
2024-07-23,22.96320152282715,23.03821395186112,22.32559498181972,22.85068377349489,537300.0,,,,,
2024-07-24,22.316219329833984,23.16948642378168,22.306844340614752,22.89756702548721,184900.0,,,,,
2024-07-25,22.278715133666992,22.83193252431111,22.275901921384047,22.40060967249003,160800.0,,,,,
2024-07-26,22.71003532409668,22.822554868901506,22.503751578464914,22.59751756772935,233100.0,,,,,
2024-07-29,22.616270065307617,22.775671703069293,22.503750525766325,22.710034261748383,254300.0,,,,,
2024-07-30,22.747541427612305,22.888189511060435,22.644398665146216,22.756918204967167,177900.0,,,,,
2024-07-31,22.42873764038086,22.92569609824369,22.42873764038086,22.691282035024173,401200.0,,,,,
2024-08-01,22.53188133239746,22.963202368110515,22.231829816779204,22.53188133239746,409400.0,,,,,
2024-08-02,22.37248039245605,22.72878900754101,22.15681807940299,22.222455524163703,333400.0,,,,,
2024-08-05,21.556716918945312,21.847389854955487,21.341056411209937,21.74424888385099,287900.0,,,,,
2024-08-06,21.959911346435547,22.100559438416475,21.46295284710291,21.66923838454996,275100.0,,,,,
2024-08-07,21.716121673583984,22.15681952948002,21.66923956983844,22.06305532198893,215400.0,,,,,
2024-08-08,21.800508499145508,22.006792236805328,21.734872845728177,21.950533360795816,187500.0,,,,,
2024-08-09,21.87552070617676,21.913027815424336,21.622353084067814,21.800508276119004,204900.0,,,,,
2024-08-12,21.7348747253418,21.8286407190914,21.631731953373475,21.809887162653965,145100.0,,,,,
2024-08-13,22.025545120239254,22.06305222872726,21.805195328965688,21.96928624594463,84800.0,,,,,
2024-08-14,22.05367851257324,22.19432661204993,21.950535738352784,22.119314173099852,279000.0,,,,,
2024-08-15,22.213077545166016,22.47562015626185,22.10055800581251,22.35372562802984,239200.0,,,,,
2024-08-16,21.97866439819336,22.409985442167358,21.96928762048469,22.184948142471683,434400.0,,,,,
2024-08-19,22.08180427551269,22.18494703672976,21.941156193767767,22.025545400502203,236500.0,,,,,
2024-08-20,22.1380672454834,22.18026185324679,21.94115847977504,22.04430125173835,158100.0,,,,,
2024-08-21,22.494373321533203,22.513126875840413,22.11462189478041,22.138064731883105,179900.0,,,,,
2024-08-22,22.597517013549805,22.62564555773307,22.35372616281597,22.522504581665352,223100.0,,,,,
2024-08-23,22.86943817138672,22.97258094384277,22.550634864193075,22.76629718736825,249600.0,,,,,
2024-08-26,22.906944274902344,23.085099477173767,22.785047951292288,23.05696914362433,189400.0,,,,,
2024-08-27,22.86005973815918,23.160111255541924,22.69128310695555,22.90694362608029,191700.0,,,,,
2024-08-28,22.344350814819336,22.944450308288022,22.28809193441604,22.944450308288022,166300.0,,,,,
2024-08-29,22.222455978393555,22.424052234614084,22.03492399497619,22.38185762776705,240900.0,,,,,
2024-08-30,22.447492599487305,22.470933649588787,22.109935755026036,22.184948188413266,340700.0,,,,,
2024-09-03,22.2412052154541,22.35372475038993,22.119310692007847,22.250581992401862,302900.0,,,,,
2024-09-04,21.959911346435547,22.363103854968397,21.781756142759694,22.184948651292537,662900.0,,,,,
2024-09-05,21.69736671447754,22.15681809755393,21.603602513046138,22.10055921900759,418000.0,,,,,
2024-09-06,21.35043334960937,21.88489712866006,21.15352460612696,21.791131145498785,538500.0,,,,,
2024-09-09,21.425447463989254,21.62235443452496,21.341058251348954,21.37856357450158,214500.0,,,,,
2024-09-10,21.54734230041504,21.71612072805048,21.434824540949776,21.434824540949776,392100.0,,,,,
2024-09-11,21.41607093811035,21.472329817720087,20.86285355470825,21.378563826078835,876500.0,,,,,
2024-09-12,21.519210815429688,21.64110533627358,21.331678857352767,21.528585803739965,173700.0,,,,,
2024-09-13,21.659860610961918,21.74424981995876,21.57547140196507,21.74424981995876,245400.0,,,,,
2024-09-16,21.75362777709961,21.92240441580822,21.725497443096074,21.79113310066679,240100.0,,,,,
2024-09-17,21.725496292114254,21.894274710318797,21.55671787390972,21.838015833729763,237800.0,,,,,
2024-09-18,21.54734230041504,21.941158035418542,21.53796552238668,21.68799039396539,242900.0,,,,,
2024-09-19,21.819263458251957,21.913029449927546,21.55109261475351,21.913029449927546,227400.0,,,,,
2024-09-20,21.13477325439453,21.65986026657478,21.097266145020093,21.49108185126463,661100.0,,,,,
2024-09-23,21.181655883789062,21.444200290680996,21.162902328631613,21.26604509356013,191000.0,,,,,
2024-09-24,21.369186401367188,21.430132768816907,21.09632809427555,21.172277662515683,179700.0,,,,,
2024-09-25,21.359811782836918,21.491083096377995,21.341058227063183,21.406693883833725,297300.0,,,,,
2024-09-26,21.35043334960937,21.57078135333539,21.30354946381005,21.434822555610783,281600.0,,,,,
2024-09-27,21.41607093811035,21.622354688971075,21.350435280492736,21.500460151743724,246300.0,,,,,
2024-09-30,21.41607093811035,21.57716534660339,21.269190157374712,21.39711822948064,254800.0,,,,,
2024-10-01,21.150739669799805,21.425548538625407,20.856979898672,21.39711947402728,273100.0,,,,,
2024-10-02,20.866453170776367,20.98016579750948,20.64850246334656,20.98016579750948,237400.0,,,,,
2024-10-03,20.80959701538086,20.84750243282502,20.629551704810453,20.752740696644405,260800.0,,,,,
2024-10-04,20.75273895263672,20.913833348376865,20.56321730363219,20.87592974154781,208000.0,,,,,
2024-10-07,20.41160011291504,20.591645415865383,20.36421834311518,20.553741807455204,212100.0,,,,,
2024-10-08,20.5063591003418,20.56321722150273,20.250504784836085,20.49688274681497,269900.0,,,,,
2024-10-09,20.27893447875977,20.55374334182475,20.165221837610687,20.440028893245827,181000.0,,,,,
2024-10-10,19.7956485748291,20.12257644091177,19.610864202223905,20.098884653712464,397000.0,,,,,
2024-10-11,20.14626693725586,20.155743290892648,19.81934087022001,19.861981750441096,304200.0,,,,,
2024-10-14,20.29788398742676,20.35474029903592,20.004124268778263,20.136789598342837,132600.0,,,,,
2024-10-15,20.5063591003418,20.648502595814517,20.34526470524506,20.37369376582553,285300.0,,,,,
2024-10-16,20.875932693481445,20.96121808019352,20.58691019489384,20.62955288824988,176000.0,,,,,
2024-10-17,20.57269287109375,20.80959629968265,20.364218504610218,20.80959629968265,318400.0,,,,,
2024-10-18,20.44950485229492,20.6200756181485,20.43055214332679,20.60112290918037,148000.0,,,,,
2024-10-21,19.805126190185547,20.44950380258658,19.776698935622377,20.44950380258658,163600.0,,,,,
2024-10-22,19.966218948364254,19.975695301581176,19.67245922835809,19.748268246663866,175700.0,,,,,
2024-10-23,20.136791229248047,20.17469664501054,19.86198238725911,19.890411449080972,207600.0,,,,,
2024-10-24,19.994651794433597,20.22207889241913,19.8714609867144,20.136793504745818,180100.0,,,,,
2024-10-25,19.65350914001465,20.10836331044148,19.54927104817233,20.10836331044148,249400.0,,,,,
2024-10-28,19.44503402709961,19.776699191590467,19.39765225649821,19.767222837470182,246000.0,,,,,
2024-10-29,19.283939361572266,19.435557410590363,19.16548764781252,19.388175640628635,445200.0,,,,,
2024-10-30,19.492414474487305,19.681937946741435,19.317106437481595,19.340796419655916,286100.0,,,,,
2024-10-31,19.255510330200195,19.59665184474798,19.255510330200195,19.46398650350372,249800.0,,,,,
2024-11-01,19.14179801940918,19.3976523522001,19.009130868500456,19.331319680460613,280000.0,,,,,
2024-11-04,19.13232040405273,19.492412801514234,19.080201363284573,19.179700364334906,254500.0,,,,,
2024-11-05,19.236557006835938,19.31710510960742,18.86698824951761,19.05651170874374,270400.0,,,,,
2024-11-06,20.184171676635746,20.288409765058184,19.44503412579952,19.73879387530033,796700.0,,,,,
2024-11-07,19.60612678527832,19.98517188109928,19.41660333365305,19.473459646168795,576900.0,,,,,
2024-11-08,19.805126190185547,19.914101550013704,18.999654174684256,19.24603395633346,601500.0,,,,,
2024-11-11,19.767223358154297,19.96622137763273,19.66298526751524,19.87145964136357,357500.0,,,,,
2024-11-12,18.620609283447266,19.748270119169856,18.611132929331813,19.67246109367597,414800.0,,,,,
2024-11-13,18.52584648132324,18.739059918050412,18.426347479993773,18.66798997742778,419500.0,,,,,
2024-11-14,17.644567489624023,18.525846692422327,17.57823301388554,18.525846692422327,615500.0,,,,,
2024-11-15,17.417139053344727,17.72037695632759,17.331855482971385,17.72037695632759,450200.0,,,,,
2024-11-18,17.3981876373291,17.445567598068987,17.132855157868676,17.426614890801172,375500.0,,,,,
2024-11-19,17.597187042236328,17.758281451977904,17.38871266798302,17.559283432112903,432600.0,,,,,
2024-11-20,17.748804092407227,17.81513676193889,17.445567998874093,17.492947960702512,431900.0,,,,,
2024-11-21,17.796186447143555,18.070993488162728,17.701424712939453,17.7677573846534,329200.0,,,,,
2024-11-22,17.796186447143555,18.123112532346468,17.748804676326632,17.928851790571446,359900.0,,,,,
2024-11-25,17.93832778930664,18.251040240783297,17.900422373404155,17.92885143533102,603200.0,,,,,
2024-11-26,17.786710739135742,17.881472476782346,17.530854589718853,17.805663448151023,431800.0,,,,,
2024-11-27,17.834089279174805,18.03308909307417,17.729851195349916,17.900421947998037,294900.0,,,,,
2024-11-29,17.75827980041504,17.96201688224105,17.73932709340108,17.871994235069174,139800.0,,,,,
2024-12-02,17.834089279174805,17.938327362999694,17.568758603881875,17.70142394152834,312100.0,,,,,
2024-12-03,17.49294662475586,17.90989712523601,17.417137607162154,17.90989712523601,214400.0,,,,,
2024-12-04,17.502424240112305,17.549806009168886,17.350806193990604,17.43609157086277,241000.0,,,,,
2024-12-05,17.67299461364746,17.682470967254908,17.398187588750087,17.398187588750087,243400.0,,,,,
2024-12-06,17.568758010864258,17.94496002416604,17.352701490478808,17.72037605089382,339900.0,,,,,
2024-12-09,18.18470764160156,18.213134896210047,17.54412020829254,17.578233636794607,455300.0,,,,,
2024-12-10,17.843564987182617,18.22261008633355,17.815135926960195,18.22261008633355,396500.0,,,,,
2024-12-11,17.767757415771484,18.06151716563191,17.677734762206285,17.900422759431724,335700.0,,,,,
2024-12-12,17.72985076904297,17.919374224634907,17.701423515904917,17.777232536655767,260900.0,,,,,
2024-12-13,17.93832778930664,17.957280497257884,17.516639978254904,17.815136995053276,256500.0,,,,,
2024-12-16,17.9572811126709,18.08994645801674,17.77723399582313,17.843566668496052,566800.0,,,,,
2024-12-17,18.09942054748535,18.20365681688666,17.886207120981123,17.909897100052806,526100.0,,,,,
2024-12-18,16.924381256103516,18.118374734693557,16.867523132768493,18.108898380804384,553600.0,,,,,
2024-12-19,16.488479614257812,17.085477315195472,16.45057600245297,16.943333800495164,365600.0,,,,,
2024-12-20,17.05704689025879,17.21814129429731,16.317907541006207,16.317907541006207,567300.0,,,,,
2024-12-23,17.009666442871094,17.03809369679003,16.763286666805506,17.03809369679003,314300.0,,,,,
2024-12-24,17.009666442871094,17.03809369679003,16.872262024163994,17.01914098922429,128400.0,,,,,
2024-12-26,17.00019073486328,17.170761494574947,16.83909632929446,16.91490535500745,164200.0,,,,,
2024-12-27,16.801191329956055,17.066523830255537,16.749072284590998,16.839096747468748,252200.0,,,,,
2024-12-30,16.886476516723633,16.886476516723633,16.479002320321495,16.77276388035964,259200.0,,,,,
2024-12-31,17.097797393798828,17.12661456705307,16.87687122849678,17.097797393798828,292100.0,,,,,
2025-01-02,16.627126693725586,17.16503622981136,16.588705630922014,17.16503622981136,171100.0,,,,,
