Date,Close,High,Low,Open,Volume,"('Close', 'SCCO')","('High', 'SCCO')","('Low', 'SCCO')","('Open', 'SCCO')","('Volume', 'SCCO')"
2024-06-03,108.43727111816406,111.95035937324752,106.99456982652671,111.57563319961004,1322738.0,,,,,
2024-06-04,103.21917724609376,106.5542662141796,101.57973446559748,106.048384001093,2446829.0,,,,,
2024-06-05,104.78366088867188,105.8610031777425,103.9967249236007,104.18409168159532,1663881.0,,,,,
2024-06-06,106.66667938232422,106.70414831744476,103.52832467799142,104.8773462617034,1018379.0,,,,,
2024-06-07,102.02003479003906,104.14661771597098,101.94508955799876,102.9568538726316,1560539.0,,,,,
2024-06-10,103.35033416748048,103.7531694402641,102.32919513362437,103.1254984445936,1559817.0,,,,,
2024-06-11,100.91458892822266,101.76709559189008,99.12525576657842,101.00826863234929,1349733.0,,,,,
2024-06-12,101.2424774169922,104.71809700272118,100.93332922061047,104.2215820230965,2066843.0,,,,,
2024-06-13,99.36882019042967,100.9239503196407,98.55378987410234,100.9239503196407,1170352.0,,,,,
2024-06-14,99.58428192138672,100.24006186051764,97.46706637888236,97.72000375753848,1025694.0,,,,,
2024-06-17,98.61000061035156,99.04094493047032,97.28908067590255,97.9354934739918,1194462.0,,,,,
2024-06-18,101.18626403808594,101.551622969853,98.3476903222829,98.55379155428592,992827.0,,,,,
2024-06-20,103.55642700195312,104.22157424611684,102.26360881314903,103.50021623475683,1033009.0,,,,,
2024-06-21,102.22614288330078,102.99433708642832,100.98953542533611,102.36666612333414,1872626.0,,,,,
2024-06-24,103.03180694580078,104.22157824386376,101.87014471450294,102.58213551933711,1155928.0,,,,,
2024-06-25,102.30107879638672,103.03179663228956,101.19562744509729,102.26360249917722,822616.0,,,,,
2024-06-26,101.91698455810548,102.08561686005464,100.98953267200643,101.9919297931348,855380.0,,,,,
2024-06-27,100.9239501953125,102.61022895496008,100.24943574578258,102.46033849154836,735450.0,,,,,
2024-06-28,100.9333267211914,103.68758817352897,100.7459599425882,102.9662301262045,944710.0,,,,,
2024-07-01,101.77645874023438,103.31284706562998,101.56099027446842,102.16992673729082,766257.0,,,,,
2024-07-02,102.99433135986328,103.59389322310804,100.8958427459746,101.02699874460372,915758.0,,,,,
2024-07-03,108.6995849609375,109.63641145714804,105.2989181824966,105.30828541647384,1084011.0,,,,,
2024-07-05,109.37409973144533,111.44447937108868,109.33662343126196,110.73249594520423,899066.0,,,,,
2024-07-08,109.09305572509766,110.0205076465498,108.00633872948188,108.52159552464916,1103690.0,,,,,
2024-07-09,107.72528076171876,109.60829347069254,107.65970276503744,108.6433653510799,838895.0,,,,,
2024-07-10,108.98999786376952,109.5427235777541,107.93138996951728,108.24991274327256,1100084.0,,,,,
2024-07-11,107.35055541992188,109.9642933452701,106.19826053481056,109.6082942953634,1049598.0,,,,,
2024-07-12,107.9220199584961,108.9806278255076,106.4324677935691,107.0788805583536,783154.0,,,,,
2024-07-15,105.4675521850586,107.44424478306168,104.05294518398487,106.71352687929352,833022.0,,,,,
2024-07-16,104.73682403564452,105.00850327459572,101.76709423909983,104.00609878780192,1164480.0,,,,,
2024-07-17,102.94749450683594,104.53072646251726,102.53529201702332,104.28714891663806,932140.0,,,,,
2024-07-18,97.41085815429688,102.58212311856056,96.98928848138252,102.12307714921572,1794115.0,,,,,
2024-07-19,97.7106475830078,100.0058702655484,96.36162598497089,96.59582892449372,1412377.0,,,,,
2024-07-22,98.27274322509766,99.04094479443,96.98929959318713,98.51632076935968,1530247.0,,,,,
2024-07-23,99.01283264160156,99.09714511038048,95.19996343708604,97.11108533835488,1426905.0,,,,,
2024-07-24,97.59822845458984,100.10891211718156,97.1860259997604,99.5936627307334,942649.0,,,,,
2024-07-25,97.74812316894533,98.55379364683915,95.04070539458388,96.5958282191493,1532823.0,,,,,
2024-07-26,98.75989532470705,99.46251150546352,97.5982331359068,99.21893396857324,753893.0,,,,,
2024-07-29,97.29844665527344,99.16272505977015,97.1391889484312,97.44834449226474,1128830.0,,,,,
2024-07-30,94.75965881347656,97.02676504683556,94.32872187359656,96.12742223187422,1726010.0,,,,,
2024-07-31,99.8747100830078,100.72721670050431,98.28211101404295,99.0596723994616,1887050.0,,,,,
2024-08-01,95.76204681396484,99.481235944287,94.86269672042614,98.37578463422534,1469973.0,,,,,
2024-08-02,93.20452880859376,94.7034482314788,92.04286662406672,94.7034482314788,1060210.0,,,,,
2024-08-05,91.31214904785156,91.78992952343152,85.11037746333943,86.01909488107306,1849649.0,,,,,
2024-08-06,92.93284606933594,95.125014353971,90.29100639328595,90.86246654810888,1321811.0,,,,,
2024-08-07,90.90931701660156,94.31935110299328,90.75005930717852,93.96335938324762,1089987.0,,,,,
