Date,Close,High,Low,Open,Volume,"('Close', 'CAVA')","('High', 'CAVA')","('Low', 'CAVA')","('Open', 'CAVA')","('Volume', 'CAVA')"
2024-06-03,88.0,91.95999908447266,86.0,89.5,4845700.0,,,,,
2024-06-04,88.33999633789062,89.66999816894531,85.13999938964844,88.29000091552734,4191100.0,,,,,
2024-06-05,92.04000091552734,92.5260009765625,87.04000091552734,89.3499984741211,2995900.0,,,,,
2024-06-06,85.04000091552734,89.0199966430664,83.37999725341797,87.18000030517578,7824900.0,,,,,
2024-06-07,85.04000091552734,86.7300033569336,84.12999725341797,84.66000366210938,3153900.0,,,,,
2024-06-10,88.7699966430664,89.1500015258789,84.55000305175781,84.62000274658203,3530000.0,,,,,
2024-06-11,89.9000015258789,90.0,85.86000061035156,87.75,2396600.0,,,,,
2024-06-12,91.5199966430664,92.61000061035156,89.12000274658203,90.20999908447266,2700600.0,,,,,
2024-06-13,92.5199966430664,93.18000030517578,89.75,92.4000015258789,2387500.0,,,,,
2024-06-14,89.93000030517578,91.81999969482422,88.02999877929688,91.61000061035156,2501400.0,,,,,
2024-06-17,93.94000244140624,94.77999877929688,89.18599700927734,90.05000305175781,3416200.0,,,,,
2024-06-18,95.38999938964844,96.93000030517578,93.13600158691406,94.0,2560900.0,,,,,
2024-06-20,92.2300033569336,97.64099884033205,90.62000274658205,95.75,3316400.0,,,,,
2024-06-21,92.44000244140624,92.83000183105467,87.5199966430664,91.01000213623048,2743700.0,,,,,
2024-06-24,90.9000015258789,93.38800048828124,89.56999969482422,91.8000030517578,2172000.0,,,,,
2024-06-25,93.11000061035156,93.1999969482422,89.76000213623047,92.19000244140624,1942100.0,,,,,
2024-06-26,91.79000091552734,94.5999984741211,90.3499984741211,92.86000061035156,2009300.0,,,,,
2024-06-27,91.56999969482422,92.3499984741211,89.22000122070312,91.8499984741211,1729900.0,,,,,
2024-06-28,92.75,94.0999984741211,91.19000244140624,91.73999786376952,5194700.0,,,,,
2024-07-01,95.2699966430664,96.16000366210938,91.6999969482422,93.75,2812500.0,,,,,
2024-07-02,94.58999633789062,95.9800033569336,92.81600189208984,94.5,1903400.0,,,,,
2024-07-03,94.91999816894533,96.4499969482422,94.02999877929688,94.9800033569336,1193500.0,,,,,
2024-07-05,94.98999786376952,95.51000213623048,93.3000030517578,95.51000213623048,1318000.0,,,,,
2024-07-08,94.73999786376952,98.69000244140624,93.88999938964844,96.0,2882100.0,,,,,
2024-07-09,90.23999786376952,95.8499984741211,89.16000366210938,94.47000122070312,3394300.0,,,,,
2024-07-10,85.30000305175781,90.0,83.55999755859375,89.94999694824219,5916400.0,,,,,
2024-07-11,85.19000244140625,87.97000122070312,83.86000061035156,85.69000244140625,2598200.0,,,,,
2024-07-12,84.25,86.77999877929688,83.43000030517578,85.45999908447266,3446400.0,,,,,
2024-07-15,86.62999725341797,87.30000305175781,83.91000366210938,84.5,2650800.0,,,,,
2024-07-16,87.5,88.55000305175781,85.2300033569336,87.0999984741211,2245400.0,,,,,
2024-07-17,81.4800033569336,87.30000305175781,80.5,85.1500015258789,3419400.0,,,,,
2024-07-18,79.98999786376953,81.69999694824219,78.11000061035156,80.61000061035156,3209300.0,,,,,
2024-07-19,79.98999786376953,81.55400085449219,79.01000213623047,79.98999786376953,1433500.0,,,,,
