Date,Close,High,Low,Open,Volume,"('Close', 'NRSN')","('High', 'NRSN')","('Low', 'NRSN')","('Open', 'NRSN')","('Volume', 'NRSN')"
2024-06-03,1.1299999952316284,1.1740000247955322,1.100000023841858,1.159999966621399,46900.0,,,,,
2024-06-04,1.1799999475479126,1.2489999532699585,1.100000023841858,1.1100000143051147,189600.0,,,,,
2024-06-05,1.1699999570846558,1.2300000190734863,1.10099995136261,1.1799999475479126,75300.0,,,,,
2024-06-06,1.1399999856948853,1.2100000381469729,1.100000023841858,1.2000000476837158,24400.0,,,,,
2024-06-07,1.100000023841858,1.1299999952316284,1.059999942779541,1.116000056266785,85300.0,,,,,
2024-06-10,1.0399999618530271,1.0850000381469729,0.949999988079071,1.0800000429153442,195500.0,,,,,
2024-06-11,1.0099999904632568,1.0509999990463257,0.959999978542328,1.0399999618530271,51200.0,,,,,
2024-06-12,1.0299999713897705,1.1299999952316284,1.0,1.0,127500.0,,,,,
2024-06-13,1.0199999809265137,1.069000005722046,1.0,1.059999942779541,32200.0,,,,,
2024-06-14,0.9700000286102296,1.0399999618530271,0.9520000219345092,1.0399999618530271,64600.0,,,,,
2024-06-17,0.9330000281333924,1.0,0.828000009059906,0.977999985218048,274700.0,,,,,
2024-06-18,0.9200000166893004,0.959999978542328,0.8820000290870667,0.921999990940094,28700.0,,,,,
2024-06-20,0.8999999761581421,0.9520000219345092,0.8399999737739563,0.9300000071525574,57300.0,,,,,
2024-06-21,0.8980000019073486,0.9399999976158142,0.8209999799728394,0.9100000262260436,64000.0,,,,,
2024-06-24,0.8450000286102295,0.8899999856948853,0.800000011920929,0.8410000205039978,122500.0,,,,,
2024-06-25,0.8460000157356262,0.8500000238418579,0.800000011920929,0.8399999737739563,32300.0,,,,,
2024-06-26,0.8519999980926514,0.8519999980926514,0.6980000138282776,0.8069999814033508,132100.0,,,,,
2024-06-27,1.0199999809265137,1.0399999618530271,0.8700000047683716,0.8700000047683716,211600.0,,,,,
2024-06-28,1.1200000047683716,1.1399999856948853,0.9589999914169312,1.0199999809265137,510000.0,,,,,
2024-07-01,1.0800000429153442,1.1299999952316284,0.9800000190734864,1.059999942779541,1436200.0,,,,,
2024-07-02,1.2400000095367432,1.5,1.0700000524520874,1.090000033378601,2511100.0,,,,,
2024-07-03,1.3200000524520874,1.399999976158142,1.2400000095367432,1.340000033378601,466300.0,,,,,
2024-07-05,1.2300000190734863,1.3200000524520874,1.0499999523162842,1.2999999523162842,350900.0,,,,,
2024-07-08,1.149999976158142,1.2699999809265137,1.100000023841858,1.2699999809265137,392100.0,,,,,
2024-07-09,0.9300000071525574,1.399999976158142,0.9070000052452089,1.2100000381469729,880400.0,,,,,
2024-07-10,0.9700000286102296,0.9900000095367432,0.9100000262260436,0.9449999928474426,272200.0,,,,,
2024-07-11,1.0299999713897705,1.100000023841858,0.9700000286102296,0.9700000286102296,249900.0,,,,,
2024-07-12,1.0099999904632568,1.0499999523162842,0.8669999837875366,1.0299999713897705,352800.0,,,,,
2024-07-15,0.9240000247955322,1.0299999713897705,0.8999999761581421,1.0099999904632568,198900.0,,,,,
2024-07-16,0.8790000081062317,0.959999978542328,0.7850000262260437,0.959999978542328,498200.0,,,,,
2024-07-17,0.7879999876022339,0.8709999918937683,0.7300000190734863,0.8709999918937683,669800.0,,,,,
2024-07-18,0.7599999904632568,0.7879999876022339,0.699999988079071,0.7699999809265137,318900.0,,,,,
