Date,Close,High,Low,Open,Volume,"('Close', 'OCGN')","('High', 'OCGN')","('Low', 'OCGN')","('Open', 'OCGN')","('Volume', 'OCGN')"
2024-06-03,1.7000000476837158,1.7799999713897705,1.6699999570846558,1.7300000190734863,3801100.0,,,,,
2024-06-04,1.7899999618530271,1.7999999523162842,1.6699999570846558,1.7200000286102295,4288200.0,,,,,
2024-06-05,1.809999942779541,1.850000023841858,1.75,1.7699999809265137,3106900.0,,,,,
2024-06-06,1.7300000190734863,1.840000033378601,1.7100000381469729,1.7999999523162842,3320700.0,,,,,
2024-06-07,1.600000023841858,1.7000000476837158,1.5700000524520874,1.690000057220459,5126500.0,,,,,
2024-06-10,1.5499999523162842,1.659999966621399,1.5399999618530271,1.6200000047683716,4018100.0,,,,,
2024-06-11,1.524999976158142,1.5499999523162842,1.4700000286102295,1.5399999618530271,3302000.0,,,,,
2024-06-12,1.5399999618530271,1.649999976158142,1.5099999904632568,1.5700000524520874,3615600.0,,,,,
2024-06-13,1.5199999809265137,1.5950000286102295,1.5,1.5499999523162842,2801000.0,,,,,
2024-06-14,1.4199999570846558,1.5149999856948853,1.399999976158142,1.5099999904632568,4692100.0,,,,,
2024-06-17,1.340000033378601,1.496000051498413,1.340000033378601,1.440000057220459,5777500.0,,,,,
2024-06-18,1.3799999952316284,1.4249999523162842,1.340000033378601,1.3700000047683716,3851100.0,,,,,
2024-06-20,1.284999966621399,1.3799999952316284,1.2599999904632568,1.3600000143051147,5249900.0,,,,,
2024-06-21,1.3300000429153442,1.350000023841858,1.2799999713897705,1.2999999523162842,16535600.0,,,,,
2024-06-24,1.2599999904632568,1.3650000095367432,1.2100000381469729,1.350000023841858,6228600.0,,,,,
2024-06-25,1.1799999475479126,1.2999999523162842,1.1699999570846558,1.2400000095367432,4238800.0,,,,,
2024-06-26,1.2799999713897705,1.3079999685287476,1.149999976158142,1.2100000381469729,5668900.0,,,,,
2024-06-27,1.4299999475479126,1.4299999475479126,1.2450000047683716,1.2699999809265137,7678400.0,,,,,
2024-06-28,1.5499999523162842,1.5950000286102295,1.399999976158142,1.5099999904632568,42033400.0,,,,,
2024-07-01,1.625,1.6399999856948853,1.4900000095367432,1.5299999713897705,7729400.0,,,,,
2024-07-02,1.6100000143051147,1.75,1.5800000429153442,1.590000033378601,5895700.0,,,,,
2024-07-03,1.6399999856948853,1.7000000476837158,1.5700000524520874,1.590000033378601,2679800.0,,,,,
2024-07-05,1.7100000381469729,1.7100000381469729,1.559999942779541,1.6399999856948853,5255400.0,,,,,
2024-07-08,1.7450000047683716,1.7599999904632568,1.649999976158142,1.690000057220459,6142300.0,,,,,
2024-07-09,1.8049999475479128,1.830000042915344,1.7200000286102295,1.7300000190734863,5538500.0,,,,,
2024-07-10,1.809999942779541,1.809999942779541,1.725000023841858,1.7599999904632568,4287700.0,,,,,
2024-07-11,1.840000033378601,1.8799999952316284,1.7899999618530271,1.809999942779541,5556900.0,,,,,
2024-07-12,1.8799999952316284,1.899999976158142,1.7699999809265137,1.7999999523162842,5398300.0,,,,,
2024-07-15,1.909999966621399,1.940000057220459,1.8200000524520876,1.8600000143051147,5046200.0,,,,,
2024-07-16,1.950000047683716,1.9789999723434448,1.8899999856948853,1.9299999475479128,4708800.0,,,,,
2024-07-17,1.830000042915344,1.9299999475479128,1.7999999523162842,1.899999976158142,5915100.0,,,,,
2024-07-18,1.6349999904632568,1.7999999523162842,1.5800000429153442,1.75,6261500.0,,,,,
2024-07-19,1.659999966621399,1.7699999809265137,1.6200000047683716,1.6399999856948853,3455200.0,,,,,
2024-07-22,1.6399999856948853,1.690000057220459,1.600000023841858,1.6699999570846558,3116600.0,,,,,
2024-07-23,1.7000000476837158,1.7200000286102295,1.6100000143051147,1.6100000143051147,3173300.0,,,,,
2024-07-24,1.600000023841858,1.7000000476837158,1.5800000429153442,1.7000000476837158,2491000.0,,,,,
2024-07-25,1.6299999952316284,1.6699999570846558,1.5700000524520874,1.5700000524520874,2338700.0,,,,,
2024-07-26,1.6399999856948853,1.659999966621399,1.5800000429153442,1.6299999952316284,2392700.0,,,,,
2024-07-29,1.4800000190734863,1.659000039100647,1.4800000190734863,1.6200000047683716,4206400.0,,,,,
2024-07-30,1.4700000286102295,1.5499999523162842,1.3899999856948853,1.5,5988000.0,,,,,
2024-07-31,1.4049999713897705,1.5,1.3899999856948853,1.4900000095367432,5608900.0,,,,,
2024-08-01,1.2999999523162842,1.4199999570846558,1.25,1.2999999523162842,23740400.0,,,,,
2024-08-02,1.225000023841858,1.2799999713897705,1.2000000476837158,1.2799999713897705,5810100.0,,,,,
2024-08-05,1.215000033378601,1.2699999809265137,1.0800000429153442,1.1799999475479126,7924700.0,,,,,
2024-08-06,1.2949999570846558,1.3700000047683716,1.2699999809265137,1.3300000429153442,4887400.0,,,,,
2024-08-07,1.1799999475479126,1.3700000047683716,1.1799999475479126,1.3700000047683716,5848100.0,,,,,
2024-08-08,1.2799999713897705,1.3049999475479126,1.1699999570846558,1.2699999809265137,4634300.0,,,,,
2024-08-09,1.25,1.2699999809265137,1.2000000476837158,1.2699999809265137,3178400.0,,,,,
2024-08-12,1.2999999523162842,1.3200000524520874,1.25,1.2599999904632568,4296100.0,,,,,
2024-08-13,1.3200000524520874,1.350000023841858,1.2799999713897705,1.3200000524520874,3112300.0,,,,,
2024-08-14,1.2799999713897705,1.3300000429153442,1.2699999809265137,1.3300000429153442,2235300.0,,,,,
2024-08-15,1.309999942779541,1.3200000524520874,1.2799999713897705,1.2799999713897705,3269500.0,,,,,
2024-08-16,1.2400000095367432,1.309999942779541,1.2200000286102295,1.2999999523162842,3960100.0,,,,,
2024-08-19,1.2899999618530271,1.309999942779541,1.2400000095367432,1.2599999904632568,2988900.0,,,,,
2024-08-20,1.2100000381469729,1.274999976158142,1.2000000476837158,1.2599999904632568,6741200.0,,,,,
2024-08-21,1.2899999618530271,1.2999999523162842,1.2000000476837158,1.2000000476837158,3412900.0,,,,,
2024-08-22,1.2300000190734863,1.2999999523162842,1.2200000286102295,1.2899999618530271,2337200.0,,,,,
2024-08-23,1.2999999523162842,1.2999999523162842,1.2300000190734863,1.25,2868700.0,,,,,
2024-08-26,1.3600000143051147,1.399999976158142,1.2799999713897705,1.2799999713897705,4798500.0,,,,,
2024-08-27,1.3300000429153442,1.3899999856948853,1.309999942779541,1.3799999952316284,3017300.0,,,,,
2024-08-28,1.2899999618530271,1.3300000429153442,1.2400000095367432,1.3200000524520874,4108500.0,,,,,
2024-08-29,1.2699999809265137,1.3300000429153442,1.2699999809265137,1.315000057220459,2585000.0,,,,,
2024-08-30,1.2999999523162842,1.309999942779541,1.2599999904632568,1.2799999713897705,2499500.0,,,,,
2024-09-03,1.2100000381469729,1.2999999523162842,1.1799999475479126,1.2999999523162842,5364400.0,,,,,
2024-09-04,1.159999966621399,1.2000000476837158,1.159999966621399,1.1950000524520874,2546900.0,,,,,
2024-09-05,1.1799999475479126,1.190000057220459,1.1399999856948853,1.149999976158142,3970800.0,,,,,
2024-09-06,1.1399999856948853,1.2000000476837158,1.1200000047683716,1.190000057220459,3594600.0,,,,,
2024-09-09,1.25,1.25,1.1299999952316284,1.149999976158142,4091500.0,,,,,
2024-09-10,1.2400000095367432,1.25,1.190000057220459,1.2200000286102295,2362900.0,,,,,
2024-09-11,1.2300000190734863,1.2680000066757202,1.2100000381469729,1.2400000095367432,2342200.0,,,,,
2024-09-12,1.2000000476837158,1.2400000095367432,1.190000057220459,1.2300000190734863,2097500.0,,,,,
2024-09-13,1.2100000381469729,1.2300000190734863,1.1799999475479126,1.2100000381469729,3564500.0,,,,,
2024-09-16,1.1699999570846558,1.2389999628067017,1.159999966621399,1.2200000286102295,3393800.0,,,,,
2024-09-17,1.1200000047683716,1.2050000429153442,1.100000023841858,1.2000000476837158,5320800.0,,,,,
2024-09-18,1.1200000047683716,1.1799999475479126,1.100000023841858,1.1299999952316284,3512800.0,,,,,
2024-09-19,1.1399999856948853,1.1699999570846558,1.1200000047683716,1.1299999952316284,3019500.0,,,,,
2024-09-20,1.1100000143051147,1.149999976158142,1.090000033378601,1.1399999856948853,6182800.0,,,,,
2024-09-23,1.0399999618530271,1.1200000047683716,1.0399999618530271,1.1200000047683716,4388800.0,,,,,
2024-09-24,0.9760000109672546,1.0399999618530271,0.9359999895095824,1.0299999713897705,9479200.0,,,,,
2024-09-25,1.024999976158142,1.059999942779541,0.9900000095367432,0.9900000095367432,3046900.0,,,,,
