Date,Close,High,Low,Open,Volume,"('Close', 'VIVK')","('High', 'VIVK')","('Low', 'VIVK')","('Open', 'VIVK')","('Volume', 'VIVK')"
2024-06-03,1.5280460119247437,1.5957449674606323,1.4701160192489624,1.5377180576324463,41980.0,,,,,
2024-06-04,1.5957449674606323,1.644003987312317,1.5280460119247437,1.5280460119247437,23885.0,,,,,
2024-06-05,1.6343330144882202,1.6924560070037842,1.5377180576324463,1.6344289779663086,40946.0,,,,,
2024-06-06,1.6490329504013062,1.6731139421463013,1.5957449674606323,1.624758005142212,26677.0,,,,,
2024-06-07,1.6489360332489014,1.8375240564346316,1.4893620014190674,1.6731139421463013,52010.0,,,,,
2024-06-10,1.6150870323181152,1.6441010236740112,1.5092840194702148,1.5860739946365356,17992.0,,,,,
2024-06-11,1.7891680002212524,1.7891680002212524,1.5957449674606323,1.5957449674606323,56456.0,,,,,
2024-06-12,1.847195029258728,1.847195029258728,1.7117990255355835,1.7891680002212524,29986.0,,,,,
2024-06-13,1.7791099548339844,1.847195029258728,1.7022240161895752,1.847195029258728,19336.0,,,,,
2024-06-14,1.7793999910354614,1.7793999910354614,1.6924560070037842,1.6924560070037842,11581.0,,,,,
2024-06-17,1.7504839897155762,1.7855900526046753,1.6150870323181152,1.7408119440078735,17475.0,,,,,
2024-06-18,1.6731139421463013,1.8181819915771484,1.658607006072998,1.7408119440078735,70519.0,,,,,
2024-06-20,1.653771996498108,1.7601549625396729,1.5957449674606323,1.5957449674606323,51390.0,,,,,
2024-06-21,1.7214699983596802,1.808511018753052,1.6150870323181152,1.6150870323181152,46633.0,,,,,
2024-06-24,1.7794970273971558,1.847195029258728,1.7311409711837769,1.7504839897155762,18095.0,,,,,
2024-06-25,1.7988389730453491,1.9088009595870967,1.7601549625396729,1.8375240564346316,27711.0,,,,,
2024-06-26,1.8375240564346316,1.9342360496521,1.7504839897155762,1.7504839897155762,28125.0,,,,,
2024-06-27,2.2243709564208984,2.2630560398101807,1.8665380477905276,1.8665380477905276,139487.0,,,,,
2024-06-28,1.9342360496521,2.1760149002075195,1.7794970273971558,2.079303979873657,157685.0,,,,,
2024-07-01,2.4081239700317383,2.4081239700317383,2.0599610805511475,2.2340428829193115,102883.0,,,,,
2024-07-02,3.2688589096069336,3.336556911468506,2.4854929447174072,2.6112189292907715,752442.0,,,,,
2024-07-03,2.2340428829193115,3.30270791053772,2.156672954559326,3.2978720664978027,381236.0,,,,,
2024-07-05,2.2437140941619877,2.2630560398101807,2.02137303352356,2.205029010772705,148172.0,,,,,
2024-07-08,2.117988109588623,2.137331008911133,1.905222058296204,2.137331008911133,93163.0,,,,,
2024-07-09,2.166343927383423,2.2243709564208984,1.9342360496521,2.0309479236602783,82410.0,,,,,
2024-07-10,2.4854929447174072,2.495163917541504,2.127660036087036,2.137331008911133,102366.0,,,,,
2024-07-11,2.4468090534210205,2.5145070552825928,2.253385066986084,2.495163917541504,104331.0,,,,,
