Date,Close,High,Low,Open,Volume,"('Close', 'ECO')","('High', 'ECO')","('Low', 'ECO')","('Open', 'ECO')","('Volume', 'ECO')"
2024-06-03,32.26795196533203,32.66862744099164,31.98302212549396,32.383700997744704,54600.0,,,,,
2024-06-04,31.95574188232422,32.74086099957157,31.86391643698809,32.53425199610718,66000.0,,,,,
2024-06-05,31.12929916381836,31.4047789744091,30.94564478911925,30.94564478911925,46100.0,,,,,
2024-06-06,30.54160690307617,31.262447491426816,30.275311716559287,31.21194594969474,49700.0,,,,,
2024-06-07,30.899734497070312,31.07420424012814,30.376321764980712,30.39468405126796,35100.0,,,,,
2024-06-10,30.85381507873535,31.23030496114133,30.495690983631587,30.59670106233588,29400.0,,,,,
2024-06-11,30.03656005859375,30.10083856964602,29.384590301968693,29.76108022509602,71500.0,,,,,
2024-06-12,30.05492401123047,30.34325952931851,29.92636699698204,30.32122268526846,24600.0,,,,,
2024-06-13,28.74180030822754,29.19175336690089,28.5948775038902,29.08156038791889,80800.0,,,,,
2024-06-14,27.685792922973636,28.314806309586498,27.492957392615924,28.227571438918684,137700.0,,,,,
2024-06-17,27.731708526611328,28.15411118259928,27.64906422409923,27.84189976232205,59700.0,,,,,
2024-06-18,28.576513290405277,28.62242600968032,27.731706294955483,27.731706294955483,43100.0,,,,,
2024-06-20,29.274396896362305,29.779445585783307,28.6040613600964,28.686705659247878,72700.0,,,,,
2024-06-21,29.715166091918945,29.81617617675076,29.32031039825784,29.69680030350262,50700.0,,,,,
2024-06-24,29.54987525939941,29.963096710157345,29.219298098793068,29.935546278163017,62300.0,,,,,
2024-06-25,28.851993560791016,29.320310660853742,28.727109351065888,29.28357908369212,33400.0,,,,,
2024-06-26,29.485599517822266,29.513146449480875,28.769349519912225,28.769349519912225,34200.0,,,,,
2024-06-27,29.37540626525879,29.779444856610787,29.3294935452802,29.779444856610787,17500.0,,,,,
2024-06-28,29.513145446777344,29.62333667258408,29.248684052800044,29.540692377500047,22900.0,,,,,
2024-07-01,28.649974822998047,28.916271748634134,28.44795465376586,28.916271748634134,68200.0,,,,,
2024-07-02,29.311128616333008,29.421321599554528,28.649975971378023,28.649975971378023,35400.0,,,,,
2024-07-03,29.63252258300781,29.66925416081663,29.19175415805016,29.375406792720163,12800.0,,,,,
2024-07-05,28.622426986694336,29.008099796726576,28.51223400463168,29.008099796726576,65400.0,,,,,
2024-07-08,27.998003005981445,28.411224482139254,27.78680169659321,28.411224482139254,79700.0,,,,,
2024-07-09,27.97045516967773,28.04391832451243,27.593965258439983,27.823532362924368,64600.0,,,,,
2024-07-10,28.172473907470703,28.181656801357267,27.6398783222553,27.823530945612863,37100.0,,,,,
2024-07-11,27.77762031555176,27.82353303697771,27.456226011195916,27.548053205505877,112600.0,,,,,
2024-07-12,27.64906311035156,27.704158725987583,27.300120124587988,27.566418811168507,68100.0,,,,,
2024-07-15,27.98882102966309,28.089831116360013,27.171562696084,27.382764012397555,55600.0,,,,,
2024-07-16,28.44795608520508,28.466321874506303,27.768437644182157,28.016370545374564,33700.0,,,,,
2024-07-17,28.09901428222656,28.512234024468437,28.01636998348658,28.37449411038781,36300.0,,,,,
2024-07-18,27.57559967041016,28.0163680658826,27.410311084243517,28.0163680658826,53400.0,,,,,
2024-07-19,27.942907333374023,27.99800294625822,27.566417434325768,27.61233015315294,29100.0,,,,,
2024-07-22,29.38458824157715,29.48100600139492,28.11737864430063,28.11737864430063,67500.0,,,,,
2024-07-23,29.816177368164062,29.953915532416392,28.91627296584294,29.26521595386449,100600.0,,,,,
2024-07-24,28.943822860717773,29.61415842962761,28.76016846444691,29.61415842962761,93900.0,,,,,
2024-07-25,28.567331314086918,28.7601668429872,28.282666840770265,28.631609823720343,80500.0,,,,,
2024-07-26,28.613243103027344,28.69588739885268,28.310214602153778,28.69588739885268,35100.0,,,,,
2024-07-29,29.18256950378418,29.265213797412247,28.69588663591422,28.69588663591422,39300.0,,,,,
2024-07-30,29.283580780029297,29.476416316924396,28.672933161736715,28.732621102352955,56800.0,,,,,
2024-07-31,29.83454132080078,29.96309833402253,29.43050099019999,29.522329930298305,58400.0,,,,,
2024-08-01,29.04482650756836,29.724344861600667,28.870356785916144,29.724344861600667,54500.0,,,,,
2024-08-02,26.99709129333496,27.71334129399688,26.914446995125584,27.41031278438184,166800.0,,,,,
2024-08-05,26.63896751403809,26.859351728300457,25.4819490755671,25.711516184355997,72800.0,,,,,
2024-08-06,26.99709129333496,27.18074567856869,26.2532943609086,26.39103427410489,53800.0,,,,,
2024-08-07,26.9511775970459,27.69497450254469,26.9511775970459,27.30930170868273,55300.0,,,,,
2024-08-08,27.19911003112793,27.263388537128087,26.82261838613372,27.144012667592428,32800.0,,,,,
2024-08-09,27.979639053344727,28.365311872573557,27.194519948597566,27.56641930153689,124700.0,,,,,
2024-08-12,27.998003005981445,28.278075145215297,27.382763114512013,27.60314731797686,86800.0,,,,,
2024-08-13,27.78680229187012,27.89699352023419,27.34603387549784,27.76843650332344,77300.0,,,,,
2024-08-14,28.00718688964844,28.17247548595177,27.62151408209332,27.72252416904714,55800.0,,,,,
2024-08-15,28.943822860717773,29.09992857211057,28.236755711970517,28.236755711970517,66300.0,,,,,
2024-08-16,28.99891471862793,29.11828883470365,28.663746977635352,28.80607920386148,82300.0,,,,,
2024-08-19,28.9162712097168,29.42131987192661,28.539781312292767,28.925454103734207,123000.0,,,,,
2024-08-20,29.45863151550293,29.80783484777071,29.32542122629084,29.725053908781188,105100.0,,,,,
2024-08-21,28.897241592407227,29.125602842867405,28.50712241449379,28.640334505069315,94000.0,,,,,
2024-08-22,28.526153564453125,29.03996774979281,28.507123006139672,28.8401505172094,53400.0,,,,,
2024-08-23,28.935300827026367,29.058997638358942,28.440517211403836,28.49760888502836,40800.0,,,,,
2024-08-26,29.48717498779297,29.96292805661477,29.03045247728898,29.11608817486522,122800.0,,,,,
2024-08-27,29.249298095703125,29.496689906247678,28.935301146714647,29.19220823630174,86300.0,,,,,
2024-08-28,28.64033317565918,29.17317606866641,28.64033317565918,29.17317606866641,84300.0,,,,,
2024-08-29,29.22075462341309,29.29687686191405,28.74500152190636,28.85918306480376,30600.0,,,,,
2024-08-30,29.934383392333984,30.18177521559964,29.54426600579884,29.54426600579884,84700.0,,,,,
2024-09-03,28.78306198120117,29.192209929492407,28.54518543590199,29.192209929492407,123200.0,,,,,
2024-09-04,28.55470085144043,29.1160896462075,28.317775288516525,28.41197528655223,54200.0,,,,,
2024-09-05,28.507123947143555,28.64033604488106,28.164582960463942,28.21215754296406,65100.0,,,,,
2024-09-06,28.706941604614254,28.897243567095607,28.545185480961315,28.630821182592523,30700.0,,,,,
2024-09-09,28.46906471252441,28.830636259014508,27.94573704434965,28.00282690645777,112700.0,,,,,
2024-09-10,28.240703582763672,28.849666954406874,28.031371062620817,28.849666954406874,49000.0,,,,,
2024-09-11,28.535667419433597,28.754513384554222,28.196932209658787,28.269245060903803,68400.0,,,,,
2024-09-12,30.30547142028809,30.44819698066416,29.834475074707694,30.096138904539483,385300.0,,,,,
2024-09-13,30.790740966796875,31.095222657988028,30.286442031477755,30.419652317660372,193600.0,,,,,
2024-09-16,31.70418739318848,31.78506455186352,31.276008862396765,31.42824971448846,143600.0,,,,,
2024-09-17,31.66612434387207,31.93254854108511,31.314068075424984,31.409217241045923,88900.0,,,,,
2024-09-18,31.475828170776367,32.27033501028155,31.409219394625055,31.81836736832282,138300.0,,,,,
