Date,Close,High,Low,Open,Volume,"('Close', 'STWD')","('High', 'STWD')","('Low', 'STWD')","('Open', 'STWD')","('Volume', 'STWD')"
2024-06-03,16.907833099365234,16.916468553989766,16.735127300963683,16.916468553989766,2599800.0,,,,,
2024-06-04,16.68331527709961,16.890561235238458,16.674679822963267,16.83875015746486,1856300.0,,,,,
2024-06-05,16.700586318969727,16.795574668184905,16.614233423959973,16.795574668184905,2128400.0,,,,,
2024-06-06,16.553787231445312,16.735126832348993,16.553787231445312,16.631504673845324,1205400.0,,,,,
2024-06-07,16.355180740356445,16.47607383732983,16.21701673037403,16.47607383732983,2553800.0,,,,,
2024-06-10,16.398353576660156,16.501977389981,16.182472142032648,16.234283225170753,1568900.0,,,,,
2024-06-11,16.11338996887207,16.355177765890556,16.104754513938058,16.286095773463074,2717400.0,,,,,
2024-06-12,16.493343353271484,16.63150735155073,16.42426135413186,16.63150735155073,3257300.0,,,,,
2024-06-13,16.493343353271484,16.527883529318906,16.34654389921919,16.432896809904914,1852300.0,,,,,
2024-06-14,16.62287139892578,16.666047029455747,16.372448130126728,16.406989952186485,1722900.0,,,,,
2024-06-17,16.76966667175293,16.77830212511703,16.52787891869113,16.571056185511623,973600.0,,,,,
2024-06-18,16.7092227935791,16.83875132048158,16.674680974648,16.769669329663955,1332600.0,,,,,
2024-06-20,16.700586318969727,16.786939213979483,16.648775240781667,16.666044502148033,1939000.0,,,,,
2024-06-21,16.700586318969727,16.743761942952364,16.596962515549126,16.700586318969727,3244500.0,,,,,
2024-06-24,16.821483612060547,16.9423783542805,16.735130695344836,16.769672520849078,1659800.0,,,,,
2024-06-25,16.579696655273438,16.786942657583754,16.579696655273438,16.74376537769943,1838900.0,,,,,
2024-06-26,16.614233016967773,16.631503924955542,16.476069047154503,16.536515578067252,1972500.0,,,,,
2024-06-27,16.536516189575195,16.631504539976078,16.36381204444436,16.60559817703643,2256900.0,,,,,
2024-06-28,16.775665283203125,16.828808415697257,16.598519255703053,16.651662388197185,2761600.0,,,,,
2024-07-01,16.607376098632812,16.83766524992728,16.474517427721683,16.802235370009825,2871600.0,,,,,
2024-07-02,16.828805923461914,16.873091579083656,16.55423114195027,16.58080185956753,1613800.0,,,,,
2024-07-03,16.766807556152344,16.95280936172857,16.740235145617298,16.87309381951313,896000.0,,,,,
2024-07-05,16.660520553588867,16.749093571034173,16.58966247751058,16.740236100350664,3090600.0,,,,,
2024-07-08,16.864238739013672,16.881951990716217,16.68709270687009,16.722520899664946,1908200.0,,,,,
2024-07-09,16.899667739868164,16.97938328920541,16.749094112163355,16.828809661500596,1290600.0,,,,,
2024-07-10,17.085670471191406,17.094526252366816,16.881952026971852,16.93509685036292,1641800.0,,,,,
2024-07-11,17.448816299438477,17.53738761606734,17.227384629087172,17.324813415256838,2573200.0,,,,,
2024-07-12,17.537389755249023,17.758821452610196,17.4931040915327,17.537389755249023,3950000.0,,,,,
2024-07-15,17.643678665161133,17.76767988176832,17.528534919653012,17.608248780764868,2790600.0,,,,,
2024-07-16,17.873964309692383,17.90053502834342,17.60824529745524,17.732248178921722,2714700.0,,,,,
2024-07-17,18.042255401611328,18.077683594622567,17.76767888117279,17.76767888117279,1773900.0,,,,,
2024-07-18,17.90053939819336,18.281402226136187,17.82968131551027,17.953684227248136,2666000.0,,,,,
2024-07-19,17.95368194580078,18.16625616683737,17.847393990587616,17.935967005033632,2006200.0,,,,,
2024-07-22,17.97139549255371,18.095396689525703,17.865107545585143,17.98025127286062,2008700.0,,,,,
2024-07-23,18.16625595092773,18.245971494042735,17.918251851304422,17.918251851304422,1414700.0,,,,,
2024-07-24,17.342529296875,17.918251333199972,17.289386166131532,17.847393262412123,3672200.0,,,,,
2024-07-25,17.386816024780273,17.687963266460137,17.245099874506195,17.395673495346124,2106100.0,,,,,
2024-07-26,17.625961303710938,17.625961303710938,17.28052842520911,17.617103833827603,1833300.0,,,,,
2024-07-29,17.661392211914062,17.749965226516608,17.60824738951869,17.643677271115607,1154000.0,,,,,
2024-07-30,17.803110122680664,17.838538318396523,17.696822156753267,17.714537099306153,1607200.0,,,,,
2024-07-31,17.670249938964844,17.918252356186397,17.643677527381207,17.803108618103497,1904400.0,,,,,
2024-08-01,17.36910057067871,17.749963309768997,17.25395515731257,17.732248370883507,2266000.0,,,,,
2024-08-02,17.14767074584961,17.342530026365267,17.005954598312815,17.289386893386403,2312100.0,,,,,
2024-08-05,16.687091827392578,17.02366724345877,16.412517012492025,16.607376286068277,4495000.0,,,,,
2024-08-06,17.138813018798828,17.298244104737655,16.545376026354145,16.72252036342751,2786000.0,,,,,
2024-08-07,17.121097564697266,17.49310285759901,17.121097564697266,17.44881719700652,2599600.0,,,,,
2024-08-08,17.324813842773438,17.448816730015043,17.183097705402705,17.2450983043287,1909100.0,,,,,
2024-08-09,17.29824447631836,17.413388213419942,17.227386402088978,17.38681580206277,1214600.0,,,,,
2024-08-12,17.03252601623535,17.35138820592007,16.970525410327724,17.307102541525996,1675200.0,,,,,
2024-08-13,17.245098114013672,17.32481365157868,17.09452450854528,17.18309751577191,1300500.0,,,,,
2024-08-14,17.36910057067871,17.40452875906014,17.245097687869826,17.360243101235966,1091000.0,,,,,
2024-08-15,17.49310302734375,17.599390978942616,17.43995989623916,17.537388688365965,1700600.0,,,,,
2024-08-16,17.546247482299805,17.617105558915345,17.4931043471856,17.4931043471856,977200.0,,,,,
2024-08-19,17.723390579223633,17.732248048505348,17.58167444949526,17.590531918776975,1267600.0,,,,,
2024-08-20,17.63481903076172,17.714534571484574,17.58167590007637,17.69681963145957,1551600.0,,,,,
2024-08-21,17.758819580078125,17.77653451945266,17.59053272418884,17.741106330093192,1203900.0,,,,,
2024-08-22,17.78539276123047,17.86510830248685,17.696819749902303,17.776535291158687,1295800.0,,,,,
2024-08-23,18.068822860717773,18.095395267719447,17.81196301725948,17.891678548875028,1683700.0,,,,,
2024-08-26,18.201683044433597,18.290256052482757,18.09539678628629,18.15739738510382,1755800.0,,,,,
2024-08-27,18.14854431152344,18.19283167097065,18.068828753908477,18.068828753908477,1236000.0,,,,,
2024-08-28,18.25482749938965,18.36111375542048,18.15739702353674,18.192826901806733,1582100.0,,,,,
2024-08-29,18.34339904785156,18.43197205525512,18.166254722434054,18.33454326756185,1232200.0,,,,,
2024-08-30,18.458545684814453,18.48511809560943,18.30797206908902,18.37883014181924,1381000.0,,,,,
2024-09-03,18.201683044433597,18.431972189605567,18.130824975872187,18.36997159078804,1811000.0,,,,,
2024-09-04,17.431102752685547,17.555103957382347,17.31595732884734,17.43996022293385,17545400.0,,,,,
