Date,Close,High,Low,Open,Volume,"('Close', 'DNN')","('High', 'DNN')","('Low', 'DNN')","('Open', 'DNN')","('Volume', 'DNN')"
2024-06-03,2.369999885559082,2.430000066757202,2.3399999141693115,2.4200000762939453,15087000.0,,,,,
2024-06-04,2.2300000190734863,2.3299999237060547,2.1700000762939453,2.319999933242798,22948600.0,,,,,
2024-06-05,2.1700000762939453,2.2799999713897705,2.1600000858306885,2.2699999809265137,12180000.0,,,,,
2024-06-06,2.200000047683716,2.259999990463257,2.140000104904175,2.150000095367432,13910800.0,,,,,
2024-06-07,2.0999999046325684,2.200000047683716,2.0899999141693115,2.190000057220459,12532300.0,,,,,
2024-06-10,2.119999885559082,2.1600000858306885,2.0799999237060547,2.0899999141693115,15020300.0,,,,,
2024-06-11,2.009999990463257,2.0999999046325684,2.0,2.0899999141693115,17163500.0,,,,,
2024-06-12,2.0799999237060547,2.0799999237060547,2.009999990463257,2.049999952316284,14437700.0,,,,,
2024-06-13,2.140000104904175,2.1600000858306885,2.0799999237060547,2.0799999237060547,13211400.0,,,,,
2024-06-14,2.059999942779541,2.140000104904175,2.059999942779541,2.130000114440918,11873600.0,,,,,
2024-06-17,2.059999942779541,2.109999895095825,2.0299999713897705,2.059999942779541,14415700.0,,,,,
2024-06-18,2.109999895095825,2.140000104904175,2.059999942779541,2.059999942779541,10251200.0,,,,,
2024-06-20,2.0899999141693115,2.130000114440918,2.059999942779541,2.130000114440918,16792400.0,,,,,
2024-06-21,2.0199999809265137,2.0899999141693115,2.009999990463257,2.049999952316284,14636500.0,,,,,
2024-06-24,2.009999990463257,2.069999933242798,2.0,2.009999990463257,11390100.0,,,,,
2024-06-25,1.9900000095367432,2.039999961853028,1.9600000381469729,2.009999990463257,14848100.0,,,,,
2024-06-26,2.0199999809265137,2.069999933242798,1.9900000095367432,1.9900000095367432,11877100.0,,,,,
2024-06-27,2.0999999046325684,2.109999895095825,2.0299999713897705,2.049999952316284,14524400.0,,,,,
2024-06-28,1.9900000095367432,2.130000114440918,1.9800000190734863,2.0999999046325684,20772400.0,,,,,
2024-07-01,2.049999952316284,2.0799999237060547,2.0,2.0,11513400.0,,,,,
2024-07-02,2.119999885559082,2.119999885559082,2.009999990463257,2.049999952316284,15326700.0,,,,,
2024-07-03,2.119999885559082,2.1700000762939453,2.109999895095825,2.130000114440918,8538300.0,,,,,
2024-07-05,2.059999942779541,2.150000095367432,2.059999942779541,2.150000095367432,7351500.0,,,,,
2024-07-08,2.0299999713897705,2.0999999046325684,2.0199999809265137,2.059999942779541,16893200.0,,,,,
2024-07-09,2.059999942779541,2.0899999141693115,2.009999990463257,2.0299999713897705,11540100.0,,,,,
2024-07-10,2.240000009536743,2.259999990463257,2.059999942779541,2.059999942779541,24271100.0,,,,,
2024-07-11,2.2799999713897705,2.289999961853028,2.2300000190734863,2.259999990463257,10581500.0,,,,,
2024-07-12,2.240000009536743,2.299999952316284,2.220000028610229,2.2799999713897705,11060000.0,,,,,
2024-07-15,2.1600000858306885,2.259999990463257,2.150000095367432,2.240000009536743,23829700.0,,,,,
2024-07-16,2.130000114440918,2.1700000762939453,2.0999999046325684,2.140000104904175,19832100.0,,,,,
2024-07-17,2.0,2.119999885559082,2.0,2.0999999046325684,22569600.0,,,,,
2024-07-18,1.950000047683716,2.0299999713897705,1.950000047683716,2.009999990463257,20322300.0,,,,,
2024-07-19,1.950000047683716,1.9800000190734863,1.9299999475479128,1.950000047683716,11336500.0,,,,,
2024-07-22,1.9800000190734863,1.9900000095367432,1.9299999475479128,1.9600000381469729,11405000.0,,,,,
2024-07-23,1.9600000381469729,2.0,1.909999966621399,1.9800000190734863,9313300.0,,,,,
2024-07-24,1.899999976158142,1.9700000286102293,1.8899999856948853,1.950000047683716,15400300.0,,,,,
2024-07-25,1.8799999952316284,1.909999966621399,1.8200000524520876,1.870000004768372,18912200.0,,,,,
2024-07-26,1.9299999475479128,1.9299999475479128,1.8799999952316284,1.8899999856948853,13884900.0,,,,,
2024-07-29,1.850000023841858,1.940000057220459,1.809999942779541,1.919999957084656,11838700.0,,,,,
2024-07-30,1.8600000143051147,1.870000004768372,1.8200000524520876,1.840000033378601,14042500.0,,,,,
2024-07-31,1.9700000286102293,1.9900000095367432,1.8600000143051147,1.8899999856948853,36096500.0,,,,,
2024-08-01,1.7599999904632568,1.9600000381469729,1.7400000095367432,1.9600000381469729,33499800.0,,,,,
2024-08-02,1.600000023841858,1.7100000381469729,1.5700000524520874,1.7000000476837158,32639500.0,,,,,
2024-08-05,1.5399999618530271,1.5399999618530271,1.4199999570846558,1.4600000381469729,27486500.0,,,,,
2024-08-06,1.5700000524520874,1.6100000143051147,1.5399999618530271,1.5700000524520874,16497100.0,,,,,
2024-08-07,1.5,1.6299999952316284,1.5,1.6100000143051147,20075200.0,,,,,
2024-08-08,1.5399999618530271,1.5800000429153442,1.5099999904632568,1.5199999809265137,13826900.0,,,,,
2024-08-09,1.4800000190734863,1.5800000429153442,1.4800000190734863,1.559999942779541,13487800.0,,,,,
2024-08-12,1.5399999618530271,1.559999942779541,1.5,1.5,18802000.0,,,,,
2024-08-13,1.5299999713897705,1.5499999523162842,1.5099999904632568,1.5499999523162842,9686400.0,,,,,
2024-08-14,1.5700000524520874,1.6100000143051147,1.5299999713897705,1.5399999618530271,11979900.0,,,,,
2024-08-15,1.6100000143051147,1.6299999952316284,1.5700000524520874,1.5700000524520874,13094200.0,,,,,
2024-08-16,1.559999942779541,1.6100000143051147,1.5299999713897705,1.6100000143051147,13027200.0,,,,,
2024-08-19,1.590000033378601,1.6299999952316284,1.559999942779541,1.559999942779541,13026600.0,,,,,
2024-08-20,1.559999942779541,1.6100000143051147,1.5399999618530271,1.600000023841858,14204700.0,,,,,
2024-08-21,1.5700000524520874,1.5800000429153442,1.5399999618530271,1.5499999523162842,9966300.0,,,,,
2024-08-22,1.5,1.590000033378601,1.4900000095367432,1.5700000524520874,9634900.0,,,,,
2024-08-23,1.7100000381469729,1.7699999809265137,1.590000033378601,1.6100000143051147,28188100.0,,,,,
2024-08-26,1.7100000381469729,1.7699999809265137,1.690000057220459,1.75,21424900.0,,,,,
2024-08-27,1.7100000381469729,1.7300000190734863,1.649999976158142,1.7100000381469729,15574200.0,,,,,
2024-08-28,1.6200000047683716,1.6799999475479126,1.6100000143051147,1.6699999570846558,16517800.0,,,,,
2024-08-29,1.649999976158142,1.690000057220459,1.6100000143051147,1.659999966621399,16875000.0,,,,,
2024-08-30,1.6699999570846558,1.6799999475479126,1.6200000047683716,1.6699999570846558,9587900.0,,,,,
2024-09-03,1.5299999713897705,1.6699999570846558,1.5099999904632568,1.649999976158142,20451700.0,,,,,
2024-09-04,1.5299999713897705,1.5800000429153442,1.5099999904632568,1.5399999618530271,17982800.0,,,,,
2024-09-05,1.4900000095367432,1.5499999523162842,1.4900000095367432,1.5399999618530271,16837000.0,,,,,
2024-09-06,1.440000057220459,1.5,1.399999976158142,1.4900000095367432,17174700.0,,,,,
2024-09-09,1.440000057220459,1.4800000190734863,1.4299999475479126,1.4700000286102295,9368300.0,,,,,
2024-09-10,1.4900000095367432,1.5099999904632568,1.4299999475479126,1.4600000381469729,11857500.0,,,,,
2024-09-11,1.590000033378601,1.600000023841858,1.4800000190734863,1.4900000095367432,20840900.0,,,,,
2024-09-12,1.6200000047683716,1.649999976158142,1.600000023841858,1.600000023841858,11429800.0,,,,,
2024-09-13,1.5700000524520874,1.6299999952316284,1.5399999618530271,1.6299999952316284,11889800.0,,,,,
2024-09-16,1.5499999523162842,1.600000023841858,1.5299999713897705,1.590000033378601,7844200.0,,,,,
2024-09-17,1.5399999618530271,1.590000033378601,1.5399999618530271,1.5700000524520874,16052500.0,,,,,
2024-09-18,1.5199999809265137,1.5800000429153442,1.5099999904632568,1.5399999618530271,21391900.0,,,,,
2024-09-19,1.5800000429153442,1.600000023841858,1.5399999618530271,1.5700000524520874,10039500.0,,,,,
2024-09-20,1.690000057220459,1.7000000476837158,1.6200000047683716,1.649999976158142,26474600.0,,,,,
2024-09-23,1.7699999809265137,1.809999942779541,1.690000057220459,1.7100000381469729,36476300.0,,,,,
2024-09-24,1.7999999523162842,1.840000033378601,1.7799999713897705,1.809999942779541,22259800.0,,,,,
2024-09-25,1.8799999952316284,1.9299999475479128,1.8200000524520876,1.830000042915344,25291500.0,,,,,
2024-09-26,1.8600000143051147,1.940000057220459,1.840000033378601,1.909999966621399,23562500.0,,,,,
2024-09-27,1.870000004768372,1.899999976158142,1.8200000524520876,1.8899999856948853,13636500.0,,,,,
2024-09-30,1.830000042915344,1.8799999952316284,1.7799999713897705,1.850000023841858,16912400.0,,,,,
2024-10-01,1.899999976158142,1.909999966621399,1.830000042915344,1.840000033378601,19651000.0,,,,,
2024-10-02,1.919999957084656,1.940000057220459,1.8899999856948853,1.899999976158142,15371000.0,,,,,
2024-10-03,1.899999976158142,1.9900000095367432,1.8799999952316284,1.950000047683716,15295300.0,,,,,
2024-10-04,1.9600000381469729,1.9800000190734863,1.899999976158142,1.899999976158142,14072800.0,,,,,
2024-10-07,1.899999976158142,1.9700000286102293,1.850000023841858,1.9700000286102293,19419400.0,,,,,
2024-10-08,1.909999966621399,1.919999957084656,1.840000033378601,1.8600000143051147,12900400.0,,,,,
2024-10-09,1.850000023841858,1.899999976158142,1.8200000524520876,1.899999976158142,13288000.0,,,,,
2024-10-10,1.8799999952316284,1.8899999856948853,1.8200000524520876,1.8200000524520876,14500400.0,,,,,
