Date,Close,High,Low,Open,Volume,"('Close', 'CIG')","('High', 'CIG')","('Low', 'CIG')","('Open', 'CIG')","('Volume', 'CIG')"
2024-06-03,1.5836067199707031,1.5836067199707031,1.5341190560606413,1.5423670000456515,2845200.0,,,,,
2024-06-04,1.5671107769012451,1.5836066642912725,1.5506148895112182,1.5753587205962587,3189000.0,,,,,
2024-06-05,1.5671107769012451,1.591854607986286,1.5588628332062315,1.5753587205962587,2574500.0,,,,,
2024-06-06,1.600102782249451,1.6248466153795138,1.5836067951728228,1.5836067951728228,1323800.0,,,,,
2024-06-07,1.5506149530410769,1.6001027155619534,1.5423670090081385,1.5918546732057668,2596000.0,,,,,
2024-06-10,1.5341191291809082,1.5423670735590378,1.5093752960465192,1.5176232404246488,1695200.0,,,,,
2024-06-11,1.5506149530410769,1.5671108411069528,1.5341190649752006,1.5423670090081385,2003600.0,,,,,
2024-06-12,1.5011272430419922,1.5423669619484015,1.4846312571561828,1.5423669619484015,3108100.0,,,,,
2024-06-13,1.5258711576461792,1.542367046108854,1.4928792823975787,1.5176232134148415,1284000.0,,,,,
2024-06-14,1.5011272430419922,1.5341190181671198,1.4928792009374647,1.517623130604556,1461400.0,,,,,
2024-06-17,1.5011272430419922,1.517623130604556,1.4928792009374647,1.5011272430419922,879400.0,,,,,
2024-06-18,1.5011272430419922,1.525871074385838,1.5011272430419922,1.5011272430419922,731100.0,,,,,
2024-06-20,1.5093752145767212,1.550614934241421,1.5093752145767212,1.534119046375541,1822500.0,,,,,
2024-06-21,1.5753588676452637,1.5918547565750696,1.5258712008558462,1.5258712008558462,3088600.0,,,,,
2024-06-24,1.60835063457489,1.60835063457489,1.5753587606331212,1.5753587606331212,1760000.0,,,,,
2024-06-25,1.5753588676452637,1.624846632757935,1.5671109231803608,1.608350743828129,1383300.0,,,,,
2024-06-26,1.5258711576461792,1.5506149903401911,1.5093752691835045,1.5258711576461792,1011700.0,,,,,
2024-06-27,1.5011272430419922,1.5341190181671198,1.4846312571561828,1.525871074385838,2233700.0,,,,,
2024-06-28,1.4516395330429075,1.4928792533985162,1.4516395330429075,1.4681354211851512,1424100.0,,,,,
2024-07-01,1.4834884405136108,1.500251005956942,1.458344592348614,1.4667258750702796,1769200.0,,,,,
2024-07-02,1.4751070737838743,1.4918696382725696,1.449963227050832,1.483488356028222,1494200.0,,,,,
2024-07-03,1.5505387783050537,1.5505387783050537,1.4834884176522405,1.5002509828372514,1329500.0,,,,,
2024-07-05,1.5505387783050537,1.567301343490065,1.5253949305275374,1.5505387783050537,1871000.0,,,,,
2024-07-08,1.575682520866394,1.6008263669649303,1.5505386747678576,1.558919956800703,2529700.0,,,,,
2024-07-09,1.6008265018463137,1.6175890673243736,1.5840639363682534,1.5840639363682534,2750400.0,,,,,
2024-07-10,1.5840638875961304,1.6092077350390606,1.5756826051151536,1.6092077350390606,1392200.0,,,,,
2024-07-11,1.6259703636169434,1.6259703636169434,1.600826416822538,1.6092076991164177,951100.0,,,,,
2024-07-12,1.6092076301574707,1.6259702939396703,1.6008263482227516,1.6259702939396703,958300.0,,,,,
2024-07-15,1.617588996887207,1.6259703791740452,1.600826432139065,1.617588996887207,911400.0,,,,,
2024-07-16,1.6511142253875732,1.6594955077570317,1.625970378279198,1.6343516606486566,1323300.0,,,,,
2024-07-17,1.6762580871582031,1.6930206520437423,1.6511142398298944,1.659495522272664,2256300.0,,,,,
2024-07-18,1.617588996887207,1.6594955086703291,1.609207714513136,1.6343516615481162,1856500.0,,,,,
2024-07-19,1.55892014503479,1.625970509306411,1.5421575789450783,1.625970509306411,1334300.0,,,,,
2024-07-22,1.6008265018463137,1.6092077845853434,1.5589200881511631,1.5589200881511631,1225500.0,,,,,
2024-07-23,1.55892014503479,1.6008265602590688,1.55892014503479,1.6008265602590688,910200.0,,,,,
