Date,Close,High,Low,Open,Volume,"('Close', 'GAME')","('High', 'GAME')","('Low', 'GAME')","('Open', 'GAME')","('Volume', 'GAME')"
2024-06-03,1.350000023841858,1.3600000143051147,1.284999966621399,1.2899999618530271,125300.0,,,,,
2024-06-04,1.399999976158142,1.399999976158142,1.2999999523162842,1.350000023841858,76400.0,,,,,
2024-06-05,1.350000023841858,1.3899999856948853,1.309999942779541,1.3799999952316284,86300.0,,,,,
2024-06-06,1.340000033378601,1.3899999856948853,1.2300000190734863,1.3300000429153442,178200.0,,,,,
2024-06-07,1.350000023841858,1.409999966621399,1.3040000200271606,1.3700000047683716,171500.0,,,,,
2024-06-10,1.2699999809265137,1.4299999475479126,1.25,1.3700000047683716,178400.0,,,,,
2024-06-11,1.2999999523162842,1.340000033378601,1.2599999904632568,1.2899999618530271,66400.0,,,,,
2024-06-12,1.25,1.2999999523162842,1.2400000095367432,1.2899999618530271,197300.0,,,,,
2024-06-13,1.2799999713897705,1.2799999713897705,1.2300000190734863,1.25,107800.0,,,,,
2024-06-14,1.0399999618530271,1.2799999713897705,1.0199999809265137,1.2799999713897705,214700.0,,,,,
2024-06-17,1.0700000524520874,1.0800000429153442,0.9900000095367432,1.059999942779541,193400.0,,,,,
2024-06-18,1.1200000047683716,1.2200000286102295,1.0520000457763672,1.059999942779541,208300.0,,,,,
2024-06-20,1.0199999809265137,1.1200000047683716,1.0,1.090000033378601,242000.0,,,,,
2024-06-21,1.0099999904632568,1.0800000429153442,0.9800000190734864,1.0399999618530271,128900.0,,,,,
2024-06-24,0.9900000095367432,1.0399999618530271,0.9900000095367432,1.0099999904632568,109900.0,,,,,
2024-06-25,1.0,1.0299999713897705,0.9900000095367432,1.0,61500.0,,,,,
2024-06-26,1.0499999523162842,1.0700000524520874,0.99099999666214,1.0,72600.0,,,,,
2024-06-27,1.149999976158142,1.149999976158142,1.0499999523162842,1.0499999523162842,77200.0,,,,,
2024-06-28,1.2000000476837158,1.2000000476837158,1.1100000143051147,1.1299999952316284,128100.0,,,,,
2024-07-01,1.149999976158142,1.2000000476837158,1.100000023841858,1.1699999570846558,69600.0,,,,,
2024-07-02,1.2999999523162842,1.399999976158142,1.1699999570846558,1.190000057220459,514200.0,,,,,
2024-07-03,1.2999999523162842,1.3300000429153442,1.2799999713897705,1.315000057220459,39300.0,,,,,
2024-07-05,1.25,1.309999942779541,1.187999963760376,1.2999999523162842,89900.0,,,,,
