Date,Close,High,Low,Open,Volume,"('Close', 'RTX')","('High', 'RTX')","('Low', 'RTX')","('Open', 'RTX')","('Volume', 'RTX')"
2024-06-03,104.70055389404295,105.94872915480356,104.16422509932018,104.57378121181137,5908800.0,,,,,
2024-06-04,105.2173843383789,105.6951998418834,104.26174589165792,104.7395688348744,7998000.0,,,,,
2024-06-05,105.74394989013672,105.82195526325928,104.8078184552642,105.3246403207938,3141000.0,,,,,
2024-06-06,105.49041748046876,105.77320836198471,105.07110788921568,105.68544208303273,3875000.0,,,,,
2024-06-07,105.42215728759766,105.86096635973436,105.1978723006914,105.41240382563348,3526500.0,,,,,
2024-06-10,104.42752075195312,105.41241217643258,104.01796459355218,105.31489986820075,5917400.0,,,,,
2024-06-11,104.2617416381836,104.48602662684056,103.50113527269669,103.74491974572256,5769500.0,,,,,
2024-06-12,104.115478515625,105.04186405746724,103.93020735902644,104.34951698666374,3429800.0,,,,,
2024-06-13,102.4187240600586,104.20322805646478,101.25830767337187,103.92043719585578,7112900.0,,,,,
2024-06-14,101.6386260986328,102.37972554245408,100.86826626859524,101.98966889639924,4917200.0,,,,,
2024-06-17,101.87266540527344,101.89216489129365,100.89752743059248,101.4143493668194,3943500.0,,,,,
2024-06-18,102.1651840209961,102.69175932570198,101.7848808742159,101.9701594369025,3991300.0,,,,,
2024-06-20,102.4577407836914,103.10133538086566,101.95067233962143,102.02867771890855,6996400.0,,,,,
2024-06-21,102.98431396484376,103.54989573100526,102.0774354224509,102.57475783336616,13310900.0,,,,,
2024-06-24,99.42505645751952,104.80782167292996,98.43041910234128,103.111076420403,13704800.0,,,,,
2024-06-25,99.04476165771484,100.14666486707716,97.5430483162818,98.86923652846392,9330900.0,,,,,
2024-06-26,98.7424774169922,98.86924268056217,97.660073625878,98.42068008672308,6953800.0,,,,,
2024-06-27,98.1183853149414,99.24954149258905,97.9331067197536,98.94725110230354,6955400.0,,,,,
2024-06-28,97.89409637451172,98.39141880283022,97.57229907149905,98.39141880283022,13853200.0,,,,,
2024-07-01,97.07498168945312,99.15202275460138,96.84094323500771,98.37190945254032,4475200.0,,,,,
2024-07-02,97.91360473632812,98.12812883510618,96.606916019939,96.82144755842916,8299900.0,,,,,
2024-07-03,98.23538208007812,98.52792640248788,97.88433186907088,98.39140770261965,2149200.0,,,,,
2024-07-05,97.87460327148438,98.0696278946692,97.08473643624713,97.99161506951027,6153300.0,,,,,
2024-07-08,97.61129760742188,98.6937012195404,97.4942858264651,98.14762640251172,8738100.0,,,,,
2024-07-09,98.59619140625,99.15201969893263,97.5332872509412,97.74781877438214,5648900.0,,,,,
2024-07-10,98.1768798828125,98.66444881202,96.94820409809036,98.39141140201764,6483600.0,,,,,
