Date,Close,High,Low,Open,Volume,"('Close', 'CVS')","('High', 'CVS')","('Low', 'CVS')","('Open', 'CVS')","('Volume', 'CVS')"
2024-06-03,56.928592681884766,57.14605739631902,55.78453777285286,55.90745386598482,17087300.0,,,,,
2024-06-04,56.975868225097656,57.12714818653321,56.096555928927664,56.90968346739452,12873100.0,,,,,
2024-06-05,57.39189147949219,57.40134489921539,56.37074902304287,56.97586887569484,8933000.0,,,,,
2024-06-06,57.61881256103516,57.68499732287134,56.644947973903534,57.20279354280783,9545900.0,,,,,
2024-06-07,58.413028717041016,58.57376570228996,57.259520382307656,57.39188989557224,12240000.0,,,,,
2024-06-10,56.99478149414063,58.17665737852011,56.64494724226801,58.17665737852011,10629800.0,,,,,
2024-06-11,56.73003768920898,56.92859195548954,56.31401871126897,56.80567947072463,10286300.0,,,,,
2024-06-12,56.720584869384766,57.04205523062643,56.087097566291455,56.69221739761726,10617900.0,,,,,
2024-06-13,57.70390701293945,58.46976388430799,55.85072649224406,56.60712633673208,14136600.0,,,,,
2024-06-14,56.93804931640625,57.6093539007112,55.93581734622235,57.5998968745668,11690800.0,,,,,
2024-06-17,57.76063537597656,57.90246191748074,56.57875955277095,56.73003951386932,7791300.0,,,,,
2024-06-18,57.68499374389648,58.4981248894905,57.55262422843677,57.95918980123378,8908800.0,,,,,
2024-06-20,57.675540924072266,57.98755787672823,57.10824196425994,57.49589709505143,6899500.0,,,,,
2024-06-21,58.02537536621094,58.27120756131224,57.18388034325408,57.78900019765906,20869800.0,,,,,
2024-06-24,58.36575698852539,58.68722736644802,57.93082753804151,58.14829226328345,8704700.0,,,,,
2024-06-25,57.14606475830078,58.60213679745,57.14606475830078,58.36576160694393,8399900.0,,,,,
2024-06-26,57.3257064819336,57.62826640699763,56.51257533077444,56.94750477220414,8197800.0,,,,,
2024-06-27,55.17942428588867,55.30234039315611,54.10155400917199,55.18887770638658,16224700.0,,,,,
2024-06-28,55.84126663208008,56.72058247701201,55.28342113483077,55.7845352977366,14343500.0,,,,,
2024-07-01,54.980865478515625,56.74895072393334,54.659395106003416,55.97364046201546,8337900.0,,,,,
2024-07-02,54.38520431518555,55.04705557057978,54.11100822831092,54.87686514471272,7143000.0,,,,,
2024-07-03,53.60988998413086,54.69721361638638,53.37351481101459,54.42302115673867,5371400.0,,,,,
2024-07-05,53.53424835205078,53.64771103236943,52.80621238393458,53.58152266545076,6275300.0,,,,,
2024-07-08,53.78953552246094,54.25283246344757,53.53424989458656,53.56261736888305,5908200.0,,,,,
2024-07-09,54.4797477722168,54.58375342334198,52.79675772833317,53.203323306295886,8833500.0,,,,,
2024-07-10,54.394649505615234,54.88631026075145,53.28841551165773,54.71611986063512,11035000.0,,,,,
2024-07-11,55.037593841552734,55.160509940134204,54.29064743703292,54.29064743703292,7529500.0,,,,,
2024-07-12,55.78453826904297,56.32347335021694,54.697211080401445,55.12268709364373,8220000.0,,,,,
2024-07-15,55.47251892089844,56.70167259631191,55.23614376898024,56.389655664516575,6186500.0,,,,,
2024-07-16,56.78676986694336,56.94750324484821,55.60489406423574,56.08709780474901,9724200.0,,,,,
2024-07-17,58.24284362792969,58.63049878364095,56.50312213739158,56.60712779496273,12382500.0,,,,,
2024-07-18,56.64494323730469,58.61158630112823,56.51257372470093,57.67553907988941,6968900.0,,,,,
2024-07-19,56.32347869873047,57.164973778830365,55.907459672276325,56.99478335737206,7143900.0,,,,,
2024-07-22,55.77367782592773,56.47168499211451,55.5346341259658,56.29957323634052,7913600.0,,,,,
2024-07-23,55.42945098876953,55.65893088435511,54.80793594715068,55.620683019251786,7460500.0,,,,,
2024-07-24,55.97446823120117,56.06052410074418,54.91311372267643,55.534628741322265,10223200.0,,,,,
2024-07-25,56.07965087890625,57.40873320568134,55.716303450447775,56.29000684484139,8178000.0,,,,,
2024-07-26,58.32666397094727,58.42227999385986,56.32825845292722,56.433438266641566,14553200.0,,,,,
2024-07-29,58.871681213378906,59.32108452947896,57.62865472253586,58.03024638137796,9237800.0,,,,,
2024-07-30,60.41112518310547,61.11869250452806,58.96729916794316,58.96729916794316,10469400.0,,,,,
2024-07-31,57.68602752685547,59.37845371574069,57.49479183704684,58.173675070725935,12826600.0,,,,,
2024-08-01,57.399173736572266,58.85255991230106,56.84459423324486,58.21192452858453,9214900.0,,,,,
2024-08-02,56.72028350830078,57.98243383376399,55.63980506464072,57.59996613825466,8695500.0,,,,,
2024-08-05,55.27646255493164,56.18482563206989,54.56889164853733,55.458134440855865,9479800.0,,,,,
2024-08-06,55.78323745727539,56.37606480643766,54.817502523196254,55.16172238406904,11471900.0,,,,,
2024-08-07,53.99518966674805,56.04140306205482,53.803953985944645,55.45813587698719,14976000.0,,,,,
2024-08-08,55.3147087097168,55.55375240102502,53.74658267833759,53.83263855310924,11683600.0,,,,,
