Date,Close,High,Low,Open,Volume,"('Close', 'CZR')","('High', 'CZR')","('Low', 'CZR')","('Open', 'CZR')","('Volume', 'CZR')"
2024-06-03,35.619998931884766,36.02999877929688,34.52000045776367,35.79999923706055,5290600.0,,,,,
2024-06-04,35.5099983215332,35.689998626708984,34.97999954223633,35.400001525878906,6123400.0,,,,,
2024-06-05,36.56999969482422,36.720001220703125,35.5,35.540000915527344,5060700.0,,,,,
2024-06-06,36.66999816894531,37.08000183105469,36.08000183105469,36.310001373291016,4239000.0,,,,,
2024-06-07,36.060001373291016,36.380001068115234,35.560001373291016,36.09999847412109,3108700.0,,,,,
2024-06-10,36.380001068115234,36.68000030517578,35.54999923706055,35.869998931884766,2752700.0,,,,,
2024-06-11,36.7599983215332,36.810001373291016,35.380001068115234,36.25,2604000.0,,,,,
2024-06-12,38.18000030517578,39.61000061035156,37.91999816894531,38.630001068115234,6297700.0,,,,,
2024-06-13,37.88999938964844,38.310001373291016,37.560001373291016,38.09999847412109,2276300.0,,,,,
2024-06-14,36.02999877929688,37.59999847412109,35.52000045776367,37.380001068115234,4141300.0,,,,,
2024-06-17,36.119998931884766,36.2599983215332,35.310001373291016,36.02000045776367,3036200.0,,,,,
2024-06-18,37.41999816894531,37.88999938964844,35.900001525878906,35.900001525878906,4610100.0,,,,,
2024-06-20,38.79999923706055,39.17499923706055,37.18999862670898,37.2599983215332,4087300.0,,,,,
2024-06-21,39.15999984741211,39.34000015258789,38.459999084472656,38.75,4710600.0,,,,,
2024-06-24,38.9900016784668,39.59000015258789,38.59000015258789,38.93000030517578,3334300.0,,,,,
2024-06-25,37.790000915527344,38.900001525878906,37.55500030517578,38.88999938964844,2722400.0,,,,,
2024-06-26,38.150001525878906,38.52000045776367,37.52999877929688,37.52999877929688,2529300.0,,,,,
2024-06-27,39.02999877929688,39.70000076293945,37.9900016784668,38.119998931884766,9152100.0,,,,,
2024-06-28,39.7400016784668,40.22999954223633,39.040000915527344,39.16999816894531,6608600.0,,,,,
2024-07-01,37.75,40.0,37.58000183105469,39.7400016784668,4831100.0,,,,,
2024-07-02,37.41999816894531,37.970001220703125,36.59999847412109,37.95000076293945,3543200.0,,,,,
2024-07-03,37.72999954223633,38.94499969482422,37.540000915527344,37.95000076293945,2462900.0,,,,,
2024-07-05,37.18000030517578,37.9900016784668,36.900001525878906,37.428001403808594,3262600.0,,,,,
2024-07-08,37.65999984741211,37.900001525878906,37.220001220703125,37.38999938964844,3076000.0,,,,,
2024-07-09,36.810001373291016,37.459999084472656,36.40999984741211,37.459999084472656,3487500.0,,,,,
2024-07-10,36.61000061035156,37.47999954223633,36.27000045776367,37.18000030517578,3596500.0,,,,,
2024-07-11,38.959999084472656,39.27000045776367,37.275001525878906,37.4900016784668,6590600.0,,,,,
2024-07-12,40.0,40.43000030517578,39.0099983215332,39.290000915527344,5389600.0,,,,,
2024-07-15,39.220001220703125,40.09000015258789,39.15999984741211,39.369998931884766,5170400.0,,,,,
2024-07-16,39.77000045776367,39.970001220703125,38.33000183105469,39.310001373291016,5196400.0,,,,,
2024-07-17,38.5,40.290000915527344,38.43999862670898,38.810001373291016,5897200.0,,,,,
2024-07-18,36.560001373291016,39.20000076293945,36.38999938964844,38.400001525878906,5192200.0,,,,,
2024-07-19,36.86000061035156,36.900001525878906,36.060001373291016,36.65999984741211,3321200.0,,,,,
2024-07-22,36.43000030517578,37.36000061035156,35.93000030517578,37.130001068115234,3388700.0,,,,,
2024-07-23,36.77999877929688,36.8849983215332,36.06999969482422,36.13999938964844,2376600.0,,,,,
2024-07-24,34.209999084472656,36.380001068115234,34.13999938964844,36.34000015258789,4705900.0,,,,,
2024-07-25,33.25,34.4900016784668,33.209999084472656,34.279998779296875,4986000.0,,,,,
2024-07-26,35.060001373291016,35.119998931884766,33.779998779296875,34.35499954223633,4668200.0,,,,,
2024-07-29,36.52000045776367,36.58000183105469,34.83000183105469,35.040000915527344,5993100.0,,,,,
2024-07-30,36.900001525878906,37.630001068115234,36.34999847412109,36.540000915527344,7923700.0,,,,,
2024-07-31,39.95000076293945,41.95000076293945,39.5,39.810001373291016,13662000.0,,,,,
2024-08-01,37.36000061035156,39.790000915527344,37.08000183105469,39.75,8689200.0,,,,,
2024-08-02,35.65999984741211,36.65999984741211,35.099998474121094,36.56999969482422,6761500.0,,,,,
2024-08-05,33.20000076293945,34.380001068115234,32.45000076293945,33.689998626708984,8916900.0,,,,,
2024-08-06,34.56999969482422,35.45000076293945,33.369998931884766,33.380001068115234,7844500.0,,,,,
2024-08-07,34.97999954223633,36.41999816894531,34.56999969482422,35.38999938964844,6795400.0,,,,,
2024-08-08,36.08000183105469,36.4900016784668,35.358001708984375,35.43000030517578,3879100.0,,,,,
2024-08-09,35.5099983215332,36.150001525878906,35.1349983215332,36.06999969482422,4426800.0,,,,,
2024-08-12,35.470001220703125,36.38999938964844,35.290000915527344,35.5099983215332,3685800.0,,,,,
2024-08-13,35.2400016784668,36.2400016784668,34.900001525878906,35.7400016784668,5464300.0,,,,,
2024-08-14,34.779998779296875,35.720001220703125,34.641998291015625,35.369998931884766,4498400.0,,,,,
2024-08-15,37.2400016784668,37.2599983215332,35.45000076293945,35.47999954223633,7271700.0,,,,,
2024-08-16,36.97999954223633,37.874000549316406,36.922000885009766,36.970001220703125,2849500.0,,,,,
2024-08-19,36.79999923706055,37.38999938964844,36.68000030517578,37.060001373291016,2720100.0,,,,,
2024-08-20,36.29999923706055,36.810001373291016,36.20000076293945,36.720001220703125,3433100.0,,,,,
2024-08-21,36.36000061035156,36.84000015258789,36.209999084472656,36.630001068115234,3847400.0,,,,,
2024-08-22,36.5099983215332,36.81999969482422,35.76100158691406,36.77000045776367,3888200.0,,,,,
2024-08-23,38.290000915527344,38.900001525878906,36.720001220703125,37.0,5568000.0,,,,,
2024-08-26,37.40999984741211,39.40499877929688,37.02999877929688,38.400001525878906,4769200.0,,,,,
2024-08-27,37.79999923706055,38.20000076293945,36.77000045776367,37.310001373291016,5400000.0,,,,,
