Date,Close,High,Low,Open,Volume,"('Close', 'BLMN')","('High', 'BLMN')","('Low', 'BLMN')","('Open', 'BLMN')","('Volume', 'BLMN')"
2024-06-03,19.64274406433105,20.47685017010555,19.541917475190317,19.541917475190317,1802500.0,,,,,
2024-06-04,18.90946388244629,19.642745189354446,18.735311079943973,19.486923064610643,1544300.0,,,,,
2024-06-05,18.38700294494629,19.08361943640409,18.368672266224173,19.0469563306834,1419600.0,,,,,
2024-06-06,18.45116233825684,18.77197277671608,18.35950371150526,18.37783438788983,947600.0,,,,,
2024-06-07,18.148685455322266,18.46949591377155,18.029528184154653,18.32284000389925,1369900.0,,,,,
2024-06-10,17.79121208190918,18.05702701403978,17.68122102247859,18.02952837504395,1671500.0,,,,,
2024-06-11,17.78204345703125,17.85537140279788,17.33290957067612,17.617055141987297,1819700.0,,,,,
2024-06-12,17.818710327148438,18.18535009760904,17.7637130503721,18.01119555103663,1784200.0,,,,,
2024-06-13,17.763713836669922,17.80954490267888,17.24125192210263,17.672055201204817,1587900.0,,,,,
2024-06-14,17.25958251953125,17.68121954075133,17.20458699442471,17.635388479599026,1221300.0,,,,,
2024-06-17,17.99286460876465,18.07535878245359,17.186257047255122,17.287083648047492,1507000.0,,,,,
2024-06-18,17.452070236206055,17.99286279503187,17.3512436455773,17.901204165307142,1458800.0,,,,,
2024-06-20,17.562063217163086,17.809545740423598,17.34207933480146,17.58039564442901,1835000.0,,,,,
2024-06-21,17.607891082763672,17.745382527625793,17.397073431447062,17.61705729563957,2137200.0,,,,,
2024-06-24,17.59872817993164,17.846208956437735,17.40624118900857,17.617058859033815,1295900.0,,,,,
2024-06-25,17.012102127075195,17.59872754406154,16.99377144863534,17.59872754406154,1152800.0,,,,,
2024-06-26,17.222919464111328,17.259582564853222,16.82878107854766,16.95710455355863,1455500.0,,,,,
2024-06-27,17.19542121887207,17.387906435771242,17.06709774093929,17.213753643798544,1113900.0,,,,,
2024-06-28,17.626224517822266,17.635390731223037,17.204589191045507,17.34207889550417,3301700.0,,,,,
2024-07-01,17.699552536010742,17.89203952151848,17.22292167551003,17.727051176305118,2162700.0,,,,,
2024-07-02,17.433740615844727,17.937870153544722,17.424574401742255,17.73621868812004,1506900.0,,,,,
2024-07-03,17.589561462402344,17.873707085526643,17.415406903846474,17.479568649557464,890000.0,,,,,
2024-07-05,17.06709861755371,17.644556046187336,17.048766191685633,17.644556046187336,1278100.0,,,,,
2024-07-08,16.278823852539062,17.277918461466108,16.242158996152913,17.17709185468078,2012200.0,,,,,
2024-07-09,15.078076362609863,16.223826792951755,15.06891014937396,16.21466057971585,3277300.0,,,,,
2024-07-10,14.968083381652832,15.288893848151613,14.84892610749543,15.123905508336446,2090000.0,,,,,
2024-07-11,16.031339645385742,16.077170711090226,15.14223795003548,15.197233480604469,2166100.0,,,,,
2024-07-12,16.425479888916016,16.48047542557821,15.958013456595909,16.20549599399066,1505300.0,,,,,
2024-07-15,16.150497436523438,16.663793095341944,16.086333949429395,16.535469617706383,2105000.0,,,,,
2024-07-16,17.030433654785156,17.030433654785156,16.022172966206966,16.242156830360624,2153200.0,,,,,
2024-07-17,17.708717346191406,17.763712874145828,16.892943646474976,16.892943646474976,2097300.0,,,,,
2024-07-18,17.64455795288086,17.974534661058556,17.424574063521245,17.47040338486746,1900200.0,,,,,
2024-07-19,18.05702781677246,18.05702781677246,17.424573077963245,17.653723168286366,1747600.0,,,,,
2024-07-22,18.267845153808597,18.32284068498588,17.62622421306004,18.06619195903118,1790900.0,,,,,
