Date,Close,High,Low,Open,Volume,"('Close', 'QXO')","('High', 'QXO')","('Low', 'QXO')","('Open', 'QXO')","('Volume', 'QXO')"
2024-06-03,128.96316528320312,130.42940855198862,113.30096984979654,129.96287718064897,34013.0,,,,,
2024-06-04,130.6959991455078,130.96258304025724,121.6319179075618,129.02980848923983,17063.0,,,,,
2024-06-05,130.47999572753906,143.9199981689453,116.08000183105467,126.4000015258789,40438.0,,,,,
2024-06-06,220.0,224.07000732421875,123.8499984741211,135.9199981689453,61300.0,,,,,
2024-06-07,220.0,240.6100006103516,175.0,217.8999938964844,48300.0,,,,,
2024-06-10,235.6100006103516,290.0,202.7700042724609,209.0399932861328,90700.0,,,,,
2024-06-11,172.99000549316406,259.989990234375,172.99000549316406,259.1700134277344,56300.0,,,,,
2024-06-12,179.30999755859375,195.1300048828125,170.0,171.0,27700.0,,,,,
2024-06-13,205.3999938964844,205.9600067138672,177.58999633789062,179.7100067138672,30300.0,,,,,
2024-06-14,134.2100067138672,169.00999450683594,116.0,129.39999389648438,142300.0,,,,,
2024-06-17,122.08999633789062,150.22000122070312,122.08999633789062,134.2100067138672,39700.0,,,,,
2024-06-18,91.7699966430664,121.98999786376952,86.54000091552734,121.98999786376952,82200.0,,,,,
2024-06-20,81.97000122070312,85.22000122070312,68.98999786376953,84.69999694824219,56200.0,,,,,
2024-06-21,86.51000213623047,86.51000213623047,77.2699966430664,85.38999938964844,14500.0,,,,,
2024-06-24,85.86000061035156,92.06999969482422,78.75,87.0,20600.0,,,,,
2024-06-25,79.8499984741211,85.73999786376953,75.0,83.01000213623047,25700.0,,,,,
2024-06-26,73.55000305175781,76.80000305175781,73.5,76.80000305175781,21400.0,,,,,
2024-06-27,73.9800033569336,78.98999786376953,73.9800033569336,78.98999786376953,14300.0,,,,,
2024-06-28,71.76000213623047,77.66999816894531,71.0,75.94000244140625,16500.0,,,,,
2024-07-01,62.2599983215332,73.58000183105469,62.2599983215332,69.02999877929688,19900.0,,,,,
2024-07-02,65.70999908447266,66.98999786376953,62.5,62.5,18200.0,,,,,
2024-07-03,63.650001525878906,66.48999786376953,61.0,65.70999908447266,11200.0,,,,,
2024-07-05,61.0,67.80999755859375,60.0099983215332,67.80999755859375,21800.0,,,,,
2024-07-08,49.09000015258789,59.29999923706055,49.09000015258789,59.29999923706055,41300.0,,,,,
2024-07-09,46.0,49.90999984741211,45.45000076293945,46.13999938964844,36800.0,,,,,
2024-07-10,42.97999954223633,47.0,42.86000061035156,46.9900016784668,27600.0,,,,,
2024-07-11,41.7400016784668,44.790000915527344,40.810001373291016,44.630001068115234,23700.0,,,,,
2024-07-12,49.5099983215332,56.75,41.25,41.369998931884766,24400.0,,,,,
2024-07-15,52.95000076293945,69.0,50.040000915527344,51.97999954223633,35000.0,,,,,
2024-07-16,54.5,62.2400016784668,52.61000061035156,56.38999938964844,19400.0,,,,,
2024-07-17,71.69999694824219,79.0,55.77000045776367,55.77000045776367,87700.0,,,,,
2024-07-18,67.11000061035156,75.5,63.02999877929688,75.0,16800.0,,,,,
2024-07-19,58.61000061035156,66.72000122070312,55.02999877929688,66.72000122070312,46100.0,,,,,
2024-07-22,60.09999847412109,62.9900016784668,57.59999847412109,59.0,40500.0,,,,,
2024-07-23,79.30000305175781,89.0,62.0,63.869998931884766,86500.0,,,,,
2024-07-24,123.95999908447266,157.27999877929688,80.0,81.3499984741211,218100.0,,,,,
2024-07-25,83.83000183105469,113.97000122070312,80.0,113.97000122070312,57600.0,,,,,
2024-07-26,78.69000244140625,87.37000274658203,74.0,87.37000274658203,81900.0,,,,,
2024-07-29,60.5,77.0,59.0,77.0,2022800.0,,,,,
2024-07-30,12.050000190734863,12.5,10.75,10.899999618530272,19249800.0,,,,,
2024-07-31,12.5,12.699999809265137,11.989999771118164,12.289999961853027,6733700.0,,,,,
2024-08-01,12.350000381469728,12.699999809265137,12.010000228881836,12.5,4673600.0,,,,,
2024-08-02,11.989999771118164,12.470000267028809,11.279999732971191,11.800000190734863,3455500.0,,,,,
2024-08-05,11.449999809265137,11.960000038146973,11.050000190734863,11.25,3462300.0,,,,,
2024-08-06,11.369999885559082,12.0,11.210000038146973,11.899999618530272,3506400.0,,,,,
2024-08-07,10.989999771118164,11.770000457763672,10.609999656677246,11.380000114440918,2238400.0,,,,,
2024-08-08,11.149999618530272,11.5,10.800000190734863,11.390000343322754,1889800.0,,,,,
2024-08-09,11.15999984741211,11.5,10.920000076293944,11.350000381469728,3446700.0,,,,,
2024-08-12,10.760000228881836,11.399999618530272,10.760000228881836,11.399999618530272,1304400.0,,,,,
2024-08-13,10.949999809265137,11.140000343322754,10.710000038146973,10.949999809265137,1666200.0,,,,,
2024-08-14,10.75,11.289999961853027,10.649999618530272,11.270000457763672,2766300.0,,,,,
2024-08-15,11.350000381469728,11.4399995803833,10.619999885559082,10.979999542236328,3254300.0,,,,,
2024-08-16,12.619999885559082,12.880000114440918,11.15999984741211,11.1899995803833,3800200.0,,,,,
2024-08-19,12.260000228881836,13.0,12.140000343322754,12.420000076293944,2386100.0,,,,,
2024-08-20,12.399999618530272,12.850000381469728,12.0600004196167,12.449999809265137,3397100.0,,,,,
2024-08-21,13.510000228881836,14.56999969482422,12.5,12.5,5657500.0,,,,,
2024-08-22,14.0,15.609999656677246,13.640000343322754,13.640000343322754,6843700.0,,,,,
2024-08-23,13.899999618530272,14.600000381469728,13.0600004196167,14.109999656677246,3165300.0,,,,,
2024-08-26,14.760000228881836,15.449999809265137,14.100000381469728,14.15999984741211,6032500.0,,,,,
2024-08-27,14.859999656677246,15.0,14.350000381469728,14.899999618530272,2233800.0,,,,,
2024-08-28,14.06999969482422,14.8100004196167,13.8100004196167,14.699999809265137,2105300.0,,,,,
2024-08-29,13.449999809265137,14.390000343322754,13.34000015258789,14.15999984741211,1748300.0,,,,,
2024-08-30,13.8100004196167,14.479999542236328,13.550000190734863,13.670000076293944,2355700.0,,,,,
2024-09-03,13.289999961853027,13.949999809265137,13.130000114440918,13.949999809265137,1478000.0,,,,,
2024-09-04,12.869999885559082,13.489999771118164,12.770000457763672,13.210000038146973,1654700.0,,,,,
2024-09-05,13.710000038146973,13.989999771118164,12.779999732971191,12.880000114440918,1340600.0,,,,,
2024-09-06,14.300000190734863,14.470000267028809,13.390000343322754,13.65999984741211,1346500.0,,,,,
2024-09-09,14.880000114440918,15.979999542236328,14.079999923706056,14.079999923706056,5609500.0,,,,,
2024-09-10,15.199999809265137,15.68000030517578,14.869999885559082,15.029999732971191,3308000.0,,,,,
2024-09-11,15.479999542236328,15.960000038146973,15.18000030517578,15.289999961853027,3358700.0,,,,,
2024-09-12,14.949999809265137,16.010000228881836,14.619999885559082,15.720000267028809,3139400.0,,,,,
2024-09-13,14.699999809265137,15.140000343322754,14.449999809265137,15.140000343322754,2497700.0,,,,,
2024-09-16,13.75,14.90999984741211,13.260000228881836,14.789999961853027,3290900.0,,,,,
2024-09-17,14.539999961853027,14.75,13.84000015258789,14.149999618530272,1513300.0,,,,,
2024-09-18,14.649999618530272,15.170000076293944,14.420000076293944,14.699999809265137,2621900.0,,,,,
2024-09-19,14.869999885559082,15.31999969482422,14.649999618530272,15.0,2555600.0,,,,,
2024-09-20,15.079999923706056,15.3100004196167,14.359999656677246,14.739999771118164,21230100.0,,,,,
2024-09-23,15.529999732971191,16.200000762939453,14.9399995803833,15.300000190734863,2815200.0,,,,,
2024-09-24,15.720000267028809,15.9399995803833,15.31999969482422,15.760000228881836,2021700.0,,,,,
2024-09-25,15.100000381469728,15.859999656677246,15.010000228881836,15.75,1222400.0,,,,,
2024-09-26,15.199999809265137,15.56999969482422,15.029999732971191,15.1899995803833,1059800.0,,,,,
2024-09-27,15.729999542236328,15.81999969482422,15.0600004196167,15.0600004196167,1113600.0,,,,,
2024-09-30,15.770000457763672,16.0,15.350000381469728,15.75,1712800.0,,,,,
2024-10-01,14.640000343322754,15.989999771118164,14.59000015258789,15.630000114440918,1849400.0,,,,,
2024-10-02,14.350000381469728,14.970000267028809,14.199999809265137,14.859999656677246,1082100.0,,,,,
2024-10-03,13.949999809265137,14.460000038146973,13.93000030517578,14.260000228881836,1117200.0,,,,,
2024-10-04,13.979999542236328,14.0600004196167,13.699999809265137,13.960000038146973,1734300.0,,,,,
2024-10-07,13.670000076293944,14.270000457763672,13.520000457763672,14.260000228881836,1554500.0,,,,,
2024-10-08,14.770000457763672,14.850000381469728,13.380000114440918,13.65999984741211,1924800.0,,,,,
2024-10-09,14.760000228881836,15.229999542236328,14.579999923706056,14.710000038146973,1290600.0,,,,,
2024-10-10,14.970000267028809,15.109999656677246,14.630000114440918,14.899999618530272,839600.0,,,,,
2024-10-11,15.59000015258789,15.6899995803833,14.81999969482422,14.81999969482422,1132500.0,,,,,
2024-10-14,15.949999809265137,16.1200008392334,15.390000343322754,15.699999809265137,1678400.0,,,,,
2024-10-15,15.34000015258789,16.15999984741211,15.300000190734863,15.90999984741211,850600.0,,,,,
2024-10-16,15.40999984741211,15.720000267028809,15.260000228881836,15.579999923706056,916200.0,,,,,
2024-10-17,15.420000076293944,15.529999732971191,14.989999771118164,15.260000228881836,574300.0,,,,,
2024-10-18,15.399999618530272,15.529999732971191,15.1899995803833,15.479999542236328,752200.0,,,,,
2024-10-21,15.43000030517578,15.649999618530272,15.06999969482422,15.420000076293944,587900.0,,,,,
2024-10-22,15.25,15.720000267028809,15.149999618530272,15.4399995803833,599400.0,,,,,
2024-10-23,15.050000190734863,15.359999656677246,14.8100004196167,15.350000381469728,722300.0,,,,,
2024-10-24,14.880000114440918,15.5,14.640000343322754,15.140000343322754,793500.0,,,,,
2024-10-25,15.09000015258789,15.279999732971191,14.56999969482422,14.859999656677246,633500.0,,,,,
2024-10-28,15.5,15.5,15.0600004196167,15.260000228881836,661100.0,,,,,
2024-10-29,15.34000015258789,15.510000228881836,15.109999656677246,15.5,531800.0,,,,,
2024-10-30,15.06999969482422,15.510000228881836,15.050000190734863,15.289999961853027,698100.0,,,,,
2024-10-31,15.220000267028809,15.350000381469728,14.890000343322754,14.979999542236328,738300.0,,,,,
2024-11-01,15.25,15.5,15.130000114440918,15.390000343322754,893500.0,,,,,
2024-11-04,15.210000038146973,15.380000114440918,15.010000228881836,15.25,487000.0,,,,,
2024-11-05,15.390000343322754,15.510000228881836,15.09000015258789,15.399999618530272,646200.0,,,,,
2024-11-06,15.25,16.010000228881836,15.050000190734863,15.869999885559082,9291800.0,,,,,
2024-11-07,15.649999618530272,16.100000381469727,15.199999809265137,15.279999732971191,5167500.0,,,,,
2024-11-08,16.049999237060547,16.5,15.369999885559082,15.699999809265137,3453300.0,,,,,
2024-11-11,16.139999389648438,16.420000076293945,15.609999656677246,16.420000076293945,2887900.0,,,,,
2024-11-12,16.219999313354492,17.079999923706055,16.15999984741211,16.34000015258789,2010500.0,,,,,
2024-11-13,15.260000228881836,16.280000686645508,15.260000228881836,15.65999984741211,1492000.0,,,,,
2024-11-14,15.229999542236328,16.389999389648438,15.199999809265137,15.609999656677246,1547300.0,,,,,
2024-11-15,15.399999618530272,15.59000015258789,14.880000114440918,15.229999542236328,2336900.0,,,,,
2024-11-18,15.5,17.809999465942383,15.039999961853027,15.520000457763672,8182500.0,,,,,
2024-11-19,15.899999618530272,16.09000015258789,14.899999618530272,15.369999885559082,5619100.0,,,,,
2024-11-20,15.989999771118164,16.15999984741211,15.5,16.149999618530273,1932200.0,,,,,
2024-11-21,16.639999389648438,17.0,15.960000038146973,16.170000076293945,2892000.0,,,,,
2024-11-22,17.040000915527344,17.170000076293945,16.299999237060547,16.649999618530273,2497500.0,,,,,
2024-11-25,17.459999084472656,17.68000030517578,16.84000015258789,17.34000015258789,8368700.0,,,,,
2024-11-26,17.989999771118164,18.18000030517578,17.479999542236328,17.59000015258789,2086200.0,,,,,
2024-11-27,16.780000686645508,18.06999969482422,16.760000228881836,18.0,1959800.0,,,,,
2024-11-29,16.639999389648438,17.18000030517578,16.6299991607666,16.989999771118164,912000.0,,,,,
2024-12-02,17.31999969482422,17.329999923706055,16.510000228881836,16.639999389648438,2206400.0,,,,,
2024-12-03,17.149999618530273,17.6200008392334,16.989999771118164,17.3799991607666,1952000.0,,,,,
2024-12-04,17.440000534057617,17.5,16.799999237060547,16.90999984741211,1860500.0,,,,,
2024-12-05,17.100000381469727,17.75,16.920000076293945,17.75,3411500.0,,,,,
2024-12-06,17.389999389648438,17.5,17.0,17.280000686645508,3275300.0,,,,,
2024-12-09,16.15999984741211,17.59000015258789,16.0,17.59000015258789,3000100.0,,,,,
2024-12-10,16.299999237060547,16.5,16.049999237060547,16.100000381469727,1579100.0,,,,,
2024-12-11,16.399999618530273,16.469999313354492,16.1200008392334,16.299999237060547,1180200.0,,,,,
2024-12-12,15.989999771118164,16.530000686645508,15.899999618530272,16.25,1581400.0,,,,,
2024-12-13,16.139999389648438,16.31999969482422,15.989999771118164,15.989999771118164,912900.0,,,,,
2024-12-16,16.959999084472656,17.049999237060547,16.100000381469727,16.149999618530273,1835500.0,,,,,
2024-12-17,16.280000686645508,17.0,16.239999771118164,16.84000015258789,1267700.0,,,,,
2024-12-18,15.989999771118164,16.6299991607666,15.9399995803833,16.290000915527344,2240500.0,,,,,
2024-12-19,16.1200008392334,16.450000762939453,15.989999771118164,16.260000228881836,1877000.0,,,,,
2024-12-20,15.4399995803833,16.299999237060547,15.220000267028809,16.059999465942383,7661300.0,,,,,
2024-12-23,15.130000114440918,15.739999771118164,14.989999771118164,15.489999771118164,2019000.0,,,,,
2024-12-24,15.68000030517578,15.699999809265137,15.149999618530272,15.300000190734863,707500.0,,,,,
2024-12-26,15.880000114440918,15.93000030517578,15.470000267028809,15.550000190734863,899000.0,,,,,
2024-12-27,15.5600004196167,16.049999237060547,15.470000267028809,15.800000190734863,1063900.0,,,,,
2024-12-30,15.34000015258789,15.619999885559082,14.979999542236328,15.539999961853027,1027500.0,,,,,
2024-12-31,15.899999618530272,15.920000076293944,15.350000381469728,15.380000114440918,1681400.0,,,,,
2025-01-02,15.369999885559082,16.049999237060547,15.25,16.0,1114000.0,,,,,
