Date,Close,High,Low,Open,Volume,"('Close', 'EIX')","('High', 'EIX')","('Low', 'EIX')","('Open', 'EIX')","('Volume', 'EIX')"
2024-06-03,70.63525390625,71.33901563568125,70.33893429356581,70.91305663399879,2351700.0,,,,,
2024-06-04,70.85749053955078,71.12603128745869,70.00557255193605,70.35745694255449,1619300.0,,,,,
2024-06-05,69.84814453125,70.82044685951077,69.59812776774005,70.7556271752811,1307200.0,,,,,
2024-06-06,68.9869613647461,70.34818173278336,68.82954314846278,69.57033849469833,1278400.0,,,,,
2024-06-07,68.50545501708984,69.08883223453451,68.1072748977753,68.49619304273841,1386900.0,,,,,
2024-06-10,68.38506317138672,69.17216135079592,68.26468577706342,68.57026731436373,1649400.0,,,,,
2024-06-11,68.16283416748047,68.48693262900163,67.45907246187979,67.82021175683431,2303200.0,,,,,
2024-06-12,68.10728454589844,69.17217860822487,67.89430149454269,68.9962434595231,2007500.0,,,,,
2024-06-13,68.01466369628906,69.03326884677261,67.33868798531273,68.1720889880648,1150100.0,,,,,
2024-06-14,67.79242706298828,67.90354955372392,67.11645133925711,67.62574685929282,1336100.0,,,,,
2024-06-17,66.23675537109375,67.24609868671932,66.19971453645626,67.24609868671932,1982500.0,,,,,
2024-06-18,66.1904525756836,66.47751018252528,65.90338790402583,66.01451039610136,1365700.0,,,,,
2024-06-20,66.56084442138672,66.8479090829888,65.99598413655093,66.10710662473392,1751600.0,,,,,
2024-06-21,66.33861541748047,67.41277841970214,66.20897602960086,66.68123783677188,3311100.0,,,,,
2024-06-24,67.37574005126953,67.55167518993575,66.14415875652088,66.36639670604596,1515100.0,,,,,
2024-06-25,66.5423355102539,67.32017182626488,66.30157362275764,67.32017182626488,1171400.0,,,,,
2024-06-26,66.53307342529297,66.64419592660317,65.7274582514481,66.16267215240893,1202900.0,,,,,
2024-06-27,66.70901489257812,66.7367937513988,66.23675309817673,66.55159664938319,1039800.0,,,,,
2024-06-28,66.49602508544922,67.08866422923988,65.96820562723516,66.93124600209896,2647100.0,,,,,
2024-07-01,65.92191314697266,67.0423718043547,65.66263439185168,67.0423718043547,1554600.0,,,,,
2024-07-02,66.32935333251953,66.98681224562182,65.90339433522016,66.06081258241012,2484200.0,,,,,
2024-07-03,66.50530242919922,67.28314590070306,66.33862218993536,66.44048272864202,875300.0,,,,,
2024-07-05,67.04237365722656,67.35721013577006,66.42195560963808,66.64419353948152,2022300.0,,,,,
2024-07-08,66.99556732177734,67.45424672669108,66.77090904166256,67.01428586938776,2380400.0,,,,,
2024-07-09,66.95812225341797,67.39808310525856,66.75218252347065,66.97684794255385,1498800.0,,,,,
2024-07-10,67.76315307617188,67.83804154653852,66.96748271835976,67.31383653748726,1038700.0,,,,,
2024-07-11,69.53236389160156,69.59788952882296,68.08143702691078,68.18439976389399,1182600.0,,,,,
2024-07-12,70.05656433105469,70.62757647819774,69.73829901193015,69.79446179959723,1478200.0,,,,,
2024-07-15,68.3809814453125,69.43875444998274,68.25928587915212,69.43875444998274,1541200.0,,,,,
2024-07-16,69.19536590576172,69.47619411806474,68.5307467545199,69.00815185873178,1861500.0,,,,,
2024-07-17,70.53396606445312,71.19858520637901,69.47619314422032,69.47619314422032,2916900.0,,,,,
2024-07-18,70.29058837890625,71.5355825966338,70.16889995333658,70.23442558891388,2459800.0,,,,,
2024-07-19,70.1501693725586,70.59948589895312,69.79445271892573,70.53396027461402,1325200.0,,,,,
2024-07-22,70.3935546875,70.5526944873442,69.78510544872934,70.03784513264472,1165000.0,,,,,
2024-07-23,70.30931091308594,70.61822052769075,70.14081540891588,70.31867375825047,1131400.0,,,,,
2024-07-24,71.17987060546875,71.6104686448845,70.49652573615694,71.03945649349966,1378900.0,,,,,
2024-07-25,71.5449447631836,72.63079916269581,71.3390050128213,71.59175184890542,1998000.0,,,,,
2024-07-26,73.49198913574219,74.42807354710443,71.42324344364249,72.03169259762213,2775700.0,,,,,
2024-07-29,73.20179748535156,73.96003070846085,72.65887395914343,73.60431406446281,2030800.0,,,,,
2024-07-30,74.3063735961914,74.41870628992565,73.06138683064863,73.10818676338691,1922400.0,,,,,
2024-07-31,74.8961181640625,75.3735160871618,74.00683365958352,74.65273420958054,4308300.0,,,,,
2024-08-01,76.39385986328125,76.64659954664985,75.05525868571685,75.35480545277807,1834000.0,,,,,
2024-08-02,77.01166534423828,77.74181722175834,75.57945726381855,77.30185638309186,2263900.0,,,,,
2024-08-05,75.401611328125,77.34866171194135,74.57785237558909,77.07719634274275,2419300.0,,,,,
2024-08-06,76.3189697265625,77.31121703179721,75.17694547017487,75.51393646851083,2139000.0,,,,,
